256,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,93.646050,3.196877,0.834043,38.173068,1.192908,93.646050,3.196877,0.028781,0.000000,0.009755,0.000000,0.000000,0.000000,42.497360,1.786159,1.192908,38.173068,0.000000,50.000000,100.000000,100.000000,99.961853,0.000000,38.173068,0.000000,0.035499,100.000000,0.000000,3.339039,3383.000000,54.101594,0.000000,0.000000,1.000000,1.000000,2.000000,2.000000,0,0,1048576,65536,131072,4096,0,6,0,285,12266,262237,8247,0.000000,0.000000,1221.538161,76.346135,38.186610,1.200917,0.000000,916.153320,99.954737,117696,116736,1327807,1181696,33554432,0,0,16777216,0,0,0,0,0,7.039979,46.140156,7.394372,0.000000,6.132303,8.259681,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",6928384,7127791,4619601,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,79626240,0,1179648,38076416,85917696,0,0.000000,0,0.000000,262144,8288,0,1.206888,0,4080,608.383264,12.977745,0.177800,3.833231,0.000000,1.522389,10.355575,7.412087,0.000000
512,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,98.584389,3.511856,0.959610,44.217141,707.474253,98.584389,3.511856,0.027486,0.000000,0.009732,0.000000,0.000000,0.000000,1.970461,1.011945,707.474253,44.217141,0.000000,50.000000,100.000000,100.000000,96.881485,0.000000,44.217141,0.000000,0.000188,100.000000,0.000000,3.600608,6679.000000,58.175939,0.000000,0.000000,1.000000,1.000000,2.000000,2.000000,0,0,8388608,524288,1048576,16384,0,4,0,93456,47995,2097363,32785,0.000000,0.000000,1414.948506,88.434282,44.221590,707.841290,0.000000,88.433594,99.971810,861120,860160,10590355,9445376,268435456,0,0,134217728,0,0,0,0,0,7.336937,43.925708,7.418409,0.000000,6.572634,8.570696,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",54714368,56218255,36333349,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,628883456,0,8912896,303300608,675020800,0,0.000000,0,0.000000,2097152,32772,0,707.560615,0,42737,922.708959,13.767225,0.039874,4.413983,0.000000,1.486130,10.882387,8.604039,0.000000
768,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.012083,3.532923,0.981784,44.998032,479.979009,99.012083,3.532923,0.027405,0.000000,0.009724,0.000000,0.000000,0.000000,28.073323,713.640665,479.979009,44.998032,0.000000,49.999998,100.000000,100.000000,58.450176,0.000000,44.998032,0.000000,0.000503,100.000000,0.000000,3.632237,9975.000000,58.631903,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,28311552,1769473,3538944,36864,0,8,0,4415745,109620,7079428,73781,0.000000,0.000000,1439.937027,89.996115,45.007823,480.324045,0.000000,53.330078,99.980472,2821056,2820096,35739615,31868928,905969664,0,0,452984832,0,0,0,0,0,7.312908,43.157236,9.761510,0.000000,6.452702,8.500320,"Mid (6)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",183859200,188897306,121967917,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,2113339392,0,29491200,1022164992,2264334336,0,0.000000,0,0.000000,7077888,73764,0,480.213373,0,1483114,9.428973,13.036767,0.011685,4.491785,0.000000,1.465497,10.301376,8.454889,0.000000
1024,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.491202,3.559478,0.993170,45.319456,362.555651,99.491202,3.559478,0.027237,0.000000,0.009720,0.000000,0.000000,0.000000,22.719080,524.990938,362.555651,45.319456,0.000000,49.999995,100.000000,100.000000,64.440536,0.000000,45.319456,0.000000,0.000331,100.000000,0.000000,3.651360,13271.000000,58.913513,0.000000,0.000000,1.000000,1.000002,2.000000,2.000000,0,0,67108864,4194311,8388608,65536,0,6,0,8410580,189796,16779222,131197,0.000000,0.000000,1450.222605,90.639064,45.324875,362.901411,0.000000,16.994141,99.985150,6587333,6586368,84675445,75530240,2147483648,0,0,1073741824,0,0,0,0,0,7.366603,43.073152,9.193084,0.000000,6.596137,8.554600,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",434864128,446708709,288300109,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,4998561792,0,69206016,2421161984,5350883328,0,0.000000,0,0.000000,16777216,131128,0,362.710551,0,2684559,7.251665,13.271977,0.004914,4.547944,0.000000,1.464383,10.475151,8.618294,0.000000
1280,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.435568,3.555760,0.997627,45.551129,291.527225,99.435568,3.555760,0.027207,0.000000,0.009718,0.000000,0.000000,0.000000,31.977168,424.992033,291.527225,45.551129,0.000000,49.999995,100.000000,100.000000,53.181622,0.000000,45.551129,0.000000,0.000000,100.000000,0.000000,3.656026,16567.000000,58.972305,0.000000,0.000000,1.000000,1.000002,2.000000,2.000000,0,0,131072000,8192015,16384000,102400,0,0,0,23003334,298560,32773344,205035,0.000000,0.000000,1457.636127,91.102425,45.558558,291.861741,0.000000,0.000000,99.988041,12749767,12748800,165366082,147507200,4194304000,0,0,2097152000,0,0,0,0,0,7.337605,42.833358,9.950692,0.000000,6.535297,8.508520,"Mid (6)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (7)","High (7)","Low (1)","Idle (0)",848230400,871308243,562173348,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,9750118400,0,134348800,4726784000,10431692800,0,0.000000,0,0.000000,32768000,204800,0,291.527225,0,7762780,10.791119,13.088485,0.002114,4.557318,0.000000,1.457638,10.286291,8.551870,0.000000
1536,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.772788,3.553595,0.995631,45.703761,243.753392,99.772788,3.553595,0.027213,0.000000,0.009717,0.000000,0.000000,0.000000,34.473716,361.557779,243.753392,45.703761,0.000000,49.999996,100.000000,100.000000,49.633401,0.000000,45.703761,0.000000,0.000021,100.000000,0.000000,3.652213,19863.000000,58.899933,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,226492416,14155795,28311552,147456,0,0,0,42710026,437441,56632070,294926,0.000000,0.000000,1462.520356,91.407645,45.710998,243.764964,0.000000,0.000000,99.989997,21898179,21897216,285766872,254877696,7247757312,0,0,3623878656,0,0,0,0,0,7.320492,42.808880,10.205809,0.000000,6.465040,8.489283,"High (7)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (7)","High (7)","Low (1)","Idle (0)",1464459264,1504311139,970411316,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,16833576960,0,231211008,8165523456,18003787776,0,0.000000,0,0.000000,56623104,294924,0,243.763310,0,14329492,11.566156,13.031680,0.001451,4.571982,0.000000,1.458109,10.219256,8.506678,0.000000
1792,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.917983,3.555001,0.997111,45.756190,209.171152,99.917983,3.555001,0.027189,0.000000,0.009715,0.000000,0.000000,0.000000,34.702974,312.538412,209.171152,45.756190,0.000000,49.999997,100.000000,100.000000,49.404342,0.000000,45.756190,0.000000,0.000004,100.000000,0.000000,3.651901,23159.000000,58.887209,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,359661568,22478870,44957696,200704,0,12,0,68194741,599774,89930654,401436,0.000000,0.000000,1464.198069,91.512469,45.763956,209.185743,0.000000,6.402344,99.991405,34622415,34621440,453769217,404719616,11509170176,0,0,5754585088,0,0,0,0,0,7.319602,42.769389,10.280343,0.000000,6.470659,8.485615,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",2324051968,2387241977,1539778973,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,26714505216,0,366084096,12963872768,28564193280,0,0.000000,0,0.000000,89915392,401412,0,209.173237,0,22918506,11.662781,13.012976,0.000769,4.581198,0.000000,1.457490,10.203157,8.502470,0.000000
2048,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.781320,3.558122,0.998839,44.981288,179.925152,99.781320,3.558122,0.027157,0.000000,0.009715,0.000000,0.000000,0.000000,34.157229,260.905335,179.925152,44.981288,0.000000,49.999995,100.000000,100.000000,48.902847,0.000000,44.981288,0.000000,0.000000,100.000000,0.000000,3.654245,26455.000000,58.919190,0.000000,0.000000,1.000000,1.000002,2.000000,2.000000,0,0,536870912,33554485,67108864,262144,0,1,0,101920284,760258,134241068,524439,0.000000,0.000000,1439.401220,89.962718,44.989110,179.976973,0.000000,359.000000,99.992468,51512282,51511296,677267472,604110848,17179869184,0,0,8589934592,0,0,0,0,0,7.317174,42.727556,10.160209,0.000000,6.545704,8.481980,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",3467509760,3561675589,2297063831,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,39858470912,0,545259520,19348324352,42609934336,0,0.000000,0,0.000000,134217728,524288,0,179.925152,0,33557427,11.246326,13.064842,0.000601,4.580194,0.000000,1.456815,10.245122,8.539851,0.000000
2304,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.754281,3.558400,0.999498,44.977912,159.921464,99.754281,3.558400,0.027138,0.000000,0.009714,0.000000,0.000000,0.000000,34.480295,229.315675,159.921464,44.977912,0.000000,49.999995,100.000000,100.000000,48.931009,0.000000,44.977912,0.000000,0.000000,100.000000,0.000000,3.654832,29751.000000,58.924088,0.000000,0.000000,1.000000,1.000002,2.000000,2.000000,0,0,764411904,47775821,95551488,331776,0,7,0,146500507,951485,191134136,663588,0.000000,0.000000,1439.293184,89.955969,44.985246,159.930140,0.000000,1.727539,99.993297,73157602,73156608,964257664,860129280,24461180928,0,0,12230590464,0,0,0,0,0,7.318857,42.707511,10.118630,0.000000,6.554762,8.484133,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",4935333888,5069255298,3269110253,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,56731041792,0,775028736,27545370624,60638035968,0,0.000000,0,0.000000,191102976,663552,0,159.921464,0,49116291,11.559989,13.099501,0.000355,4.581430,0.000000,1.455745,10.260506,8.553787,0.000000
2560,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.925759,3.554911,0.998431,45.839121,146.685187,99.925759,3.554911,0.027145,0.000000,0.009713,0.000000,0.000000,0.000000,34.939427,218.724769,146.685187,45.839121,0.000000,49.999997,100.000000,100.000000,49.146584,0.000000,45.839121,0.000000,0.000000,100.000000,0.000000,3.652411,33047.000000,58.881512,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,1048576000,65536075,131072000,409600,0,0,0,199811010,1221523,262189489,819216,0.000000,0.000000,1466.851879,91.678347,45.847076,146.688052,0.000000,0.000000,99.993962,100148189,100147200,1322756633,1179852800,33554432000,0,0,16777216000,0,0,0,0,0,7.317305,42.715274,10.272733,0.000000,6.537254,8.480256,"High (7)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (7)","High (7)","Low (1)","Idle (0)",6768025600,6951741861,4482834045,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,77797785600,0,1061683200,37781504000,83145523200,0,0.000000,0,0.000000,262144000,819200,0,146.685187,0,66885511,11.695759,13.017881,0.000261,4.587577,0.000000,1.456603,10.202432,8.512049,0.000000
