2816,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.954169,3.555002,0.998547,45.842628,133.360373,99.954169,3.555002,0.027139,0.000000,0.009713,0.000000,0.000000,0.000000,34.975675,199.201972,133.360373,45.842628,0.000000,49.999997,100.000000,100.000000,49.074560,0.000000,45.842628,0.000000,0.000000,100.000000,0.000000,3.651745,36343.000000,58.867836,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,1395654656,87228514,174456832,495616,0,6,0,266203999,1480615,348974895,991253,0.000000,0.000000,1466.964107,91.685360,45.850673,133.363198,0.000000,846.000000,99.994508,133073918,133072896,1760572877,1570359296,44660948992,0,0,22330474496,0,0,0,0,0,7.316043,42.703841,10.298726,0.000000,6.533500,8.477708,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",9006086144,9250490325,5964888926,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,103524270080,0,1411514368,50283216896,110629421056,0,0.000000,0,0.000000,348913664,991232,0,133.360373,0,89042210,11.698966,13.022278,0.000199,4.589161,0.000000,1.456617,10.191089,8.505479,0.000000
3072,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.967218,3.554590,0.998838,45.854797,122.279458,99.967218,3.554590,0.027129,0.000000,0.009713,0.000000,0.000000,0.000000,35.184018,182.258741,122.279458,45.854797,0.000000,49.999997,100.000000,100.000000,48.843729,0.000000,45.854797,0.000000,0.000000,100.000000,0.000000,3.651328,39639.000000,58.858658,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,1811939328,113246339,226492416,589824,0,10,0,347571625,1758277,453056399,1179694,0.000000,0.000000,1467.353504,91.709700,45.862042,122.284226,0.000000,1.060547,99.994963,172524564,172523520,2285638931,2038726656,57982058496,0,0,28991029248,0,0,0,0,0,7.315555,42.695521,10.273113,0.000000,6.547109,8.477642,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",11690016768,12007159949,7742115622,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,134376062976,0,1830813696,65277001728,143586754560,0,0.000000,0,0.000000,452984832,1179648,0,122.279458,0,116188981,11.761591,13.032866,0.000151,4.590191,0.000000,1.456354,10.201689,8.512256,0.000000
3328,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.948105,3.555858,0.999350,45.055687,110.906306,99.948105,3.555858,0.027122,0.000000,0.009712,0.000000,0.000000,0.000000,35.167870,163.542598,110.906306,45.055687,0.000000,49.999995,100.000000,100.000000,48.064997,0.000000,45.055687,0.000000,0.000000,100.000000,0.000000,3.652334,42935.000000,58.872889,0.000000,0.000000,1.000000,1.000002,2.000000,2.000000,0,0,2303721472,143982822,287965184,692224,0,1,0,449538016,2041509,576025609,1384453,0.000000,0.000000,1441.781988,90.111518,45.063138,110.906707,0.000000,84.000000,99.995348,219089951,219088896,2905938956,2592032768,73719087104,0,0,36859543552,0,0,0,0,0,7.317795,42.689002,10.207523,0.000000,6.545194,8.479854,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",14860318720,15263362696,9841357222,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,170818732032,0,2325872640,82989350912,182514548736,0,0.000000,0,0.000000,575930368,1384448,0,110.906306,0,150643910,11.785044,13.078778,0.000117,4.591395,0.000000,1.456016,10.225721,8.530264,0.000000
3584,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.953394,3.553589,0.999274,45.857810,104.817851,99.953394,3.553589,0.027123,0.000000,0.009712,0.000000,0.000000,0.000000,35.926053,155.146716,104.817851,45.857810,0.000000,49.999996,100.000000,100.000000,47.872520,0.000000,45.857810,0.000000,0.000000,"<OVERFLOW>",0.000000,3.650482,46231.000000,58.841201,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,2877292544,179831040,359661568,802816,0,2,0,563534126,2376585,719443155,1605643,0.000000,0.000000,1467.449916,91.715750,45.865461,104.818569,0.000000,136.000000,"<OVERFLOW>",273359927,273358848,3629474007,3237355520,92073361408,0,0,46036680704,0,0,0,0,0,7.312453,42.672819,10.380822,0.000000,6.538266,8.471796,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",18557493248,19060825112,12289468379,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,213317844992,0,2902982656,103646756864,227909828608,0,0.000000,0,0.000000,719323136,1605632,0,104.817851,0,189300754,12.068176,13.000187,0.000114,4.589949,0.000000,1.455538,10.168007,8.493513,0.000000
3840,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.963797,3.553355,0.999249,45.871510,97.859220,99.963797,3.553355,0.027130,0.000000,0.009712,0.000000,0.000000,0.000000,35.819443,146.116526,97.859220,45.871510,0.000000,49.999997,100.000000,100.000000,47.935448,0.000000,45.871510,0.000000,0.000000,"<OVERFLOW>",0.000000,3.649399,49527.000000,58.822175,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,3538944000,221184243,442368000,921600,0,0,0,690859120,2752137,884878414,1843221,0.000000,0.000000,1467.888306,91.743120,45.878893,97.860334,0.000000,0.000000,"<OVERFLOW>",335924294,335923200,4464193936,3981772800,113246208000,0,0,56623104000,0,0,0,0,0,7.307199,42.650366,10.388218,0.000000,6.636200,8.467593,"High (7)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (7)","High (7)","Low (1)","Idle (0)",22822041600,23441228206,15113325356,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,"<OVERFLOW>",0,3568435200,127475712000,"<OVERFLOW>",0,0.000000,0,0.000000,884736000,1843200,0,97.859220,0,231107660,11.982396,12.961323,0.000077,4.589615,0.000000,1.454684,10.134339,8.473989,0.000000
4096,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.975024,3.553258,0.999363,45.059397,90.118794,99.975024,3.553258,0.027106,0.000000,0.009712,0.000000,0.000000,0.000000,35.267562,131.286003,90.118794,45.059397,0.000000,49.999995,100.000000,100.000000,47.599906,0.000000,45.059397,0.000000,0.000000,"<OVERFLOW>",0.000000,3.649411,52823.000000,58.820982,0.000000,0.000000,1.000000,1.000002,2.000000,2.000000,0,0,4294967296,268435901,536870912,1048576,0,5,0,840407519,3055153,1073914176,2097160,0.000000,0.000000,1441.900712,90.118944,45.066630,90.119138,0.000000,225.000000,"<OVERFLOW>",407372957,407371776,5417493367,4832362496,137438953472,0,0,68719476736,0,0,0,0,0,7.309714,42.656376,10.353684,0.000000,6.591710,8.467345,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",27694465024,28445140186,18339078468,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,"<OVERFLOW>",0,4328521728,154702708736,"<OVERFLOW>",0,0.000000,0,0.000000,1073741824,2097152,0,90.118794,0,278505649,11.687443,12.998728,0.000063,4.590753,0.000000,1.456109,10.166270,8.492501,0.000000
4352,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.957273,3.553514,0.999426,45.057904,84.814878,99.957273,3.553514,0.027118,0.000000,0.009712,0.000000,0.000000,0.000000,35.771460,126.595382,84.814878,45.057904,0.000000,49.999997,100.000000,100.000000,47.017314,0.000000,45.057904,0.000000,0.000000,"<OVERFLOW>",0.000000,3.649511,56119.000000,58.821395,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,5151653888,321978716,643956736,1183744,0,1,0,1022474217,3533732,1288127154,2367503,0.000000,0.000000,1441.852930,90.115906,45.065380,84.815415,0.000000,37.000000,"<OVERFLOW>",488295545,488294400,6498362686,5796202496,164852924416,0,0,82426462208,0,0,0,0,0,7.309293,42.654432,10.320527,0.000000,6.625218,8.469803,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",33215264768,34115992093,21994734527,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,"<OVERFLOW>",0,5189533696,185554239488,"<OVERFLOW>",0,0.000000,0,0.000000,1287913472,2367488,0,84.814878,0,340993377,11.929720,12.999918,0.000053,4.590458,0.000000,1.455325,10.165432,8.492608,0.000000
4608,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.969449,3.552052,0.999491,45.846485,81.504862,99.969449,3.552052,0.027122,0.000000,0.009711,0.000000,0.000000,0.000000,36.561879,120.111771,81.504862,45.846485,0.000000,49.999996,100.000000,100.000000,46.798850,0.000000,45.846485,0.000000,0.000000,"<OVERFLOW>",0.000000,3.647908,59415.000000,58.794643,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,6115295232,382206470,764411904,1327104,0,1,0,1219213869,3911443,1529069787,2654225,0.000000,0.000000,1467.087529,91.693095,45.853862,81.505384,0.000000,32.000000,"<OVERFLOW>",579282119,579280896,7714020177,6880370688,195689447424,0,0,97844723712,0,0,0,0,0,7.306923,42.643740,10.516018,0.000000,6.544767,8.465587,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",39424942080,40494391827,26106506915,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,"<OVERFLOW>",0,6157762560,220256796672,"<OVERFLOW>",0,0.000000,0,0.000000,1528823808,2654208,0,81.504862,0,406554222,12.191779,12.946171,0.000045,4.589364,0.000000,1.454411,10.122338,8.464505,0.000000
4864,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.977339,3.553487,0.999506,45.059697,75.890016,99.977339,3.553487,0.027118,0.000000,0.009711,0.000000,0.000000,0.000000,36.372038,113.282704,75.890016,45.059697,0.000000,49.999997,100.000000,100.000000,46.189292,0.000000,45.059697,0.000000,0.000000,"<OVERFLOW>",0.000000,3.649563,62711.000000,58.820317,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,7192182784,449511950,899022848,1478656,0,1,0,1451376520,4414445,1798340028,2957330,0.000000,0.000000,1441.910302,90.119499,45.067073,75.890477,0.000000,26.000000,"<OVERFLOW>",680922333,680921088,9072344486,8091944960,230149849088,0,0,115074924544,0,0,0,0,0,7.309207,42.651231,10.362640,0.000000,6.615757,8.471216,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",46363998208,47621352665,30700697668,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,"<OVERFLOW>",0,7239499776,"<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,1798045696,2957312,0,75.890016,0,485887452,12.176521,12.977727,0.000038,4.592193,0.000000,1.454796,10.157388,8.488475,0.000000
5120,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.986996,3.550759,0.999552,45.853920,73.366272,99.986996,3.550759,0.027135,0.000000,0.009711,0.000000,0.000000,0.000000,37.322899,109.636387,73.366272,45.853920,0.000000,"<OVERFLOW>",100.000000,100.000000,45.706347,0.000000,45.853920,0.000000,0.000000,"<OVERFLOW>",0.000000,3.647463,66007.000000,58.785624,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,8388608000,524288563,1048576000,1638400,0,14,0,1706981451,4896753,2097487656,3276806,0.000000,0.000000,1467.325447,91.707939,45.861259,73.366406,0.000000,328.000000,"<OVERFLOW>",793806016,793804800,10582129765,9438003200,268435456000,0,0,134217728000,0,0,0,0,0,7.298638,42.600895,10.564214,0.000000,6.646681,8.456561,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",54072934400,55540202316,35805333845,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,"<OVERFLOW>",0,8441036800,"<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,2097152000,3276800,0,73.366272,0,569853800,12.459770,12.887585,0.000032,4.590251,0.000000,1.452880,10.092515,8.451735,0.000000
5376,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.985771,3.549453,0.999593,45.836741,69.846462,99.985771,3.549453,0.027133,0.000000,0.009711,0.000000,0.000000,0.000000,37.612844,104.199426,69.846462,45.836741,0.000000,"<OVERFLOW>",100.000000,100.000000,45.262067,0.000000,45.836741,0.000000,0.000000,"<OVERFLOW>",0.000000,3.646064,69303.000000,58.762385,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,9710862336,606929613,1213857792,1806336,0,9,0,1992141789,5389512,2428113965,3612684,0.000000,0.000000,1466.775714,91.673590,45.844263,69.846694,0.000000,182.000000,"<OVERFLOW>",918523115,918521856,12250275526,10925623296,310747594752,0,0,155373797376,0,0,0,0,0,7.300193,42.612498,10.636695,0.000000,6.580766,8.456485,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",62592251904,64290683475,41446046397,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,"<OVERFLOW>",0,9768665088,"<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,2427715584,3612672,0,69.846462,0,664467282,12.545545,12.884901,0.000028,4.588715,0.000000,1.453264,10.075169,8.436422,0.000000
5632,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.979916,3.550282,0.999668,45.858500,66.703273,99.979916,3.550282,0.027128,0.000000,0.009711,0.000000,0.000000,0.000000,37.463133,98.365696,66.703273,45.858500,0.000000,"<OVERFLOW>",100.000000,100.000000,45.488469,0.000000,45.858500,0.000000,0.000000,"<OVERFLOW>",0.000000,3.646649,72599.000000,58.771140,0.000000,0.000000,1.000000,1.000001,2.000000,2.000000,0,0,11165237248,697828246,1395654656,1982464,0,2,0,2280301150,5846983,2791765840,3964940,0.000000,0.000000,1467.472014,91.717122,45.866001,66.703475,0.000000,35.000000,"<OVERFLOW>",1055663448,1055662080,14084683090,12561883136,357287591936,0,0,178643795968,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",71962451968,73914784049,47649847387,0.000000,0,0.000000,0.000000,0.000000,0.000000,178643795968,0,"<OVERFLOW>",0,11228676096,"<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,2791309312,3964928,0,66.703273,0,762173742,12.521774,"<OVERFLOW>","<OVERFLOW>",4.589465,0.000000,"<OVERFLOW>","<OVERFLOW>",8.447657,0.000000
