2816,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.904351,0.325523,0.988451,20.961416,13.550815,99.904351,0.325523,1.456254,0.000000,1.303644,0.000000,0.000000,0.000000,5.097879,33.665496,54.203259,158.375147,0.000000,0.000000,13.235294,25.000000,98.395350,0.000000,158.375147,0.000000,0.000000,100.000000,0.000000,0.799549,32413.000000,18.202188,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,11863064576,3964928,0,2,0,381855782,2462606,11863609755,4182055,0.000000,0.000000,0.000000,0.000000,158.382425,57.171532,0.000000,28.000000,99.990744,367008737,349904896,12575491809,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",8032200704,19729121463,17965589794,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,167557857280,0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,11863064576,3964928,0,54.203259,0,191807742,2.560686,"<OVERFLOW>","<OVERFLOW>",0.470900,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3072,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.885793,0.325095,0.989381,21.295256,12.619411,99.885793,0.325095,1.459223,0.000000,1.303702,0.000000,0.000000,0.000000,5.997615,39.921513,50.477644,160.897493,0.000000,0.000000,13.235294,25.000000,98.142891,0.000000,160.897493,0.000000,0.000000,100.000000,0.000000,0.799435,35357.000000,18.203005,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,15401484288,4718592,0,4,0,574105773,3731817,15402179509,5462337,0.000000,0.000000,0.000000,0.000000,160.904755,58.433936,0.000000,44.000000,99.991515,474742734,454164480,16358224944,1812234240,57982058496,0,0,28991029248,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",10427203584,25642814353,23355075886,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,217527091200,0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,15401484288,4718592,0,50.477644,0,288109874,3.009850,"<OVERFLOW>","<OVERFLOW>",0.470225,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3328,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.918382,0.325211,"<OVERFLOW>",21.308235,11.655786,99.918382,0.325211,1.457433,0.000000,1.303752,0.000000,0.000000,0.000000,5.247816,31.590430,46.623145,160.995551,0.000000,0.000000,13.235294,25.000000,98.374974,0.000000,160.995551,0.000000,0.000000,100.000000,0.000000,0.799193,38301.000000,18.199048,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,19581632512,5537792,0,5,0,638283544,3752240,19582520895,5860696,0.000000,0.000000,0.000000,0.000000,161.002855,49.341702,0.000000,44.000000,99.992167,598636346,577314816,20783983457,2304067584,73719087104,0,0,36859543552,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",13256435712,32576808786,29673176702,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,19581632512,5537792,0,46.623145,0,320571779,2.635665,"<OVERFLOW>","<OVERFLOW>",0.470585,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3584,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.926582,0.325461,"<OVERFLOW>",20.966724,10.649764,99.926582,0.325461,1.454743,0.000000,1.303794,0.000000,0.000000,0.000000,5.332784,26.463693,42.599058,158.415250,0.000000,0.000000,13.235294,25.000000,98.319439,0.000000,158.415250,0.000000,0.000000,"<OVERFLOW>",0.000000,0.798979,41245.000000,18.195424,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,24456986624,6422528,0,0,0,823303415,3989849,24458105232,6685592,0.000000,0.000000,0.000000,0.000000,158.422495,44.343898,0.000000,0.000000,"<OVERFLOW>",741720838,720928768,25927215520,2877693952,92073361408,0,0,46036680704,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (2)","Low (1)","Idle (0)",16556072960,40640906687,37021425131,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,24456986624,6422544,0,42.599164,0,413350144,2.677393,"<OVERFLOW>","<OVERFLOW>",0.471018,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3840,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.946107,0.325127,"<OVERFLOW>",20.947230,9.930538,99.946107,0.325127,1.457601,0.000000,1.303831,0.000000,0.000000,0.000000,6.242689,27.606606,39.722154,158.267959,0.000000,0.000000,13.235294,25.000000,98.045786,0.000000,158.267959,0.000000,0.000000,"<OVERFLOW>",0.000000,0.799103,44189.000000,18.198672,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,30081024000,7372800,0,13,0,1186509746,5124042,30082426341,8180956,0.000000,0.000000,0.000000,0.000000,158.275338,44.076225,0.000000,73.000000,"<OVERFLOW>",916342335,886579200,31935460530,3539404800,113246208000,0,0,56623104000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",20362291200,50042388886,45586439444,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,30081024000,7372800,0,39.722154,0,595433278,3.132806,"<OVERFLOW>","<OVERFLOW>",0.470650,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4096,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",21.292935,9.463526,"<OVERFLOW>","<OVERFLOW>",1.460252,0.000000,1.303864,0.000000,0.000000,0.000000,5.616842,27.427193,37.854106,160.879953,0.000000,0.000000,13.235294,25.000000,98.252454,0.000000,160.879953,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",47133.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,36507222016,8388608,0,0,0,1274585712,6077966,36508888000,9251732,0.000000,0.000000,0.000000,0.000000,160.887294,41.749006,0.000000,0.000000,"<OVERFLOW>",1117146520,1075838976,38811546710,4295491584,137438953472,0,0,68719476736,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24711266304,60797765343,55383688008,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,137455730688,34594619392,0,0.000000,0,0.000000,36507222016,8388608,0,37.854106,0,635710212,2.801446,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4352,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",20.957368,8.766480,"<OVERFLOW>","<OVERFLOW>",1.457411,0.000000,1.303892,0.000000,0.000000,0.000000,5.742494,26.702743,35.065923,158.344558,0.000000,0.000000,13.235294,25.000000,98.182136,0.000000,158.344558,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",50077.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,43789058048,9469952,0,2,0,1588045678,7211380,43791086571,10557630,0.000000,0.000000,0.000000,0.000000,158.351894,39.093444,0.000000,7.000000,"<OVERFLOW>",1335660069,1290280960,46473518506,5152245760,164852924416,0,0,82426462208,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",29639174144,72835643526,66346497637,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,164871864320,41478389760,0,0.000000,0,0.000000,43789058048,9469952,0,35.065923,0,793749257,2.870258,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4608,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",21.277812,8.406049,"<OVERFLOW>","<OVERFLOW>",1.461212,0.000000,1.303917,0.000000,0.000000,0.000000,6.862618,28.714777,33.624197,160.765694,0.000000,0.000000,13.235294,25.000000,97.864997,0.000000,160.765694,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",53021.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,51980009472,10616832,0,5,0,2218874823,9066684,51982365943,12565833,0.000000,0.000000,0.000000,0.000000,160.772982,39.796810,0.000000,16.000000,"<OVERFLOW>",1575948295,1531478016,55317192716,6115958784,195689447424,0,0,97844723712,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35182190592,86586470505,78893218554,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,195710681088,49219633152,0,0.000000,0,0.000000,51980009472,10616832,0,33.624197,0,1112924337,3.442094,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4864,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",20.955620,7.843039,"<OVERFLOW>","<OVERFLOW>",1.457140,0.000000,1.303940,0.000000,0.000000,0.000000,5.852185,22.046455,31.372155,158.331348,0.000000,0.000000,13.235294,25.000000,98.159285,0.000000,158.331348,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",55965.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,61133553664,11829248,0,9,0,2259595955,8312881,61136390005,12736484,0.000000,0.000000,0.000000,0.000000,158.338694,33.778221,0.000000,25.000000,"<OVERFLOW>",1847756444,1801003008,64902676773,7192922112,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",41376491520,101667843988,92626752514,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,230173507584,57868681216,0,0.000000,0,0.000000,61133553664,11829248,0,31.372155,0,1132541853,2.933199,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",21.278598,7.565723,"<OVERFLOW>","<OVERFLOW>",1.461846,0.000000,1.303960,0.000000,0.000000,0.000000,6.663850,24.916399,30.262894,160.771627,0.000000,0.000000,13.235294,25.000000,97.933703,0.000000,160.771627,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",58909.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",13107200,0,9,0,2955457114,10791573,71306409218,15176195,0.000000,0.000000,0.000000,0.000000,160.778935,35.039946,0.000000,21.000000,"<OVERFLOW>",2167059721,2100428800,75901237699,8389427200,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",48258252800,118804392172,108246777247,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,71303168000,13107200,0,30.262894,0,1483241690,3.344356,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",20.923576,7.085232,"<OVERFLOW>","<OVERFLOW>",1.461063,0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,7.402456,26.333825,28.340928,158.089240,0.000000,0.000000,13.235294,25.000000,97.678199,0.000000,158.089240,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",61853.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",14450688,0,12,0,3865006609,13427291,82546182745,18048983,0.000000,0.000000,0.000000,0.000000,158.096620,35.397964,0.000000,24.000000,"<OVERFLOW>",2508788930,2431328256,87811693627,9711765504,310747594752,0,0,155373797376,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",55863650304,137501046727,125278526485,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,"<OVERFLOW>",0,77715800064,"<OVERFLOW>",78091517952,0,0.000000,0,0.000000,82542329856,14450688,0,28.340928,0,1950626080,3.735938,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
