252,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4197,4330,8303,8385,2608,2588,2591,2614,1165,1263,1156,1116,2816,2805,2782,2811,117390,117789,118104,117705,116234,116621,117024,116665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,117413,117814,118164,117728,2817,2843,2784,2811,2336178,0,0,2667168,0,0,0,0,63504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,63504,2059470,2177766,163950,59312736,694575,92610,0,0,92610,2205,2231148,115783386,441,59185728,0,0,0,0,0,0,325458,7749,138915,0,232848,5544,0,0,833490,92610,325464,7749,0,0
504,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,60294,58676,28752,28379,8204,8148,8115,8153,17288,16879,16722,16875,11293,11223,11192,11274,944748,944706,944664,944370,928095,928236,928192,927999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,945011,944729,945061,944393,11562,11424,11416,11492,17811209,0,0,21337344,0,0,0,0,254016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8820,254016,16202340,17335832,1209120,466627392,5556600,740880,0,0,740880,8820,17601642,1022119678,1764,466119360,0,0,0,0,0,0,2614248,31122,1111320,0,1873368,22302,0,0,6667920,740880,2614312,31122,0,0
756,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4084928,4094008,66869,67304,21212,21233,21355,21169,1153643,1156792,1156425,1149507,25219,25287,25346,25263,3178476,3186036,3193470,3182508,2029998,2036856,2040498,2033520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3179612,3186372,3194846,3183200,31212,31196,31370,31286,59804758,0,0,72013536,0,0,0,0,571536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19845,571536,54375300,58768100,3969780,1566008640,18753525,2500470,0,0,2500470,19845,59524249,3515845582,3969,1564865568,0,0,0,0,0,0,8811180,69930,3750705,0,6310710,50085,0,0,22504230,2500470,8814028,69930,0,0
1008,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,10486293,10417543,127661,127199,39547,39306,39130,39340,3032298,3006925,2998587,3004222,45170,44916,45114,45028,7548240,7562100,7560504,7557060,4549962,4570000,4576318,4574599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7549736,7563461,7561529,7558128,59326,58357,58158,58957,141821729,0,0,170698752,0,0,0,0,1016064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35280,1016064,128525040,139200199,9279420,3701521152,44452800,5927040,0,0,5927040,35280,141344928,8413241156,7056,3699489024,0,0,0,0,0,0,20871648,124236,8890560,0,14944608,88956,0,0,53343360,5927040,20880377,124236,0,0
1260,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21672221,21583925,218196,217402,62286,62191,62262,62208,6288809,6254188,6226365,6269816,70088,70301,70413,70178,14759220,14745675,14744310,14756595,8464932,8488857,8510493,8519725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,14763019,14750226,14746934,14758934,93093,92950,93091,93244,275931048,0,0,333396000,0,0,0,0,1587600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55125,1587600,250598250,271734375,17971530,7217229600,86821875,11576250,0,0,11576250,55125,275481570,16439830410,11025,7214054400,0,0,0,0,0,0,40781160,194196,17364375,0,29204910,139071,0,0,104186250,11576250,40798903,194196,0,0
1512,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,40009556,39750946,278320,277313,87493,87088,87250,87480,11759733,11655437,11614833,11706381,101046,101287,101369,101136,25522434,25502652,25486524,25507566,13875276,13874060,13891198,13822950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20423238,25506067,25490348,25512023,128236,128785,128864,127858,492787243,0,0,576108288,0,0,0,0,2286144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79380,2286144,432541620,469610297,30879600,12457198656,150028200,20003760,0,0,20003760,79380,491631326,29403358954,15876,12452626368,0,0,0,0,0,0,70584696,280098,30005640,0,50580936,200718,0,0,180033840,20003760,70614845,280098,0,0
1764,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,62086955,62024307,336151,334227,113165,112430,112854,113147,18143866,18134844,18173482,18098910,138275,137573,137093,137868,40375755,40513788,40596255,40452048,22440886,22409064,22641121,22522089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,40380151,40520440,40601959,40458455,163209,161323,161151,163347,775514532,0,0,914838624,0,0,0,0,3111696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108045,3111696,686301840,745267768,48837120,19765492992,238239225,31765230,0,0,31765230,108045,774273283,46326729334,21609,19759269600,0,0,0,0,0,0,111956670,380805,47647845,0,80191440,272760,0,0,285887070,31765230,112004522,380805,0,0
2016,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,90382155,90583962,535592,533553,158536,157772,157734,157997,26541627,26634928,26706892,26498629,180516,179784,179311,180101,60281424,60511080,60621792,60408936,33756904,34036285,34118099,33970516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60291472,60521963,60632140,60416577,235236,234229,232961,234573,1159853487,0,0,1365590016,0,0,0,0,4064256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141120,4064256,1023825600,1112253478,72677580,29486177280,355622400,47416320,0,0,47416320,141120,1158653509,69368395122,28224,29478048768,0,0,0,0,0,0,167142528,497448,71124480,0,119726208,356328,0,0,426746880,47416320,167228416,497448,0,0
2268,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,130940562,130766713,680029,683562,204714,205432,205716,204858,38278973,38162683,38034652,38205622,227146,227785,228175,227496,86075892,86045085,86022972,86063607,47824564,48016016,48087293,47939175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,86094076,86057506,86040224,86076275,308844,310148,310381,308809,1662704927,0,0,1944365472,0,0,0,0,5143824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178605,5143824,1457059590,1583517970,103234470,41963316192,506345175,67512690,0,0,67512690,178605,1662016020,99534423628,35721,41953028544,0,0,0,0,0,0,237901860,629370,101269035,0,170389170,450765,0,0,607614210,67512690,237989292,629370,0,0
2520,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,181894906,182315683,906489,913820,257323,256365,204532,256826,53026024,53233085,42682002,53129852,281959,280978,280285,281328,117693660,118162800,118462260,117992280,64766391,65098682,65081781,64968591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117717161,118185017,118483440,118011344,392611,390803,388450,391135,2309152362,0,0,2667168000,0,0,0,0,6350400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220500,6350400,1997950500,2172312480,141341280,57540974400,694575000,92610000,0,0,92610000,220500,2307612743,138233530718,44100,57528273600,0,0,0,0,0,0,326516400,777420,138915000,0,233906400,556920,0,0,833490000,92610000,326633598,777420,0,0
