"","GPUs","CUDAKernels","TestDuration","predictions","acc","mape"
"91","Tesla-K40","BCK-K1",3.7024e-05,4.91249985142074e-05,1.32684200827051,26.4603978442249
"391","Tesla-K40","BCK-K1",0.000106496,0.000134107315936564,1.2592709203779,26.4603978442249
"181","Tesla-K40","BCK-K1",6.0096e-05,7.50971454189665e-05,1.24961969879803,26.4603978442249
"471","Tesla-K40","BCK-K1",0.000123936,0.000156187745088777,1.26022903021541,26.4603978442249
"58","Tesla-K40","BCK-K1",2.928e-05,3.73435794191353e-05,1.275395471965,26.4603978442249
"491","Tesla-K40","BCK-K1",0.00012848,0.00016168990803755,1.25848309493734,26.4603978442249
"541","Tesla-K40","BCK-K1",0.000139936,0.000175362582201836,1.25316274726901,26.4603978442249
"251","Tesla-K40","BCK-K1",7.424e-05,9.49857681700116e-05,1.27944192039348,26.4603978442249
"271","Tesla-K40","BCK-K1",8.0288e-05,0.000100622454930165,1.25326891852039,26.4603978442249
"411","Tesla-K40","BCK-K1",0.00011072,0.000139652171274367,1.26130935038265,26.4603978442249
"231","Tesla-K40","BCK-K1",7.1424e-05,8.93328211035136e-05,1.25073954277993,26.4603978442249
"201","Tesla-K40","BCK-K1",6.4448e-05,8.08156823474223e-05,1.25396726581775,26.4603978442249
"131","Tesla-K40","BCK-K1",4.6272e-05,6.0741423134958e-05,1.31270364658882,26.4603978442249
"531","Tesla-K40","BCK-K1",0.000137792,0.000172639358175826,1.25289826822911,26.4603978442249
"301","Tesla-K40","BCK-K1",8.6688e-05,0.000109050621416473,1.25796674760604,26.4603978442249
"171","Tesla-K40","BCK-K1",5.7888e-05,7.22556365005449e-05,1.24819714795026,26.4603978442249
"211","Tesla-K40","BCK-K1",6.608e-05,8.36596970517664e-05,1.2660365776599,26.4603978442249
"410","Tesla-K40","BCK-K1",2.7456e-05,3.43671759385909e-05,1.2517182378566,26.4603978442249
"521","Tesla-K40","BCK-K1",0.000135168,0.000169892480787412,1.25689868006786,26.4603978442249
"141","Tesla-K40","BCK-K1",4.9248e-05,6.36313334912288e-05,1.2920592408063,26.4603978442249
"191","Tesla-K40","BCK-K1",6.2848e-05,7.79672507436472e-05,1.24056852634367,26.4603978442249
"291","Tesla-K40","BCK-K1",8.4032e-05,0.000106241166420065,1.26429415484655,26.4603978442249
"401","Tesla-K40","BCK-K1",0.000108448,0.000136888456702523,1.26224971140567,26.4603978442249
"241","Tesla-K40","BCK-K1",7.3608e-05,9.21573007178294e-05,1.25200115093236,26.4603978442249
"61","Tesla-K40","BCK-K1",3.1712e-05,4.03004745544993e-05,1.27082727530586,26.4603978442249
"561","Tesla-K40","BCK-K1",0.000143968,0.000180826694608616,1.2560200503488,26.4603978442249
"262","Tesla-K20","BCK-K1",9.0915e-05,8.79060794713917e-05,0.966904025423656,5.4230224924716
"232","Tesla-K20","BCK-K1",8.2691e-05,8.09947209215236e-05,0.979486533256625,5.4230224924716
"272","Tesla-K20","BCK-K1",9.3666e-05,9.01835214662206e-05,0.962820249249681,5.4230224924716
"62","Tesla-K20","BCK-K1",3.6417e-05,3.91482746097683e-05,1.07499998928435,5.4230224924716
"322","Tesla-K20","BCK-K1",0.000106659,0.000101532323163911,0.951933949914316,5.4230224924716
"102","Tesla-K20","BCK-K1",4.7169e-05,4.94310690801092e-05,1.04795668935337,5.4230224924716
"72","Tesla-K20","BCK-K1",3.8977e-05,4.17441861211832e-05,1.07099535934482,5.4230224924716
"502","Tesla-K20","BCK-K1",0.000153668,0.000140820798856578,0.916396379575308,5.4230224924716
"402","Tesla-K20","BCK-K1",0.000127587,0.000119194263877146,0.934219504159092,5.4230224924716
"422","Tesla-K20","BCK-K1",0.000132708,0.000123621409816428,0.93152944672837,5.4230224924716
"142","Tesla-K20","BCK-K1",6.0066e-05,5.94315304933706e-05,0.989437127382722,5.4230224924716
"212","Tesla-K20","BCK-K1",2.6752e-05,2.82270255689665e-05,1.05513702037106,5.4230224924716
"532","Tesla-K20","BCK-K1",0.000161284,0.000147156406622882,0.912405487356972,5.4230224924716
"342","Tesla-K20","BCK-K1",0.000111971,0.000106058016365238,0.947191829716964,5.4230224924716
"522","Tesla-K20","BCK-K1",0.000158564,0.000145014487048803,0.91454861790068,5.4230224924716
"152","Tesla-K20","BCK-K1",6.253e-05,6.18556893292054e-05,0.989216205488653,5.4230224924716
"162","Tesla-K20","BCK-K1",6.541e-05,6.42804829784173e-05,0.982731737936359,5.4230224924716
"82","Tesla-K20","BCK-K1",4.1473e-05,4.43663868795327e-05,1.06976555541033,5.4230224924716
"112","Tesla-K20","BCK-K1",2.4161e-05,2.54485484930087e-05,1.05329036434786,5.4230224924716
"332","Tesla-K20","BCK-K1",0.000109667,0.000103813552530642,0.946625261296855,5.4230224924716
"482","Tesla-K20","BCK-K1",0.000148355,0.00013648232894588,0.919971210581918,5.4230224924716
"392","Tesla-K20","BCK-K1",0.000124771,0.000117113892785612,0.938630713752494,5.4230224924716
"412","Tesla-K20","BCK-K1",3.12e-05,3.38083125142772e-05,1.08359976007299,5.4230224924716
"372","Tesla-K20","BCK-K1",0.000119875,0.000112749242034003,0.940556763578755,5.4230224924716
"132","Tesla-K20","BCK-K1",5.7249e-05,5.69606053028795e-05,0.994962450049425,5.4230224924716
"202","Tesla-K20","BCK-K1",7.517e-05,7.38913318419249e-05,0.982989648023478,5.4230224924716
"382","Tesla-K20","BCK-K1",0.000122243,0.000114860007208609,0.939603962669514,5.4230224924716
"492","Tesla-K20","BCK-K1",0.000150884,0.000138702909069213,0.919268504740149,5.4230224924716
"122","Tesla-K20","BCK-K1",5.3953e-05,5.45054338113149e-05,1.01023916763322,5.4230224924716
"572","Tesla-K20","BCK-K1",0.000171973,0.000155440123816925,0.903863535653418,5.4230224924716
"182","Tesla-K20","BCK-K1",7.0177e-05,6.90952225671248e-05,0.984585014564955,5.4230224924716
"192","Tesla-K20","BCK-K1",7.2866e-05,7.15678795180643e-05,0.982184825818136,5.4230224924716
"312","Tesla-K20","BCK-K1",0.000104419,9.92884499005611e-05,0.950865741872275,5.4230224924716
"413","Tesla-K20","BCK-K1",0.000130339,0.000121395045224949,0.931379289582924,5.4230224924716
"242","Tesla-K20","BCK-K1",8.6114e-05,8.3250147841415e-05,0.966743477732018,5.4230224924716
"562","Tesla-K20","BCK-K1",0.000169189,0.00015340038631017,0.90668061345696,5.4230224924716
"432","Tesla-K20","BCK-K1",0.000135491,0.000125821643085117,0.928634692231346,5.4230224924716
"252","Tesla-K20","BCK-K1",8.8354e-05,8.55907166165693e-05,0.968724863804347,5.4230224924716
"222","Tesla-K20","BCK-K1",8.0674e-05,7.85986749404992e-05,0.974275168461948,5.4230224924716
"462","Tesla-K20","BCK-K1",0.000143203,0.000132248297681364,0.923502284738198,5.4230224924716
"213","Tesla-K20","BCK-K1",7.7986e-05,7.62283819670073e-05,0.977462390262449,5.4230224924716
"292","Tesla-K20","BCK-K1",9.9011e-05,9.47878688594133e-05,0.957346848930051,5.4230224924716
"92","Tesla-K20","BCK-K1",4.4033e-05,4.69421824086146e-05,1.06606823084084,5.4230224924716
"59","Tesla-K20","BCK-K1",3.3985e-05,3.64742072270496e-05,1.07324429092393,5.4230224924716
"352","Tesla-K20","BCK-K1",0.000114434,0.000108246435681676,0.945928969376896,5.4230224924716
"172","Tesla-K20","BCK-K1",6.8162e-05,6.67665121060117e-05,0.979526893371845,5.4230224924716
"302","Tesla-K20","BCK-K1",0.000101699,9.69782327468234e-05,0.953580986507472,5.4230224924716
"452","Tesla-K20","BCK-K1",0.000140516,0.000130124159666625,0.926045145511006,5.4230224924716
"362","Tesla-K20","BCK-K1",0.000117219,0.000110435267349551,0.94212770412263,5.4230224924716
"113","Tesla-K20","BCK-K1",5.0529e-05,5.20915777475698e-05,1.03092437506323,5.4230224924716
"542","Tesla-K20","BCK-K1",0.000164036,0.000149173954424515,0.909397659199899,5.4230224924716
"282","Tesla-K20","BCK-K1",9.6354e-05,9.25086677476998e-05,0.960091617864331,5.4230224924716
"313","Tesla-K20","BCK-K1",2.9088e-05,3.10318259264625e-05,1.06682569879203,5.4230224924716
"442","Tesla-K20","BCK-K1",0.000137988,0.00012792888171221,0.927101499494232,5.4230224924716
"472","Tesla-K20","BCK-K1",0.00014554,0.000134388799640642,0.923380511478918,5.4230224924716
"552","Tesla-K20","BCK-K1",0.000166148,0.000151331634473566,0.910824292038218,5.4230224924716
"512","Tesla-K20","BCK-K1",0.000155908,0.000142849153071931,0.916240045872762,5.4230224924716
"533","Titan","BCK-K1",0.00012605,0.00017258548773909,1.36918276667267,37.9147961543886
"563","Titan","BCK-K1",0.000131938,0.000180764095874779,1.37006848576437,37.9147961543886
"314","Titan","BCK-K1",2.3072e-05,3.14180632680617e-05,1.36173991279741,37.9147961543886
"183","Titan","BCK-K1",5.501e-05,7.51291609878081e-05,1.36573642951842,37.9147961543886
"463","Titan","BCK-K1",0.000111746,0.000153407447809411,1.37282272125544,37.9147961543886
"253","Titan","BCK-K1",6.909e-05,9.49974097519515e-05,1.37498060141774,37.9147961543886
"503","Titan","BCK-K1",0.000119778,0.000164384852752292,1.37241273649829,37.9147961543886
"163","Titan","BCK-K1",5.0433e-05,6.94093966849092e-05,1.3762694403448,37.9147961543886
"510","Titan","BCK-K1",2.6947e-05,3.73859745326387e-05,1.38738911688272,37.9147961543886
"403","Titan","BCK-K1",9.9586e-05,0.000136868058686572,1.37437048065564,37.9147961543886
"353","Titan","BCK-K1",8.973e-05,0.00012299895462275,1.37076735342416,37.9147961543886
"73","Titan","BCK-K1",3.0849e-05,4.32840695611317e-05,1.40309473762948,37.9147961543886
"223","Titan","BCK-K1",6.3233e-05,8.6518708617251e-05,1.36825247287415,37.9147961543886
"323","Titan","BCK-K1",8.3106e-05,0.000114640711562169,1.37945168293708,37.9147961543886
"414","Titan","BCK-K1",2.5121e-05,3.44091873210064e-05,1.36973796110849,37.9147961543886
"473","Titan","BCK-K1",0.000113826,0.000156149139850493,1.37182313224125,37.9147961543886
"103","Titan","BCK-K1",3.6577e-05,5.20729925752673e-05,1.42365400594,37.9147961543886
"343","Titan","BCK-K1",8.749e-05,0.000120218803353027,1.37408621960255,37.9147961543886
"573","Titan","BCK-K1",0.000133987,0.000183483158744613,1.36941015728849,37.9147961543886
"523","Titan","BCK-K1",0.000123682,0.000169851746482349,1.3732939836221,37.9147961543886
"283","Titan","BCK-K1",7.517e-05,0.000103441734271254,1.37610395465284,37.9147961543886
"143","Titan","BCK-K1",4.5024e-05,6.36638422263758e-05,1.41399791725248,37.9147961543886
"333","Titan","BCK-K1",8.5314e-05,0.000117429460563373,1.37643834028849,37.9147961543886
"114","Titan","BCK-K1",3.8593e-05,5.49767575699037e-05,1.42452666467763,37.9147961543886
"123","Titan","BCK-K1",4.0417e-05,5.78815405394705e-05,1.43210877946088,37.9147961543886
"363","Titan","BCK-K1",9.1362e-05,0.000125781348962844,1.37673594013752,37.9147961543886
"193","Titan","BCK-K1",5.6929e-05,7.80082354318033e-05,1.37027236438025,37.9147961543886
"153","Titan","BCK-K1",4.7809e-05,6.65303404741154e-05,1.39158611295186,37.9147961543886
"203","Titan","BCK-K1",5.9009e-05,8.08372330981682e-05,1.3699136250092,37.9147961543886
"115","Titan","BCK-K1",1.9104e-05,2.53886330191974e-05,1.32896948383571,37.9147961543886
"433","Titan","BCK-K1",0.000105506,0.00014514576425776,1.37571099518283,37.9147961543886
"233","Titan","BCK-K1",6.5313e-05,8.93522402332937e-05,1.36806210453193,37.9147961543886
"543","Titan","BCK-K1",0.000128066,0.000175311600574999,1.36891603216309,37.9147961543886
"315","Titan","BCK-K1",8.1346e-05,0.000111843007739381,1.37490482309371,37.9147961543886
"423","Titan","BCK-K1",0.00010381,0.000142388533354328,1.37162636888863,37.9147961543886
"133","Titan","BCK-K1",4.2401e-05,6.07754001857724e-05,1.43334827446929,37.9147961543886
"273","Titan","BCK-K1",7.3282e-05,0.000100646758921164,1.37341719550728,37.9147961543886
"415","Titan","BCK-K1",0.000101763,0.000139628541182538,1.37209537044444,37.9147961543886
"493","Titan","BCK-K1",0.000117699,0.00016163584335258,1.3732983572722,37.9147961543886
"303","Titan","BCK-K1",7.9201e-05,0.000109044228734222,1.37680368599162,37.9147961543886
"453","Titan","BCK-K1",0.00010941,0.000150656339915563,1.37698875711145,37.9147961543886
"393","Titan","BCK-K1",9.7025e-05,0.000134093342706405,1.38204939661329,37.9147961543886
"83","Titan","BCK-K1",3.2736e-05,4.62230577554244e-05,1.41199467727958,37.9147961543886
"373","Titan","BCK-K1",9.3474e-05,0.000128560246449445,1.37535835044445,37.9147961543886
"243","Titan","BCK-K1",6.7266e-05,9.21718862224936e-05,1.37025965900297,37.9147961543886
"553","Titan","BCK-K1",0.000129795,0.000178032052556597,1.37164029859854,37.9147961543886
"214","Titan","BCK-K1",2.1025e-05,2.84080122177663e-05,1.35115396992943,37.9147961543886
"93","Titan","BCK-K1",3.4721e-05,4.91500589734083e-05,1.41557152655189,37.9147961543886
"443","Titan","BCK-K1",0.000107779,0.000147900406658778,1.37225625269095,37.9147961543886
"483","Titan","BCK-K1",0.000115586,0.00015889333132755,1.37467626985578,37.9147961543886
"215","Titan","BCK-K1",6.1281e-05,8.36806574762244e-05,1.36552369374234,37.9147961543886
"63","Titan","BCK-K1",2.8897e-05,4.03374665298855e-05,1.39590499117159,37.9147961543886
"383","Titan","BCK-K1",9.5618e-05,0.000131326516847258,1.37344973589971,37.9147961543886
"513","Titan","BCK-K1",0.000121698,0.000167116586535571,1.37320733730687,37.9147961543886
"263","Titan","BCK-K1",7.1041e-05,9.78098562082957e-05,1.37680855010903,37.9147961543886
"173","Titan","BCK-K1",5.2865e-05,7.22785283855776e-05,1.36722838145423,37.9147961543886
"293","Titan","BCK-K1",7.6994e-05,0.000106250270324036,1.37998117157228,37.9147961543886
"107","GTX-980","BCK-K1",4.9e-05,4.5373856579802e-05,0.925997073057184,12.0591241811051
"267","GTX-980","BCK-K1",9.2e-05,8.13676375326875e-05,0.884430842746603,12.0591241811051
"577","GTX-980","BCK-K1",0.000174,0.000145246947073554,0.834752569388242,12.0591241811051
"2111","GTX-980","BCK-K1",7.8e-05,7.0460381566272e-05,0.903338225208615,12.0591241811051
"127","GTX-980","BCK-K1",2.5e-05,2.30897606385399e-05,0.923590425541595,12.0591241811051
"447","GTX-980","BCK-K1",0.00014,0.000119123070838217,0.850879077415835,12.0591241811051
"97","GTX-980","BCK-K1",4.7e-05,4.30077958332619e-05,0.915059485814083,12.0591241811051
"1111","GTX-980","BCK-K1",5.2e-05,4.7741995111567e-05,0.918115290607058,12.0591241811051
"77","GTX-980","BCK-K1",4.1e-05,3.82243212860592e-05,0.932300519172176,12.0591241811051
"307","GTX-980","BCK-K1",0.000103,8.99842306902762e-05,0.873633307672585,12.0591241811051
"207","GTX-980","BCK-K1",7.6e-05,6.82306145430205e-05,0.897771243987112,12.0591241811051
"3111","GTX-980","BCK-K1",0.000106,9.20894470378439e-05,0.868768368281546,12.0591241811051
"487","GTX-980","BCK-K1",0.000151,0.000127263198003862,0.842802635787167,12.0591241811051
"337","GTX-980","BCK-K1",0.000111,9.63224688538676e-05,0.867769989674482,12.0591241811051
"427","GTX-980","BCK-K1",3.3e-05,3.0822945524593e-05,0.934028652260394,12.0591241811051
"357","GTX-980","BCK-K1",0.000117,0.000100532864491519,0.859255252064261,12.0591241811051
"567","GTX-980","BCK-K1",0.000172,0.000143256110167749,0.832884361440401,12.0591241811051
"157","GTX-980","BCK-K1",6.3e-05,5.70087112122076e-05,0.904900177971549,12.0591241811051
"467","GTX-980","BCK-K1",0.000145,0.000123204019834829,0.849682895412611,12.0591241811051
"457","GTX-980","BCK-K1",0.000145,0.000121186820872461,0.835771178430765,12.0591241811051
"4111","GTX-980","BCK-K1",0.000132,0.000113020739457717,0.856217723164522,12.0591241811051
"327","GTX-980","BCK-K1",0.000108,9.4215322676153e-05,0.872364098853268,12.0591241811051
"407","GTX-980","BCK-K1",0.000129,0.000110924127751338,0.859876959312695,12.0591241811051
"377","GTX-980","BCK-K1",0.000122,0.000104716866316637,0.858334969808497,12.0591241811051
"5110","GTX-980","BCK-K1",0.000159,0.000133286742957265,0.838281402246949,12.0591241811051
"237","GTX-980","BCK-K1",8.4e-05,7.48709432729147e-05,0.891320753248984,12.0591241811051
"87","GTX-980","BCK-K1",4.4e-05,4.06423593719829e-05,0.923689985726884,12.0591241811051
"557","GTX-980","BCK-K1",0.000169,0.000141285875823958,0.836011099550046,12.0591241811051
"477","GTX-980","BCK-K1",0.000148,0.000125228498163902,0.846138501107449,12.0591241811051
"367","GTX-980","BCK-K1",0.000119,0.000102603694032989,0.862215916243607,12.0591241811051
"67","GTX-980","BCK-K1",3.9e-05,3.57507064744965e-05,0.916684781397347,12.0591241811051
"527","GTX-980","BCK-K1",0.000161,0.000135292377056661,0.840325323333298,12.0591241811051
"167","GTX-980","BCK-K1",6.5e-05,5.92580266391113e-05,0.911661948294021,12.0591241811051
"507","GTX-980","BCK-K1",0.000156,0.00013128188771768,0.841550562292819,12.0591241811051
"177","GTX-980","BCK-K1",6.8e-05,6.15689686681773e-05,0.905426009826137,12.0591241811051
"547","GTX-980","BCK-K1",0.000167,0.00013928371874335,0.834034243972153,12.0591241811051
"187","GTX-980","BCK-K1",7e-05,6.37681764767723e-05,0.910973949668176,12.0591241811051
"147","GTX-980","BCK-K1",6e-05,5.47085568061212e-05,0.911809280102021,12.0591241811051
"137","GTX-980","BCK-K1",5.7e-05,5.24146913604063e-05,0.919555988779058,12.0591241811051
"297","GTX-980","BCK-K1",1e-04,8.78379624872951e-05,0.878379624872951,12.0591241811051
"437","GTX-980","BCK-K1",0.000137,0.000117099482332628,0.85474074695349,12.0591241811051
"387","GTX-980","BCK-K1",0.000124,0.000106778627436099,0.861117963194345,12.0591241811051
"247","GTX-980","BCK-K1",8.7e-05,7.70326696080145e-05,0.885432984000167,12.0591241811051
"497","GTX-980","BCK-K1",0.000153,0.000129263343523677,0.844858454403117,12.0591241811051
"287","GTX-980","BCK-K1",9.8e-05,8.57070391046021e-05,0.874561623516347,12.0591241811051
"128","GTX-980","BCK-K1",5.5e-05,5.00667196427293e-05,0.910303993504169,12.0591241811051
"537","GTX-980","BCK-K1",0.000164,0.000137287225728107,0.837117230049432,12.0591241811051
"197","GTX-980","BCK-K1",7.3e-05,6.60203844908298e-05,0.904388828641504,12.0591241811051
"428","GTX-980","BCK-K1",0.000135,0.000115036175704008,0.852119820029686,12.0591241811051
"347","GTX-980","BCK-K1",0.000113,9.84376030163843e-05,0.871129230233489,12.0591241811051
"397","GTX-980","BCK-K1",0.000127,0.000108859991237955,0.857165285338229,12.0591241811051
"328","GTX-980","BCK-K1",3.1e-05,2.82553786994257e-05,0.911463829013732,12.0591241811051
"520","GTX-980","BCK-K1",3.6e-05,3.33196020534813e-05,0.925544501485592,12.0591241811051
"227","GTX-980","BCK-K1",8.1e-05,7.26464960736739e-05,0.896870321897208,12.0591241811051
"228","GTX-980","BCK-K1",2.8e-05,2.57089634843199e-05,0.91817726729714,12.0591241811051
"257","GTX-980","BCK-K1",9e-05,7.92442408340161e-05,0.880491564822401,12.0591241811051
"277","GTX-980","BCK-K1",9.6e-05,8.354216435087e-05,0.870230878654895,12.0591241811051
"1112","Tesla-P100","BCK-K1",1.8e-05,2.30104478008518e-05,1.27835821115844,76.0276031788169
"198","Tesla-P100","BCK-K1",2.4e-05,4.04789898233686e-05,1.68662457597369,76.0276031788169
"129","Tesla-P100","BCK-K1",1e-05,4.18309680734327e-06,0.418309680734327,76.0276031788169
"429","Tesla-P100","BCK-K1",1.2e-05,8.97152649797181e-06,0.747627208164317,76.0276031788169
"568","Tesla-P100","BCK-K1",5.7e-05,0.000119397557996465,2.09469399993799,76.0276031788169
"329","Tesla-P100","BCK-K1",1.1e-05,7.95747584922398e-06,0.723406895383998,76.0276031788169
"438","Tesla-P100","BCK-K1",4.5e-05,9.23200028933435e-05,2.05155561985208,76.0276031788169
"378","Tesla-P100","BCK-K1",4e-05,8.00271308801008e-05,2.00067827200252,76.0276031788169
"158","Tesla-P100","BCK-K1",2.1e-05,3.10640387092772e-05,1.47923993853701,76.0276031788169
"488","Tesla-P100","BCK-K1",4.9e-05,0.000102946024833424,2.10093928231477,76.0276031788169
"138","Tesla-P100","BCK-K1",2e-05,2.75847221857192e-05,1.37923610928596,76.0276031788169
"288","Tesla-P100","BCK-K1",3.2e-05,5.99138130659153e-05,1.87230665830985,76.0276031788169
"148","Tesla-P100","BCK-K1",2.1e-05,2.90567369930134e-05,1.38365414252445,76.0276031788169
"5111","Tesla-P100","BCK-K1",5.1e-05,0.000107395477950183,2.1057936852977,76.0276031788169
"4210","Tesla-P100","BCK-K1",4.4e-05,9.0398961918221e-05,2.05452186177775,76.0276031788169
"448","Tesla-P100","BCK-K1",4.5e-05,9.39367774598408e-05,2.08748394355202,76.0276031788169
"388","Tesla-P100","BCK-K1",4e-05,8.05906597068856e-05,2.01476649267214,76.0276031788169
"3112","Tesla-P100","BCK-K1",3.5e-05,6.75809585711788e-05,1.93088453060511,76.0276031788169
"98","Tesla-P100","BCK-K1",1.6e-05,1.84392796259406e-05,1.15245497662129,76.0276031788169
"278","Tesla-P100","BCK-K1",3.2e-05,5.68846095995398e-05,1.77764404998562,76.0276031788169
"498","Tesla-P100","BCK-K1",5e-05,0.000103786953429365,2.0757390685873,76.0276031788169
"508","Tesla-P100","BCK-K1",5.1e-05,0.000107082027299345,2.09964759410481,76.0276031788169
"408","Tesla-P100","BCK-K1",4.2e-05,8.47455909168333e-05,2.01775216468651,76.0276031788169
"268","Tesla-P100","BCK-K1",3e-05,5.55295017960664e-05,1.85098339320221,76.0276031788169
"2112","Tesla-P100","BCK-K1",2.6e-05,4.4671718515083e-05,1.71814301981088,76.0276031788169
"558","Tesla-P100","BCK-K1",5.6e-05,0.000116080786395624,2.07287118563614,76.0276031788169
"368","Tesla-P100","BCK-K1",3.9e-05,7.7460455027545e-05,1.9861655135268,76.0276031788169
"4112","Tesla-P100","BCK-K1",4.3e-05,8.70067084429968e-05,2.02341182425574,76.0276031788169
"458","Tesla-P100","BCK-K1",4.6e-05,9.62042197213565e-05,2.09139608089905,76.0276031788169
"298","Tesla-P100","BCK-K1",3.3e-05,6.21388015137089e-05,1.88299398526391,76.0276031788169
"348","Tesla-P100","BCK-K1",3.7e-05,7.30755662851409e-05,1.97501530500381,76.0276031788169
"358","Tesla-P100","BCK-K1",3.8e-05,7.55286893085609e-05,1.98759708706739,76.0276031788169
"229","Tesla-P100","BCK-K1",1e-05,5.89633455259959e-06,0.589633455259959,76.0276031788169
"478","Tesla-P100","BCK-K1",4.8e-05,9.95493499565401e-05,2.07394479076125,76.0276031788169
"68","Tesla-P100","BCK-K1",1.4e-05,1.29763526159788e-05,0.926882329712768,76.0276031788169
"108","Tesla-P100","BCK-K1",1.7e-05,2.0964619331979e-05,1.23321290188112,76.0276031788169
"308","Tesla-P100","BCK-K1",3.4e-05,6.40856710295688e-05,1.88487267734026,76.0276031788169
"188","Tesla-P100","BCK-K1",2.4e-05,3.75924197442631e-05,1.56635082267763,76.0276031788169
"398","Tesla-P100","BCK-K1",4.1e-05,8.34297484266477e-05,2.03487191284507,76.0276031788169
"88","Tesla-P100","BCK-K1",1.6e-05,1.64850651399777e-05,1.03031657124861,76.0276031788169
"528","Tesla-P100","BCK-K1",5.3e-05,0.000110892888720686,2.09231865510728,76.0276031788169
"168","Tesla-P100","BCK-K1",2.2e-05,3.33178841336676e-05,1.51444927880307,76.0276031788169
"2210","Tesla-P100","BCK-K1",2.7e-05,4.64299823646805e-05,1.71962897646965,76.0276031788169
"238","Tesla-P100","BCK-K1",2.8e-05,4.8906188303549e-05,1.74664958226961,76.0276031788169
"468","Tesla-P100","BCK-K1",4.8e-05,9.80308845890798e-05,2.04231009560583,76.0276031788169
"178","Tesla-P100","BCK-K1",2.3e-05,3.55976341687165e-05,1.54772322472681,76.0276031788169
"529","Tesla-P100","BCK-K1",1.3e-05,1.11561822022625e-05,0.858167861712502,76.0276031788169
"78","Tesla-P100","BCK-K1",1.5e-05,1.42360193024585e-05,0.949067953497234,76.0276031788169
"248","Tesla-P100","BCK-K1",2.9e-05,5.12484814922746e-05,1.76718901697499,76.0276031788169
"3210","Tesla-P100","BCK-K1",3.5e-05,6.86188887382268e-05,1.96053967823505,76.0276031788169
"1210","Tesla-P100","BCK-K1",1.9e-05,2.61094663673789e-05,1.37418244038836,76.0276031788169
"548","Tesla-P100","BCK-K1",5.5e-05,0.000114052687665824,2.07368523028771,76.0276031788169
