"","gpus","apps","measured","predicted","accuracy","mape"
"1023","Tesla-K40","MMGU",1.202731,1.73564128573266,1.44308352053174,20.1027308271206
"1024","Tesla-K40","MMGU",1.64933,2.3993384452998,1.45473522296921,20.1027308271206
"1025","Tesla-K40","MMGU",2.195019,3.20531410709185,1.46026713531494,20.1027308271206
"1026","Tesla-K40","MMGU",2.852298,4.19056368014885,1.4691885911461,20.1027308271206
"1027","Tesla-K40","MMGU",3.623919,5.35747289434665,1.47836441552547,20.1027308271206
"1028","Tesla-K40","MMGU",4.525112,6.72569570187909,1.4863048034787,20.1027308271206
"1029","Tesla-K40","MMGU",5.570794,8.31182932487902,1.49203674106043,20.1027308271206
"1030","Tesla-K40","MMGU",6.759666,10.1325532115469,1.49897246573232,20.1027308271206
"1031","Tesla-K40","MMGU",8.105256,12.2046239057344,1.50576661683904,20.1027308271206
"1032","Tesla-K40","MMGU",9.631566,14.5448705396251,1.51012520078511,20.1027308271206
"1033","Tesla-K40","MMGU",11.317552,17.1701908413135,1.5171293970033,20.1027308271206
"1034","Tesla-K40","MMGU",13.209115,20.0975475728976,1.52149084725945,20.1027308271206
"1035","Tesla-K40","MMGU",15.309582,23.3439653322827,1.52479442823995,20.1027308271206
"1036","Tesla-K40","MMGU",17.586966,26.9265276651098,1.53105019166522,20.1027308271206
"1037","Tesla-K40","MMGU",20.096443,30.86237444331,1.53571328236096,20.1027308271206
"1038","Tesla-K40","MMGU",22.859374,35.1686994746037,1.53848042709322,20.1027308271206
"1047","Tesla-K40","MMGU",0.003651678,0.00211975624942063,0.580488271260672,20.1027308271206
"1048","Tesla-K40","MMGU",0.026089,0.0182961197549149,0.70129632239315,20.1027308271206
"1049","Tesla-K40","MMGU",0.086445,0.064012658174772,0.740501569492417,20.1027308271206
"1050","Tesla-K40","MMGU",0.201706,0.154887984278767,0.767889821218838,20.1027308271206
"1051","Tesla-K40","MMGU",0.391232,0.306926673015238,0.784513212148387,20.1027308271206
"1052","Tesla-K40","MMGU",0.676865,0.537445305697837,0.794021415936467,20.1027308271206
"1053","Tesla-K40","MMGU",1.072764,0.863430517196082,0.804865298608158,20.1027308271206
"1054","Tesla-K40","MMGU",1.626277,1.30120089542289,0.8001102490061,20.1027308271206
"1055","Tesla-K40","MMGU",2.314599,1.86591997239709,0.806152587293562,20.1027308271206
"1056","Tesla-K40","MMGU",3.119486,2.57825707769559,0.82650060865655,20.1027308271206
"1057","Tesla-K40","MMGU",4.149508,3.4543274635434,0.832466755948754,20.1027308271206
"1058","Tesla-K40","MMGU",5.387891,4.51169218563447,0.837376291694555,20.1027308271206
"1059","Tesla-K40","MMGU",6.846016,5.76802321526939,0.842537209271697,20.1027308271206
"1060","Tesla-K40","MMGU",8.549465,7.24109476843123,0.846964666026615,20.1027308271206
"1061","Tesla-K40","MMGU",10.515142,8.94877593460659,0.851037098177713,20.1027308271206
"1062","Tesla-K40","MMGU",12.761046,10.9090243304433,0.854869133019609,20.1027308271206
"1063","Tesla-K40","MMGU",15.305509,13.1398805761835,0.858506605444058,20.1027308271206
"1064","Tesla-K40","MMGU",18.170198,15.6594634429421,0.861821287965168,20.1027308271206
"1065","Tesla-K40","MMGU",21.364093,18.4859655543417,0.865282020366684,20.1027308271206
"1066","Tesla-K40","MMGU",24.920614,21.6376495516508,0.868263099442526,20.1027308271206
"1067","Tesla-K40","MMGU",28.853693,25.1328446505062,0.871044294070302,20.1027308271206
"1068","Tesla-K40","MMGU",33.167952,28.9899435315242,0.874034777049974,20.1027308271206
"1069","Tesla-K40","MMGU",37.910395,33.2273995179704,0.876471994500991,20.1027308271206
"1070","Tesla-K40","MMGU",43.064132,37.863724002071,0.879240385062701,20.1027308271206
"1079","Tesla-K40","MMGC",0.00055565,0.000586845268612789,1.05614193937333,8.53487704056123
"1080","Tesla-K40","MMGC",0.004235814,0.00436801804446278,1.03121101267968,8.53487704056123
"1081","Tesla-K40","MMGC",0.014179,0.0142839427021157,1.00740127668494,8.53487704056123
"1082","Tesla-K40","MMGC",0.034004,0.0335827972132527,0.987613140020372,8.53487704056123
"1083","Tesla-K40","MMGC",0.066099,0.0651105761519083,0.985046311622087,8.53487704056123
"1084","Tesla-K40","MMGC",0.114011,0.111657850907916,0.979360332844343,8.53487704056123
"1085","Tesla-K40","MMGC",0.180902,0.176511719120841,0.975731164502552,8.53487704056123
"1086","Tesla-K40","MMGC",0.269939,0.262347755867943,0.971877927487112,8.53487704056123
"1087","Tesla-K40","MMGC",0.384288,0.37190836690791,0.96778553300626,8.53487704056123
"1088","Tesla-K40","MMGC",0.527165,0.508500595065363,0.964594756983796,8.53487704056123
"1089","Tesla-K40","MMGC",0.701035,0.674825837175669,0.962613617259722,8.53487704056123
"1090","Tesla-K40","MMGC",0.894127,0.873455545461563,0.976880851894153,8.53487704056123
"1091","Tesla-K40","MMGC",1.157092,1.1077451444802,0.95735269492849,8.53487704056123
"1092","Tesla-K40","MMGC",1.445047,1.38039342589543,0.955258497402115,8.53487704056123
"1093","Tesla-K40","MMGC",1.777683,1.69380336552077,0.952815190065256,8.53487704056123
"1094","Tesla-K40","MMGC",2.157132,2.05163770490188,0.951095113744489,8.53487704056123
"1095","Tesla-K40","MMGC",2.587379,2.45597581335393,0.949213784820056,8.53487704056123
"1096","Tesla-K40","MMGC",3.017747,2.90967540174947,0.964187985854835,8.53487704056123
"1097","Tesla-K40","MMGC",3.548516,3.41659644252923,0.962824020669268,8.53487704056123
"1098","Tesla-K40","MMGC",4.124555,3.9782186182917,0.964520686059879,8.53487704056123
"1099","Tesla-K40","MMGC",4.774882,4.59800794181856,0.962957397024378,8.53487704056123
"1100","Tesla-K40","MMGC",5.489264,5.2789875165146,0.961693137097176,8.53487704056123
"1101","Tesla-K40","MMGC",6.274708,6.02352525728787,0.959969014858997,8.53487704056123
"1102","Tesla-K40","MMGC",7.127625,6.83457921929391,0.958885914914703,8.53487704056123
"1111","Tesla-K40","MMGC",0.000400543,0.000385679841552049,0.962892477342131,8.53487704056123
"1112","Tesla-K40","MMGC",0.003039161,0.00275558808877712,0.906693685782727,8.53487704056123
"1113","Tesla-K40","MMGC",0.009906984,0.00913159150641708,0.921732739895116,8.53487704056123
"1114","Tesla-K40","MMGC",0.023439,0.0212181090534572,0.905248050405615,8.53487704056123
"1115","Tesla-K40","MMGC",0.045443,0.0411549836235058,0.905639672193864,8.53487704056123
"1116","Tesla-K40","MMGC",0.078343,0.0704448999287233,0.899185631501517,8.53487704056123
"1117","Tesla-K40","MMGC",0.124336,0.111395507153445,0.895923201272722,8.53487704056123
"1118","Tesla-K40","MMGC",0.18569,0.165362277775662,0.890528718701395,8.53487704056123
"1119","Tesla-K40","MMGC",0.264226,0.234559516519434,0.887723072367723,8.53487704056123
"1120","Tesla-K40","MMGC",0.362266,0.320597871778308,0.884979191473416,8.53487704056123
"1121","Tesla-K40","MMGC",0.482195,0.425225659205639,0.881854144496809,8.53487704056123
"1122","Tesla-K40","MMGC",0.626173,0.550227477595869,0.87871479223133,8.53487704056123
"1123","Tesla-K40","MMGC",0.79621,0.697949028666751,0.876589126821757,8.53487704056123
"1124","Tesla-K40","MMGC",0.994182,0.869029825509464,0.874115429075827,8.53487704056123
"1125","Tesla-K40","MMGC",1.223097,1.06698597712058,0.872364151919741,8.53487704056123
"1126","Tesla-K40","MMGC",1.483401,1.29169798733525,0.87076790924049,8.53487704056123
"1127","Tesla-K40","MMGC",1.779928,1.54638494762668,0.868790730651287,8.53487704056123
"1128","Tesla-K40","MMGC",2.112885,1.83231067300052,0.867207951687156,8.53487704056123
"1129","Tesla-K40","MMGC",2.486263,2.15103718002584,0.865168801541042,8.53487704056123
"1130","Tesla-K40","MMGC",2.899368,2.50476523074502,0.86390041924482,8.53487704056123
"1131","Tesla-K40","MMGC",3.357005,2.8950728736294,0.862397545916494,8.53487704056123
"1132","Tesla-K40","MMGC",3.858573,3.32372942388434,0.86138824479525,8.53487704056123
"1133","Tesla-K40","MMGC",4.411009,3.79250151104812,0.859780950582535,8.53487704056123
"1134","Tesla-K40","MMGC",5.009834,4.30315320504707,0.858941275309136,8.53487704056123
"1143","Tesla-K40","MMGC",0.00033949,0.0003482936487438,1.02593198251436,8.53487704056123
"1144","Tesla-K40","MMGC",0.002320581,0.00262644183885407,1.13180356076951,8.53487704056123
"1145","Tesla-K40","MMGC",0.007687722,0.00870887203464854,1.13282868899897,8.53487704056123
"1146","Tesla-K40","MMGC",0.017896,0.0203765956849358,1.13861173921188,8.53487704056123
"1147","Tesla-K40","MMGC",0.034863,0.0395016954956243,1.13305497219471,8.53487704056123
"1148","Tesla-K40","MMGC",0.060922,0.0678973229545936,1.11449596130451,8.53487704056123
"1149","Tesla-K40","MMGC",0.096758,0.107200356406028,1.10792240854532,8.53487704056123
"1150","Tesla-K40","MMGC",0.14428,0.15923347509322,1.10364205082631,8.53487704056123
"1151","Tesla-K40","MMGC",0.204878,0.225862227512345,1.10242303962526,8.53487704056123
"1152","Tesla-K40","MMGC",0.282026,0.309181994128707,1.09628897381343,8.53487704056123
"1153","Tesla-K40","MMGC",0.374162,0.409594592448034,1.0946985328495,8.53487704056123
"1154","Tesla-K40","MMGC",0.485828,0.530353881724663,1.09164947620282,8.53487704056123
"1155","Tesla-K40","MMGC",0.61711,0.672285746563422,1.08940990514401,8.53487704056123
"1156","Tesla-K40","MMGC",0.770511,0.837741279226175,1.08725414591897,8.53487704056123
"1157","Tesla-K40","MMGC",0.946779,1.02800397248998,1.08579084716706,8.53487704056123
"1158","Tesla-K40","MMGC",1.145208,1.24459221062481,1.08678267233971,8.53487704056123
"1159","Tesla-K40","MMGC",1.378104,1.4903217305923,1.08142907254627,8.53487704056123
"1160","Tesla-K40","MMGC",1.606726,1.76580905423389,1.09901069269676,8.53487704056123
"1161","Tesla-K40","MMGC",1.892049,2.07347423519529,1.09588823291326,8.53487704056123
"1162","Tesla-K40","MMGC",2.211468,2.41512332465864,1.09209055914833,8.53487704056123
"1163","Tesla-K40","MMGC",2.552974,2.79006433901529,1.0928682936118,8.53487704056123
"1164","Tesla-K40","MMGC",2.935886,3.20317288818071,1.09104130343641,8.53487704056123
"1165","Tesla-K40","MMGC",3.3468,3.65494192495921,1.09207061221442,8.53487704056123
"1166","Tesla-K40","MMGC",3.799813,4.14707153387643,1.09138832197175,8.53487704056123
"1175","Tesla-K40","MMSU",0.000323105,0.000341312391750128,1.05635131536227,6.73430329064495
"1176","Tesla-K40","MMSU",0.002420328,0.0026667953398374,1.10183220614619,6.73430329064495
"1177","Tesla-K40","MMSU",0.008266047,0.00900896580641959,1.08987594752602,6.73430329064495
"1178","Tesla-K40","MMSU",0.019555,0.0214240715193285,1.09558023622237,6.73430329064495
"1179","Tesla-K40","MMSU",0.03817,0.0419089690849168,1.097955700417,6.73430329064495
"1180","Tesla-K40","MMSU",0.065923,0.0727453967880085,1.10349038708809,6.73430329064495
"1181","Tesla-K40","MMSU",0.104596,0.115850368249093,1.10759845738931,6.73430329064495
"1182","Tesla-K40","MMSU",0.155993,0.173361547239893,1.11134183738945,6.73430329064495
"1183","Tesla-K40","MMSU",0.222712,0.247379707181116,1.1107605660275,6.73430329064495
"1184","Tesla-K40","MMSU",0.305098,0.339987652524217,1.11435555960451,6.73430329064495
"1185","Tesla-K40","MMSU",0.405724,0.45342517033238,1.11757049208915,6.73430329064495
"1186","Tesla-K40","MMSU",0.529211,0.589672263852659,1.11424793485521,6.73430329064495
"1187","Tesla-K40","MMSU",0.669452,0.750902676091884,1.12166768654345,6.73430329064495
"1188","Tesla-K40","MMSU",0.836552,0.939215018520774,1.12272162223122,6.73430329064495
"1189","Tesla-K40","MMSU",1.036092,1.15674236640508,1.11644754172899,6.73430329064495
"1190","Tesla-K40","MMSU",1.246258,1.40573454068079,1.12796430649254,6.73430329064495
"1191","Tesla-K40","MMSU",1.499297,1.68817855120131,1.12598007679687,6.73430329064495
"1192","Tesla-K40","MMSU",1.798417,2.00622933212377,1.11555291799609,6.73430329064495
"1193","Tesla-K40","MMSU",2.095108,2.36205660099041,1.12741519816182,6.73430329064495
"1194","Tesla-K40","MMSU",2.449411,2.75782911897651,1.12591521756721,6.73430329064495
"1195","Tesla-K40","MMSU",2.857109,3.19572922546512,1.11851848335682,6.73430329064495
"1196","Tesla-K40","MMSU",3.260955,3.67780475742433,1.12783057644902,6.73430329064495
"1197","Tesla-K40","MMSU",3.781857,4.20622508356683,1.11221156261774,6.73430329064495
"1198","Tesla-K40","MMSU",4.296623,4.78304026039559,1.11320920183027,6.73430329064495
"1207","Tesla-K40","MMSU",0.000414815,0.000444464268482833,1.07147588318367,6.73430329064495
"1208","Tesla-K40","MMSU",0.003197204,0.00336267238702423,1.05175409108216,6.73430329064495
"1209","Tesla-K40","MMSU",0.010743,0.0113467475134896,1.05619915419246,6.73430329064495
"1210","Tesla-K40","MMSU",0.025517,0.0269714763915482,1.05700028967152,6.73430329064495
"1211","Tesla-K40","MMSU",0.049621,0.0528398703153106,1.06486911419179,6.73430329064495
"1212","Tesla-K40","MMSU",0.085544,0.0915479632626891,1.07018567360293,6.73430329064495
"1213","Tesla-K40","MMSU",0.13575,0.145778350306472,1.07387366708266,6.73430329064495
"1214","Tesla-K40","MMSU",0.202516,0.21814805431445,1.0771892310457,6.73430329064495
"1215","Tesla-K40","MMSU",0.288179,0.311284052465175,1.08017604497612,6.73430329064495
"1216","Tesla-K40","MMSU",0.395283,0.427833061796324,1.08234622231749,6.73430329064495
"1217","Tesla-K40","MMSU",0.526109,0.570483829987996,1.08434531625195,6.73430329064495
"1218","Tesla-K40","MMSU",0.683337,0.741905690433929,1.08570981877745,6.73430329064495
"1219","Tesla-K40","MMSU",0.868353,0.944709672831454,1.08793275641525,6.73430329064495
"1220","Tesla-K40","MMSU",1.084126,1.18170408851387,1.09000622484275,6.73430329064495
"1221","Tesla-K40","MMSU",1.334499,1.45533747192661,1.0905496908777,6.73430329064495
"1222","Tesla-K40","MMSU",1.61881,1.76855251442725,1.09250159958689,6.73430329064495
"1223","Tesla-K40","MMSU",1.941355,2.12379464179575,1.09397541500434,6.73430329064495
"1224","Tesla-K40","MMSU",2.307067,2.5239553526831,1.09401042652125,6.73430329064495
"1225","Tesla-K40","MMSU",2.712103,2.97154894201264,1.09566227463066,6.73430329064495
"1226","Tesla-K40","MMSU",3.163309,3.46950255610803,1.09679533555148,6.73430329064495
"1227","Tesla-K40","MMSU",3.665763,4.02038840490282,1.09673986149754,6.73430329064495
"1228","Tesla-K40","MMSU",4.139453,4.6269071144962,1.11775809859327,6.73430329064495
"1229","Tesla-K40","MMSU",4.813719,5.29176858131376,1.09930982288616,6.73430329064495
"1230","Tesla-K40","MMSU",5.378004,6.01767389603109,1.11894187807058,6.73430329064495
"1239","Tesla-K40","MMSU",0.000582946,0.000484053710623237,0.830357718593553,6.73430329064495
"1240","Tesla-K40","MMSU",0.004132584,0.00385295448917218,0.932335432061921,6.73430329064495
"1241","Tesla-K40","MMSU",0.013785,0.0129752178306278,0.941256280785475,6.73430329064495
"1242","Tesla-K40","MMSU",0.032189,0.0309214231572523,0.960620807022657,6.73430329064495
"1243","Tesla-K40","MMSU",0.062379,0.0606013071307363,0.971501741463254,6.73430329064495
"1244","Tesla-K40","MMSU",0.107858,0.105095876236976,0.974391109022751,6.73430329064495
"1245","Tesla-K40","MMSU",0.170903,0.167384903640895,0.979414660017054,6.73430329064495
"1246","Tesla-K40","MMSU",0.254938,0.25048156572415,0.982519537001742,6.73430329064495
"1247","Tesla-K40","MMSU",0.36218,0.357382801776259,0.986754657287147,6.73430329064495
"1248","Tesla-K40","MMSU",0.496828,0.491334810169526,0.988943477761974,6.73430329064495
"1249","Tesla-K40","MMSU",0.661277,0.655168622020715,0.99076275451999,6.73430329064495
"1250","Tesla-K40","MMSU",0.857904,0.851981155744272,0.99309614565764,6.73430329064495
"1251","Tesla-K40","MMSU",1.09086,1.08507122307712,0.994693382356235,6.73430329064495
"1252","Tesla-K40","MMSU",1.361758,1.35705528340614,0.996546584199353,6.73430329064495
"1253","Tesla-K40","MMSU",1.701856,1.6715650040914,0.982201199215092,6.73430329064495
"1254","Tesla-K40","MMSU",2.033274,2.03130017634249,0.999029238726551,6.73430329064495
"1255","Tesla-K40","MMSU",2.439034,2.43926062202747,1.00009291466518,6.73430329064495
"1256","Tesla-K40","MMSU",2.893704,2.89891965742531,1.00180241566702,6.73430329064495
"1257","Tesla-K40","MMSU",3.403058,3.41317552859637,1.00297306969096,6.73430329064495
"1258","Tesla-K40","MMSU",3.968451,3.98513551502324,1.0042042890345,6.73430329064495
"1259","Tesla-K40","MMSU",4.593256,4.6178937972006,1.00536390682353,6.73430329064495
"1260","Tesla-K40","MMSU",5.280743,5.31454590052924,1.00640116372435,6.73430329064495
"1261","Tesla-K40","MMSU",6.03488,6.07822868470847,1.00718302347494,6.73430329064495
"1262","Tesla-K40","MMSU",6.856634,6.91201681562122,1.00807726001143,6.73430329064495
"1271","Tesla-K40","MMSC",0.000222785,0.00023693871188271,1.06353081169159,13.5530772310293
"1272","Tesla-K40","MMSC",0.001669861,0.0018467223716997,1.10591382857597,13.5530772310293
"1273","Tesla-K40","MMSC",0.005753846,0.006276600160031,1.09085299815654,13.5530772310293
"1274","Tesla-K40","MMSC",0.013596,0.01501261021147,1.1041931605965,13.5530772310293
"1275","Tesla-K40","MMSC",0.026677,0.0295413519669852,1.10737159226994,13.5530772310293
"1276","Tesla-K40","MMSC",0.046027,0.0513831244760287,1.11636918495728,13.5530772310293
"1277","Tesla-K40","MMSC",0.073153,0.0820096057342475,1.12106961757204,13.5530772310293
"1278","Tesla-K40","MMSC",0.108193,0.123128498303641,1.13804495950423,13.5530772310293
"1279","Tesla-K40","MMSC",0.15562,0.176186913937071,1.13216112284456,13.5530772310293
"1280","Tesla-K40","MMSC",0.213391,0.242728588567032,1.13748278309316,13.5530772310293
"1281","Tesla-K40","MMSC",0.284244,0.324318785391512,1.14098726935841,13.5530772310293
"1282","Tesla-K40","MMSC",0.368488,0.422555713928342,1.14672856084416,13.5530772310293
"1283","Tesla-K40","MMSC",0.46864,0.539011112869776,1.15016027840085,13.5530772310293
"1284","Tesla-K40","MMSC",0.585679,0.67520088104376,1.15285144429587,13.5530772310293
"1285","Tesla-K40","MMSC",0.721165,0.832898166578083,1.15493426133837,13.5530772310293
"1286","Tesla-K40","MMSC",0.863297,1.01360315749721,1.17410712361703,13.5530772310293
"1287","Tesla-K40","MMSC",1.049676,1.21884562301606,1.1611636571819,13.5530772310293
"1288","Tesla-K40","MMSC",1.246541,1.45028579268688,1.16344812780878,13.5530772310293
"1289","Tesla-K40","MMSC",1.467192,1.70944272592906,1.16511180944897,13.5530772310293
"1290","Tesla-K40","MMSC",1.712978,1.99810960898842,1.16645374837763,13.5530772310293
"1291","Tesla-K40","MMSC",2.012516,2.31767962044974,1.15163289158931,13.5530772310293
"1292","Tesla-K40","MMSC",2.313393,2.67004807185529,1.15416968576255,13.5530772310293
"1293","Tesla-K40","MMSC",2.604531,3.05670079224495,1.17360891164089,13.5530772310293
"1294","Tesla-K40","MMSC",2.958537,3.47921284439793,1.17599098621985,13.5530772310293
"1303","Tesla-K40","MMSC",0.000130848,0.000133666975442412,1.02154389400229,13.5530772310293
"1304","Tesla-K40","MMSC",0.000950527,0.000978365594411391,1.02928753671531,13.5530772310293
"1305","Tesla-K40","MMSC",0.003224696,0.0032960691323948,1.02213329020621,13.5530772310293
"1306","Tesla-K40","MMSC",0.007609263,0.00785091424625213,1.03175751005743,13.5530772310293
"1307","Tesla-K40","MMSC",0.014871,0.0154345919281849,1.0378987242408,13.5530772310293
"1308","Tesla-K40","MMSC",0.025632,0.0268249915814377,1.04654305483137,13.5530772310293
"1309","Tesla-K40","MMSC",0.040617,0.0428709249617845,1.05549215751494,13.5530772310293
"1310","Tesla-K40","MMSC",0.0606,0.064324410678071,1.06145892208038,13.5530772310293
"1311","Tesla-K40","MMSC",0.08622,0.0920188302961611,1.06725620849178,13.5530772310293
"1312","Tesla-K40","MMSC",0.118292,0.126747826440717,1.0714826568214,13.5530772310293
"1313","Tesla-K40","MMSC",0.157389,0.169336751076562,1.07591223704682,13.5530772310293
"1314","Tesla-K40","MMSC",0.204372,0.220610295969347,1.07945460224173,13.5530772310293
"1315","Tesla-K40","MMSC",0.259411,0.281411742601116,1.08481036887841,13.5530772310293
"1316","Tesla-K40","MMSC",0.324119,0.35256546141753,1.08776548557021,13.5530772310293
"1317","Tesla-K40","MMSC",0.39857,0.434881016829057,1.09110323614185,13.5530772310293
"1318","Tesla-K40","MMSC",0.483629,0.529177580085656,1.09418082887018,13.5530772310293
"1319","Tesla-K40","MMSC",0.589411,0.636316214779926,1.0795798089617,13.5530772310293
"1320","Tesla-K40","MMSC",0.688386,0.757096896314572,1.09981448825887,13.5530772310293
"1321","Tesla-K40","MMSC",0.809162,0.892346095750745,1.10280277095408,13.5530772310293
"1322","Tesla-K40","MMSC",0.943535,1.04310419980346,1.10552782864808,13.5530772310293
"1323","Tesla-K40","MMSC",1.092631,1.21000791742219,1.1074259447354,13.5530772310293
"1324","Tesla-K40","MMSC",1.255045,1.39393642829141,1.11066649266871,13.5530772310293
"1325","Tesla-K40","MMSC",1.434295,1.59571450177685,1.11254274872104,13.5530772310293
"1326","Tesla-K40","MMSC",1.628808,1.81622927075264,1.11506652150078,13.5530772310293
"1335","Tesla-K40","MMSC",0.000109153,0.000110127304108016,1.00892604058538,13.5530772310293
"1336","Tesla-K40","MMSC",0.000756226,0.000870101771170881,1.15058431100079,13.5530772310293
"1337","Tesla-K40","MMSC",0.002478982,0.00297605680748949,1.20051569857687,13.5530772310293
"1338","Tesla-K40","MMSC",0.005790059,0.00716708978410866,1.23782672751844,13.5530772310293
"1339","Tesla-K40","MMSC",0.011307,0.0141193358274862,1.24872519921165,13.5530772310293
"1340","Tesla-K40","MMSC",0.019428,0.0245936045758537,1.26588452624324,13.5530772310293
"1341","Tesla-K40","MMSC",0.031409,0.039289257447483,1.25089170134302,13.5530772310293
"1342","Tesla-K40","MMSC",0.046076,0.0589376637455822,1.27914019762094,13.5530772310293
"1343","Tesla-K40","MMSC",0.065573,0.084391200366047,1.28698092760812,13.5530772310293
"1344","Tesla-K40","MMSC",0.089849,0.116326164432189,1.29468513207925,13.5530772310293
"1345","Tesla-K40","MMSC",0.119513,0.155277563482306,1.29925249539637,13.5530772310293
"1346","Tesla-K40","MMSC",0.155175,0.202396821437789,1.30431333293243,13.5530772310293
"1347","Tesla-K40","MMSC",0.197437,0.257980519768189,1.30664728378262,13.5530772310293
"1348","Tesla-K40","MMSC",0.246371,0.3233001776933,1.31224932193034,13.5530772310293
"1349","Tesla-K40","MMSC",0.303005,0.39863805383353,1.31561543153918,13.5530772310293
"1350","Tesla-K40","MMSC",0.367787,0.484895483764641,1.31841387478253,13.5530772310293
"1351","Tesla-K40","MMSC",0.441106,0.583590786032505,1.32301711160697,13.5530772310293
"1352","Tesla-K40","MMSC",0.523602,0.693823924264703,1.32509792602913,13.5530772310293
"1353","Tesla-K40","MMSC",0.615701,0.81860138279065,1.32954369538242,13.5530772310293
"1354","Tesla-K40","MMSC",0.718289,0.956158027996466,1.33116061640435,13.5530772310293
"1355","Tesla-K40","MMSC",0.831302,1.10918927925537,1.33427957499847,13.5530772310293
"1356","Tesla-K40","MMSC",0.956438,1.27668432048332,1.33483228445891,13.5530772310293
"1357","Tesla-K40","MMSC",1.096541,1.46202430563716,1.33330564533123,13.5530772310293
"1358","Tesla-K40","MMSC",1.246363,1.66352722820985,1.33470524093691,13.5530772310293
"1367","Tesla-K40","MAU",1.104e-05,1.51461118697991e-05,1.37193042298905,23.422815455009
"1368","Tesla-K40","MAU",4.0992e-05,6.3534403065151e-05,1.54992201076188,23.422815455009
"1369","Tesla-K40","MAU",0.000158465,0.000147116135123465,0.928382514267913,23.422815455009
"1370","Tesla-K40","MAU",0.000190241,0.000268503342341707,1.41138525523786,23.422815455009
"1371","Tesla-K40","MAU",0.000410912,0.000426095170951446,1.03694993320089,23.422815455009
"1372","Tesla-K40","MAU",0.000860864,0.000621689304829189,0.722169012560857,23.422815455009
"1373","Tesla-K40","MAU",0.000800672,0.000859089098819485,1.07296008705123,23.422815455009
"1374","Tesla-K40","MAU",0.000781279,0.00113781591361729,1.45635030970664,23.422815455009
"1375","Tesla-K40","MAU",0.002013756,0.00144608027315442,0.718101037640319,23.422815455009
"1376","Tesla-K40","MAU",0.001795707,0.00180473558622458,1.0050278727123,23.422815455009
"1377","Tesla-K40","MAU",0.002010235,0.00220350773958034,1.09614435107355,23.422815455009
"1378","Tesla-K40","MAU",0.003745013,0.0026334699284753,0.703193801590355,23.422815455009
"1379","Tesla-K40","MAU",0.002823928,0.00312045499607461,1.10500515454877,23.422815455009
