"","GPUs","CUDAKernels","TestDuration","predictions","acc","mape"
"61","Tesla-K40","BCK-K1",3.1712e-05,2.99689321733831e-05,0.945034440381657,4.78412914681816
"561","Tesla-K40","BCK-K1",0.000143968,0.000141105071842314,0.980114135379487,4.78412914681816
"262","Tesla-K20","BCK-K1",9.0915e-05,8.61336659179734e-05,0.947408743529378,6.02950076414421
"232","Tesla-K20","BCK-K1",8.2691e-05,8.67613253055974e-05,1.04922331699456,6.02950076414421
"272","Tesla-K20","BCK-K1",9.3666e-05,9.21700693444351e-05,0.984029096411025,6.02950076414421
"62","Tesla-K20","BCK-K1",3.6417e-05,3.76726225142497e-05,1.03447902117829,6.02950076414421
"322","Tesla-K20","BCK-K1",0.000106659,0.000103584852223192,0.971177792996298,6.02950076414421
"102","Tesla-K20","BCK-K1",4.7169e-05,4.43455763973366e-05,0.940142390072644,6.02950076414421
"72","Tesla-K20","BCK-K1",3.8977e-05,3.74494407604876e-05,0.960808701554444,6.02950076414421
"502","Tesla-K20","BCK-K1",0.000153668,0.000172523922437176,1.12270558891361,6.02950076414421
"402","Tesla-K20","BCK-K1",0.000127587,0.000121447217761542,0.951877681594069,6.02950076414421
"422","Tesla-K20","BCK-K1",0.000132708,0.000142775822790997,1.07586447532173,6.02950076414421
"142","Tesla-K20","BCK-K1",6.0066e-05,5.44370699201338e-05,0.906287582328335,6.02950076414421
"212","Tesla-K20","BCK-K1",2.6752e-05,2.62441746459433e-05,0.981017293882448,6.02950076414421
"532","Tesla-K20","BCK-K1",0.000161284,0.000184137363912224,1.14169641075509,6.02950076414421
"342","Tesla-K20","BCK-K1",0.000111971,0.000122318227507819,1.09240988745139,6.02950076414421
"522","Tesla-K20","BCK-K1",0.000158564,0.000182655767337178,1.15193718206641,6.02950076414421
"152","Tesla-K20","BCK-K1",6.253e-05,5.79165820899544e-05,0.926220727490075,6.02950076414421
"162","Tesla-K20","BCK-K1",6.541e-05,6.12200698129471e-05,0.935943583747854,6.02950076414421
"82","Tesla-K20","BCK-K1",4.1473e-05,4.35739111788207e-05,1.05065732353147,6.02950076414421
"112","Tesla-K20","BCK-K1",2.4161e-05,2.3380777837853e-05,0.967707372950333,6.02950076414421
"332","Tesla-K20","BCK-K1",0.000109667,0.0001132491489928,1.03266387329643,6.02950076414421
"482","Tesla-K20","BCK-K1",0.000148355,0.000144805043646838,0.976071205195905,6.02950076414421
"392","Tesla-K20","BCK-K1",0.000124771,0.000136328427229532,1.09262911437378,6.02950076414421
"412","Tesla-K20","BCK-K1",3.12e-05,3.11605365877554e-05,0.998735147043443,6.02950076414421
"372","Tesla-K20","BCK-K1",0.000119875,0.000130426999211324,1.08802501948967,6.02950076414421
"132","Tesla-K20","BCK-K1",5.7249e-05,5.53992229003352e-05,0.967688918589586,6.02950076414421
"202","Tesla-K20","BCK-K1",7.517e-05,6.4376371024466e-05,0.856410416714993,6.02950076414421
"382","Tesla-K20","BCK-K1",0.000122243,0.000126541148058299,1.03516068861447,6.02950076414421
"492","Tesla-K20","BCK-K1",0.000150884,0.000172350339376725,1.1422704818054,6.02950076414421
"122","Tesla-K20","BCK-K1",5.3953e-05,5.41334362192674e-05,1.00334432226692,6.02950076414421
"572","Tesla-K20","BCK-K1",0.000171973,0.00018580069571407,1.08040620163671,6.02950076414421
"182","Tesla-K20","BCK-K1",7.0177e-05,6.32679972161408e-05,0.901548900866962,6.02950076414421
"192","Tesla-K20","BCK-K1",7.2866e-05,7.06720347260642e-05,0.969890411523402,6.02950076414421
"312","Tesla-K20","BCK-K1",0.000104419,0.000101543930358984,0.972466029735813,6.02950076414421
"413","Tesla-K20","BCK-K1",0.000130339,0.000125535842800791,0.963148733692836,6.02950076414421
"242","Tesla-K20","BCK-K1",8.6114e-05,8.76833671872202e-05,1.01822429787515,6.02950076414421
"562","Tesla-K20","BCK-K1",0.000169189,0.000190221850297058,1.1243157078596,6.02950076414421
"432","Tesla-K20","BCK-K1",0.000135491,0.000153780927281289,1.13498997927013,6.02950076414421
"252","Tesla-K20","BCK-K1",8.8354e-05,8.39949536879639e-05,0.950663848699141,6.02950076414421
"222","Tesla-K20","BCK-K1",8.0674e-05,7.61312309849723e-05,0.943689800740912,6.02950076414421
"462","Tesla-K20","BCK-K1",0.000143203,0.000150680119275412,1.052213426223,6.02950076414421
"213","Tesla-K20","BCK-K1",7.7986e-05,6.86563639040925e-05,0.880367808377049,6.02950076414421
"292","Tesla-K20","BCK-K1",9.9011e-05,9.95667631222129e-05,1.00561314522844,6.02950076414421
"92","Tesla-K20","BCK-K1",4.4033e-05,4.68159296823609e-05,1.063201001121,6.02950076414421
"59","Tesla-K20","BCK-K1",3.3985e-05,3.48724575110192e-05,1.02611321203529,6.02950076414421
"352","Tesla-K20","BCK-K1",0.000114434,0.000121602384828465,1.06264208913841,6.02950076414421
"172","Tesla-K20","BCK-K1",6.8162e-05,6.78555049690047e-05,0.995503432543128,6.02950076414421
"302","Tesla-K20","BCK-K1",0.000101699,9.33935996036669e-05,0.918333509706751,6.02950076414421
"452","Tesla-K20","BCK-K1",0.000140516,0.000151858172327967,1.08071801309436,6.02950076414421
"362","Tesla-K20","BCK-K1",0.000117219,0.000117921356185048,1.00599182884215,6.02950076414421
"113","Tesla-K20","BCK-K1",5.0529e-05,5.43116399797875e-05,1.07486077262142,6.02950076414421
"542","Tesla-K20","BCK-K1",0.000164036,0.00018230995907841,1.11140212562126,6.02950076414421
"282","Tesla-K20","BCK-K1",9.6354e-05,9.69554900194719e-05,1.00624250181074,6.02950076414421
"313","Tesla-K20","BCK-K1",2.9088e-05,2.66928975589096e-05,0.917660119599477,6.02950076414421
"442","Tesla-K20","BCK-K1",0.000137988,0.000141702162038694,1.02691655824198,6.02950076414421
"472","Tesla-K20","BCK-K1",0.00014554,0.000151099099432099,1.03819636822934,6.02950076414421
"552","Tesla-K20","BCK-K1",0.000166148,0.0001868735170493,1.12474129721273,6.02950076414421
"512","Tesla-K20","BCK-K1",0.000155908,0.000164518094299113,1.05522548104724,6.02950076414421
"533","Titan","BCK-K1",0.00012605,0.000145166102281703,1.15165491695123,15.4156980238324
"563","Titan","BCK-K1",0.000131938,0.000156652727825523,1.18732077055529,15.4156980238324
"314","Titan","BCK-K1",2.3072e-05,2.9128652354597e-05,1.26251093769924,15.4156980238324
"183","Titan","BCK-K1",5.501e-05,6.42749093805645e-05,1.16842227559652,15.4156980238324
"463","Titan","BCK-K1",0.000111746,0.000127118335245146,1.13756497096224,15.4156980238324
"253","Titan","BCK-K1",6.909e-05,8.04671655861793e-05,1.16467166863771,15.4156980238324
"503","Titan","BCK-K1",0.000119778,0.000135333160116156,1.12986658748815,15.4156980238324
"163","Titan","BCK-K1",5.0433e-05,6.13545053190154e-05,1.21655474231189,15.4156980238324
"510","Titan","BCK-K1",2.6947e-05,3.26289675610748e-05,1.21085714777433,15.4156980238324
"403","Titan","BCK-K1",9.9586e-05,0.00011785109924604,1.18341031114855,15.4156980238324
"353","Titan","BCK-K1",8.973e-05,0.000106115387262604,1.18260768151793,15.4156980238324
"73","Titan","BCK-K1",3.0849e-05,3.74210639462476e-05,1.21303977264247,15.4156980238324
"223","Titan","BCK-K1",6.3233e-05,7.75939821236037e-05,1.22711214276728,15.4156980238324
"323","Titan","BCK-K1",8.3106e-05,0.000100417069743131,1.20830108227001,15.4156980238324
"414","Titan","BCK-K1",2.5121e-05,3.01981378939963e-05,1.20210731634872,15.4156980238324
"473","Titan","BCK-K1",0.000113826,0.000127130564747122,1.11688511189993,15.4156980238324
"103","Titan","BCK-K1",3.6577e-05,4.6412229741764e-05,1.26889109937294,15.4156980238324
"343","Titan","BCK-K1",8.749e-05,0.000102889970056261,1.17601977433148,15.4156980238324
"573","Titan","BCK-K1",0.000133987,0.000154162129148148,1.15057527333359,15.4156980238324
"523","Titan","BCK-K1",0.000123682,0.0001405405997203,1.13630600831406,15.4156980238324
"283","Titan","BCK-K1",7.517e-05,8.87851962402598e-05,1.18112539896581,15.4156980238324
"143","Titan","BCK-K1",4.5024e-05,5.69298037231256e-05,1.26443238546388,15.4156980238324
"333","Titan","BCK-K1",8.5314e-05,9.97080842569021e-05,1.16871890026141,15.4156980238324
"114","Titan","BCK-K1",3.8593e-05,4.60169988650761e-05,1.19236646192512,15.4156980238324
"123","Titan","BCK-K1",4.0417e-05,4.76383572785991e-05,1.17867128383104,15.4156980238324
"363","Titan","BCK-K1",9.1362e-05,0.00010687748793244,1.16982430258138,15.4156980238324
"193","Titan","BCK-K1",5.6929e-05,7.39071384678467e-05,1.2982335622942,15.4156980238324
"153","Titan","BCK-K1",4.7809e-05,5.63361047142287e-05,1.17835773001378,15.4156980238324
"203","Titan","BCK-K1",5.9009e-05,6.9645646283122e-05,1.18025464392079,15.4156980238324
"115","Titan","BCK-K1",1.9104e-05,2.35619083817556e-05,1.23334947559441,15.4156980238324
"433","Titan","BCK-K1",0.000105506,0.000122941483712903,1.16525585002656,15.4156980238324
"233","Titan","BCK-K1",6.5313e-05,7.58345062696732e-05,1.16109359958466,15.4156980238324
"543","Titan","BCK-K1",0.000128066,0.000145384372913386,1.13523006038594,15.4156980238324
"315","Titan","BCK-K1",8.1346e-05,9.82575015782302e-05,1.20789592085942,15.4156980238324
"423","Titan","BCK-K1",0.00010381,0.000119179497906286,1.14805411719763,15.4156980238324
"133","Titan","BCK-K1",4.2401e-05,5.38657527742541e-05,1.27038873550751,15.4156980238324
"273","Titan","BCK-K1",7.3282e-05,8.81886993520616e-05,1.20341556387737,15.4156980238324
"415","Titan","BCK-K1",0.000101763,0.000117920774213269,1.15877847757308,15.4156980238324
"493","Titan","BCK-K1",0.000117699,0.000133308477987586,1.13262201027695,15.4156980238324
"303","Titan","BCK-K1",7.9201e-05,9.18861392420835e-05,1.16016387725008,15.4156980238324
"453","Titan","BCK-K1",0.00010941,0.000126003981144128,1.15166786531512,15.4156980238324
"393","Titan","BCK-K1",9.7025e-05,0.000110974728890624,1.14377458274284,15.4156980238324
"83","Titan","BCK-K1",3.2736e-05,3.97712379976669e-05,1.21490829660517,15.4156980238324
"373","Titan","BCK-K1",9.3474e-05,0.000111059379769159,1.18813124258253,15.4156980238324
"243","Titan","BCK-K1",6.7266e-05,7.68502137956709e-05,1.14248229113774,15.4156980238324
"553","Titan","BCK-K1",0.000129795,0.000149117729576464,1.14887113969309,15.4156980238324
"214","Titan","BCK-K1",2.1025e-05,2.54638983134007e-05,1.21112477114867,15.4156980238324
"93","Titan","BCK-K1",3.4721e-05,4.1726771112864e-05,1.20177331047101,15.4156980238324
"443","Titan","BCK-K1",0.000107779,0.00012524853355148,1.16208661753663,15.4156980238324
"483","Titan","BCK-K1",0.000115586,0.000131590844453925,1.13846698089669,15.4156980238324
"215","Titan","BCK-K1",6.1281e-05,7.23293764137369e-05,1.18029040671231,15.4156980238324
"63","Titan","BCK-K1",2.8897e-05,3.47951157072243e-05,1.20410823639908,15.4156980238324
"383","Titan","BCK-K1",9.5618e-05,0.000110523020292726,1.15588090414698,15.4156980238324
"513","Titan","BCK-K1",0.000121698,0.00013873280376527,1.13997603711869,15.4156980238324
"263","Titan","BCK-K1",7.1041e-05,8.30875038058843e-05,1.16957114632232,15.4156980238324
"173","Titan","BCK-K1",5.2865e-05,6.45528402154569e-05,1.22108843687614,15.4156980238324
"293","Titan","BCK-K1",7.6994e-05,9.26969764111744e-05,1.20395065084519,15.4156980238324
"107","GTX-980","BCK-K1",4.9e-05,5.27115942274099e-05,1.07574682096755,6.7893283300604
"267","GTX-980","BCK-K1",9.2e-05,0.000100643119929271,1.09394695575295,6.7893283300604
"577","GTX-980","BCK-K1",0.000174,0.000179640014177426,1.03241387458291,6.7893283300604
"2111","GTX-980","BCK-K1",7.8e-05,8.54267351426686e-05,1.09521455311114,6.7893283300604
"127","GTX-980","BCK-K1",2.5e-05,2.55208465825507e-05,1.02083386330203,6.7893283300604
"447","GTX-980","BCK-K1",0.00014,0.000153322240333496,1.09515885952497,6.7893283300604
"97","GTX-980","BCK-K1",4.7e-05,4.95295038288492e-05,1.05381923040105,6.7893283300604
"1111","GTX-980","BCK-K1",5.2e-05,5.5556569904569e-05,1.06839557508786,6.7893283300604
"77","GTX-980","BCK-K1",4.1e-05,4.14760139134864e-05,1.01161009545089,6.7893283300604
"307","GTX-980","BCK-K1",0.000103,0.000114946641655692,1.11598681219118,6.7893283300604
"207","GTX-980","BCK-K1",7.6e-05,8.34641879856584e-05,1.09821299981129,6.7893283300604
"3111","GTX-980","BCK-K1",0.000106,0.000113757886321653,1.07318760680805,6.7893283300604
"487","GTX-980","BCK-K1",0.000151,0.000165160352826704,1.09377717103777,6.7893283300604
"337","GTX-980","BCK-K1",0.000111,0.000118164774956227,1.06454752212817,6.7893283300604
"427","GTX-980","BCK-K1",3.3e-05,3.48078152012214e-05,1.05478227882489,6.7893283300604
"357","GTX-980","BCK-K1",0.000117,0.000129352876902925,1.10558014446944,6.7893283300604
"567","GTX-980","BCK-K1",0.000172,0.00018147273605538,1.0550740468336,6.7893283300604
"157","GTX-980","BCK-K1",6.3e-05,6.66541474378582e-05,1.05800234028346,6.7893283300604
"467","GTX-980","BCK-K1",0.000145,0.000155640502519556,1.07338277599694,6.7893283300604
"457","GTX-980","BCK-K1",0.000145,0.000156399310443776,1.07861593409501,6.7893283300604
"4111","GTX-980","BCK-K1",0.000132,0.000142629110067381,1.08052356111653,6.7893283300604
"327","GTX-980","BCK-K1",0.000108,0.000112968973322144,1.04600901224207,6.7893283300604
"407","GTX-980","BCK-K1",0.000129,0.000140742312845247,1.09102568097091,6.7893283300604
"377","GTX-980","BCK-K1",0.000122,0.00013743577822891,1.12652277236812,6.7893283300604
"5110","GTX-980","BCK-K1",0.000159,0.00017189879885756,1.08112452111673,6.7893283300604
"237","GTX-980","BCK-K1",8.4e-05,9.24568756229362e-05,1.10067709074924,6.7893283300604
"87","GTX-980","BCK-K1",4.4e-05,4.68006069880085e-05,1.06365015881837,6.7893283300604
"557","GTX-980","BCK-K1",0.000169,0.000179804557301956,1.06393229172755,6.7893283300604
"477","GTX-980","BCK-K1",0.000148,0.000159516822741317,1.07781636987376,6.7893283300604
"367","GTX-980","BCK-K1",0.000119,0.000134651179019647,1.13152251277015,6.7893283300604
"67","GTX-980","BCK-K1",3.9e-05,3.65139155564581e-05,0.936254245037386,6.7893283300604
"527","GTX-980","BCK-K1",0.000161,0.000175747417096351,1.09159886395249,6.7893283300604
"167","GTX-980","BCK-K1",6.5e-05,6.77505569930458e-05,1.04231626143147,6.7893283300604
"507","GTX-980","BCK-K1",0.000156,0.000168168162665312,1.07800104272636,6.7893283300604
"177","GTX-980","BCK-K1",6.8e-05,7.18694562873927e-05,1.05690376893225,6.7893283300604
"547","GTX-980","BCK-K1",0.000167,0.000178081789321367,1.06635801988842,6.7893283300604
"187","GTX-980","BCK-K1",7e-05,7.40344171691556e-05,1.05763453098794,6.7893283300604
"147","GTX-980","BCK-K1",6e-05,6.3889363804448e-05,1.06482273007413,6.7893283300604
"137","GTX-980","BCK-K1",5.7e-05,6.18313358463387e-05,1.08476027800594,6.7893283300604
"297","GTX-980","BCK-K1",1e-04,0.000112853959044462,1.12853959044462,6.7893283300604
"437","GTX-980","BCK-K1",0.000137,0.000149233576141488,1.08929617621524,6.7893283300604
"387","GTX-980","BCK-K1",0.000124,0.000136226573900964,1.09860140242713,6.7893283300604
"247","GTX-980","BCK-K1",8.7e-05,9.50430043249084e-05,1.09244832557366,6.7893283300604
"497","GTX-980","BCK-K1",0.000153,0.000159518050585448,1.04260163781339,6.7893283300604
"287","GTX-980","BCK-K1",9.8e-05,0.0001074255686005,1.09617927143367,6.7893283300604
"128","GTX-980","BCK-K1",5.5e-05,5.83634263834381e-05,1.0611532069716,6.7893283300604
"537","GTX-980","BCK-K1",0.000164,0.000175532704993696,1.07032137191278,6.7893283300604
"197","GTX-980","BCK-K1",7.3e-05,7.91806104767539e-05,1.08466589694183,6.7893283300604
"428","GTX-980","BCK-K1",0.000135,0.000144340366534325,1.06918790025426,6.7893283300604
"347","GTX-980","BCK-K1",0.000113,0.000122833511445951,1.08702222518541,6.7893283300604
"397","GTX-980","BCK-K1",0.000127,0.000138778643771188,1.09274522654479,6.7893283300604
"328","GTX-980","BCK-K1",3.1e-05,3.12275018212875e-05,1.00733876842863,6.7893283300604
"520","GTX-980","BCK-K1",3.6e-05,3.55396044682322e-05,0.987211235228672,6.7893283300604
"227","GTX-980","BCK-K1",8.1e-05,8.87191046412285e-05,1.09529758816331,6.7893283300604
"228","GTX-980","BCK-K1",2.8e-05,2.81601443516593e-05,1.00571944113069,6.7893283300604
"257","GTX-980","BCK-K1",9e-05,9.64364366846693e-05,1.07151596316299,6.7893283300604
"277","GTX-980","BCK-K1",9.6e-05,0.000104870161369784,1.09239751426858,6.7893283300604
"1112","Tesla-P100","BCK-K1",1.8e-05,3.80297423597771e-05,2.11276346443206,55.2738279544374
"198","Tesla-P100","BCK-K1",2.4e-05,5.3989551627009e-05,2.24956465112537,55.2738279544374
"129","Tesla-P100","BCK-K1",1e-05,2.17196437563934e-05,2.17196437563934,55.2738279544374
"429","Tesla-P100","BCK-K1",1.2e-05,2.51281712028295e-05,2.09401426690246,55.2738279544374
"568","Tesla-P100","BCK-K1",5.7e-05,0.000122563715809509,2.150240628237,55.2738279544374
"329","Tesla-P100","BCK-K1",1.1e-05,2.42785114507895e-05,2.20713740461722,55.2738279544374
"438","Tesla-P100","BCK-K1",4.5e-05,0.000104668942464927,2.3259764992206,55.2738279544374
"378","Tesla-P100","BCK-K1",4e-05,9.37820592697326e-05,2.34455148174332,55.2738279544374
"158","Tesla-P100","BCK-K1",2.1e-05,4.47596491577401e-05,2.13141186465429,55.2738279544374
"488","Tesla-P100","BCK-K1",4.9e-05,0.000114843021341014,2.34373512940846,55.2738279544374
"138","Tesla-P100","BCK-K1",2e-05,4.201297158092e-05,2.100648579046,55.2738279544374
"288","Tesla-P100","BCK-K1",3.2e-05,7.1805696500322e-05,2.24392801563506,55.2738279544374
"148","Tesla-P100","BCK-K1",2.1e-05,4.4029473118552e-05,2.0966415770739,55.2738279544374
"5111","Tesla-P100","BCK-K1",5.1e-05,0.000117868871150297,2.31115433628033,55.2738279544374
"4210","Tesla-P100","BCK-K1",4.4e-05,0.000102810276430744,2.33659719160783,55.2738279544374
"448","Tesla-P100","BCK-K1",4.5e-05,0.000105771826578113,2.35048503506917,55.2738279544374
"388","Tesla-P100","BCK-K1",4e-05,9.75374528078306e-05,2.43843632019576,55.2738279544374
"3112","Tesla-P100","BCK-K1",3.5e-05,7.88074970630008e-05,2.25164277322859,55.2738279544374
"98","Tesla-P100","BCK-K1",1.6e-05,3.44610170956253e-05,2.15381356847658,55.2738279544374
"278","Tesla-P100","BCK-K1",3.2e-05,7.13051616740823e-05,2.22828630231507,55.2738279544374
"498","Tesla-P100","BCK-K1",5e-05,0.000115647818358712,2.31295636717425,55.2738279544374
"508","Tesla-P100","BCK-K1",5.1e-05,0.000116759238945636,2.28939684207129,55.2738279544374
"408","Tesla-P100","BCK-K1",4.2e-05,9.78602906284755e-05,2.33000691972561,55.2738279544374
"268","Tesla-P100","BCK-K1",3e-05,7.06958748009122e-05,2.35652916003041,55.2738279544374
"2112","Tesla-P100","BCK-K1",2.6e-05,6.11264340096747e-05,2.3510166926798,55.2738279544374
"558","Tesla-P100","BCK-K1",5.6e-05,0.000120095206094699,2.14455725169105,55.2738279544374
"368","Tesla-P100","BCK-K1",3.9e-05,9.04691366728576e-05,2.3197214531502,55.2738279544374
"4112","Tesla-P100","BCK-K1",4.3e-05,0.0001009331173045,2.34728179777906,55.2738279544374
"458","Tesla-P100","BCK-K1",4.6e-05,0.000107606747436888,2.33927711819322,55.2738279544374
"298","Tesla-P100","BCK-K1",3.3e-05,7.35081763362123e-05,2.22752049503674,55.2738279544374
"348","Tesla-P100","BCK-K1",3.7e-05,8.71909673521733e-05,2.35651263113982,55.2738279544374
"358","Tesla-P100","BCK-K1",3.8e-05,8.86300905232651e-05,2.33237080324382,55.2738279544374
"229","Tesla-P100","BCK-K1",1e-05,2.23491727785243e-05,2.23491727785243,55.2738279544374
"478","Tesla-P100","BCK-K1",4.8e-05,0.000109633724824708,2.28403593384809,55.2738279544374
"68","Tesla-P100","BCK-K1",1.4e-05,2.89568401090293e-05,2.06834572207352,55.2738279544374
"108","Tesla-P100","BCK-K1",1.7e-05,3.59112406097765e-05,2.11242591822215,55.2738279544374
"308","Tesla-P100","BCK-K1",3.4e-05,7.66116441672267e-05,2.25328365197726,55.2738279544374
"188","Tesla-P100","BCK-K1",2.4e-05,5.07052910405367e-05,2.11272046002236,55.2738279544374
"398","Tesla-P100","BCK-K1",4.1e-05,9.80699582167255e-05,2.39195020040794,55.2738279544374
"88","Tesla-P100","BCK-K1",1.6e-05,3.2740356039152e-05,2.046272252447,55.2738279544374
"528","Tesla-P100","BCK-K1",5.3e-05,0.000119376636189749,2.25238936207074,55.2738279544374
"168","Tesla-P100","BCK-K1",2.2e-05,4.71332198051517e-05,2.14241908205235,55.2738279544374
"2210","Tesla-P100","BCK-K1",2.7e-05,6.29448366301392e-05,2.33129024556071,55.2738279544374
"238","Tesla-P100","BCK-K1",2.8e-05,6.56062713177645e-05,2.34308111849159,55.2738279544374
"468","Tesla-P100","BCK-K1",4.8e-05,0.000108137187397666,2.25285807078471,55.2738279544374
"178","Tesla-P100","BCK-K1",2.3e-05,4.83404046969267e-05,2.10175672595334,55.2738279544374
"529","Tesla-P100","BCK-K1",1.3e-05,2.73043616301145e-05,2.10033551000881,55.2738279544374
"78","Tesla-P100","BCK-K1",1.5e-05,3.00863633472639e-05,2.00575755648426,55.2738279544374
"248","Tesla-P100","BCK-K1",2.9e-05,6.74687448827078e-05,2.3265084442313,55.2738279544374
"3210","Tesla-P100","BCK-K1",3.5e-05,8.21153828983689e-05,2.34615379709625,55.2738279544374
"1210","Tesla-P100","BCK-K1",1.9e-05,4.06908940562013e-05,2.14162600295796,55.2738279544374
