"","CUDAKernels","GPUs","measured","predicted","accuracy","threshCorr","numberFeatures","mape"
"33","matMul_gpu_uncoalesced",0.392246591193459,-6.10352478922885,-6.58519522058635,1.07891676498267,"0.75","5",35.6539018925138
"34","matMul_gpu_uncoalesced",0.581811027141402,-4.03182056888369,-4.19803970512369,1.04122681885271,"0.75","5",35.6539018925138
"35","matMul_gpu_uncoalesced",0.644351033669092,-2.81922760208158,-3.04001184758773,1.07831373577044,"0.75","5",35.6539018925138
"36","matMul_gpu_uncoalesced",0.713915957355943,-1.94804843355702,-2.15750849937612,1.10752302777023,"0.75","5",35.6539018925138
"37","matMul_gpu_uncoalesced",0.751608149042455,-1.28134352937105,-1.47094065137945,1.14796744016139,"0.75","5",35.6539018925138
"38","matMul_gpu_uncoalesced",0.783832720030003,-0.649256618911154,-0.861128651811656,1.32633018552175,"0.75","5",35.6539018925138
"39","matMul_gpu_uncoalesced",0.805589885317171,-0.269983618160027,-0.34974663522587,1.29543650688675,"0.75","5",35.6539018925138
"40","matMul_gpu_uncoalesced",0.836818283506398,0.168330807766805,0.146768939461475,0.871907771421138,"0.75","5",35.6539018925138
"41","matMul_gpu_uncoalesced",0.833525097102784,0.492674076686402,0.49609727949007,1.00694820971034,"0.75","5",35.6539018925138
"42","matMul_gpu_uncoalesced",0.865512046314541,0.927177258023085,0.909595927163788,0.981037788937162,"0.75","5",35.6539018925138
"43","matMul_gpu_uncoalesced",0.858506419412236,1.08743640379698,1.16079058572867,1.0674560660978,"0.75","5",35.6539018925138
"44","matMul_gpu_uncoalesced",0.878535371509204,1.49577480321365,1.46905908254498,0.982139209317287,"0.75","5",35.6539018925138
"45","matMul_gpu_uncoalesced",0.880656849823651,1.58604420090639,1.67577534242135,1.05657543557972,"0.75","5",35.6539018925138
"46","matMul_gpu_uncoalesced",0.915638376561483,1.97831745633225,1.9475272688678,0.984436174605903,"0.75","5",35.6539018925138
"47","matMul_gpu_uncoalesced",0.930103190566916,2.16401519984581,2.12974117718456,0.984161838297766,"0.75","5",35.6539018925138
"48","matMul_gpu_uncoalesced",0.941838996868161,2.39190811274424,2.2838116890131,0.95480745135852,"0.75","5",35.6539018925138
"49","matMul_gpu_uncoalesced",0.936901324484443,2.4116964155726,2.39201974298747,0.991841148637915,"0.75","5",35.6539018925138
"50","matMul_gpu_uncoalesced",0.930075581875794,2.72198722797702,2.48064706647306,0.911336776666904,"0.75","5",35.6539018925138
"51","matMul_gpu_uncoalesced",0.935204288085982,2.72841554586021,2.56350381746529,0.93955769360531,"0.75","5",35.6539018925138
"52","matMul_gpu_uncoalesced",0.960527043583065,3.07699373055845,2.66325782550676,0.865538918411574,"0.75","5",35.6539018925138
"53","matMul_gpu_uncoalesced",0.976781497381786,3.17796532643159,1.61709358661297,0.508845572720185,"0.75","5",35.6539018925138
"54","matMul_gpu_uncoalesced",0.971630031481696,3.37166599104491,1.60080288887831,0.474780981606724,"0.75","5",35.6539018925138
"55","matMul_gpu_uncoalesced",0.988301455966428,3.45004830589042,1.5561945536963,0.451064569455258,"0.75","5",35.6539018925138
"56","matMul_gpu_uncoalesced",0.968908258361129,3.63424421321772,1.54804014415669,0.425959306346691,"0.75","5",35.6539018925138
"57","matMul_gpu_uncoalesced",0.983372019711623,3.71456330697063,1.5005795051255,0.403971983007951,"0.75","5",35.6539018925138
"58","matMul_gpu_uncoalesced",0.993508964837227,3.88581836329703,1.45281142116654,0.373875278085275,"0.75","5",35.6539018925138
"59","matMul_gpu_uncoalesced",1,3.97695791049523,1.40669383258005,0.353711018381104,"0.75","5",35.6539018925138
"60","matMul_gpu_uncoalesced",-1.42862662658421,4.11669658410736,-2.74507046252217,-0.666813889835748,"0.75","5",35.6539018925138
"61","matMul_gpu_uncoalesced",0.999852555666432,4.00458475721657,1.86979907482296,0.46691459618964,"0.75","5",35.6539018925138
"62","matMul_gpu_uncoalesced",-1.42862662658421,4.38427970709891,-2.74506886624416,-0.626116272143727,"0.75","5",35.6539018925138
"63","matMul_gpu_uncoalesced",-1.42862662658421,4.37489456179836,-2.74506892552574,-0.627459447707773,"0.75","5",35.6539018925138
"64","matMul_gpu_uncoalesced",-1.42862662658421,4.53187387511744,-2.74506898643386,-0.605724930145529,"0.75","5",35.6539018925138
"1015","matMul_gpu_uncoalesced",0.251103787293161,-6.31965088678235,-7.09995434027528,1.12347255686623,"0.75","5",35.6539018925138
"1016","matMul_gpu_uncoalesced",0.474355870357761,-4.30914798926123,-4.78199223233044,1.10973033282857,"0.75","5",35.6539018925138
"1017","matMul_gpu_uncoalesced",0.631584097178982,-3.10563642926167,-3.41462459832621,1.09949270499058,"0.75","5",35.6539018925138
"1018","matMul_gpu_uncoalesced",0.681924139102418,-2.24513727659061,-2.60044609396673,1.15825705674251,"0.75","5",35.6539018925138
"1019","matMul_gpu_uncoalesced",0.715214824964391,-1.57670454281746,-1.93764560922491,1.22892118123949,"0.75","5",35.6539018925138
"1020","matMul_gpu_uncoalesced",0.740406727629804,-1.0305098134663,-1.35776852329449,1.31756971699997,"0.75","5",35.6539018925138
"1021","matMul_gpu_uncoalesced",0.759245927186558,-0.569053432734546,-0.844284933863849,1.48366547901609,"0.75","5",35.6539018925138
"1022","matMul_gpu_uncoalesced",0.775357954700159,-0.168248251942629,-0.382088899389406,2.27098287784704,"0.75","5",35.6539018925138
"1023","matMul_gpu_uncoalesced",0.793326127714439,0.184594804341077,0.0465546720944765,0.252199254798402,"0.75","5",35.6539018925138
"1024","matMul_gpu_uncoalesced",0.804781703912752,0.500369144841497,0.415444367792158,0.830275751562897,"0.75","5",35.6539018925138
"1025","matMul_gpu_uncoalesced",0.817355329872453,0.786190702526118,0.752999143958046,0.957781797137229,"0.75","5",35.6539018925138
"1026","matMul_gpu_uncoalesced",0.834221938024871,1.04812498517209,1.07221739085964,1.02298619537592,"0.75","5",35.6539018925138
"1027","matMul_gpu_uncoalesced",0.83860512964066,1.28755603693757,1.31792717134175,1.02358820395609,"0.75","5",35.6539018925138
"1028","matMul_gpu_uncoalesced",0.8491337525399,1.50964232822679,1.55684865263236,1.03126987334875,"0.75","5",35.6539018925138
"1029","matMul_gpu_uncoalesced",0.864249707341599,1.71753759315163,1.78396583715721,1.03867644252472,"0.75","5",35.6539018925138
"1030","matMul_gpu_uncoalesced",0.867211510910471,1.91097348055022,1.94922378186788,1.02001613403167,"0.75","5",35.6539018925138
"1031","matMul_gpu_uncoalesced",0.876306523687142,2.09251274012992,2.11208562882904,1.0093537727746,"0.75","5",35.6539018925138
"1032","matMul_gpu_uncoalesced",0.890142278469669,2.26504582941178,2.26768223080349,1.00116395057331,"0.75","5",35.6539018925138
"1033","matMul_gpu_uncoalesced",0.89089449670033,2.42635479497172,2.37030618828851,0.976900077927862,"0.75","5",35.6539018925138
"1034","matMul_gpu_uncoalesced",0.901999104146665,2.580907121589,2.48342346308026,0.962228916456038,"0.75","5",35.6539018925138
"1035","matMul_gpu_uncoalesced",0.913097207145667,2.72847890688015,2.5799008748403,0.945545471630661,"0.75","5",35.6539018925138
"1036","matMul_gpu_uncoalesced",0.914471453228039,2.86715805950621,2.64245755665959,0.921629537617708,"0.75","5",35.6539018925138
"1037","matMul_gpu_uncoalesced",0.920853553300708,3.00054283423072,2.70360318661529,0.901038024110876,"0.75","5",35.6539018925138
"1038","matMul_gpu_uncoalesced",0.932819688683626,3.12936127391472,2.76254959829602,0.882783851555804,"0.75","5",35.6539018925138
"1039","matMul_gpu_uncoalesced",0.936100816761553,3.25200041745599,2.79713839508288,0.860128547360722,"0.75","5",35.6539018925138
"1040","matMul_gpu_uncoalesced",0.941243755925917,3.38550486228851,2.82577636988353,0.834669121689988,"0.75","5",35.6539018925138
"1041","matMul_gpu_uncoalesced",0.948490857655439,3.4834893424836,2.84863642001349,0.817753734817664,"0.75","5",35.6539018925138
"1042","matMul_gpu_uncoalesced",0.951674696036422,3.60855886200076,0.529159372414822,0.146640083382603,"0.75","5",35.6539018925138
"1043","matMul_gpu_uncoalesced",0.958471932015135,3.69838443829024,0.494146342226387,0.133611405323463,"0.75","5",35.6539018925138
"1044","matMul_gpu_uncoalesced",0.965481848273085,3.80084339161187,0.457450142534777,0.120354904267913,"0.75","5",35.6539018925138
"1045","matMul_gpu_uncoalesced",0.967081627891078,3.91464330943115,0.423025090239608,0.108062231166875,"0.75","5",35.6539018925138
"1046","matMul_gpu_uncoalesced",0.972112259675036,4.00979876138181,0.385694316209283,0.0961879483638649,"0.75","5",35.6539018925138
"2074","matMul_gpu_uncoalesced",0.382378054850719,-6.10626727828655,-6.58444688631424,1.07830964257462,"0.75","5",35.6539018925138
"2075","matMul_gpu_uncoalesced",0.516146084261476,-4.12657853955576,-4.40244175337729,1.0668503485823,"0.75","5",35.6539018925138
"2076","matMul_gpu_uncoalesced",0.637119206479529,-2.91291802553369,-3.0973724742378,1.06332291093922,"0.75","5",35.6539018925138
"2077","matMul_gpu_uncoalesced",0.685241999387357,-2.05053537954598,-2.25177702314364,1.09814102482944,"0.75","5",35.6539018925138
"2078","matMul_gpu_uncoalesced",0.716342547029241,-1.38490332905375,-1.56973470608329,1.13346157320297,"0.75","5",35.6539018925138
"2079","matMul_gpu_uncoalesced",0.741365659563446,-0.839121379103066,-0.977555393646497,1.16497495832057,"0.75","5",35.6539018925138
"2080","matMul_gpu_uncoalesced",0.762527675759096,-0.377159031947956,-0.453746003246692,1.20306280590227,"0.75","5",35.6539018925138
"2081","matMul_gpu_uncoalesced",0.784441890714072,0.0233580639397477,0.0230968648268324,0.988817604336171,"0.75","5",35.6539018925138
"2082","matMul_gpu_uncoalesced",0.807951413038141,0.378195995857995,0.459708974684531,1.21553104665112,"0.75","5",35.6539018925138
"2083","matMul_gpu_uncoalesced",0.826011105047903,0.695316326261444,0.835540108581305,1.20166904906981,"0.75","5",35.6539018925138
"2084","matMul_gpu_uncoalesced",0.835261007929114,0.981077597171763,1.14365568053977,1.16571378638823,"0.75","5",35.6539018925138
"2085","matMul_gpu_uncoalesced",0.852681189232845,1.24360862361843,1.44115703347781,1.15885094884963,"0.75","5",35.6539018925138
"2086","matMul_gpu_uncoalesced",0.864967377184734,1.48365493742389,1.68930673507471,1.13861160871267,"0.75","5",35.6539018925138
"2087","matMul_gpu_uncoalesced",0.878639208944592,1.70674228433314,1.91062933747418,1.11945977726842,"0.75","5",35.6539018925138
"2088","matMul_gpu_uncoalesced",0.886038427993899,1.91373916804356,2.08814594109048,1.09113403537914,"0.75","5",35.6539018925138
"2089","matMul_gpu_uncoalesced",0.889359851336329,2.10670280368336,2.23212641667913,1.05953550390519,"0.75","5",35.6539018925138
"2090","matMul_gpu_uncoalesced",0.897112714615211,2.28892015150945,2.36567300588918,1.03353234245813,"0.75","5",35.6539018925138
"2091","matMul_gpu_uncoalesced",0.906846363538598,2.45999909951685,2.48376251416644,1.00965992819032,"0.75","5",35.6539018925138
"2092","matMul_gpu_uncoalesced",0.916694617296379,2.62320600135936,2.58349297610039,0.984860881974805,"0.75","5",35.6539018925138
"2093","matMul_gpu_uncoalesced",0.921965798818643,2.77731055681207,2.65899004554638,0.957397450214751,"0.75","5",35.6539018925138
