"","CUDAKernels","GPUs","measured","predicted","accuracy","threshCorr","numberFeatures","mape"
"33","matMul_gpu_uncoalesced",0.392246591193459,-1.34679934998647,-1.65627732640535,1.22978773818237,"0.75","5",108.152048731409
"34","matMul_gpu_uncoalesced",0.581811027141402,-0.889658600390595,-1.09382366212818,1.22948697584439,"0.75","5",108.152048731409
"35","matMul_gpu_uncoalesced",0.644351033669092,-0.622088716449225,-0.828130247365871,1.33120923988575,"0.75","5",108.152048731409
"36","matMul_gpu_uncoalesced",0.713915957355943,-0.429854953433922,-0.610061234193235,1.41922578609302,"0.75","5",108.152048731409
"37","matMul_gpu_uncoalesced",0.751608149042455,-0.282740333177928,-0.450704196602014,1.59405696221765,"0.75","5",108.152048731409
"38","matMul_gpu_uncoalesced",0.783832720030003,-0.14326449429141,-0.306751627663428,2.141155972948,"0.75","5",108.152048731409
"39","matMul_gpu_uncoalesced",0.805589885317171,-0.059574389226141,-0.206435505884616,3.46517200706832,"0.75","5",108.152048731409
"40","matMul_gpu_uncoalesced",0.836818283506398,0.0371437538654897,-0.119222418803263,-3.20975686073648,"0.75","5",108.152048731409
"41","matMul_gpu_uncoalesced",0.833525097102784,0.108713104173411,-0.0504579626919652,-0.464138735395491,"0.75","5",108.152048731409
"42","matMul_gpu_uncoalesced",0.865512046314541,0.204590260800022,0.0889350857057139,0.434698530408756,"0.75","5",108.152048731409
"43","matMul_gpu_uncoalesced",0.858506419412236,0.239952927588657,0.115000753387607,0.479263806210978,"0.75","5",108.152048731409
"44","matMul_gpu_uncoalesced",0.878535371509204,0.330056582427482,0.17872696714847,0.541504022837476,"0.75","5",108.152048731409
"45","matMul_gpu_uncoalesced",0.880656849823651,0.349975362203849,0.215019210321756,0.614383849673724,"0.75","5",108.152048731409
"46","matMul_gpu_uncoalesced",0.915638376561483,0.436534094029918,0.304864091724542,0.698374069503143,"0.75","5",108.152048731409
"47","matMul_gpu_uncoalesced",0.930103190566916,0.477510023332176,0.348361047466256,0.729536617965235,"0.75","5",108.152048731409
"48","matMul_gpu_uncoalesced",0.941838996868161,0.527796708085186,0.423785289167263,0.802932800973183,"0.75","5",108.152048731409
"49","matMul_gpu_uncoalesced",0.936901324484443,0.532163180624727,0.462272386543759,0.868666610871275,"0.75","5",108.152048731409
"50","matMul_gpu_uncoalesced",0.930075581875794,0.600631726077434,0.466105907891129,0.776026119924005,"0.75","5",108.152048731409
"51","matMul_gpu_uncoalesced",0.935204288085982,0.602050194035796,0.478642116331819,0.795020284144881,"0.75","5",108.152048731409
"52","matMul_gpu_uncoalesced",0.960527043583065,0.678967203269467,0.505339283039491,0.744276425438673,"0.75","5",108.152048731409
"53","matMul_gpu_uncoalesced",0.976781497381786,0.701247522328549,0.504023587725445,0.718752753737787,"0.75","5",108.152048731409
"54","matMul_gpu_uncoalesced",0.971630031481696,0.743989370392073,0.504804787613332,0.678510752576085,"0.75","5",108.152048731409
"55","matMul_gpu_uncoalesced",0.988301455966428,0.761285155095145,0.504804787613332,0.663095535535882,"0.75","5",108.152048731409
"56","matMul_gpu_uncoalesced",0.968908258361129,0.801929690314592,0.504804787613332,0.629487589386173,"0.75","5",108.152048731409
"57","matMul_gpu_uncoalesced",0.983372019711623,0.819652843245635,0.512353076452025,0.625085462307708,"0.75","5",108.152048731409
"58","matMul_gpu_uncoalesced",0.993508964837227,0.857441859675835,0.517624134625781,0.603684236761516,"0.75","5",108.152048731409
"59","matMul_gpu_uncoalesced",1,0.877552646010512,0.528561823619268,0.602313520473319,"0.75","5",108.152048731409
"60","matMul_gpu_uncoalesced",-1.42862662658421,0.908387280305915,-0.819712625232417,-0.902382324151836,"0.75","5",108.152048731409
"61","matMul_gpu_uncoalesced",0.999852555666432,0.883648765956177,0.572457524514412,0.647833784835277,"0.75","5",108.152048731409
"62","matMul_gpu_uncoalesced",-1.42862662658421,0.967431978010484,-1.13170391667153,-1.16980205574647,"0.75","5",108.152048731409
"63","matMul_gpu_uncoalesced",-1.42862662658421,0.965361058660307,-1.13170391667153,-1.17231154760072,"0.75","5",108.152048731409
"64","matMul_gpu_uncoalesced",-1.42862662658421,1,-1.13170391667153,-1.13170391667153,"0.75","5",108.152048731409
"1015","matMul_gpu_uncoalesced",0.251103787293161,-1.39448957780595,-1.71814290533353,1.23209447576998,"0.75","5",108.152048731409
"1016","matMul_gpu_uncoalesced",0.474355870357761,-0.950853467683843,-1.14327346674224,1.20236556482999,"0.75","5",108.152048731409
"1017","matMul_gpu_uncoalesced",0.631584097178982,-0.685287480376136,-0.89305798134362,1.30318735846953,"0.75","5",108.152048731409
"1018","matMul_gpu_uncoalesced",0.681924139102418,-0.495410361907396,-0.707689594648285,1.42849170922381,"0.75","5",108.152048731409
"1019","matMul_gpu_uncoalesced",0.715214824964391,-0.347914480028772,-0.508245054727616,1.4608332906569,"0.75","5",108.152048731409
"1020","matMul_gpu_uncoalesced",0.740406727629804,-0.227391547484228,-0.386522020625876,1.6998082158383,"0.75","5",108.152048731409
"1021","matMul_gpu_uncoalesced",0.759245927186558,-0.125566917442026,-0.306782433830012,2.4431788251205,"0.75","5",108.152048731409
"1022","matMul_gpu_uncoalesced",0.775357954700159,-0.0371255371572469,-0.181501271533855,4.88885240273017,"0.75","5",108.152048731409
"1023","matMul_gpu_uncoalesced",0.793326127714439,0.0407325555449828,-0.0969268801815745,-2.37959241409574,"0.75","5",108.152048731409
"1024","matMul_gpu_uncoalesced",0.804781703912752,0.11041109232735,-0.0514393606185288,-0.465889427721809,"0.75","5",108.152048731409
"1025","matMul_gpu_uncoalesced",0.817355329872453,0.173480269793639,0.0405084022565415,0.233504376634459,"0.75","5",108.152048731409
"1026","matMul_gpu_uncoalesced",0.834221938024871,0.231278498487545,0.112170590727008,0.485002243877197,"0.75","5",108.152048731409
"1027","matMul_gpu_uncoalesced",0.83860512964066,0.28411118058845,0.13619286851755,0.479364691792375,"0.75","5",108.152048731409
"1028","matMul_gpu_uncoalesced",0.8491337525399,0.333116580431681,0.178503902228224,0.535860154414719,"0.75","5",108.152048731409
"1029","matMul_gpu_uncoalesced",0.864249707341599,0.378990598697348,0.24132627082686,0.636760573102175,"0.75","5",108.152048731409
"1030","matMul_gpu_uncoalesced",0.867211510910471,0.421674021212847,0.27770774059288,0.658583945470765,"0.75","5",108.152048731409
"1031","matMul_gpu_uncoalesced",0.876306523687142,0.461732342468531,0.313625708101261,0.679237036817789,"0.75","5",108.152048731409
"1032","matMul_gpu_uncoalesced",0.890142278469669,0.499803368723072,0.389224541098302,0.778755337509462,"0.75","5",108.152048731409
"1033","matMul_gpu_uncoalesced",0.89089449670033,0.535397687983724,0.398267310340798,0.743871927875987,"0.75","5",108.152048731409
"1034","matMul_gpu_uncoalesced",0.901999104146665,0.569501092199332,0.4285486484382,0.752498378507415,"0.75","5",108.152048731409
"1035","matMul_gpu_uncoalesced",0.913097207145667,0.602064175232468,0.442823537941609,0.735508864600068,"0.75","5",108.152048731409
"1036","matMul_gpu_uncoalesced",0.914471453228039,0.632665016396095,0.456225730492621,0.721117366487971,"0.75","5",108.152048731409
"1037","matMul_gpu_uncoalesced",0.920853553300708,0.662097603974682,0.467023667423629,0.70536981952511,"0.75","5",108.152048731409
"1038","matMul_gpu_uncoalesced",0.932819688683626,0.690522587377528,0.485018177998378,0.702392922207489,"0.75","5",108.152048731409
"1039","matMul_gpu_uncoalesced",0.936100816761553,0.717584051778519,0.512843970738644,0.714681394420026,"0.75","5",108.152048731409
"1040","matMul_gpu_uncoalesced",0.941243755925917,0.747043045676282,0.516469565541134,0.691351815039769,"0.75","5",108.152048731409
"1041","matMul_gpu_uncoalesced",0.948490857655439,0.768664229957928,0.524866430641562,0.682829264307369,"0.75","5",108.152048731409
"1042","matMul_gpu_uncoalesced",0.951674696036422,0.796261979357765,0.507890336986157,0.637843260324701,"0.75","5",108.152048731409
"1043","matMul_gpu_uncoalesced",0.958471932015135,0.81608282582542,0.51025514923239,0.625249218688429,"0.75","5",108.152048731409
"1044","matMul_gpu_uncoalesced",0.965481848273085,0.838691344099546,0.51942506490661,0.619328038331296,"0.75","5",108.152048731409
"1045","matMul_gpu_uncoalesced",0.967081627891078,0.863802351368329,0.519980979197771,0.601967543123819,"0.75","5",108.152048731409
"1046","matMul_gpu_uncoalesced",0.972112259675036,0.884799284330898,0.519980979197771,0.587682413860665,"0.75","5",108.152048731409
"2074","matMul_gpu_uncoalesced",0.382378054850719,-1.34740450563142,-1.67130970441144,1.24039195165689,"0.75","5",108.152048731409
"2075","matMul_gpu_uncoalesced",0.516146084261476,-0.910567825422728,-1.10334287148765,1.21170860718193,"0.75","5",108.152048731409
"2076","matMul_gpu_uncoalesced",0.637119206479529,-0.642762377286637,-0.864541809475589,1.34504109142973,"0.75","5",108.152048731409
"2077","matMul_gpu_uncoalesced",0.685241999387357,-0.452469648549706,-0.678161990355368,1.49880106329578,"0.75","5",108.152048731409
"2078","matMul_gpu_uncoalesced",0.716342547029241,-0.305591763411081,-0.490778425053476,1.60599362880498,"0.75","5",108.152048731409
"2079","matMul_gpu_uncoalesced",0.741365659563446,-0.185159914469447,-0.368233967440825,1.98873481064168,"0.75","5",108.152048731409
"2080","matMul_gpu_uncoalesced",0.762527675759096,-0.083223638243503,-0.277400664217253,3.33319559288684,"0.75","5",108.152048731409
"2081","matMul_gpu_uncoalesced",0.784441890714072,0.00515417343540752,-0.181134742939405,-35.1433154528846,"0.75","5",108.152048731409
"2082","matMul_gpu_uncoalesced",0.807951413038141,0.0834524539472524,-0.0841812376813194,-1.00873292155708,"0.75","5",108.152048731409
"2083","matMul_gpu_uncoalesced",0.826011105047903,0.153427995884688,-0.0204595295447342,-0.133349389247781,"0.75","5",108.152048731409
"2084","matMul_gpu_uncoalesced",0.835261007929114,0.216483870515116,0.0880755502934693,0.406845785249018,"0.75","5",108.152048731409
"2085","matMul_gpu_uncoalesced",0.852681189232845,0.27441377626296,0.145272652335504,0.52939270875488,"0.75","5",108.152048731409
"2086","matMul_gpu_uncoalesced",0.864967377184734,0.327382221639043,0.172828441373784,0.527910283302851,"0.75","5",108.152048731409
"2087","matMul_gpu_uncoalesced",0.878639208944592,0.376608513688813,0.235828827075688,0.626190907809775,"0.75","5",108.152048731409
"2088","matMul_gpu_uncoalesced",0.886038427993899,0.422284295807761,0.274334164507662,0.649643302465003,"0.75","5",108.152048731409
"2089","matMul_gpu_uncoalesced",0.889359851336329,0.464863511592931,0.313292694203814,0.673945548297102,"0.75","5",108.152048731409
"2090","matMul_gpu_uncoalesced",0.897112714615211,0.505071459308901,0.36001494944177,0.712800026226755,"0.75","5",108.152048731409
"2091","matMul_gpu_uncoalesced",0.906846363538598,0.542821615805249,0.415908161676931,0.766196757032145,"0.75","5",108.152048731409
"2092","matMul_gpu_uncoalesced",0.916694617296379,0.578834732308472,0.446698440196441,0.771720173761769,"0.75","5",108.152048731409
"2093","matMul_gpu_uncoalesced",0.921965798818643,0.612839331663901,0.461655445232924,0.753305836261354,"0.75","5",108.152048731409
"2094","matMul_gpu_uncoalesced",0.925613449071484,0.644939427806053,0.474370091407921,0.735526579638071,"0.75","5",108.152048731409
"2095","matMul_gpu_uncoalesced",0.932523821969165,0.675661000562793,0.494752606554576,0.732249761555678,"0.75","5",108.152048731409
"2096","matMul_gpu_uncoalesced",0.941747859979304,0.705300690011954,0.517305459279172,0.733453783053019,"0.75","5",108.152048731409
"2097","matMul_gpu_uncoalesced",0.947453584341727,0.733596491327937,0.517105294656391,0.704890632342503,"0.75","5",108.152048731409
"2098","matMul_gpu_uncoalesced",0.95168348400779,0.760502064416822,0.531586238933656,0.69899381448924,"0.75","5",108.152048731409
"2099","matMul_gpu_uncoalesced",0.955579563067253,0.786457079964008,0.539463121093015,0.685940955757818,"0.75","5",108.152048731409
"2100","matMul_gpu_uncoalesced",0.960281443988717,0.811448272496804,0.509127291198723,0.627430371663929,"0.75","5",108.152048731409
"2101","matMul_gpu_uncoalesced",0.967021550918626,0.835631165134474,0.513507555812284,0.614514605531315,"0.75","5",108.152048731409
"2102","matMul_gpu_uncoalesced",0.972669584342151,0.859073950868713,0.517110765431312,0.601939757233239,"0.75","5",108.152048731409
"2103","matMul_gpu_uncoalesced",0.976193617508996,0.881517412047772,0.524885192018505,0.595433720134005,"0.75","5",108.152048731409
"2104","matMul_gpu_uncoalesced",0.98023673277019,0.903206209867314,0.524885192018505,0.581135499606024,"0.75","5",108.152048731409
"2105","matMul_gpu_uncoalesced",0.985963292140118,0.924303807832598,0.524885192018505,0.567870853252579,"0.75","5",108.152048731409
"3133","matMul_gpu_uncoalesced",0.337043973734551,-1.40357522857669,-1.70463384222488,1.21449410585101,"0.75","5",108.152048731409
"3134","matMul_gpu_uncoalesced",0.444228473735969,-0.960138345731947,-1.20066985611598,1.25051755453082,"0.75","5",108.152048731409
"3135","matMul_gpu_uncoalesced",0.605994065595077,-0.695742632951144,-0.910444390260205,1.30859364819769,"0.75","5",108.152048731409
"3136","matMul_gpu_uncoalesced",0.650846844190486,-0.505465507996865,-0.78691736957468,1.55681714602683,"0.75","5",108.152048731409
"3137","matMul_gpu_uncoalesced",0.688159925145337,-0.357414174692829,-0.572346847705053,1.60135464184358,"0.75","5",108.152048731409
"3138","matMul_gpu_uncoalesced",0.724761249997853,-0.237521703984011,-0.420652610158146,1.77100704105113,"0.75","5",108.152048731409
"3139","matMul_gpu_uncoalesced",0.751692818265347,-0.135453322079104,-0.319172035261205,2.35632489747877,"0.75","5",108.152048731409
"3140","matMul_gpu_uncoalesced",0.777207545122851,-0.0468841782838085,-0.222832791666624,4.75283560090846,"0.75","5",108.152048731409
"3141","matMul_gpu_uncoalesced",0.797646851343498,0.0283435738068475,-0.116283248658789,-4.10263185056419,"0.75","5",108.152048731409
"3142","matMul_gpu_uncoalesced",0.80333628570888,0.0974885995972347,-0.0774428965008302,-0.794379002475966,"0.75","5",108.152048731409
"3143","matMul_gpu_uncoalesced",0.817097441064745,0.160408978944254,0.00764862239227832,0.0476820090908777,"0.75","5",108.152048731409
"3144","matMul_gpu_uncoalesced",0.833888953894555,0.218284659469773,0.0842460992380497,0.385946036898281,"0.75","5",108.152048731409
"3145","matMul_gpu_uncoalesced",0.846575623285915,0.271332623835273,0.123010302785684,0.453356109733282,"0.75","5",108.152048731409
"3146","matMul_gpu_uncoalesced",0.853681482551531,0.320001154613574,0.182804596559123,0.571262303037231,"0.75","5",108.152048731409
"3147","matMul_gpu_uncoalesced",0.858173848324085,0.365619095659248,0.212943149607308,0.582418019560357,"0.75","5",108.152048731409
"3148","matMul_gpu_uncoalesced",0.86636470252694,0.408366596452563,0.261032333333778,0.639210786585724,"0.75","5",108.152048731409
"3149","matMul_gpu_uncoalesced",0.876843369911673,0.44867538853106,0.290903495069503,0.648360713570465,"0.75","5",108.152048731409
"3150","matMul_gpu_uncoalesced",0.885836693892694,0.486673005704421,0.343093543604431,0.704977550805042,"0.75","5",108.152048731409
"3151","matMul_gpu_uncoalesced",0.890098413600407,0.522294146194716,0.392630374182679,0.75174186240315,"0.75","5",108.152048731409
"3152","matMul_gpu_uncoalesced",0.896814586848942,0.556150768759551,0.418253474483621,0.752050519351976,"0.75","5",108.152048731409
"3153","matMul_gpu_uncoalesced",0.901216640683381,0.588464037889516,0.428993236695167,0.729005018273879,"0.75","5",108.152048731409
"3154","matMul_gpu_uncoalesced",0.91010427350644,0.619347018104349,0.447989900489259,0.723326160284799,"0.75","5",108.152048731409
