"","gpus","apps","measured","predicted","accuracy","mape"
"983","Tesla-K40","MMGU",0.000956291,0.000793277522473781,0.829535698311268,17.3995813308311
"984","Tesla-K40","MMGU",0.007332473,0.00683506237427371,0.932163319834074,17.3995813308311
"985","Tesla-K40","MMGU",0.024802,0.0232604401526714,0.937845341209233,17.3995813308311
"986","Tesla-K40","MMGU",0.058757,0.0553564518494553,0.942125225070295,17.3995813308311
"987","Tesla-K40","MMGU",0.114704,0.10965077599799,0.955945529345011,17.3995813308311
"988","Tesla-K40","MMGU",0.198236,0.188989306411193,0.953355124251867,17.3995813308311
"989","Tesla-K40","MMGU",0.314781,0.30119737571619,0.956847381881976,17.3995813308311
"990","Tesla-K40","MMGU",0.46939,0.452965654057086,0.965009169469068,17.3995813308311
"991","Tesla-K40","MMGU",0.669089,0.64282169197745,0.960741683060773,17.3995813308311
"992","Tesla-K40","MMGU",0.917101,0.885825717969064,0.965897668816263,17.3995813308311
"993","Tesla-K40","MMGU",1.220711,1.18061289558006,0.967151844769207,17.3995813308311
"994","Tesla-K40","MMGU",1.586882,1.53228071519332,0.965592095186233,17.3995813308311
"995","Tesla-K40","MMGU",2.014439,1.95689589757702,0.97143467614409,17.3995813308311
"996","Tesla-K40","MMGU",2.516749,2.43990966761899,0.969468813782776,17.3995813308311
"997","Tesla-K40","MMGU",3.09952,3.00622542069934,0.969900313822572,17.3995813308311
"998","Tesla-K40","MMGU",3.757629,3.65454529758624,0.97256682274547,17.3995813308311
"999","Tesla-K40","MMGU",4.508798,4.38198004420847,0.971873223020519,17.3995813308311
"1000","Tesla-K40","MMGU",5.360071,5.21476679850326,0.97289136627169,17.3995813308311
"1001","Tesla-K40","MMGU",6.295965,6.13717109682392,0.974778464750665,17.3995813308311
"1002","Tesla-K40","MMGU",7.347639,7.16263112755437,0.97482077270731,17.3995813308311
"1003","Tesla-K40","MMGU",8.512002,8.29663960097643,0.974698972224916,17.3995813308311
"1004","Tesla-K40","MMGU",9.784685,9.54469262369418,0.975472651771026,17.3995813308311
"1005","Tesla-K40","MMGU",11.18049,10.9122895385657,0.976011743543052,17.3995813308311
"1006","Tesla-K40","MMGU",12.729795,12.4049327792201,0.974480168708146,17.3995813308311
"1015","Tesla-K40","MMGU",0.001800572,0.00208266244314219,1.15666712752514,17.3995813308311
"1016","Tesla-K40","MMGU",0.013445,0.0175049118733122,1.30196443832742,17.3995813308311
"1017","Tesla-K40","MMGU",0.044796,0.0605163042518243,1.35093098160158,17.3995813308311
"1018","Tesla-K40","MMGU",0.105913,0.146025866273354,1.37873411454074,17.3995813308311
"1019","Tesla-K40","MMGU",0.206655,0.287969333505846,1.39347866495292,17.3995813308311
"1020","Tesla-K40","MMGU",0.356825,0.494694293073041,1.38637789693278,17.3995813308311
"1021","Tesla-K40","MMGU",0.566061,0.787758073403019,1.39164873291574,17.3995813308311
"1022","Tesla-K40","MMGU",0.845144,1.18344355090418,1.40028628364418,17.3995813308311
"1023","Tesla-K40","MMGU",1.202731,1.69507034920568,1.40935117595346,17.3995813308311
"1024","Tesla-K40","MMGU",1.64933,2.32930179786172,1.41227152714237,17.3995813308311
"1025","Tesla-K40","MMGU",2.195019,3.0948827224299,1.40995714498594,17.3995813308311
"1026","Tesla-K40","MMGU",2.852298,4.0263067974453,1.41160103097408,17.3995813308311
"1027","Tesla-K40","MMGU",3.623919,5.12415884607829,1.41398272038594,17.3995813308311
"1028","Tesla-K40","MMGU",4.525112,6.40581213161408,1.41561405145642,17.3995813308311
"1029","Tesla-K40","MMGU",5.570794,7.88558632400587,1.4155228723241,17.3995813308311
"1030","Tesla-K40","MMGU",6.759666,9.57781375480798,1.41690636117346,17.3995813308311
"1031","Tesla-K40","MMGU",8.105256,11.4968385805814,1.41844237622864,17.3995813308311
"1032","Tesla-K40","MMGU",9.631566,13.6570160506816,1.41794346326253,17.3995813308311
"1033","Tesla-K40","MMGU",11.317552,16.0727118610729,1.42015798655689,17.3995813308311
"1034","Tesla-K40","MMGU",13.209115,18.7583015796854,1.42010282896965,17.3995813308311
"1035","Tesla-K40","MMGU",15.309582,21.7281701321372,1.41925299672697,17.3995813308311
"1036","Tesla-K40","MMGU",17.586966,24.9967113386469,1.42132027426714,17.3995813308311
"1037","Tesla-K40","MMGU",20.096443,28.5783274950269,1.42205899297835,17.3995813308311
"1038","Tesla-K40","MMGU",22.859374,32.4874289914635,1.42118629282952,17.3995813308311
"1047","Tesla-K40","MMGU",0.003651678,0.0024759283750593,0.678024835448059,17.3995813308311
"1048","Tesla-K40","MMGU",0.026089,0.0205522318227668,0.787773844254926,17.3995813308311
"1049","Tesla-K40","MMGU",0.086445,0.0702768806058332,0.812966401825822,17.3995813308311
"1050","Tesla-K40","MMGU",0.201706,0.167294053691971,0.829395524634722,17.3995813308311
"1051","Tesla-K40","MMGU",0.391232,0.327337864154357,0.836684791004715,17.3995813308311
"1052","Tesla-K40","MMGU",0.676865,0.567292926546788,0.83811827550071,17.3995813308311
"1053","Tesla-K40","MMGU",1.072764,0.903456784943103,0.842176643644923,17.3995813308311
"1054","Tesla-K40","MMGU",1.626277,1.35125160200689,0.830886498429783,17.3995813308311
"1055","Tesla-K40","MMGU",2.314599,1.92477014911235,0.831578234118457,17.3995813308311
"1056","Tesla-K40","MMGU",3.119486,2.64372676978977,0.847487941856372,17.3995813308311
"1057","Tesla-K40","MMGU",4.149508,3.52294554184356,0.849003193111945,17.3995813308311
"1058","Tesla-K40","MMGU",5.387891,4.57866003174692,0.84980561628788,17.3995813308311
"1059","Tesla-K40","MMGU",6.846016,5.8271220960453,0.851169803875028,17.3995813308311
"1060","Tesla-K40","MMGU",8.549465,7.28460036788612,0.852053358647134,17.3995813308311
"1061","Tesla-K40","MMGU",10.515142,8.96737897656583,0.852806265152275,17.3995813308311
"1062","Tesla-K40","MMGU",12.761046,10.8917564499752,0.853515961777369,17.3995813308311
"1063","Tesla-K40","MMGU",15.305509,13.074044763235,0.854205159935225,17.3995813308311
"1064","Tesla-K40","MMGU",18.170198,15.5305685060604,0.854727532746779,17.3995813308311
