"","GPUs","CUDAKernels","measured","predicted","accuracy","mape"
"44","Tesla-K40","BCK-K1",0.000117825,0.000120788437910586,0.975465880991198,2.31320035574403
"45","Tesla-K40","BCK-K1",0.000120096,0.00012315683865393,0.975146823453862,2.31320035574403
"46","Tesla-K40","BCK-K1",0.000122016,0.000125525239397275,0.972043555430563,2.31320035574403
"47","Tesla-K40","BCK-K1",0.000123936,0.00012789364014062,0.96905522325998,2.31320035574403
"48","Tesla-K40","BCK-K1",0.00012608,0.000130262040883965,0.967895168419094,2.31320035574403
"49","Tesla-K40","BCK-K1",0.00012848,0.00013263044162731,0.968706719389713,2.31320035574403
"50","Tesla-K40","BCK-K1",0.000130944,0.000134998842370654,0.969963873026989,2.31320035574403
"51","Tesla-K40","BCK-K1",0.000132928,0.000137367243113999,0.967683393701691,2.31320035574403
"52","Tesla-K40","BCK-K1",0.000135168,0.000139735643857344,0.967312249535937,2.31320035574403
"53","Tesla-K40","BCK-K1",0.000137792,0.000142104044600689,0.969655722236438,2.31320035574403
"54","Tesla-K40","BCK-K1",0.000139936,0.000144472445344034,0.968599926904878,2.31320035574403
"55","Tesla-K40","BCK-K1",0.000141856,0.000146840846087379,0.966052728377687,2.31320035574403
"56","Tesla-K40","BCK-K1",0.000143968,0.000149209246830723,0.964873176816786,2.31320035574403
"57","Tesla-K40","BCK-K1",0.000146209,0.000151577647574068,0.964581535206603,2.31320035574403
"58","Tesla-K40","BCK-K2",2.0576e-05,1.88009580207922e-05,1.09441231543865,1.97578137275906
"59","Tesla-K40","BCK-K2",2.288e-05,2.11510777733912e-05,1.08174156632263,1.97578137275906
"60","Tesla-K40","BCK-K2",2.5344e-05,2.35011975259903e-05,1.07841313073394,1.97578137275906
"61","Tesla-K40","BCK-K2",2.7456e-05,2.58513172785893e-05,1.06207353784404,1.97578137275906
"62","Tesla-K40","BCK-K2",2.928e-05,2.82014370311883e-05,1.03824496487959,1.97578137275906
"63","Tesla-K40","BCK-K2",3.1712e-05,3.05515567837873e-05,1.03798311242943,1.97578137275906
"64","Tesla-K40","BCK-K2",3.3472e-05,3.29016765363864e-05,1.01733417635976,1.97578137275906
"65","Tesla-K40","BCK-K2",3.5488e-05,3.52517962889854e-05,1.00670047305046,1.97578137275906
"66","Tesla-K40","BCK-K2",3.7024e-05,3.76019160415844e-05,0.984630675709576,1.97578137275906
"67","Tesla-K40","BCK-K2",3.9712e-05,3.99520357941834e-05,0.993991900802752,1.97578137275906
"68","Tesla-K40","BCK-K2",4.176e-05,4.23021555467825e-05,0.987183737098624,1.97578137275906
"69","Tesla-K40","BCK-K2",4.416e-05,4.46522752993815e-05,0.988975359126026,1.97578137275906
"70","Tesla-K40","BCK-K2",4.6272e-05,4.70023950519805e-05,0.984460471616972,1.97578137275906
"71","Tesla-K40","BCK-K2",4.9248e-05,4.93525148045796e-05,0.997882280062254,1.97578137275906
"72","Tesla-K40","BCK-K2",5.1974e-05,5.17026345571786e-05,1.00524858056356,1.97578137275906
"73","Tesla-K40","BCK-K2",5.504e-05,5.40527543097776e-05,1.01826448444356,1.97578137275906
"74","Tesla-K40","BCK-K2",5.7888e-05,5.64028740623766e-05,1.02633067839736,1.97578137275906
"75","Tesla-K40","BCK-K2",6.0096e-05,5.87529938149757e-05,1.02285851490826,1.97578137275906
"76","Tesla-K40","BCK-K2",6.2848e-05,6.11031135675747e-05,1.02855642422371,1.97578137275906
"77","Tesla-K40","BCK-K2",6.4448e-05,6.34532333201737e-05,1.01567716297146,1.97578137275906
"78","Tesla-K40","BCK-K2",6.608e-05,6.58033530727727e-05,1.00420414635894,1.97578137275906
"79","Tesla-K40","BCK-K2",6.7776e-05,6.81534728253718e-05,0.994461429334071,1.97578137275906
"80","Tesla-K40","BCK-K2",7.1424e-05,7.05035925779708e-05,1.01305475917431,1.97578137275906
"81","Tesla-K40","BCK-K2",7.3608e-05,7.28537123305698e-05,1.01035345551106,1.97578137275906
"82","Tesla-K40","BCK-K2",7.424e-05,7.52038320831688e-05,0.987183737098624,1.97578137275906
"83","Tesla-K40","BCK-K2",7.7536e-05,7.75539518357679e-05,0.99976852455171,1.97578137275906
"84","Tesla-K40","BCK-K2",8.0288e-05,7.99040715883669e-05,1.00480486668578,1.97578137275906
"85","Tesla-K40","BCK-K2",8.1952e-05,8.22541913409659e-05,0.996326128358454,1.97578137275906
"86","Tesla-K40","BCK-K2",8.4032e-05,8.46043110935649e-05,0.99323543816896,1.97578137275906
"87","Tesla-K40","BCK-K2",8.6688e-05,8.6954430846164e-05,0.996935971593727,1.97578137275906
"88","Tesla-K40","BCK-K2",8.9024e-05,8.9304550598763e-05,0.996858496046596,1.97578137275906
"89","Tesla-K40","BCK-K2",9.136e-05,9.1654670351362e-05,0.996784993604446,1.97578137275906
"90","Tesla-K40","BCK-K2",9.2992e-05,9.4004790103961e-05,0.989226186209862,1.97578137275906
"91","Tesla-K40","BCK-K2",9.5776e-05,9.63549098565601e-05,0.993991900802752,1.97578137275906
"92","Tesla-K40","BCK-K2",9.8112e-05,9.87050296091591e-05,0.993991900802752,1.97578137275906
"93","Tesla-K40","BCK-K2",0.000100065,0.000101055149361758,0.990201891066297,1.97578137275906
"94","Tesla-K40","BCK-K2",0.000101824,0.000103405269114357,0.984708041206213,1.97578137275906
"95","Tesla-K40","BCK-K2",0.000104704,0.000105755388866956,0.990058295107034,1.97578137275906
"96","Tesla-K40","BCK-K2",0.000106496,0.000108105508619555,0.985111687275628,1.97578137275906
"97","Tesla-K40","BCK-K2",0.000108448,0.000110455628372154,0.981824118863459,1.97578137275906
"98","Tesla-K40","BCK-K2",0.00011072,0.000112805748124753,0.981510267345183,1.97578137275906
"99","Tesla-K40","BCK-K2",0.000113056,0.000115155867877352,0.981764994558603,1.97578137275906
"100","Tesla-K40","BCK-K2",0.000114944,0.000117505987629951,0.978196961009174,1.97578137275906
"101","Tesla-K40","BCK-K2",0.000117825,0.00011985610738255,0.983053784851634,1.97578137275906
"102","Tesla-K40","BCK-K2",0.000120096,0.000122206227135149,0.982732245445924,1.97578137275906
"103","Tesla-K40","BCK-K2",0.000122016,0.000124556346887748,0.979604837880821,1.97578137275906
"104","Tesla-K40","BCK-K2",0.000123936,0.000126906466640347,0.976593260225535,1.97578137275906
"105","Tesla-K40","BCK-K2",0.00012608,0.000129256586392946,0.975424181609675,1.97578137275906
"106","Tesla-K40","BCK-K2",0.00012848,0.000131606706145545,0.976242045431274,1.97578137275906
"107","Tesla-K40","BCK-K2",0.000130944,0.000133956825898144,0.977508978150652,1.97578137275906
"108","Tesla-K40","BCK-K2",0.000132928,0.000136306945650744,0.975210759549984,1.97578137275906
"109","Tesla-K40","BCK-K2",0.000135168,0.000138657065403343,0.974836728347069,1.97578137275906
"110","Tesla-K40","BCK-K2",0.000137792,0.000141007185155942,0.977198430332569,1.97578137275906
"111","Tesla-K40","BCK-K2",0.000139936,0.000143357304908541,0.976134422234547,1.97578137275906
"112","Tesla-K40","BCK-K2",0.000141856,0.00014570742466114,0.973567409690367,1.97578137275906
"113","Tesla-K40","BCK-K2",0.000143968,0.000148057544413739,0.972378682694408,1.97578137275906
"114","Tesla-K40","BCK-K2",0.000146209,0.000150407664166338,0.972084772477456,1.97578137275906
"115","Tesla-K40","GAU-K1",9.056e-06,5.6493288590604e-06,1.60302227502227,36.1074325057318
"116","Tesla-K40","GAU-K1",5.984e-06,5.64794929157345e-06,1.05949959730126,36.1074325057318
"117","Tesla-K40","GAU-K1",5.856e-06,5.6465697240865e-06,1.03708982375975,36.1074325057318
"118","Tesla-K40","GAU-K1",5.888e-06,5.64519015659955e-06,1.04301180946342,36.1074325057318
"119","Tesla-K40","GAU-K1",6.016e-06,5.6438105891126e-06,1.06594647446273,36.1074325057318
"120","Tesla-K40","GAU-K1",5.792e-06,5.64243102162565e-06,1.02650789664971,36.1074325057318
"121","Tesla-K40","GAU-K1",5.888e-06,5.6410514541387e-06,1.04377704189883,36.1074325057318
"122","Tesla-K40","GAU-K1",5.824e-06,5.63967188665175e-06,1.03268419104036,36.1074325057318
"123","Tesla-K40","GAU-K1",5.92e-06,5.6382923191648e-06,1.04996329826278,36.1074325057318
"124","Tesla-K40","GAU-K1",6.08e-06,5.63691275167785e-06,1.07860459578521,36.1074325057318
"125","Tesla-K40","GAU-K1",5.984e-06,5.6355331841909e-06,1.06183386813987,36.1074325057318
"126","Tesla-K40","GAU-K1",5.76e-06,5.63415361670395e-06,1.02233634221881,36.1074325057318
"127","Tesla-K40","GAU-K1",5.856e-06,5.632774049217e-06,1.03962984292154,36.1074325057318
"128","Tesla-K40","GAU-K1",5.855e-06,5.63139448173005e-06,1.03970695340122,36.1074325057318
"129","Tesla-K40","GAU-K1",5.856e-06,5.6300149142431e-06,1.0401393405167,36.1074325057318
"130","Tesla-K40","GAU-K1",5.856e-06,5.62863534675615e-06,1.04039427662957,36.1074325057318
"131","Tesla-K40","GAU-K1",5.888e-06,5.6272557792692e-06,1.04633594614472,36.1074325057318
"132","Tesla-K40","GAU-K1",5.824e-06,5.62587621178225e-06,1.03521652108214,36.1074325057318
"133","Tesla-K40","GAU-K1",5.952e-06,5.6244966442953e-06,1.05822802935386,36.1074325057318
"134","Tesla-K40","GAU-K1",5.76e-06,5.62311707680835e-06,1.02434289048617,36.1074325057318
"135","Tesla-K40","GAU-K1",6.048e-06,5.6217375093214e-06,1.07582397612336,36.1074325057318
"136","Tesla-K40","GAU-K1",5.696e-06,5.62035794183445e-06,1.01345858376786,36.1074325057318
"137","Tesla-K40","GAU-K1",5.856e-06,5.6189783743475e-06,1.04218233455651,36.1074325057318
"138","Tesla-K40","GAU-K1",5.855e-06,5.61759880686055e-06,1.04226026124356,36.1074325057318
"139","Tesla-K40","GAU-K1",5.856e-06,5.6162192393736e-06,1.04269433766855,36.1074325057318
"140","Tesla-K40","GAU-K1",5.792e-06,5.61483967188665e-06,1.03155216149811,36.1074325057318
"141","Tesla-K40","GAU-K1",5.856e-06,5.6134601043997e-06,1.04320684410141,36.1074325057318
"142","Tesla-K40","GAU-K1",5.76e-06,5.61208053691275e-06,1.02635733078211,36.1074325057318
"143","Tesla-K40","GAU-K1",6.048e-06,5.6107009694258e-06,1.07794017769921,36.1074325057318
"144","Tesla-K40","GAU-K1",5.76e-06,5.60932140193885e-06,1.02686217944457,36.1074325057318
"145","Tesla-K40","GAU-K1",6.048e-06,5.6079418344519e-06,1.07847052957016,36.1074325057318
"146","Tesla-K40","GAU-K1",5.92e-06,5.60656226696495e-06,1.05590551181102,36.1074325057318
"147","Tesla-K40","GAU-K1",5.984e-06,5.605182699478e-06,1.06758339929888,36.1074325057318
"148","Tesla-K40","GAU-K1",5.951e-06,5.60380313199105e-06,1.06195736356741,36.1074325057318
"149","Tesla-K40","GAU-K1",5.888e-06,5.6024235645041e-06,1.05097373167307,36.1074325057318
"150","Tesla-K40","GAU-K1",5.824e-06,5.60104399701715e-06,1.03980615097856,36.1074325057318
"151","Tesla-K40","GAU-K1",5.824e-06,5.5996644295302e-06,1.04006232396476,36.1074325057318
"152","Tesla-K40","GAU-K1",5.888e-06,5.59828486204325e-06,1.05175069598924,36.1074325057318
"153","Tesla-K40","GAU-K1",5.888e-06,5.5969052945563e-06,1.052009939444,36.1074325057318
"154","Tesla-K40","GAU-K1",5.856e-06,5.59552572706935e-06,1.04655045578123,36.1074325057318
"155","Tesla-K40","GAU-K1",5.92e-06,5.5941461595824e-06,1.05824907521578,36.1074325057318
"156","Tesla-K40","GAU-K1",5.856e-06,5.59276659209545e-06,1.04706676089015,36.1074325057318
"157","Tesla-K40","GAU-K1",5.887e-06,5.5913870246085e-06,1.05286934602997,36.1074325057318
"158","Tesla-K40","GAU-K1",5.92e-06,5.59000745712155e-06,1.05903257650543,36.1074325057318
"159","Tesla-K40","GAU-K1",5.824e-06,5.5886278896346e-06,1.04211626091656,36.1074325057318
"160","Tesla-K40","GAU-K1",5.856e-06,5.58724832214765e-06,1.0481009009009,36.1074325057318
"161","Tesla-K40","GAU-K1",5.792e-06,5.5858687546607e-06,1.03690227149847,36.1074325057318
"162","Tesla-K40","GAU-K1",5.824e-06,5.58448918717375e-06,1.04288858027988,36.1074325057318
"163","Tesla-K40","GAU-K1",5.856e-06,5.5831096196868e-06,1.04887784745457,36.1074325057318
"164","Tesla-K40","GAU-K1",5.792e-06,5.58173005219985e-06,1.03767110659844,36.1074325057318
"165","Tesla-K40","GAU-K1",5.952e-06,5.5803504847129e-06,1.06659967260214,36.1074325057318
"166","Tesla-K40","GAU-K1",5.792e-06,5.57897091722595e-06,1.0381842970567,36.1074325057318
"167","Tesla-K40","GAU-K1",5.92e-06,5.577591349739e-06,1.06139005688845,36.1074325057318
"168","Tesla-K40","GAU-K1",5.824e-06,5.57621178225205e-06,1.04443665833077,36.1074325057318
"169","Tesla-K40","GAU-K1",5.887e-06,5.5748322147651e-06,1.05599590681996,36.1074325057318
"170","Tesla-K40","GAU-K1",5.888e-06,5.57345264727815e-06,1.05643671394166,36.1074325057318
"171","Tesla-K40","GAU-K1",5.984e-06,5.5720730797912e-06,1.07392704910902,36.1074325057318
"172","Tesla-K40","GAU-K1",5.792e-06,5.57069351230425e-06,1.03972691859765,36.1074325057318
"173","Tesla-K40","GAU-K1",5.888e-06,5.5693139448173e-06,1.0572217796196,36.1074325057318
"174","Tesla-K40","GAU-K1",5.824e-06,5.56793437733035e-06,1.04598933919053,36.1074325057318
"175","Tesla-K40","GAU-K1",5.856e-06,5.5665548098434e-06,1.05199718677786,36.1074325057318
"176","Tesla-K40","GAU-K1",5.76e-06,5.56517524235645e-06,1.03500783877581,36.1074325057318
"177","Tesla-K40","GAU-K1",5.888e-06,5.5637956748695e-06,1.05827035068791,36.1074325057318
"178","Tesla-K40","GAU-K1",5.888e-06,5.56241610738255e-06,1.05853281853282,36.1074325057318
"179","Tesla-K40","GAU-K1",5.952e-06,5.5610365398956e-06,1.07030406243505,36.1074325057318
"180","Tesla-K40","GAU-K1",5.887e-06,5.55965697240865e-06,1.0588782777815,36.1074325057318
"181","Tesla-K40","GAU-K1",5.792e-06,5.5582774049217e-06,1.04204946569801,36.1074325057318
"182","Tesla-K40","GAU-K1",5.76e-06,5.55689783743475e-06,1.03654955849593,36.1074325057318
"183","Tesla-K40","GAU-K1",5.92e-06,5.5555182699478e-06,1.06560715172585,36.1074325057318
"184","Tesla-K40","GAU-K1",5.888e-06,5.55413870246085e-06,1.06011036371692,36.1074325057318
"185","Tesla-K40","GAU-K1",5.856e-06,5.5527591349739e-06,1.05461084438476,36.1074325057318
"186","Tesla-K40","GAU-K1",5.792e-06,5.55137956748695e-06,1.04334425877169,36.1074325057318
"187","Tesla-K40","GAU-K1",5.856e-06,5.55e-06,1.05513513513514,36.1074325057318
"188","Tesla-K40","GAU-K1",5.856e-06,5.54862043251305e-06,1.05539747604392,36.1074325057318
"189","Tesla-K40","GAU-K1",5.92e-06,5.5472408650261e-06,1.06719721462323,36.1074325057318
"190","Tesla-K40","GAU-K1",5.824e-06,5.54586129753915e-06,1.05015248083905,36.1074325057318
"191","Tesla-K40","GAU-K1",5.888e-06,5.5444817300522e-06,1.06195678634594,36.1074325057318
"192","Tesla-K40","GAU-K1",5.888e-06,5.54310216256525e-06,1.06222108619321,36.1074325057318
"193","Tesla-K40","GAU-K1",5.824e-06,5.5417225950783e-06,1.05093676200472,36.1074325057318
"194","Tesla-K40","GAU-K1",5.792e-06,5.54034302759135e-06,1.04542263378917,36.1074325057318
"195","Tesla-K40","GAU-K1",5.824e-06,5.5389634601044e-06,1.05146026724109,36.1074325057318
"196","Tesla-K40","GAU-K1",5.824e-06,5.53758389261745e-06,1.05172221548903,36.1074325057318
"197","Tesla-K40","GAU-K1",5.824e-06,5.5362043251305e-06,1.05198429428681,36.1074325057318
"198","Tesla-K40","GAU-K1",5.824e-06,5.53482475764355e-06,1.05224650373205,36.1074325057318
"199","Tesla-K40","GAU-K1",5.888e-06,5.5334451901566e-06,1.06407487517435,36.1074325057318
"200","Tesla-K40","GAU-K1",5.824e-06,5.53206562266965e-06,1.05277131495585,36.1074325057318
"201","Tesla-K40","GAU-K1",5.888e-06,5.5306860551827e-06,1.0646057182151,36.1074325057318
"202","Tesla-K40","GAU-K1",5.824e-06,5.52930648769575e-06,1.05329664994336,36.1074325057318
"203","Tesla-K40","GAU-K1",6.24e-06,5.5279269202088e-06,1.12881376510026,36.1074325057318
"204","Tesla-K40","GAU-K1",5.888e-06,5.52654735272185e-06,1.06540297661616,36.1074325057318
"205","Tesla-K40","GAU-K1",5.856e-06,5.5251677852349e-06,1.05987731551776,36.1074325057318
"206","Tesla-K40","GAU-K1",5.76e-06,5.52378821774795e-06,1.04276264276264,36.1074325057318
"207","Tesla-K40","GAU-K1",5.92e-06,5.522408650261e-06,1.07199600299775,36.1074325057318
"208","Tesla-K40","GAU-K1",5.824e-06,5.52102908277405e-06,1.05487580534057,36.1074325057318
"209","Tesla-K40","GAU-K1",5.824e-06,5.5196495152871e-06,1.05513945837865,36.1074325057318
"210","Tesla-K40","GAU-K1",5.888e-06,5.51826994780015e-06,1.06700108108108,36.1074325057318
"211","Tesla-K40","GAU-K1",5.824e-06,5.5168903803132e-06,1.05566716003325,36.1074325057318
"212","Tesla-K40","GAU-K1",5.856e-06,5.51551081282625e-06,1.0617330286765,36.1074325057318
"213","Tesla-K40","GAU-K1",5.856e-06,5.5141312453393e-06,1.06199866115803,36.1074325057318
"214","Tesla-K40","GAU-K1",5.792e-06,5.51275167785235e-06,1.05065497930363,36.1074325057318
"215","Tesla-K40","GAU-K1",5.92e-06,5.5113721103654e-06,1.07414267834793,36.1074325057318
"216","Tesla-K40","GAU-K1",5.984e-06,5.50999254287845e-06,1.08602687815507,36.1074325057318
"217","Tesla-K40","GAU-K1",5.856e-06,5.5086129753915e-06,1.06306252157492,36.1074325057318
"218","Tesla-K40","GAU-K1",5.792e-06,5.50723340790455e-06,1.05170773980393,36.1074325057318
"219","Tesla-K40","GAU-K1",5.888e-06,5.5058538404176e-06,1.0694072473877,36.1074325057318
"220","Tesla-K40","GAU-K1",5.728e-06,5.50447427293065e-06,1.04060800650274,36.1074325057318
"221","Tesla-K40","GAU-K1",5.824e-06,5.5030947054437e-06,1.0583136056588,36.1074325057318
"222","Tesla-K40","GAU-K1",5.792e-06,5.50171513795675e-06,1.05276261216081,36.1074325057318
"223","Tesla-K40","GAU-K1",5.92e-06,5.5003355704698e-06,1.07629796839729,36.1074325057318
"224","Tesla-K40","GAU-K1",5.728e-06,5.49895600298285e-06,1.04165226942949,36.1074325057318
"225","Tesla-K40","GAU-K1",5.824e-06,5.4975764354959e-06,1.05937590287904,36.1074325057318
"226","Tesla-K40","GAU-K1",5.76e-06,5.49619686800895e-06,1.04799739498535,36.1074325057318
"227","Tesla-K40","GAU-K1",5.888e-06,5.494817300522e-06,1.07155519064131,36.1074325057318
"228","Tesla-K40","GAU-K1",5.76e-06,5.49343773303505e-06,1.04852376233592,36.1074325057318
"229","Tesla-K40","GAU-K1",5.888e-06,5.4920581655481e-06,1.07209352532638,36.1074325057318
"230","Tesla-K40","GAU-K1",5.792e-06,5.49067859806115e-06,1.05487871791389,36.1074325057318
"231","Tesla-K40","GAU-K1",5.824e-06,5.4892990305742e-06,1.06097335334832,36.1074325057318
"232","Tesla-K40","GAU-K1",5.696e-06,5.48791946308725e-06,1.0379161061514,36.1074325057318
"233","Tesla-K40","GAU-K1",5.888e-06,5.4865398956003e-06,1.07317181904056,36.1074325057318
"234","Tesla-K40","GAU-K1",5.791e-06,5.48516032811335e-06,1.0557576540323,36.1074325057318
"235","Tesla-K40","GAU-K1",5.952e-06,5.4837807606264e-06,1.08538255991841,36.1074325057318
"236","Tesla-K40","GAU-K1",5.856e-06,5.48240119313945e-06,1.06814510534692,36.1074325057318
"237","Tesla-K40","GAU-K1",5.728e-06,5.4810216256525e-06,1.04506064584595,36.1074325057318
"238","Tesla-K40","GAU-K1",5.792e-06,5.47964205816555e-06,1.05700334775863,36.1074325057318
"239","Tesla-K40","GAU-K1",5.888e-06,5.4782624906786e-06,1.07479333274347,36.1074325057318
"240","Tesla-K40","GAU-K1",5.824e-06,5.47688292319165e-06,1.06337858261284,36.1074325057318
"241","Tesla-K40","GAU-K1",5.888e-06,5.4755033557047e-06,1.0753349267635,36.1074325057318
"242","Tesla-K40","GAU-K1",5.76e-06,5.47412378821775e-06,1.05222319093287,36.1074325057318
"243","Tesla-K40","GAU-K1",5.856e-06,5.4727442207308e-06,1.07002990891068,36.1074325057318
"244","Tesla-K40","GAU-K1",5.824e-06,5.47136465324385e-06,1.06445107740115,36.1074325057318
"245","Tesla-K40","GAU-K1",5.823e-06,5.4699850857569e-06,1.0645367233564,36.1074325057318
"246","Tesla-K40","GAU-K1",5.888e-06,5.46860551826995e-06,1.07669130280634,36.1074325057318
"247","Tesla-K40","GAU-K1",5.888e-06,5.467225950783e-06,1.0769629887268,36.1074325057318
"248","Tesla-K40","GAU-K1",5.824e-06,5.46584638329605e-06,1.06552573775189,36.1074325057318
"249","Tesla-K40","GAU-K1",5.824e-06,5.4644668158091e-06,1.06579474197752,36.1074325057318
"250","Tesla-K40","GAU-K1",5.76e-06,5.46308724832215e-06,1.05434889434889,36.1074325057318
"251","Tesla-K40","GAU-K1",5.952e-06,5.4617076808352e-06,1.08976905169883,36.1074325057318
"252","Tesla-K40","GAU-K1",5.888e-06,5.46032811334825e-06,1.07832347759584,36.1074325057318
"253","Tesla-K40","GAU-K1",5.824e-06,5.4589485458613e-06,1.0668721185173,36.1074325057318
"254","Tesla-K40","GAU-K1",5.728e-06,5.45756897837435e-06,1.04955155357582,36.1074325057318
"255","Tesla-K40","GAU-K1",5.952e-06,5.4561894108874e-06,1.09087122014556,36.1074325057318
"256","Tesla-K40","GAU-K1",5.887e-06,5.45480984340045e-06,1.07923102161342,36.1074325057318
"257","Tesla-K40","GAU-K1",5.792e-06,5.4534302759135e-06,1.06208380908103,36.1074325057318
"258","Tesla-K40","GAU-K1",5.76e-06,5.45205070842655e-06,1.05648320385162,36.1074325057318
"259","Tesla-K40","GAU-K1",5.824e-06,5.4506711409396e-06,1.06849227359478,36.1074325057318
"260","Tesla-K40","GAU-K1",5.92e-06,5.44929157345265e-06,1.08637974683544,36.1074325057318
"261","Tesla-K40","GAU-K1",5.888e-06,5.4479120059657e-06,1.08078103933257,36.1074325057318
"262","Tesla-K40","GAU-K1",5.856e-06,5.44653243847875e-06,1.07517949560503,36.1074325057318
"263","Tesla-K40","GAU-K1",5.792e-06,5.4451528709918e-06,1.06369832715918,36.1074325057318
"264","Tesla-K40","GAU-K1",5.792e-06,5.44377330350485e-06,1.06396789085081,36.1074325057318
"265","Tesla-K40","GAU-K1",5.952e-06,5.4423937360179e-06,1.09363641968965,36.1074325057318
"266","Tesla-K40","GAU-K1",5.792e-06,5.44101416853095e-06,1.06450742832082,36.1074325057318
"267","Tesla-K40","GAU-K1",5.824e-06,5.439634601044e-06,1.07066015038625,36.1074325057318
"268","Tesla-K40","GAU-K1",5.76e-06,5.43825503355705e-06,1.0591632728619,36.1074325057318
"269","Tesla-K40","GAU-K1",5.888e-06,5.4368754660701e-06,1.08297496176715,36.1074325057318
