"","Gpus","Apps","InputSize","ThreadBlock","Measured","Predicted","accuracy","Min","max","Mean","Median","SD","mse","mae","mape"
"1","GTX-980","MMGU",256,0,0.000485802,"0.000500499025341131",1.03025311822745,0,0,0,0,0,0,0,NA
"2","GTX-980","MMGU",512,0,0.003867828,"0.00400009356725146",1.03419634152591,0,0,0,0,0,0,0,NA
"3","GTX-980","MMGU",768,0,0.013056,"0.0134959298245614",1.03369560543516,0,0,0,0,0,0,0,NA
"4","GTX-980","MMGU",1024,0,0.030933,"0.0319851539961014",1.0340139655417,0,0,0,0,0,0,0,NA
"5","GTX-980","MMGU",1280,0,0.067851,"0.0624649122807018",0.92061888963614,0,0,0,0,0,0,0,NA
"6","GTX-980","MMGU",1536,0,0.107019,"0.107932350877193",1.00853447403912,0,0,0,0,0,0,0,NA
"7","GTX-980","MMGU",1792,0,0.163759,"0.171384615984405",1.04656608787551,0,0,0,0,0,0,0,NA
"8","GTX-980","MMGU",2048,0,0.244403,"0.25581885380117",1.04670913941797,0,0,0,0,0,0,0,NA
"9","GTX-980","MMGU",2304,0,0.348456,"0.364232210526316",1.04527461293913,0,0,0,0,0,0,0,NA
"10","GTX-980","MMGU",2560,0,0.477743,"0.499621832358674",1.04579623847691,0,0,0,0,0,0,0,NA
"11","GTX-980","MMGU",2816,0,0.635646,"0.664984865497076",1.04615598225597,0,0,0,0,0,0,0,NA
"12","GTX-980","MMGU",3072,0,0.825602,"0.863318456140351",1.04568358136287,0,0,0,0,0,0,0,NA
"13","GTX-980","MMGU",3328,0,1.049856,"1.09761975048733",1.04549552556477,0,0,0,0,0,0,0,NA
"14","GTX-980","MMGU",3584,0,1.312091,"1.37088589473684",1.04481007394826,0,0,0,0,0,0,0,NA
"15","GTX-980","MMGU",3840,0,1.612942,"1.68611403508772",1.04536557116605,0,0,0,0,0,0,0,NA
"16","GTX-980","MMGU",4096,0,1.954942,"2.04630131773879",1.046732495255,0,0,0,0,0,0,0,NA
"17","GTX-980","MMGU",4352,0,2.368369,"2.45444488888889",1.03634395184572,0,0,0,0,0,0,0,NA
"18","GTX-980","MMGU",4608,0,2.792454,"2.91354189473684",1.04336253873362,0,0,0,0,0,0,0,NA
"19","GTX-980","MMGU",4864,0,3.322525,"3.42658948148148",1.03132090247071,0,0,0,0,0,0,0,NA
"20","GTX-980","MMGU",5120,0,3.882986,"3.99658479532164",1.02925552534097,0,0,0,0,0,0,0,NA
