"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,KB,GB/s,,,,
0.346438,9.212200e-05,,,,,,,,,,512.000000,5.300376,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.346666,9.074600e-05,,,,,,,,,,512.000000,5.380747,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.346774,1.491200e-05,512,1,1,256,1,1,8,0,0,,,"GeForce GTX 750 (0)","1","7","VecAdd(float const *, float const *, float*, int) [100]"
0.346821,8.821900e-05,,,,,,,,,,512.000000,5.534876,"GeForce GTX 750 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.253205,1.819090e-04,,,,,,,,,,1.000000,5.368412,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.253629,1.801500e-04,,,,,,,,,,1.000000,5.420830,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.253814,4.239800e-05,1024,1,1,256,1,1,8,0,0,,,"GeForce GTX 750 (0)","1","7","VecAdd(float const *, float const *, float*, int) [100]"
0.253859,1.729180e-04,,,,,,,,,,1.000000,5.647547,"GeForce GTX 750 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.247581,5.003550e-04,,,,,,,,,,2.000000,3.903479,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.248310,5.785260e-04,,,,,,,,,,2.000000,3.376037,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.248894,9.397900e-05,2048,1,1,256,1,1,8,0,0,,,"GeForce GTX 750 (0)","1","7","VecAdd(float const *, float const *, float*, int) [100]"
0.248990,3.143490e-04,,,,,,,,,,2.000000,6.213238,"GeForce GTX 750 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.242425,1.262226e-03,,,,,,,,,,4.000000,3.094731,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.243916,1.071134e-03,,,,,,,,,,4.000000,3.646836,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.245031,1.832850e-04,4096,1,1,256,1,1,8,0,0,,,"GeForce GTX 750 (0)","1","7","VecAdd(float const *, float const *, float*, int) [100]"
0.245216,1.962951e-03,,,,,,,,,,4.000000,1.989989,"GeForce GTX 750 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.240646,2.500041e-03,,,,,,,,,,8.000000,3.124949,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.243392,2.387375e-03,,,,,,,,,,8.000000,3.272423,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.245850,4.158790e-04,8192,1,1,256,1,1,8,0,0,,,"GeForce GTX 750 (0)","1","7","VecAdd(float const *, float const *, float*, int) [100]"
0.246268,5.345852e-03,,,,,,,,,,8.000000,1.461413,"GeForce GTX 750 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.247493,5.107362e-03,,,,,,,,,,16.000000,3.059309,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
0.252862,4.979435e-03,,,,,,,,,,16.000000,3.137906,"GeForce GTX 750 (0)","1","7","[CUDA memcpy HtoD]"
