256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3343,252,15913,16544,7966,7700,8178,8088,119,148,104,148,16384,16384,16384,16392,262144,262144,262144,262144,262000,262008,262020,262016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,262184,262184,262149,262147,16389,17273,16389,16388,6491394,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1503232,4913020,82816,48103424,655360,32768,0,0,32768,2048,5853304,346581096,64,48037888,0,0,0,0,0,0,1048576,65536,1966080,491520,1015808,63488,0,0,2621440,524288,1063283,66493,0,0
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21719,21645,62688,65095,31457,32912,31697,33060,10811,11012,11104,11180,65536,65536,65536,65536,2097152,2097152,2097152,2097152,2086268,2086348,2086324,2086328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2097192,2097267,2097152,2097157,65536,65537,65542,65536,47855766,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,11780096,38915401,590720,376963072,5242880,262144,0,0,262144,8192,45959815,2910691204,256,376700928,0,0,0,0,0,0,8388608,262144,15728640,3932160,8126464,253952,0,0,20971520,4194304,8503028,262230,0,0
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,847051,840605,115518,113384,56280,56176,56850,58247,429003,420980,422865,425760,147456,147456,147456,147456,7077888,7077888,7077888,7077888,6644160,6658404,6654788,6657856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7077931,7077928,7077891,7077888,147457,147456,147458,147456,159023620,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,39481344,131880744,1917824,1263403008,17694720,884736,0,0,884736,18432,155853395,9872783500,576,1262813184,0,0,0,0,0,0,28311552,589824,53084160,13271040,27426816,571392,0,0,70778880,14155776,29678874,589950,0,0
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2204112,2209732,247510,246767,123124,122546,123479,123157,1096171,1089364,1108312,1109460,262144,262144,262144,262144,16777216,16777216,16777216,16777216,15668076,15685812,15674480,15675964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,16778041,16777259,16777221,16777221,262144,262144,262144,262144,373386872,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,93257728,312284760,4457344,2984247296,41943040,2097152,0,0,2097152,32768,369269457,23494241748,1024,2983198720,0,0,0,0,0,0,67108864,1048576,125829120,31457280,65011712,1015808,0,0,167772160,33554432,70505124,1048990,0,0
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4257107,4298628,296518,297369,149316,147058,149529,149417,2130896,2127880,2133536,2146261,409600,409600,409600,409600,32768000,32768000,32768000,32768000,30630608,30637132,30634892,30638516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768831,32768849,32768944,32768005,409605,409600,409601,409601,725852204,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,181760000,609300008,8602496,5816320000,81920000,4096000,0,0,4096000,51200,720439049,46008152626,1600,5814681600,0,0,0,0,0,0,131072000,1638400,245760000,61440000,126976000,1587200,0,0,327680000,65536000,137658039,1638544,0,0
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7425191,7437933,435690,434839,220671,218902,219484,215340,3721931,3709077,3725897,3719172,589824,589824,589824,589824,56623104,56623104,56623104,56623104,52903464,52933532,52923180,52925352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56624192,56625147,56625300,56624944,589824,589824,589825,589829,1249245875,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,313638912,1052372821,14746496,10036445184,141557760,7077888,0,0,7077888,73728,1244734695,79499372560,2304,10034085888,0,0,0,0,0,0,226492416,2359296,424673280,106168320,219414528,2285568,0,0,566231040,113246208,238123143,2359497,0,0
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,11702727,11630717,585984,585590,291253,288931,293496,292178,5846111,5829868,5835129,5799117,802816,802816,802816,802816,89915392,89915392,89915392,89915392,84043496,84089456,84071308,84099744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89919171,89919717,89917679,89916409,802817,802820,802816,802816,1982100274,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,497545216,1669910960,23282560,15921446912,224788480,11239424,0,0,11239424,100352,1975633172,126237898250,3136,15918235648,0,0,0,0,0,0,359661568,3211264,674365440,168591360,348422144,3110912,0,0,899153920,179830784,377666459,3211462,0,0
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,17433271,17618204,1060102,1060230,535042,531704,532374,533029,8741435,8756469,8753900,8665476,1048576,1048576,1048576,1048576,134217728,134217728,134217728,134217728,125567868,125483660,125382200,125546728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,134223280,134220216,134220416,134220201,1048576,1048576,1048577,1048578,2957115938,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,742129664,2492919582,34603904,23748149248,335544320,16777216,0,0,16777216,131072,2949872605,188535503610,4096,23743954944,0,0,0,0,0,0,536870912,4194304,1006632960,251658240,520093696,4063232,0,0,1342177280,268435456,564612224,4194618,0,0
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,25753059,25909174,949711,959362,479323,479701,476395,477555,12889201,12886917,12861696,12883040,1327104,1327104,1327104,1327104,191102976,191102976,191102976,191102976,178207972,178245312,178226095,178194620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191107816,191107743,191109595,191107879,1327109,1327104,1327108,1327108,4206366626,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1056043008,3548717988,49103744,33793376256,477757440,23887872,0,0,23887872,165888,4198844594,268442426280,5184,33788067840,0,0,0,0,0,0,764411904,5308416,1433272320,358318080,740524032,5142528,0,0,1911029760,382205952,804434109,5308835,0,0
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,34685003,34727404,1170135,1157171,582342,581318,581542,581390,17379015,17368849,17381104,17343840,1638400,1638400,1638400,1638400,262144000,262144000,262144000,262144000,244807116,244814816,244774420,244826884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,262152975,262149811,262152020,262149853,1638406,1638400,1638708,1638401,5764425058,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1447936000,4865608260,67175296,46333952000,655360000,32768000,0,0,32768000,204800,5758055084,368165618198,6400,46327398400,0,0,0,0,0,0,1048576000,6553600,1966080000,491520000,1015808000,6348800,0,0,2621440000,524288000,1101852262,6554640,0,0
2816,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,46157844,46649736,1399414,1384227,693934,699038,697790,700927,23148007,23240688,23135624,23153472,1982696,1982464,1982464,1982464,348913664,348913664,348913664,348913664,325751888,325718028,325732116,325750228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,348922333,348923083,348924863,348920404,1982464,1982468,1982466,1982464,7674469040,0,0,1395654656,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,1926459392,6475725047,89211776,61646700544,872284160,43614208,0,0,43614208,247808,7664722406,490176007650,7744,61638770688,0,0,0,0,0,0,1395654656,7929856,2616852480,654213120,1352040448,7682048,0,0,3489136640,697827328,1467058610,7930336,0,0
3072,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,65219551,65291236,1600818,1594345,798252,796710,795696,800726,32738955,32830204,32642257,32737896,2359296,2359296,2359296,2359296,452984832,452984832,452984832,452984832,420256560,420422524,420327100,420398947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,452994256,452993760,452998512,452995732,2359296,2359296,2359300,2359296,9964665032,0,0,1811939328,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,2500263936,8413832804,115606400,80008445952,1132462080,56623104,0,0,56623104,294912,9951266280,636455984378,9216,79999008768,0,0,0,0,0,0,1811939328,9437184,3397386240,849346560,1755316224,9142272,0,0,4529848320,905969668,1912377900,9437854,0,0
3328,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,78085816,77654984,2040111,2027001,1014754,1021081,1022472,1016738,39043811,39052192,38860916,38855901,2768896,2768896,2768896,2768896,575930368,575930368,575930368,575930368,537023132,536824160,537032728,536975192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,575945396,575946151,575945756,575943983,2768897,2768897,2768897,2768898,12665641044,0,0,2303721472,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,3178000384,10689771134,146752384,101696012288,1439825920,71991296,0,0,71991296,346112,12651926134,809148325776,10816,101684936704,0,0,0,0,0,0,2303721472,11075584,4319477760,1079869440,2231730176,10729472,0,0,5759303680,1151860738,2425045080,11076510,0,0
3584,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,99509500,99581013,2235707,2224070,1117223,1112441,1108999,1109610,49480843,49904488,49783756,49813597,3211264,3211264,3211264,3211264,719323136,719323136,719323136,719323136,669784976,669657004,669823168,669506792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,719338017,719337881,719344616,719338760,3211265,3211264,3211264,3211265,15807050000,0,0,2877292544,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,3968319488,13348705725,183042944,126986223616,1798307840,89915392,0,0,89915392,401408,15796389768,"<OVERFLOW>",12544,126973378560,0,0,0,0,0,0,2877292544,12845056,5394923520,1348730880,2787377152,12443648,0,0,7193231360,1438646272,3027771588,12847077,0,0
3840,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,133335715,133363236,2452964,2446594,1229846,1223842,1230191,1231561,66412332,66651462,66526333,66541099,3686400,3686400,3686400,3686400,884736000,884736000,884736000,884736000,818351963,818240366,818461726,818114894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,884760753,884759856,884758684,884759559,3686400,3686405,3686400,3686400,19453503272,0,0,3538944000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,4879872000,16431782396,224871296,156155904000,2211840000,110592000,0,0,110592000,460800,19438567155,"<OVERFLOW>",14400,156141158400,0,0,0,0,0,0,3538944000,14745600,6635520000,1658880000,3428352000,14284800,0,0,8847360000,1769472000,3739969665,14750393,0,0
4096,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,152526084,152644609,4280829,4290375,2154711,2139391,2149592,2136850,76408044,76374220,76271544,76255664,4194304,4194304,4194304,4194304,1073741824,1073741824,1073741824,1073741824,997628104,997446872,997863480,997436856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1073769780,1073764285,1073771392,1073768088,4194306,4194308,4194308,4194304,23609924061,0,0,4294967296,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,5921308672,19944445498,272630656,189481877504,2684354560,134217728,0,0,134217728,524288,23592247171,"<OVERFLOW>",16384,189465100288,0,0,0,0,0,0,4294967296,16777216,8053063680,2013265920,4160749568,16252928,0,0,10737418240,2147483676,4542280423,16780890,0,0
4352,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,188189867,188679676,3249959,3264576,1627546,1625621,1634282,1627653,94018240,94127084,94034876,94283976,4734976,4734976,4734976,4734976,1287913472,1287913472,1287913472,1287913472,1193883136,1193737448,1194034336,1193917436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287944705,1287951687,1287950220,1287949103,4734981,4734977,4734976,4734977,28304041136,0,0,5151653888,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,7101280256,23909078692,326714240,227240968192,3219783680,160989184,0,0,160989184,591872,28289508498,"<OVERFLOW>",18496,227222028288,0,0,0,0,0,0,5151653888,18939904,9659351040,2414837760,4990664704,18348032,0,0,12879134720,2575826958,5437711450,18947789,0,0
4608,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,251573056,252016747,3410281,3433860,1708326,1714670,1714585,1714587,125962641,125861537,125601641,125951167,5308416,5308416,5308416,5308416,1528823808,1528823808,1528823808,1528823808,1403220567,1402814119,1403364625,1402624109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1528859848,1528861983,1528861024,1528864537,5308416,5308416,5308417,5308416,33603784749,0,0,6115295232,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,8428437504,28426546593,387515264,269710000128,3822059520,191102976,0,0,191102976,663552,33591414166,"<OVERFLOW>",20736,269688766464,0,0,0,0,0,0,6115295232,21233664,11466178560,2866544640,5924192256,20570112,0,0,15288238080,3057647646,6499168121,21244440,0,0
4864,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,270611151,272050904,4126165,4115320,2052189,2058514,2065554,2050869,136326959,136049569,136658700,136277397,5914716,5914624,5914624,5914624,1798045696,1798045696,1798045696,1798045696,1662586664,1662784072,1662382220,1662411472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,1798088225,1798090656,1798096397,1798094084,5914624,5914624,5914624,5914625,39519929596,0,0,7192182784,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,9911431168,33394653573,455426944,317165797376,4495114240,224755712,0,0,224755712,739328,39503547265,"<OVERFLOW>",23104,317142138880,0,0,0,0,0,0,7192182784,23658496,13485342720,3371335680,6967427072,22919168,0,0,17980456960,3596091427,7610549715,23675080,0,0
5120,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,334985020,335769388,4279967,4272188,2134077,2139046,2127282,2127090,167155159,167317956,167806561,167202341,6553600,6553600,6553600,6553600,2097152000,2097152000,2097152000,2097152000,1930059540,1929501188,1930733996,1929648608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2097213525,2097201225,2097209660,2097201064,6553604,6553600,6553600,6553600,46083695619,0,0,8388608000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,11558912000,38961286739,530842496,369885184000,5242880000,262144000,0,0,262144000,819200,46071074644,"<OVERFLOW>",25600,369858969600,0,0,0,0,0,0,8388608000,26214400,15728640000,3932160000,8126464000,25395200,0,0,20971520000,4194304007,8890537051,26250206,0,0
5376,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,409466710,408371696,4640371,4641089,2316475,2311135,2326054,2308142,204251097,204075726,204089836,204858328,7225344,7225344,7225344,7225344,2427715584,2427715584,2427715584,2427715584,2223396696,2224625891,2223232467,2223250324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2427770669,2427771544,2427781896,2427784165,7225344,7225345,7225348,7225348,53364184958,0,0,9710862336,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,13379530752,45137182532,614155136,428144984064,6069288960,303464448,0,0,303464448,903168,53349188535,"<OVERFLOW>",28224,428116082688,0,0,0,0,0,0,9710862336,28901376,18207866880,4551966720,9407397888,27998208,0,0,24277155840,4855431217,10325695802,28926699,0,0
5632,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,455179388,453486616,5044655,5050826,2520582,2527371,2518382,2527275,228258819,226777988,227659864,226858988,7929856,7929856,7929856,7929856,2791309312,2791309312,2791309312,2791309312,2563868640,2564363232,2562823284,2565068008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2791376980,2791376884,2791379903,2791378277,7929856,7929856,7929856,7929856,"<OVERFLOW>",0,0,11165237248,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,15381938176,51888253182,705758080,"<OVERFLOW>",6978273280,348913664,0,0,348913664,991232,"<OVERFLOW>","<OVERFLOW>",30976,"<OVERFLOW>",0,0,0,0,0,0,11165237248,31719424,20934819840,5233704960,10816323584,30728192,0,0,27913093120,5582618675,11865819675,31746034,0,0
5888,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,533386199,525529453,5574545,5640680,2804943,2822361,2811393,2813511,265250703,262766100,263444848,264533217,8667136,8667136,8667136,8667136,3189506048,3189506048,3189506048,3189506048,2924471468,2925309928,2924245960,2924062652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3189579796,3189584664,3189583419,3189597489,8667140,8667137,8667138,8667136,"<OVERFLOW>",0,0,12758024192,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,17574785024,59282660377,806044544,"<OVERFLOW>",7973765120,398688256,0,0,398688256,1083392,"<OVERFLOW>","<OVERFLOW>",33856,"<OVERFLOW>",0,0,0,0,0,0,12758024192,34668544,23921295360,5980323840,12359335936,33585152,0,0,31895060480,6379012154,13553782039,34691842,0,0
