256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,363,3096,4096,4097,2048,2048,2048,2049,143,132,144,120,2072,2048,2048,2048,655360,655360,655360,655360,655224,655236,655200,655224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,655400,655400,655365,655360,2068,2048,2052,2053,3892616,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,5820416,3002539,1936201,186253312,0,0,0,0,1048576,2048,3425883,199656190,64,186056704,0,0,0,0,0,0,1048576,2048,0,0,0,0,0,0,0,0,1048601,2048,0,0
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,33348,32776,16385,16384,8193,8192,8192,8192,16391,16408,16388,16428,8192,8192,8192,8192,5242880,5242880,5242880,5242880,5226492,5226472,5226460,5226516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5242925,5242980,5242883,5242885,8193,8197,8192,8194,27912531,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,46350336,23867852,15448301,1483210752,0,0,0,0,8388608,8192,26582216,1662186616,256,1482424320,0,0,0,0,0,0,8388608,8192,0,0,0,0,0,0,0,0,8389622,8192,0,0
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,823200,823009,36865,36865,18432,18432,18432,18433,411575,411572,411452,411484,18752,18432,18432,18432,17694720,17694720,17694720,17694720,17283272,17283160,17283184,17283176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17694760,17694820,17694720,17694720,18433,18433,18432,18437,91215085,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,156192768,80676163,51309703,4998168576,0,0,0,0,28311552,18432,89673846,5623082590,576,4996399104,0,0,0,0,0,0,28311552,18432,0,0,0,0,0,0,0,0,28323263,18432,0,0
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2229259,2227496,65536,65536,32768,32769,32768,32769,1113852,1113836,1113800,1113596,32768,32768,32768,32768,41943040,41943040,41943040,41943040,40832128,40829436,40829288,40829336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,41943420,41943080,41943040,41943060,32773,32773,32773,32769,214032266,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,369950720,190929663,121348409,11838423040,0,0,0,0,67108864,32768,211898785,13385806822,1024,11835277312,0,0,0,0,0,0,67108864,32768,0,0,0,0,0,0,0,0,67125224,32768,0,0
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4330840,4330849,102401,102401,51200,51201,51200,51200,2166936,2165428,2166213,2165788,51200,51200,51200,51200,81920000,81920000,81920000,81920000,79754616,79754600,79754704,79754688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81920040,81920040,81920836,81920000,51202,51204,51200,51204,416284862,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,722227200,372919619,237000454,23111270400,0,0,0,0,131072000,51200,413225503,26217637060,1600,23106355200,0,0,0,0,0,0,131072000,51200,0,0,0,0,0,0,0,0,131171906,51200,0,0
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7459056,7459196,147457,147456,73729,73728,73728,73728,3730487,3728805,3729057,3729600,73728,73728,73728,73728,141557760,141557760,141557760,141557760,137828800,137829040,137832404,137829004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,141558592,141557812,141558815,141559444,73732,73733,73733,73728,716415812,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1247625216,644122565,409179761,39924006912,0,0,0,0,226492416,73728,714063721,45318209334,2304,39916929024,0,0,0,0,0,0,226492416,73728,0,0,0,0,0,0,0,0,226668486,73728,0,0
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,11642583,11642632,200704,200704,100352,100352,100352,100352,5821243,5822000,5821236,5823244,100352,100352,100352,100352,224788480,224788480,224788480,224788480,218968064,218968064,218968064,218968064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,224789500,224789412,224789316,224790729,100352,100353,100357,100352,1134149898,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,1980747776,1022870036,649164592,63383928832,0,0,0,0,359661568,100352,1133573934,72108901222,3136,63374295040,0,0,0,0,0,0,359661568,100352,0,0,0,0,0,0,0,0,360061566,100352,0,0
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,17604068,17624148,262145,262144,131072,131073,131072,131072,8803787,8800572,8809200,8801340,131072,131072,131072,131072,335544320,335544320,335544320,335544320,326744512,326744520,326744288,326744548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,335547308,335545180,335548921,335545247,131077,131072,131073,131072,1699131560,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,2956197888,1527049222,970721232,94598332416,0,0,0,0,536870912,131072,1692489084,107513678640,4096,94585749504,0,0,0,0,0,0,536870912,131072,0,0,0,0,0,0,0,0,537549065,131075,0,0
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,25036996,25040117,331777,331777,165888,165889,165888,165889,12516887,12517872,12515104,12514684,165888,165888,165888,165888,477757440,477757440,477757440,477757440,465244812,465244436,465242724,465241792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,477761604,477759321,477760579,477759316,165890,165892,165892,165889,2414874322,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4208578560,2173698384,1380363451,134674513920,0,0,0,0,764411904,165888,2409571725,153246253608,5184,134658588672,0,0,0,0,0,0,764411904,165888,0,0,0,0,0,0,0,0,765473246,165888,0,0
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,34401132,34493669,410201,409601,204800,204801,204800,204800,17210076,17224824,17272372,17280989,204800,204800,204800,204800,655360000,655360000,655360000,655360000,638097120,638126652,638170336,637929032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,655365740,655366175,655362912,655365048,204805,204801,204801,204801,3310333322,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,5772492800,2983263723,1889188284,184719769600,0,0,0,0,1048576000,204800,3309754614,210456044052,6400,184700108800,0,0,0,0,0,0,1048576000,204800,0,0,0,0,0,0,0,0,1051455908,204800,0,0
2816,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,45634451,45747381,495616,496073,247808,247808,247808,247808,22810715,22812808,22892332,22844240,247808,247808,247808,247808,872284160,872284160,872284160,872284160,849423832,849430184,849466940,849453936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,872291644,872290767,872291563,872289460,247808,247812,247812,248036,4401669689,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,7682543616,3966285334,2521834563,245841395712,0,0,0,0,1395654656,247808,4397419399,279472406228,7744,245817606144,0,0,0,0,0,0,1395654656,247808,0,0,0,0,0,0,0,0,1397022613,247808,0,0
3072,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,59207572,59173236,589825,589824,294912,294913,294912,294912,29631551,29590808,29615160,29588936,295188,294912,294912,294912,1132462080,1132462080,1132462080,1132462080,1102878696,1102878860,1102865500,1102854520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132468604,1132468607,1132467932,1132468305,294917,294912,294913,294913,5719524773,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,9973334016,5149856438,3271533102,319146688512,0,0,0,0,1811939328,294912,5708187385,363049815142,9216,319118376960,0,0,0,0,0,0,1811939328,294912,0,0,0,0,0,0,0,0,1813859298,294912,0,0
3328,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,77864392,77909000,692225,692224,346113,346112,346369,346112,38947163,39148304,38727784,38202100,346112,346112,346112,346112,1439825920,1439825920,1439825920,1439825920,1401325712,1400943172,1400763940,1400722028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1439833364,1439834408,1439832584,1439833557,346116,346116,346113,346112,7267177498,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,12679467008,6544930751,4162216658,405742944256,0,0,0,0,2303721472,346112,7257530741,461623802476,10816,405709717504,0,0,0,0,0,0,2303721472,346112,0,0,0,0,0,0,0,0,2306153501,346112,0,0
3584,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,93236023,94689085,802816,802817,401565,401408,401409,401408,46590335,46583789,46581992,46616673,401408,401408,401408,401408,1798307840,1798307840,1798307840,1798307840,1751683044,1751669976,1751718928,1751729596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798316079,1798315548,1798317409,1798315703,401408,401413,401413,401408,9060345644,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,15835545600,8169499967,5204957586,"<OVERFLOW>",0,0,0,0,2877292544,401408,9059163253,576034170830,12544,"<OVERFLOW>",0,0,0,0,0,0,2877292544,401408,0,0,0,0,0,0,0,0,2878920857,401408,0,0
3840,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,116259436,116358781,921601,921601,460800,460800,460800,460800,58692668,59813061,58438084,57793028,460800,460800,460800,460800,2211840000,2211840000,2211840000,2211840000,2152349880,2153594852,2152594788,2152019680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2211852872,2211854327,2211852752,2211851696,460805,460800,460800,460801,11153106818,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,19476172800,10043668802,6405777701,"<OVERFLOW>",0,0,0,0,3538944000,460800,11142045684,708184447006,14400,"<OVERFLOW>",0,0,0,0,0,0,3538944000,460800,0,0,0,0,0,0,0,0,3540574594,460800,0,0
4096,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,142528152,143487644,1048577,1048576,524288,524289,524288,524288,73191335,71855448,70036609,72590872,524288,524288,524288,524288,2684354560,2684354560,2684354560,2684354560,2613459388,2613662564,2612732500,2612424076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2684366852,2684365996,2684373200,2684367253,524289,524289,524289,524288,13529440666,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,23635951616,12178600178,7800647596,"<OVERFLOW>",0,0,0,0,4294967296,524288,13518993062,859087336860,16384,"<OVERFLOW>",0,0,0,0,0,0,4294967296,524288,0,0,0,0,0,0,0,0,4295681352,524288,0,0
