256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,675,260,28769,28446,14585,14382,14443,14374,151,108,1688,104,16384,16384,16384,16384,4325376,4325376,4325376,4325376,4325224,4325096,4325252,4325252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4325476,4325416,4325381,4325381,16384,16384,16384,16384,46938990,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,5820416,18974679,1952088,186253312,0,0,0,0,1048576,2048,35824743,2270527524,64,186056704,0,0,0,0,0,0,17301504,65536,0,0,16252928,63488,0,0,0,0,17311468,65536,0,0
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,22708,21617,123005,122663,61300,61489,61224,61069,10836,11688,10780,10833,65536,65536,65536,65536,34603008,34603008,34603008,34603008,34592240,34592172,34592200,34592196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,34603628,34603108,34603011,34603801,65537,65540,65538,65540,296268042,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,46350336,151408851,15555830,1483210752,0,0,0,0,8388608,8192,285978557,18037568252,256,1482424320,0,0,0,0,0,0,138412032,262144,0,0,130023424,253952,0,0,0,0,138447182,262144,0,0
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,820052,818753,282567,282124,140963,140291,140783,141102,410024,409408,410792,410924,147456,147456,147456,147456,116785152,116785152,116785152,116785152,116376436,116375448,116375724,116375540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,116786193,116786195,116785228,116786185,147456,147461,147456,147456,985143404,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,156192768,510788200,52436931,4998168576,0,0,0,0,28311552,18432,965110516,61042530460,576,4996399104,0,0,0,0,0,0,467140608,589824,0,0,438829056,571392,0,0,0,0,467472354,589824,0,0
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2231364,2231101,510383,512135,255155,255367,254922,254957,1115727,1116057,1115656,1116536,262144,262144,262144,262144,276824064,276824064,276824064,276824064,275710352,275710124,275710292,275710388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,276827484,276826300,276825925,276826164,262144,262144,262145,262145,2313257173,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,369950720,1210286358,124227396,11838423040,0,0,0,0,67108864,32768,2287390503,144766844476,1024,11835277312,0,0,0,0,0,0,1107296256,1048576,0,0,1040187392,1015808,0,0,0,0,1108112178,1048576,0,0
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4337620,4341709,801182,801217,400738,401346,401524,400769,2169155,2169529,2167816,2168521,409600,409600,409964,409600,540672000,540672000,540672000,540672000,538507552,538506744,538507076,538506500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,540677193,540676263,540675520,540679068,409600,409601,409605,409600,4518280273,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,722227200,2363243377,242586907,23111270400,0,0,0,0,131072000,51200,4467964504,281409923752,1600,23106355200,0,0,0,0,0,0,2162688000,1638400,0,0,2031616000,1587200,0,0,0,0,2164287728,1638400,0,0
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7486762,7510360,1160805,1156803,580082,580086,578622,580149,3766460,3750516,3751264,3753341,589824,589824,589824,589824,934281216,934281216,934281216,934281216,930538934,930539762,930537059,930533264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,934290520,934293967,934288024,934291445,589824,589824,589824,589824,7756594692,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1247625216,4082880921,419041693,39924006912,0,0,0,0,226492416,73728,7716397539,483923482054,2304,39916929024,0,0,0,0,0,0,3737124864,2359296,0,0,3510632448,2285568,0,0,0,0,3739733230,2359296,0,0
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,11681439,11732826,1583044,1581680,790815,791053,789970,791571,5852051,5855362,5838820,5854445,802816,802816,802816,802816,1483603968,1483603968,1483603968,1483603968,1477753940,1477768151,1477755132,1477756951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1483615961,1483615783,1483619897,1483615352,802816,802820,802820,802817,12304897206,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,1980747776,6482571359,665392931,63383928832,0,0,0,0,359661568,100352,12255999192,771069543330,3136,63374295040,0,0,0,0,0,0,5934415872,3211264,0,0,5574754304,3110912,0,0,0,0,5938433622,3211264,0,0
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,17528907,17772749,2071631,2071549,1035448,1035231,1035453,1034619,8874364,8866568,8818908,8864048,1048576,1048576,1048576,1048576,2214592512,2214592512,2214592512,2214592512,2205724488,2205830056,2205737580,2205693620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2214614188,2214614668,2214609823,2214615300,1048577,1048576,1048578,1048578,18333605906,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,2956197888,9675850660,993088310,94598332416,0,0,0,0,536870912,131072,18292916945,"<OVERFLOW>",4096,94585749504,0,0,0,0,0,0,8858370048,4194304,0,0,8321499136,4063232,0,0,0,0,8864465202,4194305,0,0
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,26347277,26294643,2617794,2617635,1309341,1309578,1308153,1309838,12952411,13080858,13092356,13036775,1327104,1327104,1327104,1327104,3153199104,3153199104,3153199104,3153199104,3140209402,3140195624,3140216587,3140194164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153227823,3153227443,3153227940,3153230496,1327108,1327106,1327104,1327104,26106814636,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4208578560,13775622434,1413748299,134674513920,0,0,0,0,764411904,165888,26036088071,"<OVERFLOW>",5184,134658588672,0,0,0,0,0,0,12612796416,5308416,0,0,11848384512,5142528,0,0,0,0,12621357778,5308416,0,0
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,35525488,35668256,3235049,3235285,1617434,1618178,1616847,1616564,17902338,17936711,17684775,17678486,1638400,1638400,1638400,1638400,4325376000,4325376000,4325376000,4325376000,4307762759,4307508352,4307539139,4307705819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4325412180,4325414651,4325420115,4325417444,1638404,1638401,1638401,1638400,35780393026,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,5772492800,18895649461,1939365020,184719769600,0,0,0,0,1048576000,204800,35728229881,"<OVERFLOW>",6400,184700108800,0,0,0,0,0,0,17301504000,6553600,0,0,16252928000,6348800,0,0,0,0,17313247490,6553600,0,0
