256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,76.330938,0.162576,0.993393,33.504937,65.439329,76.330938,0.162576,2.931133,0.000000,2.803308,0.000000,0.000000,0.000000,3.986111,460.775319,523.514638,138.207864,0.000000,0.000000,24.242424,12.500000,99.996786,0.000000,138.207864,0.000000,0.000000,100.000000,0.000000,0.638883,2842.000000,14.609868,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504,65536,0,5,0,499,57682,17301652,65543,0.000000,0.000000,0.000000,0.000000,138.209047,523.570555,0.000000,39.940000,99.894441,635268,270336,17371832,1050624,33554432,0,0,16777216,0,0,0,0,0,0.455557,1.626757,1.642007,0.000000,0.000000,0.157987,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",5820416,22880830,20929412,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,720896,0,0.000000,0,0.000000,17301504,65536,0,523.514638,0,140,1.118347,30.299327,0.011355,0.013303,0.000000,17.096201,48.710808,30.336168,0.000000
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,91.710930,0.162085,0.992835,40.428690,39.481142,91.710930,0.162085,2.937860,0.000000,2.810710,0.000000,0.000000,0.000000,58.813263,296.572445,315.849142,166.768347,0.000000,0.000000,24.242424,12.500000,99.968772,0.000000,166.768347,0.000000,0.000000,100.000000,0.000000,0.638267,5658.000000,14.596895,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,138412032,262144,0,4,0,48813,246145,138412161,262489,0.000000,0.000000,0.000000,0.000000,166.768503,316.264822,0.000000,4.819000,99.946978,5051757,2129920,138708222,8396800,268435456,0,0,134217728,0,0,0,0,0,0.455474,1.625085,1.667498,0.000000,0.000000,0.157558,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",46350336,182521141,166967214,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,2883584,0,0.000000,0,0.000000,138412032,262144,0,315.849142,0,5020,6.048441,30.317551,0.001580,0.016014,0.000000,17.165710,48.609545,30.209072,0.000000
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.990892,0.161759,0.988161,43.048264,28.026213,97.990892,0.161759,2.941881,0.000000,2.813193,0.000000,0.000000,0.000000,622.892940,213.753858,224.209710,177.574090,0.000000,0.000000,24.242424,12.500000,99.649838,0.000000,177.574090,0.000000,0.000000,100.000000,0.000000,0.637622,8474.000000,14.582640,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,467140608,589824,0,5,0,1638632,562318,467143556,589826,0.000000,0.000000,0.000000,0.000000,177.575211,224.210470,0.000000,1.900000,99.964598,17016602,7151616,468074973,28329984,905969664,0,0,452984832,0,0,0,0,0,0.452962,1.619259,1.677032,0.000000,0.000000,0.155699,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",156192768,615693344,563245341,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,6488064,0,0.000000,0,0.000000,467140608,589824,0,224.209710,0,0,0.000000,30.153353,0.000424,0.017102,0.000000,17.147038,48.794233,30.357777,0.000000
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.921932,0.161630,0.986306,43.450522,21.216075,98.921932,0.161630,2.943015,0.000000,2.814438,0.000000,0.000000,0.000000,722.730997,165.218858,169.728602,179.233404,0.000000,0.000000,24.242424,12.500000,99.597668,0.000000,179.233404,0.000000,0.000000,100.000000,0.000000,0.637909,11290.000000,14.589630,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,1107296256,1048576,0,8,0,4465001,1020715,1107308303,1048890,0.000000,0.000000,0.000000,0.000000,179.235354,169.779427,0.000000,1.294000,99.973428,40268050,16908288,1109154478,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.453431,1.623062,1.672968,0.000000,0.000000,0.155718,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",369950720,1458721174,1334498184,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,11534336,0,0.000000,0,0.000000,1107296256,1048576,0,169.728602,0,965,156.200000,30.192502,0.000176,0.017280,0.000000,17.214121,48.688022,30.221223,0.000000
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.903503,0.161717,0.983669,43.539791,17.007730,98.903503,0.161717,2.943733,0.000000,2.815185,0.000000,0.000000,0.000000,720.769357,132.972052,136.061845,179.601636,0.000000,0.000000,24.242424,12.500000,99.599470,0.000000,179.601636,0.000000,0.000000,100.000000,0.000000,0.637857,14106.000000,14.588489,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,2162688000,1638400,0,1,0,8679204,1601194,2162709756,1638953,0.000000,0.000000,0.000000,0.000000,179.603443,136.107769,0.000000,83.000000,99.978732,78601504,32972800,2165873869,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.452709,1.623190,1.672840,0.000000,0.000000,0.155899,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",722227200,2848271262,2605723206,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,18022400,0,0.000000,0,0.000000,2162688000,1638400,0,136.061845,0,3623,300.874000,30.167157,0.000090,0.017280,0.000000,17.223887,48.704228,30.206839,0.000000
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.467772,0.161682,0.984979,43.747685,14.240782,99.467772,0.161682,2.944234,0.000000,2.815684,0.000000,0.000000,0.000000,724.065135,111.949390,113.926262,180.459200,0.000000,0.000000,24.242424,12.500000,99.599679,0.000000,180.459200,0.000000,0.000000,100.000000,0.000000,0.637795,16922.000000,14.587098,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,3737124864,2359296,0,4,0,14994646,2318357,3737156149,2359305,0.000000,0.000000,0.000000,0.000000,180.460711,113.926697,0.000000,193.000000,99.982272,135777159,56918016,3742078579,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.454885,1.629651,1.679444,0.000000,0.000000,0.156774,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",1247625216,4920925878,4501885672,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,25952256,0,0.000000,0,0.000000,3737124864,2359296,0,113.926262,0,1580,76.295000,30.124310,0.000054,0.017380,0.000000,17.296157,48.658726,30.058903,0.000000
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.628562,0.161641,0.981717,43.815482,12.225301,99.628562,0.161641,2.944606,0.000000,2.816040,0.000000,0.000000,0.000000,717.831323,96.374878,97.802414,180.738862,0.000000,0.000000,24.242424,12.500000,99.604981,0.000000,180.738862,0.000000,0.000006,100.000000,0.000000,0.637649,19738.000000,14.583701,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,5934415872,3211264,0,5,0,23569417,3164392,5934480457,3211503,0.000000,0.000000,0.000000,0.000000,180.740829,97.809693,0.000000,152.000000,99.984801,215585959,90316800,5941646781,359761920,11509170176,0,0,5754585088,0,0,0,0,0,0.455521,1.634461,1.684056,0.000000,0.000000,0.156600,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",1980747776,7813270344,7147905548,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,35323904,0,0.000000,0,0.000000,5934415872,3211604,0,97.812769,0,80357,2.447356,30.102331,0.000034,0.017407,0.000000,17.350198,48.616800,29.931425,0.000000
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.832788,0.161591,"<OVERFLOW>",43.891759,10.715761,99.832788,0.161591,2.944976,0.000000,2.816308,0.000000,0.000000,0.000000,734.961400,84.578561,85.726091,181.053506,0.000000,0.000000,24.242424,12.500000,99.598057,0.000000,181.053506,0.000000,0.000006,100.000000,0.000000,0.637473,22554.000000,14.579737,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,8858370048,4194304,0,0,0,35959315,4138159,8858456280,4194309,0.000000,0.000000,0.000000,0.000000,181.055268,85.726194,0.000000,0.000000,99.986699,321807100,134742016,8868743342,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (1)","Low (1)","Idle (0)",2956197888,11662129533,10669043869,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,46137344,0,0.000000,0,0.000000,8858370048,4194876,0,85.737782,0,413350,8.448333,"<OVERFLOW>","<OVERFLOW>",0.017439,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.752243,0.161595,"<OVERFLOW>",43.862078,9.518680,99.752243,0.161595,2.945157,0.000000,2.816516,0.000000,0.000000,0.000000,747.628897,75.113098,76.149441,180.931072,0.000000,0.000000,24.242424,12.500000,99.587521,0.000000,180.931072,0.000000,0.000002,100.000000,0.000000,0.637522,25370.000000,14.580843,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,12612796416,5308416,0,13,0,52117588,5236172,12612909351,5308423,0.000000,0.000000,0.000000,0.000000,180.932692,76.149541,0.000000,186.000000,99.988175,458011425,191766528,12626911792,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",4208578560,16603501148,15189631806,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,58392576,0,0.000000,0,0.000000,12612796416,5308672,0,76.153113,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.017428,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.828458,0.161599,"<OVERFLOW>",43.916785,8.577496,99.828458,0.161599,2.945259,0.000000,2.816682,0.000000,0.000000,0.000000,746.001582,67.748394,68.619975,181.156736,0.000000,0.000000,24.242424,12.500000,99.587962,0.000000,181.156736,0.000000,0.000000,100.000000,0.000000,0.637551,28186.000000,14.581534,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504000,6553600,0,0,0,71247416,6470359,17301665559,6553822,0.000000,0.000000,0.000000,0.000000,181.158428,68.622300,0.000000,0.000000,99.989356,628160872,262963200,17319622408,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (1)","Low (1)","Idle (0)",5772492800,22773977532,20834682407,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,72089600,0,0.000000,0,0.000000,17301504000,6553600,0,68.619975,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.017443,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
