"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",8192,0,2.7905e-05,1,512,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,248912,139264,139264,4096,520192,407736,49152,28672,8192,8192,199707,11426004,2.599907,0.892295,23.71435,23.71435,5.146646,25.610626,33.479082,34.874044,20.885743,68,70.833333,2.719935,127,59.343179,1,1.000314,1.53125,1.5,49152,28681,12544,12288,3778,25765,25898,535.665311,312.569514,35.098818,35.279999,45062,40960,111437,94208,253952,122880,131072,0,0,0,0,0,4,2,2,477423,253952,0,5496832,253952,1318912,2375680,0.26569,0,6.91581,"Quadro"
"13",9216,0,3.056e-05,1,576,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,274493,156672,156672,4608,585216,458575,55296,32256,9216,9216,225358,12918968,2.608345,0.899698,24.06501,24.06501,12.093945,27.542541,33.974131,35.38972,20.873853,68,70.833333,2.730611,127,59.575098,1,1.00186,1.53125,1.5,55296,32316,14112,13824,9842,28948,28253,543.586103,317.681722,35.571584,34.717561,50695,46080,125453,105984,285696,138240,147456,0,0,0,0,0,4,3,2,537029,285696,0,6183936,285696,1483776,2672640,0.271045,0,6.843942,"Quadro"
"23",10240,0,3.3472e-05,1,640,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,295990,174080,174080,5120,650240,509671,61440,35840,10240,10240,251297,14572814,2.568322,0.9061,24.290154,24.290154,14.625441,25.937777,34.291982,35.720815,20.888158,68,70.833333,2.721469,127,59.372823,1,1,1.53125,1.5,61440,35840,15680,15360,13102,32166,31135,548.671717,320.058502,35.906117,34.755237,56323,51200,139337,117760,317440,153600,163840,0,0,0,0,0,4,3,2,596476,317440,0,6871040,317440,1648640,2969600,0.279289,0,6.766158,"Quadro"
"33",11264,0,3.6033e-05,1,704,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,320003,191488,191488,5632,715264,560250,67584,39424,11264,11264,272229,16179046,2.580048,0.911873,18.961441,18.961441,14.488835,20.220996,26.769094,27.884473,20.878597,68,70.833333,2.733444,127,59.632565,1,1.001243,1.53125,1.5,67584,39473,17248,16896,18290,35540,33805,428.305501,250.155407,28.153811,26.779392,61954,56320,153196,129536,349184,168960,180224,0,0,0,0,0,4,2,2,655894,349184,0,7558144,349184,1813504,3266560,0.284164,0,6.788124,"Quadro"
"43",12288,0,3.8848e-05,1,768,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,343039,208896,208896,6144,780288,610906,73728,43008,12288,12288,297066,17303712,2.466846,0.912874,19.202444,19.202444,17.162478,20.451132,27.109333,28.238888,20.883864,68,70.833333,2.759663,127,60.201605,1,1.000558,1.53125,1.5,73728,43032,18816,18432,23338,38717,37420,433.749321,253.161632,28.472006,27.518208,67599,61440,167169,141312,380928,184320,196608,0,0,0,0,0,4,3,2,715395,380928,0,8245248,380928,1978368,3563520,0.28918,0,6.772731,"Quadro"
"53",13312,0,4.1953e-05,1,832,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,365875,226304,226304,6656,845312,661761,79872,46592,13312,13312,319997,18733188,2.64398,0.91553,25.262139,25.262139,24.781687,26.870493,35.664196,37.150204,20.887167,68,70.833333,2.770084,127,60.427533,1,1.000129,1.53125,1.5,79872,46598,20384,19968,27750,41816,39951,570.627135,332.908694,37.343099,35.677591,73249,66560,181066,153088,412672,199680,212992,0,0,0,0,0,4,3,2,774826,412672,0,8932352,412672,2143232,3860480,0.293725,0,6.77767,"Quadro"
"63",14336,0,4.5888e-05,1,896,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,391397,243712,243712,7168,910336,712425,86016,50176,14336,14336,344827,20174696,2.654792,0.919297,19.533509,19.533509,19.560439,20.789619,27.576718,28.725748,20.880952,68,70.833333,2.756931,127,60.140617,1,1.000937,1.53125,1.5,86016,50223,21952,21504,30506,44893,43023,441.22749,257.623794,28.78538,27.586336,78845,71680,194985,164864,444416,215040,229376,0,0,0,0,0,4,3,2,834427,444416,0,9619456,444416,2308096,4157440,0.295693,0,6.762311,"Quadro"
"73",15360,0,4.9601e-05,1,960,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,411089,261120,261120,7680,975360,763206,92160,53760,15360,15360,367012,21788200,2.653875,0.919774,25.683788,25.683788,25.87264,27.31814,36.259466,37.770277,20.878714,68,70.833333,2.790544,127,60.872855,1,1.001228,1.53125,1.5,92160,53826,23520,23040,32880,48208,46583,580.151456,338.837156,37.933948,36.655267,84506,76800,208910,176640,476160,230400,245760,0,0,0,0,0,4,3,2,893913,476160,0,10306560,476160,2472960,4454400,0.301638,0,6.764804,"Quadro"
"83",16384,0,5.36e-05,1,1024,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,438697,278528,278528,8192,1040384,814107,98304,57344,16384,16384,389495,23023724,2.665143,0.921558,19.890686,19.890686,20.030086,21.508062,28.080969,29.251009,20.882389,68,70.833333,2.780001,127,60.641764,1,1.00075,1.53125,1.5,98304,57387,25088,24576,35060,51348,49168,449.295505,262.285575,29.335563,28.09011,90134,81920,222889,188416,507904,245760,262144,0,0,0,0,0,4,3,2,953354,507904,0,10993664,507904,2637824,4751360,0.301499,0,6.766847,"Quadro"
"93",17408,0,5.6545e-05,1,1088,16,16,11,1088,5,"bpnn_layerforward_CUDA",1,459096,295936,295936,8704,1105408,864778,104448,60928,17408,17408,413385,24521462,2.6663,0.924172,26.036122,26.036122,26.390853,27.691533,36.756878,38.288415,20.887905,68,70.833333,2.804002,127,61.163694,1,1.000033,1.53125,1.5,104448,60930,26656,26112,37496,54550,52406,588.110048,343.075456,38.393989,36.884975,95758,87040,236814,200192,539648,261120,278528,0,0,0,0,0,4,4,2,1012795,539648,0,11680768,539648,2802688,5048320,0.306109,0,6.77726,"Quadro"
