"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"8",8192,0,4.4577e-05,1,512,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,446186,917584,262176,4096,217113,341773,0,0,28677,8194,393237,23627410,0.551115,0.937115,42.788891,20.745592,16.833479,29.516827,25.932623,60.942233,0,70.212213,79.998047,1.03421,53.006104,23.786473,0,0,1.446351,1.999756,0,0,41477,16386,26592,96471,40986,0,0,61.068838,25.945283,16351,12288,82005,36871,0,0,0,0,1179760,131088,524320,0,1,3,1,373989,0,917584,2359376,262128,1179760,1048592,0,2.065702,2.179706,"Tesla-K20"
"18",9216,0,4.9921e-05,1,576,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,496262,1032272,294944,4608,244249,384309,0,0,32261,9218,443110,27002824,0.551734,0.949095,43.358681,21.021907,25.50135,29.670037,26.277954,61.753705,0,70.212275,79.998264,1.032265,53.005425,23.744556,0,0,1.446359,1.999783,0,0,46661,18434,44724,108608,46125,0,0,61.927615,26.300192,18397,13824,91740,41479,0,0,0,0,1327216,147472,589856,0,1,3,1,421031,0,1032272,2654288,294896,1327216,1179664,0,2.089395,2.115245,"Tesla-K20"
"28",10240,0,5.5233e-05,1,640,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,542906,1146960,327712,5120,271385,426254,0,0,35845,10242,489626,29718114,0.545575,0.948368,43.808035,21.239819,30.488297,29.829284,26.550293,62.393654,0,70.212324,79.998438,1.030677,53.004883,23.71238,0,0,1.446366,1.999805,0,0,51845,20482,58801,120522,51233,0,0,62.490614,26.564292,20438,15360,103074,46087,0,0,0,0,1474672,163856,655392,0,1,4,1,467583,0,1146960,2949200,327664,1474672,1310736,0,2.122075,2.081458,"Tesla-K20"
"38",11264,0,6.0513e-05,1,704,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,630071,1261648,360480,5632,298521,468840,0,0,39429,11266,538895,32870038,0.551991,0.952991,41.743553,20.238917,29.762348,28.398713,25.299096,59.45328,0,70.212364,79.99858,1.03147,53.004439,23.736621,0,0,1.446372,1.999822,0,0,57029,22530,66263,132541,56355,0,0,59.531433,25.312121,22483,16896,112691,50695,0,0,0,0,1622128,180240,720928,0,1,4,1,512408,0,1261648,3244112,360432,1622128,1441808,0,2.011341,2.064747,"Tesla-K20"
"48",12288,0,6.5761e-05,1,768,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,675623,1376336,393248,6144,325657,511679,0,0,43013,12290,586349,35876072,0.553158,0.952169,43.591405,21.134862,31.207845,29.654418,26.419007,62.085054,0,70.212398,79.998698,1.036591,53.004069,23.863949,0,0,1.446377,1.999837,0,0,62213,24578,72584,144565,61471,0,0,62.156427,26.429756,24542,18432,123683,55303,0,0,0,0,1769584,196624,786464,0,1,4,1,562101,0,1376336,3539024,393200,1769584,1572880,0,2.046241,2.061303,"Tesla-K20"
"58",13312,0,7.1234e-05,1,832,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,708318,1491024,426016,6656,352793,554366,0,0,46597,13314,638775,38754320,0.554611,0.956353,44.395278,21.524641,31.946622,30.161255,26.906205,63.229945,0,70.212426,79.998798,1.031167,53.003756,23.737818,0,0,1.446381,1.99985,0,0,67397,26626,79036,156601,66588,0,0,63.29866,26.915097,26578,19968,133615,59911,0,0,0,0,1917040,213008,852000,0,1,4,1,607178,0,1491024,3833936,425968,1917040,1703952,0,2.114428,2.030854,"Tesla-K20"
"68",14336,0,7.6514e-05,1,896,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,738426,1605712,458784,7168,379929,595899,0,0,50181,14338,683823,41769722,0.555771,0.954718,45.055833,21.844929,32.535415,30.736335,27.306543,64.170718,0,70.21245,79.998884,1.035468,53.003488,23.836139,0,0,1.446384,1.999861,0,0,72581,28674,85413,168668,71717,0,0,64.248806,27.318351,28619,21504,143386,64519,0,0,0,0,2064496,229392,917536,0,1,4,1,654175,0,1605712,4128848,458736,2064496,1835024,0,2.184224,2.028648,"Tesla-K20"
"78",15360,0,8.1602e-05,1,960,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,785629,1720400,491552,7680,407065,639844,0,0,53765,15362,731652,44898942,0.556974,0.958852,45.083777,21.858499,32.43129,30.63477,27.32348,64.210497,0,70.212471,79.998958,1.038001,53.003255,23.897669,0,0,1.446387,1.99987,0,0,77765,30722,91164,180708,76833,0,0,64.286271,27.333085,30664,23040,154572,69127,0,0,0,0,2211952,245776,983072,0,1,4,1,698971,0,1720400,4423760,491504,2211952,1966096,0,2.199623,2.037579,"Tesla-K20"
"88",16384,0,8.6914e-05,1,1024,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,854568,1835088,524320,8192,434201,682329,0,0,57349,16386,783232,47778084,0.557279,0.959343,44.80225,21.722022,32.193601,30.439665,27.152859,63.809516,0,70.21249,79.999024,1.042024,53.003052,23.994827,0,0,1.44639,1.999878,0,0,82949,32770,97135,192810,81956,0,0,63.903312,27.162802,32702,24576,163259,73735,0,0,0,0,2359408,262160,1048608,0,1,4,1,747837,0,1835088,4718672,524272,2359408,2097168,0,2.156982,2.019714,"Tesla-K20"
"98",17408,0,9.2482e-05,1,1088,16,16,21,0,3,"bpnn_adjust_weights_cuda",2,884000,1949776,557088,8704,461337,727002,0,0,60933,17410,827606,51075858,0.554982,0.960055,45.200409,21.915083,32.629354,30.729141,27.394168,64.376579,0,70.212506,79.999081,1.04638,53.002872,24.099598,0,0,1.446392,1.999885,0,0,88133,34818,103681,204688,87082,0,0,64.417176,27.405498,34747,26112,173766,78343,0,0,0,0,2506864,278544,1114144,0,1,4,1,794691,0,1949776,5013584,557040,2506864,2228240,0,2.215484,2.034056,"Tesla-K20"
