"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",8192,0,2.0576e-05,1,512,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,256902,139264,139264,4096,520192,407786,49152,28672,8192,8192,206475,11625336,2.521397,0.880447,24.205609,24.205609,0.020857,33.375876,34.172625,35.596485,20.846906,68,70.833333,2.738152,127,59.740575,1,1.005371,1.53125,1.5,49152,28826,12544,12288,15,25773,24862,546.762003,320.657582,35.837039,34.570305,45137,40960,111501,94208,253952,122880,131072,0,0,0,0,0,4,2,2,477410,253952,0,5496832,253952,1318912,2375680,0.257426,0,7.090206,"Tesla-K40"
"13",9216,0,2.288e-05,1,576,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,279207,156672,156672,4608,585216,458935,55296,32256,9216,9216,223931,12661334,2.619108,0.883536,24.802341,24.802341,0.010132,33.349675,35.015069,36.47403,20.851243,68,70.833333,2.749092,127,59.981758,1,1.004805,1.53125,1.5,55296,32411,14112,13824,8,28948,27669,560.241108,328.377723,36.661466,35.041665,50786,46080,125449,105984,285696,138240,147456,0,0,0,0,0,4,2,2,537244,285696,0,6183936,285696,1483776,2672640,0.266469,0,7.099861,"Tesla-K40"
"23",10240,0,2.5344e-05,1,640,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,302943,174080,174080,5120,650240,509669,61440,35840,10240,10240,246417,14040542,2.641019,0.890294,25.270771,25.270771,0.393694,33.940179,35.676383,37.162899,20.856855,68,70.833333,2.768739,127,60.407294,1,1.004074,1.53125,1.5,61440,35986,15680,15360,339,32261,31485,570.82213,334.336022,37.466009,36.564809,56416,51200,139277,117760,317440,153600,163840,0,0,0,0,0,4,2,2,596725,317440,0,6871040,317440,1648640,2969600,0.272879,0,7.12828,"Tesla-K40"
"33",11264,0,2.7456e-05,1,704,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,325626,191488,191488,5632,715264,560419,67584,39424,11264,11264,269052,15482468,2.63937,0.897389,25.631432,25.631432,3.880695,34.351216,36.185551,37.693283,20.882499,68,70.833333,2.794653,127,60.969905,1,1.000736,1.53125,1.5,67584,39453,17248,16896,3624,35345,34441,578.968821,337.980245,37.848553,36.880521,61984,56320,153187,129536,349184,168960,180224,0,0,0,0,0,4,2,2,656091,349184,0,7558144,349184,1813504,3266560,0.279257,0,7.075127,"Tesla-K40"
"43",12288,0,2.928e-05,1,768,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,354579,208896,208896,6144,780288,611161,73728,43008,12288,12288,303288,17427226,2.591234,0.903239,25.63742,25.63742,10.364147,36.484625,36.194004,37.702088,20.884222,68,70.833333,2.756355,127,60.132178,1,1.000512,1.53125,1.5,73728,43030,18816,18432,10556,38632,37851,579.104072,337.98351,37.929871,37.163066,67581,61440,167109,141312,380928,184320,196608,0,0,0,0,0,4,2,2,715654,380928,0,8245248,380928,1978368,3563520,0.279768,0,6.959511,"Tesla-K40"
"53",13312,0,3.1712e-05,1,832,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,379749,226304,226304,6656,845312,661916,79872,46592,13312,13312,320607,18577418,2.399737,0.905383,25.910443,25.910443,12.478011,34.62664,36.579449,38.103593,20.882213,68,70.833333,2.76804,127,60.385894,1,1.000773,1.53125,1.5,79872,46628,20384,19968,13623,41746,40383,585.271191,341.671989,38.237322,36.98888,73219,66560,181103,153088,412672,199680,212992,0,0,0,0,0,4,2,2,775123,412672,0,8932352,412672,2143232,3860480,0.282994,0,6.992892,"Tesla-K40"
"63",14336,0,3.3472e-05,1,896,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,403428,243712,243712,7168,910336,712884,86016,50176,14336,14336,350124,20421736,2.620788,0.911362,26.134833,26.134833,17.597088,34.856166,36.896234,38.433577,20.880799,68,70.833333,2.755228,127,60.106339,1,1.000957,1.53125,1.5,86016,50224,21952,21504,20512,44888,44370,590.339748,344.694284,38.509072,38.064684,78849,71680,194990,164864,444416,215040,229376,0,0,0,0,0,4,2,2,834670,444416,0,9619456,444416,2308096,4157440,0.286875,0,6.911482,"Tesla-K40"
"73",15360,0,3.5488e-05,1,960,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,424872,261120,261120,7680,975360,763807,92160,53760,15360,15360,374421,21905620,2.64004,0.914146,26.295456,26.295456,21.364252,34.8874,37.122997,38.669788,20.883435,68,70.833333,2.775478,127,60.546476,1,1.000614,1.53125,1.5,92160,53793,23520,23040,26519,48238,46096,593.967947,346.693986,38.861526,37.135887,84517,76800,208974,176640,476160,230400,245760,0,0,0,0,0,4,3,2,894177,476160,0,10306560,476160,2472960,4454400,0.291853,0,6.909759,"Tesla-K40"
"83",16384,0,3.7024e-05,1,1024,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,445833,278528,278528,8192,1040384,814169,98304,57344,16384,16384,394834,22843898,2.669691,0.91592,26.80369,26.80369,19.024184,35.623287,37.840504,39.417192,20.88145,68,70.833333,2.804594,127,61.179535,1,1.000872,1.53125,1.5,98304,57394,25088,24576,24711,51283,49250,605.448064,353.485984,39.481091,37.915951,90148,81920,222800,188416,507904,245760,262144,0,0,0,0,0,4,3,2,953532,507904,0,10993664,507904,2637824,4751360,0.296673,0,7.009478,"Tesla-K40"
"93",17408,0,3.9712e-05,1,1088,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,472797,295936,295936,8704,1105408,865162,104448,60928,17408,17408,416479,24441290,2.633404,0.916501,26.74091,26.74091,26.551515,35.781293,37.751873,39.324868,20.882476,68,70.833333,2.787687,127,60.810089,1,1.000739,1.53125,1.5,104448,60973,26656,26112,36730,54496,52249,604.029974,352.611056,39.394265,37.769945,95780,87040,236840,200192,539648,261120,278528,0,0,0,0,0,4,3,2,1013045,539648,0,11680768,539648,2802688,5048320,0.297238,0,6.872229,"Tesla-K40"
"103",18432,0,4.176e-05,1,1152,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,496752,313344,313344,9216,1170432,915879,110592,64512,18432,18432,445488,26228646,2.652844,0.919941,26.867775,26.867775,29.296768,35.563721,37.930977,39.511434,20.887442,68,70.833333,2.790891,127,60.87938,1,1.000093,1.53125,1.5,110592,64518,28224,27648,42709,57728,55746,606.895629,354.055376,39.599237,38.23966,101394,92160,250755,211968,571392,276480,294912,0,0,0,0,0,4,3,2,1073034,571392,0,12367872,571392,2967552,5345280,0.299546,0,6.887304,"Tesla-K40"
"113",19456,0,4.416e-05,1,1216,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,523764,330752,330752,9728,1235456,966805,116736,68096,19456,19456,465510,27696094,2.626791,0.920104,27.048058,27.048058,32.771171,35.789741,38.185493,39.776555,20.88409,68,70.833333,2.789545,127,60.850317,1,1.000529,1.53125,1.5,116736,68132,29792,29184,50092,60909,58401,610.96789,356.586351,39.847865,38.207082,107037,97280,264589,223744,603136,291840,311296,0,0,0,0,0,4,3,2,1131976,603136,0,13054976,603136,3132416,5642240,0.299881,0,6.85874,"Tesla-K40"
"123",20480,0,4.6272e-05,1,1280,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,542919,348160,348160,10240,1300480,1017488,122880,71680,20480,20480,488551,28808438,2.66207,0.921361,27.167932,27.167932,34.09975,35.985025,38.354727,39.952841,20.881718,68,70.833333,2.792816,127,60.920354,1,1.000837,1.53125,1.5,122880,71740,31360,30720,54624,64170,61577,613.675639,358.277102,40.058966,38.440251,112648,102400,278456,235520,634880,307200,327680,0,0,0,0,0,4,3,2,1191527,634880,0,13742080,634880,3297280,5939200,0.304527,0,6.844957,"Tesla-K40"
"133",21504,0,4.9248e-05,1,1344,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,568701,365568,365568,10752,1365504,1068120,129024,75264,21504,21504,511630,30531526,2.645311,0.924171,27.293162,27.293162,34.701784,36.091647,38.531523,40.137004,20.884886,68,70.833333,2.798121,127,61.035245,1,1.000425,1.53125,1.5,129024,75296,32928,32256,58100,67286,64723,616.504374,359.780454,40.188369,38.657549,118264,107520,292442,247296,666624,322560,344064,0,0,0,0,0,4,3,2,1251015,666624,0,14429184,666624,3462144,6236160,0.305257,0,6.84157,"Tesla-K40"
"143",22528,0,5.1974e-05,1,1408,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,600294,382976,382976,11264,1430528,1119292,135168,78848,22528,22528,542447,31893376,2.656619,0.925451,27.352316,27.352316,36.412427,36.19588,38.615034,40.223993,20.884547,68,70.833333,2.774697,127,60.525436,1,1.000469,1.53125,1.5,135168,78885,34496,33792,63729,70566,67612,617.840539,360.576105,40.31884,38.631032,123919,112640,306261,259072,698368,337920,360448,0,0,0,0,0,4,3,2,1310777,698368,0,15116288,698368,3627008,6533120,0.302963,0,6.721148,"Tesla-K40"
"153",23552,0,5.504e-05,1,1472,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,613602,400384,400384,11776,1495552,1169802,141312,82432,23552,23552,564893,33449780,2.658528,0.925224,27.56763,27.56763,36.903543,36.412208,38.919007,40.540633,20.885731,68,70.833333,2.811232,127,61.319986,1,1.000315,1.53125,1.5,141312,82458,36064,35328,66997,73816,70678,622.704117,363.35864,40.659611,38.931125,129541,117760,320253,270848,730112,353280,376832,0,0,0,0,0,4,3,2,1369940,730112,0,15803392,730112,3791872,6830080,0.309864,0,6.832037,"Tesla-K40"
"163",24576,0,5.7888e-05,1,1536,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,640650,417792,417792,12288,1560576,1220842,147456,86016,24576,24576,582390,34570854,2.670093,0.927505,27.564892,27.564892,36.940037,36.580592,38.915141,40.536606,20.881182,68,70.833333,2.813453,127,61.368604,1,1.000907,1.53125,1.5,147456,86094,37632,36864,69986,76965,73754,622.642261,363.537346,40.623696,38.928865,135205,122880,334059,282624,761856,368640,393216,0,0,0,0,0,4,3,2,1429535,761856,0,16490496,761856,3956736,7127040,0.309685,0,6.810207,"Tesla-K40"
"173",25600,0,6.0096e-05,1,1600,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,660717,435200,435200,12800,1625600,1271264,153600,89600,25600,25600,604704,35915758,2.664499,0.927201,27.794383,27.794383,37.480521,36.886313,39.239128,40.874092,20.888158,68,70.833333,2.822067,127,61.55553,1,1,1.53125,1.5,153600,89600,39200,38400,73358,80231,76825,627.826054,366.231865,40.992116,39.251902,140807,128000,347992,294400,793600,384000,409600,0,0,0,0,0,4,3,2,1488915,793600,0,17177600,793600,4121600,7424000,0.312792,0,6.801554,"Tesla-K40"
"183",26624,0,6.2848e-05,1,1664,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,684360,452608,452608,13312,1690624,1322309,159744,93184,26624,26624,633383,37697148,2.686383,0.929955,27.784856,27.784856,37.603553,36.944979,39.225679,40.860082,20.885928,68,70.833333,2.822693,127,61.568657,1,1.00029,1.53125,1.5,159744,93211,40768,39936,76569,83472,80141,627.610861,366.212415,40.993663,39.357787,146428,133120,361973,306176,825344,399360,425984,0,0,0,0,0,4,3,2,1548368,825344,0,17864704,825344,4286464,7720960,0.314065,0,6.802967,"Tesla-K40"
"193",27648,0,6.4448e-05,1,1728,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,711069,470016,470016,13824,1755648,1373223,165888,96768,27648,27648,651582,38892882,2.688712,0.930673,27.88175,27.88175,37.886094,37.007671,39.362471,41.002574,20.885931,68,70.833333,2.809781,127,61.288544,1,1.000289,1.53125,1.5,165888,96796,42336,41472,79833,86513,82964,629.799539,367.489367,41.0562,39.371963,152105,138240,375832,317952,857088,414720,442368,0,0,0,0,0,4,3,2,1608173,857088,0,18551808,857088,4451328,8017920,0.313894,0,6.764087,"Tesla-K40"
"203",28672,0,6.608e-05,1,1792,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,735177,487424,487424,14336,1820672,1423714,172032,100352,28672,28672,676816,40307974,2.673857,0.931241,27.969315,27.969315,38.090564,36.937876,39.486092,41.131346,20.885014,68,70.833333,2.81108,127,61.31514,1,1.000409,1.53125,1.5,172032,100393,43904,43008,82976,89760,86210,631.777468,368.687426,41.204794,39.575148,157721,143360,389792,329728,888832,430080,458752,0,0,0,0,0,5,3,2,1667423,888832,0,19238912,888832,4616192,8314880,0.314845,0,6.77952,"Tesla-K40"
"213",29696,0,6.7776e-05,1,1856,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,754824,504832,504832,14848,1885696,1474368,178176,103936,29696,29696,701954,41889160,2.696482,0.932423,28.048826,28.048826,38.193324,37.047884,39.598343,41.248274,20.88416,68,70.833333,2.827816,127,61.679316,1,1.00052,1.53125,1.5,178176,103990,45472,44544,85927,93010,89197,633.573487,369.776552,41.341616,39.646792,163347,148480,403672,341504,920576,445440,475136,0,0,0,0,0,5,3,2,1726859,920576,0,19926016,920576,4781056,8611840,0.317602,0,6.766056,"Tesla-K40"
"223",30720,0,7.1424e-05,1,1920,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,778992,522240,522240,15360,1950720,1525330,184320,107520,30720,30720,723791,43279042,2.694465,0.932923,28.043584,28.043584,38.256638,37.050352,39.590942,41.240565,20.885725,68,70.833333,2.828553,127,61.695927,1,1.000316,1.53125,1.5,184320,107554,47040,46080,89054,96252,92182,633.455077,369.63231,41.348821,39.600393,168960,153600,417708,353280,952320,460800,491520,0,0,0,0,0,5,3,2,1786822,952320,0,20613120,952320,4945920,8908800,0.31836,0,6.764246,"Tesla-K40"
"233",31744,0,7.3608e-05,1,1984,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,803763,539648,539648,15872,2015744,1576266,190464,111104,31744,31744,750528,44835970,2.678854,0.933426,28.17662,28.17662,38.660982,37.235777,39.778757,41.436205,20.887465,68,70.833333,2.827635,127,61.675029,1,1.00009,1.53125,1.5,190464,111114,48608,47616,92556,99357,95284,636.460115,371.301816,41.501785,39.800478,174611,158720,431664,365056,984064,476160,507904,0,0,0,0,0,5,3,2,1845793,984064,0,21300224,984064,5110784,9205760,0.318834,0,6.737116,"Tesla-K40"
"243",32768,0,7.424e-05,1,2048,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,827982,557056,557056,16384,2080768,1626837,196608,114688,32768,32768,771414,46073390,2.700315,0.934245,28.241635,28.241635,38.65014,37.291839,39.870543,41.531816,20.886212,68,70.833333,2.831026,127,61.749106,1,1.000253,1.53125,1.5,196608,114717,50176,49152,95295,102538,98347,637.928688,372.219164,41.587786,39.887983,180221,163840,445560,376832,1015808,491520,524288,0,0,0,0,0,5,3,2,1905260,1015808,0,21987328,1015808,5275648,9502720,0.319492,0,6.77833,"Tesla-K40"
"253",33792,0,7.7536e-05,1,2112,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,849306,574464,574464,16896,2145792,1677454,202752,118272,33792,33792,796413,47553310,2.700407,0.935066,28.254405,28.254405,38.902139,37.30071,39.888572,41.550596,20.88549,68,70.833333,2.840189,127,61.948321,1,1.000347,1.53125,1.5,202752,118313,51744,50688,98869,105893,101403,638.217155,372.422399,41.665883,39.899196,185859,168960,459472,388608,1047552,506880,540672,0,0,0,0,0,5,3,2,1964748,1047552,0,22674432,1047552,5440512,9799680,0.321203,0,6.751988,"Tesla-K40"
"263",34816,0,8.0288e-05,1,2176,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,876822,591872,591872,17408,2210816,1728288,208896,121856,34816,34816,818068,49182128,2.692004,0.93573,28.316531,28.316531,38.964701,37.387818,39.976279,41.641958,20.887084,68,70.833333,2.834301,127,61.819167,1,1.00014,1.53125,1.5,208896,121873,53312,52224,101805,109055,104552,639.62047,373.163993,41.739556,40.016084,191497,174080,473279,400384,1079296,522240,557056,0,0,0,0,0,5,3,2,2024098,1079296,0,23361536,1079296,5605376,10096640,0.320552,0,6.774628,"Tesla-K40"
"273",35840,0,8.1952e-05,1,2240,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,896148,609280,609280,17920,2275840,1778997,215040,125440,35840,35840,847159,50773818,2.689959,0.936472,28.417634,28.417634,39.121635,37.562695,40.119013,41.790639,20.885336,68,70.833333,2.833371,127,61.798917,1,1.000367,1.53125,1.5,215040,125486,54880,53760,104847,112153,107559,641.904211,374.581435,41.847728,40.133565,197123,179200,487139,412160,1111040,537600,573440,0,0,0,0,0,5,3,2,2083777,1111040,0,24048640,1111040,5770240,10393600,0.322863,0,6.753213,"Tesla-K40"
"283",36864,0,8.4032e-05,1,2304,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,922488,626688,626688,18432,2340864,1829935,221184,129024,36864,36864,867505,51788512,2.709086,0.936483,28.449157,28.449157,39.189498,37.538535,40.163516,41.836996,20.88613,68,70.833333,2.831832,127,61.765752,1,1.000264,1.53125,1.5,221184,129058,56448,55296,107910,115587,110610,642.616254,374.958263,41.977542,40.170053,202741,184320,501192,423936,1142784,552960,589824,0,0,0,0,0,5,3,2,2143321,1142784,0,24735744,1142784,5935104,10690560,0.322606,0,6.756167,"Tesla-K40"
"293",37888,0,8.6688e-05,1,2368,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,944184,644096,644096,18944,2405888,1880987,227328,132608,37888,37888,893279,53246260,2.709526,0.936973,28.516949,28.516949,39.411279,37.637824,40.259222,41.936689,20.883632,68,70.833333,2.841203,127,61.969501,1,1.000588,1.53125,1.5,227328,132686,58016,56832,111270,118486,113714,644.147547,375.973753,41.96715,40.276931,208404,189440,515017,435712,1174528,568320,606208,0,0,0,0,0,5,3,2,2202639,1174528,0,25422848,1174528,6099968,10987520,0.323948,0,6.74804,"Tesla-K40"
"303",38912,0,8.9024e-05,1,2432,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,972612,661504,661504,19456,2470912,1931571,233472,136192,38912,38912,914217,54767968,2.707433,0.937664,28.540425,28.540425,39.578923,37.686076,40.292364,41.971213,20.887197,68,70.833333,2.828102,127,61.684286,1,1.000125,1.53125,1.5,233472,136209,59584,58368,114669,121775,116770,644.677829,376.109009,42.031616,40.3041,214032,194560,528927,447488,1206272,583680,622592,0,0,0,0,0,5,3,2,2262064,1206272,0,26109952,1206272,6264832,11284480,0.322979,0,6.721472,"Tesla-K40"
"313",39936,0,9.136e-05,1,2496,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,995016,678912,678912,19968,2535936,1982386,239616,139776,39936,39936,939745,56425366,2.699852,0.938634,28.569186,28.569186,39.55868,37.737085,40.332968,42.013508,20.88502,68,70.833333,2.832907,127,61.789045,1,1.000408,1.53125,1.5,239616,139833,61152,59904,117508,124968,119826,645.327485,376.594544,42.070065,40.339027,219690,199680,542860,459264,1238016,599040,638976,0,0,0,0,0,5,3,2,2321839,1238016,0,26797056,1238016,6429696,11581440,0.324015,0,6.715573,"Tesla-K40"
"323",40960,0,9.2992e-05,1,2560,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1013004,696320,696320,20480,2600960,2032863,245760,143360,40960,40960,962954,57573810,2.712509,0.938172,28.649939,28.649939,39.683655,37.80449,40.446973,42.132263,20.886762,68,70.833333,2.849413,127,62.14826,1,1.000181,1.53125,1.5,245760,143386,62720,61440,120561,128093,122929,647.151567,377.573545,42.162875,40.463102,225271,204800,556761,471040,1269760,614400,655360,0,0,0,0,0,5,3,2,2381136,1269760,0,27484160,1269760,6594560,11878400,0.326422,0,6.761633,"Tesla-K40"
"333",41984,0,9.5776e-05,1,2624,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1038537,713728,713728,20992,2665984,2083741,251904,146944,41984,41984,980684,58886136,2.712859,0.938219,28.666473,28.666473,39.858851,37.851273,40.470314,42.156577,20.887006,68,70.833333,2.847395,127,62.104058,1,1.00015,1.53125,1.5,251904,146966,64288,62976,124049,131514,126008,647.525027,377.779484,42.25747,40.488308,230925,209920,570669,482816,1301504,629760,671744,0,0,0,0,0,5,3,2,2440638,1301504,0,28171264,1301504,6759424,12175360,0.326357,0,6.743139,"Tesla-K40"
"343",43008,0,9.8112e-05,1,2688,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1067745,731136,731136,21504,2731008,2134609,258048,150528,43008,43008,1009816,61001914,2.693273,0.939985,28.659601,28.659601,39.857266,37.846529,40.460613,42.146472,20.886727,68,70.833333,2.835833,127,61.852169,1,1.000186,1.53125,1.5,258048,150556,65856,64512,127100,134551,129048,647.369812,377.702635,42.193824,40.468139,236593,215040,584488,494592,1333248,645120,688128,0,0,0,0,0,5,3,2,2500223,1333248,0,28858368,1333248,6924288,12472320,0.325171,0,6.696436,"Tesla-K40"
"353",44032,0,0.000100065,1,2752,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1085655,748544,748544,22016,2796032,2185302,264192,154112,44032,44032,1035794,61966004,2.71359,0.939671,28.72655,28.72655,39.946017,37.90991,40.55513,42.244927,20.88656,68,70.833333,2.848304,127,62.123427,1,1.000208,1.53125,1.5,264192,154144,67424,66048,130112,137764,132142,648.88208,378.593142,42.295277,40.569253,242209,220160,598464,506368,1364992,660480,704512,0,0,0,0,0,5,3,2,2559515,1364992,0,29545472,1364992,7089152,12769280,0.327421,0,6.728546,"Tesla-K40"
"363",45056,0,0.000101824,1,2816,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1109391,765952,765952,22528,2861056,2236093,270336,157696,45056,45056,1052654,63373630,2.71474,0.939573,28.75738,28.75738,40.038789,37.941697,40.598655,42.290265,20.887572,68,70.833333,2.851882,127,62.201564,1,1.000076,1.53125,1.5,270336,157708,68992,67584,133304,140953,135198,649.578475,378.949611,42.33622,40.607665,247820,225280,612410,518144,1396736,675840,720896,0,0,0,0,0,5,3,2,2618969,1396736,0,30232576,1396736,7254016,13066240,0.327868,0,6.740476,"Tesla-K40"
"373",46080,0,0.000104704,1,2880,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1132317,783360,783360,23040,2926080,2287190,276480,161280,46080,46080,1075787,64880618,2.714476,0.940448,28.782359,28.782359,40.050747,37.976724,40.633919,42.326999,20.885009,68,70.833333,2.85146,127,62.192081,1,1.000409,1.53125,1.5,276480,161346,70560,69120,136256,144262,138264,650.142704,379.40511,42.404011,40.640973,253432,230400,626218,529920,1428480,691200,737280,0,0,0,0,0,5,3,2,2678501,1428480,0,30919680,1428480,7418880,13363200,0.32853,0,6.734105,"Tesla-K40"
"383",47104,0,0.000106496,1,2944,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1163364,800768,800768,23552,2991104,2337567,282624,164864,47104,47104,1105551,66237312,2.716797,0.940045,28.792113,28.792113,40.250451,37.983809,40.647689,42.341343,20.887551,68,70.833333,2.845659,127,62.065353,1,1.000079,1.53125,1.5,282624,164877,72128,70656,139931,147373,141352,650.363027,379.408347,42.391105,40.659195,259088,235520,640168,541696,1460224,706560,753664,0,0,0,0,0,5,3,2,2737948,1460224,0,31606784,1460224,7583744,13660160,0.326868,0,6.707312,"Tesla-K40"
"393",48128,0,0.000108448,1,3008,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1179855,818176,818176,24064,3056128,2388354,288768,168448,48128,48128,1124074,67668604,2.719628,0.940904,28.857632,28.857632,40.275178,38.093192,40.740187,42.437694,20.8856,68,70.833333,2.852597,127,62.216589,1,1.000332,1.53125,1.5,288768,168504,73696,72192,142736,150546,144408,651.842987,380.368152,42.478891,40.746959,264706,240640,654246,553472,1491968,721920,770048,0,0,0,0,0,5,3,2,2797783,1491968,0,32293888,1491968,7748608,13957120,0.329306,0,6.743211,"Tesla-K40"
"403",49152,0,0.00011072,1,3072,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1201779,835584,835584,24576,3121152,2439098,294912,172032,49152,49152,1146028,69080642,2.72258,0.941257,28.871345,28.871345,40.324464,38.085199,40.759546,42.457861,20.886727,68,70.833333,2.857419,127,62.321558,1,1.000186,1.53125,1.5,294912,172064,75264,73728,145882,153769,147476,652.152742,380.493196,42.504575,40.765075,270336,245760,668082,565248,1523712,737280,786432,0,0,0,0,0,5,3,2,2856965,1523712,0,32980992,1523712,7913472,14254080,0.330177,0,6.730499,"Tesla-K40"
"413",50176,0,0.000113056,1,3136,16,16,11,1088,2,"bpnn_layerforward_CUDA",1,1226709,852992,852992,25088,3186176,2489935,301056,175616,50176,50176,1169776,70469586,2.720298,0.94128,28.970623,28.970623,40.474208,38.205173,40.899704,42.603858,20.886843,68,70.833333,2.851877,127,62.20074,1,1.000171,1.53125,1.5,301056,175646,76832,75264,148962,156956,150548,654.395257,381.795776,42.646244,40.905138,275988,250880,681922,577024,1555456,752640,802816,0,0,0,0,0,5,3,2,2916489,1555456,0,33668096,1555456,8078336,14551040,0.330206,0,6.740014,"Tesla-K40"
