"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"8",8192,0,4.0768e-05,1,512,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,619732,917584,262176,4096,241691,201876,0,0,28677,8194,563217,34852892,0.428988,0.967304,49.224372,23.865744,7.879511,17.806822,29.832908,70.10799,0,70.212213,79.998047,0.435229,59.006592,9.932509,0,0,8.070893,4.999512,0,0,231449,40966,10820,96514,40972,0,0,70.284951,29.837278,4097,4097,163854,53255,0,0,0,0,1179760,131088,524320,0,0,2,1,223253,0,917584,2883696,131072,1179760,1441792,0,23.79577,0.509894,"GTX-970"
"18",9216,0,4.7872e-05,1,576,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,720919,1032272,294944,4608,271899,227009,0,0,32261,9218,631788,38244234,0.427368,0.945833,48.514904,23.521836,12.262387,20.74334,29.402933,69.097468,0,70.212275,79.998264,0.437643,59.005859,9.989799,0,0,8.070953,4.999566,0,0,260377,46086,19220,108414,46092,0,0,69.168286,29.406762,4609,4609,184334,59911,0,0,0,0,1327216,147472,589856,0,0,2,1,250704,0,1032272,3244144,147456,1327216,1622016,0,23.012571,0.512667,"GTX-970"
"28",10240,0,5.104e-05,1,640,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,767959,1146960,327712,5120,302107,252184,0,0,35845,10242,703130,43057130,0.428483,0.962034,57.934294,28.088773,14.88779,27.432564,35.111652,82.512999,0,70.212324,79.998438,0.433846,59.005273,9.906312,0,0,8.071,4.999609,0,0,289305,51206,21712,120574,51212,0,0,82.67688,35.115766,5121,5121,204814,66567,0,0,0,0,1474672,163856,655392,0,0,3,1,278490,0,1146960,3604592,163840,1474672,1802240,0,24.003104,0.503521,"GTX-970"
"38",11264,0,5.5904e-05,1,704,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,835082,1261648,360480,5632,332315,277122,0,0,39429,11266,768541,47513156,0.431793,0.963666,49.999427,24.24169,13.444831,25.282694,30.30265,71.211712,0,70.212364,79.99858,0.437378,59.004794,9.988416,0,0,8.071039,4.999645,0,0,318233,56326,24991,132614,56332,0,0,71.344595,30.305878,5633,5633,225294,73223,0,0,0,0,1622128,180240,720928,0,0,2,1,306069,0,1261648,3965040,180224,1622128,1982464,0,24.280969,0.504651,"GTX-970"
"48",12288,0,6.08e-05,1,768,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,905297,1376336,393248,6144,362523,302093,0,0,43013,12290,837253,50928362,0.432991,0.957219,50.277689,24.37664,15.954709,26.562088,30.471296,71.607993,0,70.212398,79.998698,0.437313,59.004395,9.98869,0,0,8.071072,4.999675,0,0,347161,61446,32173,144646,61452,0,0,71.730481,30.474272,6145,6145,245774,79879,0,0,0,0,1769584,196624,786464,0,0,3,1,333818,0,1376336,4325488,196608,1769584,2162688,0,24.433749,0.507139,"GTX-970"
"58",13312,0,6.5888e-05,1,832,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,968144,1491024,426016,6656,392731,327335,0,0,46597,13314,901838,56351758,0.43563,0.976335,50.504664,24.48672,21.055949,27.358341,30.608859,71.931233,0,70.212426,79.998798,0.436104,59.004056,9.962613,0,0,8.071099,4.9997,0,0,376089,66566,45791,156674,66572,0,0,72.042971,30.611618,6657,6657,266254,86535,0,0,0,0,1917040,213008,852000,0,0,3,1,361552,0,1491024,4685936,212992,1917040,2342912,0,24.751483,0.49975,"GTX-970"
"68",14336,0,7.1679e-05,1,896,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,1058107,1605712,458784,7168,422939,352473,0,0,50181,14338,969240,59921426,0.432727,0.963351,50.361139,24.417161,24.42525,27.165518,30.521877,71.726793,0,70.21245,79.998884,0.439411,59.003767,10.038919,0,0,8.071123,4.999721,0,0,405017,71686,57367,168710,71692,0,0,71.831959,30.524431,7169,7169,286734,93191,0,0,0,0,2064496,229392,917536,0,0,3,1,389027,0,1605712,5046384,229376,2064496,2523136,0,24.389027,0.498424,"GTX-970"
"78",15360,0,7.5743e-05,1,960,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,1106450,1720400,491552,7680,453147,377461,0,0,53765,15362,1037666,64286594,0.436698,0.965698,51.18721,24.817699,25.662269,27.254069,31.022527,72.903303,0,70.212471,79.998958,0.44008,59.003516,10.05526,0,0,8.071143,4.99974,0,0,433945,76806,63535,180598,76812,0,0,72.944905,31.024951,7681,7681,307214,99847,0,0,0,0,2211952,245776,983072,0,0,3,1,416699,0,1720400,5406832,245760,2211952,2703360,0,24.98929,0.496777,"GTX-970"
"88",16384,0,7.9488e-05,1,1024,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,1173873,1835088,524320,8192,483355,402619,0,0,57349,16386,1108395,69358266,0.435156,0.971553,59.797514,28.992359,28.590252,31.439502,36.240891,85.166492,0,70.21249,79.999024,0.437374,59.003296,9.994685,0,0,8.071161,4.999756,0,0,462873,81926,64631,192630,81932,0,0,85.212055,36.243545,8193,8193,327694,106503,0,0,0,0,2359408,262160,1048608,0,0,3,1,444530,0,1835088,5767280,262144,2359408,2883584,0,25.124183,0.492927,"GTX-970"
"98",17408,0,8.6464e-05,1,1088,16,16,21,0,7,"bpnn_adjust_weights_cuda",2,1264047,1949776,557088,8704,513563,427719,0,0,60933,17410,1167818,72282222,0.439763,0.965607,51.412371,24.926906,26.402776,27.351728,31.158991,73.223951,0,70.212506,79.999081,0.441525,59.003102,10.089782,0,0,8.071177,4.99977,0,0,491801,87046,73759,204662,87052,0,0,73.260821,31.161139,8705,8705,348174,113159,0,0,0,0,2506864,278544,1114144,0,0,3,1,471889,0,1949776,6127728,278528,2506864,3063808,0,24.790059,0.495006,"GTX-970"
