"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"9",20,0,1.5489e-05,51,1,256,1,31,11872,4,"kernel",5,216664,398055,132753,408,227970,119569,0,0,12648,4284,163609,4008518,1.38852,0.401237,31.086381,29.243892,15.86426,30.649991,35.760672,54.210232,0,57.344121,81.776685,1.696261,558.75,30.3491,0,0,1.504981,1.929505,0,0,19035,8266,9002,31488,20298,0,0,55.491427,35.771246,15228,8925,32226,16932,0,0,0,0,0,0,0,26112,1,2,1,198438,26112,0,4725201,158712,596343,356745,0,0,2.35238,"Titan"
"12",20,0,0.021688,51,1,256,1,31,11872,4,"kernel",5,253708196,987003867,28792458,408,292754025,193932082,36190467,5151,40066008,923406,245070227,7174344642,1.194753,0.457486,126.583514,5.028105,5.82952,8.315024,9.319876,182.977984,37.356944,69.179642,53.950346,1.665701,717534.375,30.716269,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4172700,130982584,6674732,406.881672,58.951803,182.990758,9.325013,49937943,28259406,108884919,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,3,1,1,300998324,1010953824,0,3304670637,495940677,1887066605,109551875,1.933603,0,3.518545,"Titan"
"15",20,0,0.021682,51,1,256,1,31,11872,4,"kernel",5,253625834,987003867,28792458,408,292754025,193925352,36190467,5151,40066008,923406,244970135,7176456014,1.19504,0.457497,126.583591,5.028108,5.836504,8.308831,9.319881,182.978096,37.356944,69.179642,53.950346,1.665457,717534.375,30.712074,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4177697,130980197,6674736,406.88192,58.951838,182.987535,9.325024,49930929,28259406,108883710,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,3,1,1,300991288,1010953824,0,3304670614,495940677,1887066607,109551877,1.934231,0,3.516702,"Titan"
"18",20,0,0.021669,51,1,256,1,31,11872,4,"kernel",5,253584884,987003867,28792458,408,292754055,193933120,36190467,5151,40066008,923406,244868983,7171386650,1.194806,0.457426,126.584932,5.028162,5.836006,8.309988,9.31998,182.980035,37.356944,69.179642,53.950346,1.666479,717534.448529,30.730825,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4177296,130981682,6674613,406.88623,58.952463,182.991548,9.324951,49927162,28259416,108881422,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,3,1,1,301002424,1010953820,0,3304670647,495940682,1887066598,109551869,1.934543,0,3.51628,"Titan"
"21",20,0,0.02167,51,1,256,1,31,11872,4,"kernel",5,253612814,987003867,28792458,408,292754025,193930297,36190467,5151,40066008,923406,244986387,7172714788,1.195777,0.457478,126.582523,5.028066,5.831122,8.305005,9.319803,182.976552,37.356943,69.179642,53.950346,1.6656,717534.375,30.714974,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4173880,130981859,6674740,406.878486,58.951342,182.988312,9.324951,49932477,28259406,108885251,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,3,1,1,300990017,1010953824,0,3304670679,495940677,1887066572,109551842,1.93433,0,3.517717,"Titan"
"24",20,0,0.021669,51,1,256,1,31,11872,4,"kernel",5,253624952,987003867,28792458,408,292754055,193929075,36190467,5151,40066008,923406,244917517,7170373662,1.194754,0.457448,126.566824,5.027442,5.835364,8.312505,9.318647,182.953859,37.356943,69.179642,53.950346,1.665287,717534.448529,30.709362,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4177434,130981930,6674746,406.828025,58.94403,182.965717,9.323803,49934408,28259416,108884410,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,3,1,1,300984802,1010953820,0,3304670594,495940682,1887066563,109551834,1.934238,0,3.516509,"Titan"
"27",20,0,0.021669,51,1,256,1,31,11872,4,"kernel",5,253574006,987003867,28792458,408,292754055,193925292,36190467,5151,40066008,923406,244955405,7170933956,1.194579,0.457413,126.583787,5.028116,5.831079,8.308332,9.319896,182.978379,37.356942,69.179642,53.950346,1.66561,717534.448529,30.715114,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4173807,130980253,6674730,406.882549,58.95193,182.987896,9.32503,49930363,28259416,108882228,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,3,1,1,300988608,1010953820,0,3304670619,495940682,1887066554,109551825,1.934626,0,3.515433,"Titan"
"30",20,0,0.021681,51,1,256,1,31,11872,4,"kernel",5,253446018,987003867,28792458,408,292754025,193924828,36190467,5151,40066008,923406,244982284,7174433884,1.19473,0.457482,126.573931,5.027725,5.831858,8.315589,9.31917,182.964133,37.356942,69.179642,53.950346,1.665598,717534.375,30.714813,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4174690,130980283,6674854,406.85087,58.94734,182.973691,9.324477,49932839,28259406,108881882,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,3,1,1,300984270,1010953824,0,3304670568,495940677,1887066546,109551816,1.935603,0,3.518209,"Titan"
"33",20,0,0.021677,51,1,256,1,31,11872,4,"kernel",5,253654352,987003867,28792458,408,292754055,193930070,36190467,5151,40066008,923406,245045784,7174941490,1.19468,0.457496,126.578713,5.027915,5.835138,8.327618,9.319522,182.971045,37.356941,69.179642,53.950346,1.665125,717534.448529,30.7065,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4176880,130981843,6674674,406.866242,58.949568,182.982783,9.324578,49926108,28259416,108884929,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,3,1,1,300979985,1010953820,0,3304670503,495940682,1887066533,109551804,1.934013,0,3.519483,"Titan"
"36",20,0,0.021676,51,1,256,1,31,11872,4,"kernel",5,253601404,987003867,28792458,408,292754025,193937972,36190467,5151,40066008,923406,245060547,7173919886,1.194663,0.457424,126.571048,5.02761,5.831058,8.328797,9.318958,182.959965,37.356941,69.179642,53.950346,1.665207,717534.375,30.70811,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4174212,130980428,6674819,406.841602,58.945997,182.969725,9.324216,49927343,28259406,108882507,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,3,1,1,300990503,1010953824,0,3304670560,495940677,1887066523,109551793,1.934417,0,3.51946,"Titan"
