"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"2",256,0,4.4193e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,386857,256,240,1,2365,1368,510,256,16,15,27917,28030,0.084365,0.015624,0.021074,0.019757,0,0.019757,0.019757,0.021074,7.595756,100,100,0.097585,2365,1.820065,1.196078,1.390625,1,1,610,356,16,15,0,98,36,3.213827,1.875611,0.06454,0.023709,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2078,1480,0,7510,873,5192,1840,0.00175,0,0.072873,"Quadro"
"5",256,0,4.3553e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,385764,256,240,1,2365,1372,510,256,16,15,27936,28456,0.083111,0.015625,0.027505,0.025786,0,0.025786,0.025786,0.027505,7.595756,100,100,0.098028,2365,1.827704,1.196078,1.390625,1,1,610,356,16,15,0,128,34,4.194484,2.447928,0.110019,0.029224,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2080,1480,0,7510,873,5192,1840,0.001755,0,0.073178,"Quadro"
"8",256,0,4.3841e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,383688,256,240,1,2365,1368,510,256,16,15,27907,27908,0.084737,0.015626,0.027506,0.025787,0.034383,0.025787,0.025787,0.027506,7.595756,100,100,0.099821,2365,1.859549,1.196078,1.390625,1,1,610,356,16,15,40,110,37,4.194726,2.448069,0.094553,0.031804,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0.001765,0,0.074454,"Quadro"
"11",256,0,4.3393e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,385307,256,240,1,2365,1370,510,256,16,15,28034,27938,0.084649,0.015624,0.027481,0.025763,0,0.026622,0.025763,0.027481,7.595756,100,100,0.099322,2365,1.852479,1.196078,1.390625,1,1,610,356,16,15,0,71,37,4.190858,2.445812,0.060974,0.031775,341,330,1027,797,2600,0,120,1240,0,0,0,120,1,1,1,2082,1480,0,7510,873,5192,1840,0.001757,0,0.074171,"Quadro"
"14",256,0,4.3616e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,393004,256,240,1,2365,1373,510,256,16,15,27923,27906,0.081113,0.015625,0.027484,0.025766,0,0.027484,0.025766,0.027484,7.595756,100,100,0.097928,2365,1.825848,1.196078,1.390625,1,1,610,356,16,15,0,128,37,4.191341,2.446094,0.109937,0.031779,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2075,1480,0,7510,873,5192,1840,0.001723,0,0.073104,"Quadro"
"17",256,0,4.368e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,385288,256,240,1,2365,1370,510,256,16,15,28030,28032,0.08438,0.015625,0.027528,0.025807,0,0.025807,0.025807,0.027528,7.595756,100,100,0.099322,2365,1.852479,1.196078,1.390625,1,1,610,356,16,15,0,131,31,4.197995,2.449977,0.112692,0.026668,341,330,1027,797,2600,0,120,1240,0,0,0,120,1,1,1,2084,1480,0,7510,873,5192,1840,0.001757,0,0.074171,"Quadro"
"20",256,0,4.3264e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,383564,256,240,1,2365,1366,510,256,16,15,27902,27902,0.084758,0.015624,0.027514,0.025795,0,0.027514,0.025795,0.027514,7.595756,100,100,0.099778,2365,1.859186,1.196078,1.390625,1,1,610,356,16,15,0,90,31,4.195936,2.448776,0.077384,0.026655,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2075,1480,0,7510,873,5192,1840,0.001765,0,0.074367,"Quadro"
"23",256,0,4.3584e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,383337,256,240,1,2365,1376,510,256,16,15,27934,27938,0.082776,0.015624,0.021189,0.019865,0,0.019865,0.019865,0.021189,7.595756,100,100,0.100093,2365,1.866901,1.196078,1.390625,1,1,610,356,16,15,0,80,39,3.231322,1.885821,0.052972,0.025824,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2082,1480,0,7510,873,5192,1840,0.001766,0,0.074676,"Quadro"
"26",256,0,4.368e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,383219,256,240,1,2365,1371,510,256,16,15,27893,27894,0.084797,0.015626,0.027517,0.025797,0,0.026657,0.025797,0.027517,7.595756,100,100,0.099867,2365,1.860415,1.196078,1.390625,1,1,610,356,16,15,0,80,35,4.196299,2.448988,0.068792,0.030096,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0.001767,0,0.074417,"Quadro"
"29",256,0,4.3616e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,384912,256,240,1,2365,1371,510,256,16,15,28036,28040,0.083281,0.015625,0.021232,0.019905,0,0.021232,0.019905,0.021232,7.595756,100,100,0.099337,2365,1.852975,1.196078,1.390625,1,1,610,356,16,15,0,95,31,3.23794,1.889683,0.063034,0.020569,341,330,1027,797,2600,0,120,1240,0,0,0,120,1,1,1,2078,1480,0,7510,873,5192,1840,0.001759,0,0.07419,"Quadro"
"32",256,0,4.3328e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,379822,256,240,1,2365,1368,510,256,16,15,27915,27906,0.084749,0.015625,0.021069,0.019752,0.010534,0.02041,0.019752,0.021069,7.595756,100,100,0.099329,2365,1.852612,1.196078,1.390625,1,1,610,356,16,15,16,86,45,3.212975,1.875114,0.056622,0.029628,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2077,1480,0,7510,873,5192,1840,0.001783,0,0.074104,"Quadro"
"35",256,0,4.3456e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,390833,256,240,1,2365,1373,510,256,16,15,27903,28432,0.083178,0.015624,0.02746,0.025743,0,0.02746,0.025743,0.02746,7.595756,100,100,0.097861,2365,1.825035,1.196078,1.390625,1,1,610,356,16,15,0,71,33,4.1876,2.443911,0.060926,0.028318,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0.001732,0,0.073001,"Quadro"
"38",256,0,4.352e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,388881,256,240,1,2365,1368,510,256,16,15,27903,27902,0.084788,0.015624,0.027541,0.025819,0,0.025819,0.025819,0.027541,7.595756,100,100,0.098508,2365,1.835973,1.196078,1.390625,1,1,610,356,16,15,0,63,35,4.199935,2.451109,0.05422,0.030122,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2081,1480,0,7510,873,5192,1840,0.001741,0,0.073439,"Quadro"
"41",256,0,4.3776e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,383593,256,240,1,2365,1371,510,256,16,15,28032,28032,0.084655,0.015625,0.027437,0.025722,0,0.026579,0.025722,0.027437,7.595756,100,100,0.099696,2365,1.857424,1.196078,1.390625,1,1,610,356,16,15,0,72,41,4.184106,2.441872,0.061733,0.035153,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2074,1480,0,7510,873,5192,1840,0.001765,0,0.074297,"Quadro"
"44",256,0,4.3744e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,383247,256,240,1,2365,1365,510,256,16,15,27914,27932,0.08467,0.015625,0.027544,0.025822,0,0.027544,0.025822,0.027544,7.595756,100,100,0.099699,2365,1.857491,1.196078,1.390625,1,1,610,356,16,15,0,87,36,4.20042,2.451393,0.074885,0.030987,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2074,1480,0,7510,873,5192,1840,0.001767,0,0.0743,"Quadro"
"47",256,0,4.4e-05,1,1,16,1,36,1024,5,"lud_diagonal",9,381465,256,240,1,2365,1366,510,256,16,15,27908,27914,0.084721,0.015624,0.021263,0.019934,0,0.020598,0.019934,0.021263,7.595756,100,100,0.09976,2365,1.858853,1.196078,1.390625,1,1,610,356,16,15,0,83,36,3.242561,1.89238,0.05515,0.023921,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2075,1480,0,7510,873,5192,1840,0.001775,0,0.074426,"Quadro"
