"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"2",256,0,3.9841e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,493276,256,240,1,2365,1298,510,256,16,15,32952,32942,0.071793,0.015625,0.02322,0.021768,0,0.02322,0.021768,0.02322,7.595756,100,100,0.085697,2365,1.583157,1.196078,1.390625,1,1,610,356,16,15,0,94,42,3.540985,2.066542,0.068207,0.030476,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2020,1480,0,7510,873,5192,1840,0.001373,0,0.063389,"Titan"
"5",256,0,3.904e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,501970,256,240,1,2365,1298,510,256,16,15,32265,32954,0.070667,0.015625,0.023226,0.021774,0,0.0225,0.021774,0.023226,7.595756,100,100,0.084178,2365,1.555091,1.196078,1.390625,1,1,610,356,16,15,0,83,37,3.541934,2.067096,0.060242,0.026855,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2009,1480,0,7510,873,5192,1840,0.001349,0,0.062266,"Titan"
"8",256,0,3.8977e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,518280,256,240,1,2365,1298,510,256,16,15,33462,33240,0.071149,0.015625,0.023179,0.02173,0,0.02173,0.02173,0.023179,7.595756,100,100,0.081197,2365,1.500374,1.196078,1.390625,1,1,610,356,16,15,0,129,32,3.534788,2.062926,0.09344,0.023179,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2006,1480,0,7510,873,5192,1840,0.001306,0,0.060075,"Titan"
"11",256,0,3.9297e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,507500,256,240,1,2365,1299,510,256,16,15,32968,33588,0.070412,0.015625,0.023285,0.021829,0,0.022557,0.021829,0.023285,7.595756,100,100,0.082936,2365,1.533077,1.196078,1.390625,1,1,610,356,16,15,0,96,34,3.550927,2.072345,0.069854,0.02474,341,330,1027,797,2600,0,120,1240,0,0,0,120,1,1,1,2004,1480,0,7510,873,5192,1840,0.001334,0,0.061323,"Titan"
"14",256,0,4.0513e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,494592,256,240,1,2365,1306,510,256,16,15,33005,31664,0.074691,0.015625,0.023417,0.021954,0,0.023417,0.021954,0.023417,7.595756,100,100,0.085329,2365,1.577073,1.196078,1.390625,1,1,610,356,16,15,0,72,37,3.571156,2.08415,0.052689,0.027076,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2002,1480,0,7510,873,5192,1840,0.001369,0,0.063146,"Titan"
"17",256,0,3.9201e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,510524,256,240,1,2365,1299,510,256,16,15,33376,33376,0.071706,0.015625,0.023451,0.021986,0,0.023451,0.021986,0.023451,7.595756,100,100,0.082443,2365,1.523594,1.196078,1.390625,1,1,610,356,16,15,0,87,32,3.576337,2.087174,0.063758,0.023451,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2016,1480,0,7510,873,5192,1840,0.001326,0,0.061004,"Titan"
"20",256,0,4.0833e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,510972,256,240,1,2365,1295,510,256,16,15,33217,32994,0.07168,0.015625,0.023392,0.02193,0,0.022661,0.02193,0.023392,7.595756,100,100,0.082201,2365,1.51945,1.196078,1.390625,1,1,610,356,16,15,0,83,40,3.567302,2.081901,0.060673,0.02924,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2003,1480,0,7510,873,5192,1840,0.001325,0,0.060839,"Titan"
"23",256,0,4.0641e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,513436,256,240,1,2365,1301,510,256,16,15,32247,32938,0.071802,0.015625,0.023306,0.021849,0,0.023306,0.021849,0.023306,7.595756,100,100,0.081807,2365,1.511059,1.196078,1.390625,1,1,610,356,16,15,0,118,32,3.554138,2.074218,0.08594,0.023306,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2003,1480,0,7510,873,5192,1840,0.001319,0,0.060442,"Titan"
"26",256,0,4.1025e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,510286,256,240,1,2365,1301,510,256,16,15,31686,32318,0.073177,0.015625,0.023351,0.021892,0,0.023351,0.021892,0.023351,7.595756,100,100,0.083029,2365,1.533005,1.196078,1.390625,1,1,610,356,16,15,0,85,44,3.5611,2.078281,0.062027,0.032108,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2014,1480,0,7510,873,5192,1840,0.001327,0,0.06132,"Titan"
"29",256,0,3.9937e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,493290,256,240,1,2365,1295,510,256,16,15,31704,32246,0.073286,0.015625,0.02339,0.021929,2.993974,0.02339,0.021929,0.02339,7.595756,100,100,0.085762,2365,1.584974,1.196078,1.390625,1,1,610,356,16,15,4,150,32,3.567039,2.081748,0.109643,0.02339,341,330,1027,797,2600,0,120,1240,0,0,0,120,1,1,1,2010,1480,0,7510,873,5192,1840,0.001373,0,0.063399,"Titan"
"32",256,0,3.9105e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,518126,256,240,1,2365,1294,510,256,16,15,32285,33214,0.073252,0.015625,0.023368,0.021908,0,0.021908,0.021908,0.023368,7.595756,100,100,0.08107,2365,1.498581,1.196078,1.390625,1,1,610,356,16,15,0,101,32,3.563631,2.079758,0.073755,0.023368,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2006,1480,0,7510,873,5192,1840,0.001307,0,0.060003,"Titan"
"35",256,0,3.8817e-05,1,1,16,1,36,1024,4,"lud_diagonal",9,516124,256,240,1,2365,1303,510,256,16,15,33329,32980,0.074479,0.015625,0.023317,0.021859,0,0.023317,0.021859,0.023317,7.595756,100,100,0.081581,2365,1.508446,1.196078,1.390625,1,1,610,356,16,15,0,106,44,3.555789,2.075182,0.077236,0.03206,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2014,1480,0,7510,873,5192,1840,0.001312,0,0.060338,"Titan"
