"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"8",8192,0,3.5e-05,1,512,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,624180,917584,262176,4096,233499,201731,0,0,28677,8194,559542,34751738,0.413895,0.962175,58.36979,28.299771,1.425696,16.353627,35.375578,83.133385,0,70.212213,79.998047,0.423047,57.006592,9.79782,0,0,8.070893,4.999512,0,0,231449,40966,1651,96374,40972,0,0,83.222329,35.380759,4097,4097,163854,53255,0,0,0,0,1179760,131088,524320,0,0,1,1,219096,0,917584,2883696,131072,1179760,1179648,0,23.626198,0.512121,"GTX-980"
"18",9216,0,3.9e-05,1,576,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,704264,1032272,294944,4608,262683,226843,0,0,32261,9218,626278,37719144,0.419435,0.94007,57.432479,27.84541,8.431869,19.682418,34.807517,81.798346,0,70.212275,79.998264,0.42386,57.005859,9.820684,0,0,8.070953,4.999566,0,0,260377,46086,11164,108542,46092,0,0,81.978856,34.812049,4609,4609,184334,59911,0,0,0,0,1327216,147472,589856,0,0,2,1,246265,0,1032272,3244144,147456,1327216,1327104,0,23.556791,0.501414,"GTX-980"
"28",10240,0,4.3e-05,1,640,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,766252,1146960,327712,5120,291867,252157,0,0,35845,10242,700536,43092296,0.419097,0.964487,59.454057,28.825612,8.791798,24.116575,36.032719,84.677523,0,70.212324,79.998438,0.424257,57.005273,9.833175,0,0,8.071,4.999609,0,0,289305,51206,12494,120446,51212,0,0,84.755632,36.036941,5121,5121,204814,66567,0,0,0,0,1474672,163856,655392,0,0,2,1,273472,0,1146960,3604592,163840,1474672,1474560,0,24.056577,0.497817,"GTX-980"
"38",11264,0,4.7e-05,1,704,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,849908,1261648,360480,5632,321051,277255,0,0,39429,11266,761603,46129730,0.421083,0.946395,58.515406,28.370572,14.488132,25.818102,35.463844,83.340601,0,70.212364,79.99858,0.421884,57.004794,9.781261,0,0,8.071039,4.999645,0,0,318233,56326,23011,132470,56332,0,0,83.405452,35.467622,5633,5633,225294,73223,0,0,0,0,1622128,180240,720928,0,0,2,1,300723,0,1261648,3965040,180224,1622128,1622016,0,23.857406,0.490561,"GTX-980"
"48",12288,0,5.1e-05,1,768,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,901356,1376336,393248,6144,350235,302121,0,0,43013,12290,829218,51278644,0.419013,0.966246,60.179216,29.177298,15.188744,28.783171,36.472216,85.710242,0,70.212398,79.998698,0.425329,57.004395,9.862997,0,0,8.071072,4.999675,0,0,347161,61446,25589,144638,61452,0,0,85.852104,36.475778,6145,6145,245774,79879,0,0,0,0,1769584,196624,786464,0,0,3,1,327936,0,1376336,4325488,196608,1769584,1769472,0,24.540581,0.492557,"GTX-980"
"58",13312,0,5.5e-05,1,832,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,982204,1491024,426016,6656,379419,327221,0,0,46597,13314,896915,54790142,0.423027,0.955445,59.542843,28.868797,15.63085,30.514664,36.086539,84.803854,0,70.212426,79.998798,0.424038,57.004056,9.835302,0,0,8.071099,4.9997,0,0,376089,66566,28833,156542,66572,0,0,84.864029,36.089792,6657,6657,266254,86535,0,0,0,0,1917040,213008,852000,0,0,3,1,355174,0,1491024,4685936,212992,1917040,1916928,0,24.397172,0.488958,"GTX-980"
"68",14336,0,5.9e-05,1,896,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,1037100,1605712,458784,7168,408603,352330,0,0,50181,14338,968970,60194878,0.421688,0.968827,60.765687,29.461716,20.410206,31.848018,36.827658,86.545459,0,70.21245,79.998884,0.424075,57.003767,9.837754,0,0,8.071123,4.999721,0,0,405017,71686,39729,168702,71692,0,0,86.668242,36.830741,7169,7169,286734,93191,0,0,0,0,2064496,229392,917536,0,0,3,1,382338,0,1605712,5046384,229376,2064496,2064384,0,24.883039,0.484096,"GTX-980"
"78",15360,0,6.4e-05,1,960,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,1121580,1720400,491552,7680,437787,377719,0,0,53765,15362,1037881,63381930,0.421016,0.957597,60.207048,29.190893,26.429245,31.922135,36.489091,85.749792,0,70.212471,79.998958,0.427502,57.003516,9.918045,0,0,8.071143,4.99974,0,0,433945,76806,55631,180734,76812,0,0,85.863336,36.491942,7681,7681,307214,99847,0,0,0,0,2211952,245776,983072,0,0,3,1,409163,0,1720400,5406832,245760,2211952,2211840,0,24.652187,0.483778,"GTX-980"
"88",16384,0,6.8e-05,1,1024,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,1191504,1835088,524320,8192,466971,402745,0,0,57349,16386,1107400,68839984,0.422787,0.971306,60.898498,29.526162,24.398954,31.038961,36.908153,86.734566,0,70.21249,79.999024,0.428017,57.003296,9.931161,0,0,8.071161,4.999756,0,0,462873,81926,54159,192766,81932,0,0,86.842237,36.910856,8193,8193,327694,106503,0,0,0,0,2359408,262160,1048608,0,0,3,1,436263,0,1835088,5767280,262144,2359408,2359296,0,24.752414,0.483459,"GTX-980"
"98",17408,0,7.4e-05,1,1088,16,16,20,0,8,"bpnn_adjust_weights_cuda",2,1271732,1949776,557088,8704,496155,427644,0,0,60933,17410,1172190,71885916,0.423272,0.962996,60.57982,29.371676,28.740259,31.89102,36.715017,86.28067,0,70.212506,79.999081,0.426381,57.003102,9.894655,0,0,8.071177,4.99977,0,0,491801,87046,68139,204662,87052,0,0,86.324114,36.717548,8705,8705,348174,113159,0,0,0,0,2506864,278544,1114144,0,0,3,1,463658,0,1949776,6127728,278528,2506864,2506752,0,24.640254,0.480275,"GTX-980"
