"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",64,256,6.817e-06,6,6,16,16,38,3072,2,"calculate_temp",6,117381,14112,4096,288,63864,55047,3144,1236,504,192,51852,1138774,1.039436,0.2896,6.749428,1.959018,0,9.378032,2.693649,9.64204,34.30508,70,72.727273,1.235462,221.75,26.527514,1,1,2.333333,2.333333,3144,1236,1176,448,0,3066,1299,96.236746,37.83353,11.731149,4.970242,11792,9792,6724,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65443,204176,67004,734528,154380,114372,361716,0.616546,0.637081,1.739441,"Tesla-K40"
"4",64,256,5.664e-06,6,6,16,16,38,3072,2,"calculate_temp",6,105612,14112,4096,288,63864,54530,3144,1236,504,192,51656,955132,1.226644,0.286646,6.724392,1.951751,0,2.714154,2.683658,9.606274,34.30508,70,72.727273,1.473352,221.75,31.595187,1,1,2.333333,2.333333,3144,1236,1176,448,0,2846,1649,95.879766,37.693191,10.848991,6.28601,11798,9792,6763,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65330,204176,67004,734528,154380,114372,361716,0.685252,0.708075,2.045538,"Tesla-K40"
"5",64,256,5.6e-06,6,6,16,16,38,3072,2,"calculate_temp",6,106695,14112,4096,288,63864,54529,3144,1236,504,192,51758,952026,1.034402,0.286976,6.745964,1.958012,0,2.764927,2.692267,9.637091,34.30508,70,72.727273,1.465621,221.75,31.433244,1,1,2.333333,2.333333,3144,1236,1176,448,0,2956,769,96.187349,37.814111,11.304461,2.940843,11773,9792,6715,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65400,204176,67004,734528,154380,114372,361716,0.678296,0.700888,2.032743,"Tesla-K40"
"6",64,256,5.568e-06,6,6,16,16,38,3072,2,"calculate_temp",6,105876,14112,4096,288,63864,54803,3144,1236,504,192,61536,949988,1.230805,0.286069,6.748562,1.958766,0,7.318593,2.693304,9.640803,34.30508,70,72.727273,1.471468,221.75,31.563453,1,1,2.333333,2.333333,3144,1236,1176,448,0,2643,1274,96.224392,37.828673,10.111366,4.873961,11792,9792,6747,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65402,204176,67004,734528,154380,114372,361716,0.683543,0.70631,2.033088,"Tesla-K40"
"7",64,256,5.696e-06,6,6,16,16,38,3072,2,"calculate_temp",6,115287,14112,4096,288,63864,54576,3144,1236,504,192,51896,949682,1.237339,0.285933,6.754631,1.960528,0,10.16258,2.695726,9.649474,34.30508,70,72.727273,1.246905,221.75,26.786351,1,1,2.333333,2.333333,3144,1236,1176,448,0,2750,1637,96.310936,37.862696,10.530179,6.268329,11816,9792,6745,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,66113,204176,67004,734528,154380,114372,361716,0.627745,0.648653,1.754684,"Tesla-K40"
"8",64,256,5.696e-06,6,6,16,16,38,3072,2,"calculate_temp",6,105891,14112,4096,288,63864,54594,3144,1236,504,192,51748,947930,1.034905,0.286261,6.734729,1.954751,0,3.081024,2.687783,9.621042,34.30508,70,72.727273,1.473054,221.75,31.595036,1,1,2.333333,2.333333,3144,1236,1176,448,0,2643,712,96.02716,37.751136,10.09064,2.718326,11797,9792,6753,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65371,204176,67004,734528,154380,114372,361716,0.683447,0.70621,2.054143,"Tesla-K40"
"9",64,256,5.568e-06,6,6,16,16,38,3072,2,"calculate_temp",6,107925,14112,4096,288,63864,54577,3144,1236,504,192,51803,1138796,1.036383,0.288755,6.753764,1.960276,0,2.783439,2.69538,9.648234,34.30508,70,72.727273,1.471054,221.75,31.557535,1,1,2.333333,2.333333,3144,1236,1176,448,0,2848,1307,96.298563,37.857832,10.904036,5.004064,11792,9792,7378,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65542,204176,67004,734528,154380,114372,361716,0.670566,0.6929,2.04133,"Tesla-K40"
"10",64,256,5.696e-06,6,6,16,16,38,3072,2,"calculate_temp",6,106437,14112,4096,288,63864,54607,3144,1236,504,192,52061,951426,1.231517,0.285825,6.736455,1.955252,0,9.676971,2.688472,9.623507,34.30508,70,72.727273,1.46457,221.75,31.418432,1,1,2.333333,2.333333,3144,1236,1176,448,0,2743,797,96.05177,37.76081,10.475112,3.043625,11807,9792,6745,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65384,204176,67004,734528,154380,114372,361716,0.679941,0.702587,2.024875,"Tesla-K40"
"11",64,256,5.792e-06,6,6,16,16,38,3072,2,"calculate_temp",6,115284,14112,4096,288,63864,54629,3144,1236,504,192,61879,1139070,1.041046,0.290124,6.749428,1.959018,0,3.321147,2.693649,9.64204,34.30508,70,72.727273,1.232551,221.75,26.442331,1,1,2.333333,2.333333,3144,1236,1176,448,0,2643,1387,96.236746,37.83353,10.112664,5.306948,11785,9792,7048,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65366,204176,67004,734528,154380,114372,361716,0.627761,0.64867,1.733011,"Tesla-K40"
"12",64,256,5.632e-06,6,6,16,16,38,3072,2,"calculate_temp",6,106842,14112,4096,288,63864,54571,3144,1236,504,192,51736,952642,1.234302,0.287683,6.73128,1.95375,0,8.509498,2.686407,9.616114,34.30508,70,72.727273,1.466425,221.75,31.452622,1,1,2.333333,2.333333,3144,1236,1176,448,0,2748,1772,95.977979,37.731801,10.486144,6.761807,11806,9792,6755,5076,277904,28716,9572,119808,95720,38288,0,36864,1,1,1,65351,204176,67004,734528,154380,114372,361716,0.677363,0.699924,2.036905,"Tesla-K40"
