"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"8",8192,0,3.5297e-05,1,512,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,884440,917584,262176,4096,241691,202521,0,0,28677,8194,759285,42818770,0.321029,0.895603,63.501503,30.78781,18.27803,2.600411,38.485702,90.442246,0,70.212213,79.998047,0.32499,59.006592,7.399223,0,0,8.070893,4.999512,0,0,231449,40966,19,96670,40972,0,0,90.817089,38.491339,4097,4097,163854,53255,0,0,0,0,1179760,131088,524320,0,0,1,1,224540,0,917584,2883696,131072,1179760,1441792,0,16.673828,0.411952,"TitanX"
"18",9216,0,3.9041e-05,1,576,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,967648,1032272,294944,4608,271899,226888,0,0,32261,9218,839343,49713336,0.321828,0.926619,63.844608,30.954249,0,1.24848,38.693651,90.930835,0,70.212275,79.998264,0.328838,59.005859,7.489429,0,0,8.070953,4.999566,0,0,260377,46086,0,108454,46092,0,0,91.057614,38.698688,4609,4609,184334,59911,0,0,0,0,1327216,147472,589856,0,0,1,1,252178,0,1032272,3244144,147456,1327216,1622016,0,17.144871,0.411885,"TitanX"
"28",10240,0,4.4162e-05,1,640,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1081180,1146960,327712,5120,302107,251985,0,0,35845,10242,937510,54083848,0.321449,0.913181,56.190266,27.243201,179.78757,8.005234,34.054667,80.029065,0,70.212324,79.998438,0.330205,59.005273,7.524391,0,0,8.071,4.999609,0,0,289305,51206,264,120486,51212,0,0,80.129488,34.058657,5121,5121,204814,66567,0,0,0,0,1474672,163856,655392,0,0,1,1,279771,0,1146960,3604592,163840,1474672,1802240,0,17.049335,0.405903,"TitanX"
"38",11264,0,4.7394e-05,1,704,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1174068,1261648,360480,5632,332315,277101,0,0,39429,11266,1032933,59751700,0.325066,0.916104,66.000292,31.999539,1.713602,13.762784,40.000134,94.000953,0,70.212364,79.99858,0.330456,59.004794,7.532696,0,0,8.071039,4.999645,0,0,318233,56326,2413,132518,56332,0,0,94.108187,40.004395,5633,5633,225294,73223,0,0,0,0,1622128,180240,720928,0,0,1,1,306782,0,1261648,3965040,180224,1622128,1982464,0,17.27038,0.40553,"TitanX"
"48",12288,0,5.2418e-05,1,768,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1236708,1376336,393248,6144,362523,302266,0,0,43013,12290,1118527,66619476,0.322227,0.931315,66.051771,32.024548,3.882869,16.109997,40.031337,94.074228,0,70.212398,79.998698,0.327913,59.004395,7.476865,0,0,8.071072,4.999675,0,0,347161,61446,5960,144798,61452,0,0,94.334172,40.035246,6145,6145,245774,79879,0,0,0,0,1769584,196624,786464,0,0,1,1,334467,0,1376336,4325488,196608,1769584,2162688,0,17.886033,0.398556,"TitanX"
"58",13312,0,5.6002e-05,1,832,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1356932,1491024,426016,6656,392731,327970,0,0,46597,13314,1220081,71883216,0.321889,0.927987,66.397052,32.191997,5.800387,21.213881,40.240601,94.565957,0,70.212426,79.998798,0.326413,59.004056,7.444598,0,0,8.071099,4.9997,0,0,376089,66566,9595,156830,66572,0,0,94.807161,40.244228,6657,6657,266254,86535,0,0,0,0,1917040,213008,852000,0,0,1,1,362149,0,1491024,4685936,212992,1917040,2342912,0,17.659691,0.392702,"TitanX"
"68",14336,0,5.9298e-05,1,896,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1452784,1605712,458784,7168,422939,353037,0,0,50181,14338,1300909,77264014,0.322926,0.928963,67.199388,32.581039,8.406031,25.323765,40.726867,95.70865,0,70.21245,79.998884,0.326904,59.003767,7.458645,0,0,8.071123,4.999721,0,0,405017,71686,14796,168862,71692,0,0,95.935333,40.730276,7169,7169,286734,93191,0,0,0,0,2064496,229392,917536,0,0,2,1,390416,0,1605712,5046384,229376,2064496,2523136,0,17.763274,0.389989,"TitanX"
"78",15360,0,6.3874e-05,1,960,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1514072,1720400,491552,7680,453147,377518,0,0,53765,15362,1392435,83966024,0.322552,0.942212,67.442516,32.69895,12.082497,27.034481,40.87422,96.054895,0,70.212471,79.998958,0.32795,59.003516,7.482887,0,0,8.071143,4.99974,0,0,433945,76806,22704,180654,76812,0,0,96.139511,40.877413,7681,7681,307214,99847,0,0,0,0,2211952,245776,983072,0,0,2,1,418058,0,1720400,5406832,245760,2211952,2703360,0,18.261615,0.388861,"TitanX"
"88",16384,0,6.765e-05,1,1024,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1604380,1835088,524320,8192,483355,402629,0,0,57349,16386,1480010,88435104,0.325521,0.935126,59.023916,28.617286,13.012263,23.851813,35.772044,84.064695,0,70.21249,79.999024,0.329471,59.003296,7.519001,0,0,8.071161,4.999756,0,0,462873,81926,29801,192686,81932,0,0,84.134121,35.774663,8193,8193,327694,106503,0,0,0,0,2359408,262160,1048608,0,0,2,1,445176,0,1835088,5767280,262144,2359408,2883584,0,18.382553,0.389144,"TitanX"
"98",17408,0,7.1107e-05,1,1088,16,16,21,0,6,"bpnn_adjust_weights_cuda",2,1728744,1949776,557088,8704,513563,427712,0,0,60933,17410,1586901,95349902,0.325723,0.938838,68.361522,33.144577,17.013988,28.832298,41.431197,97.363741,0,70.212506,79.999081,0.328095,59.003102,7.48866,0,0,8.071177,4.99977,0,0,491801,87046,35746,204958,87052,0,0,97.553652,41.434053,8705,8705,348174,113159,0,0,0,0,2506864,278544,1114144,0,0,2,1,472813,0,1949776,6127728,278528,2506864,3063808,0,18.126339,0.387745,"TitanX"
