"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"8",8192,0,4.5856e-05,1,512,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,548793,917584,262176,4096,217113,360476,0,0,28677,8194,490625,29446606,0.445731,0.93779,42.563772,20.636446,14.73744,30.214145,25.796187,60.621606,0,70.212213,79.998047,0.888339,53.006104,20.322595,0,0,1.446351,1.999756,0,0,41477,16386,23404,96460,40993,0,0,60.740619,25.813189,16336,12288,95746,36871,0,0,0,0,1179760,131088,524320,0,1,2,1,397874,0,917584,2359376,262128,1179760,1048592,0,1.679481,1.526575,"Tesla-K40"
"18",9216,0,5.0976e-05,1,576,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,610176,1032272,294944,4608,244249,406485,0,0,32261,9218,541854,32826348,0.448747,0.942348,43.13503,20.913473,15.53932,30.486996,26.142408,61.435169,0,70.212275,79.998264,0.887363,53.005425,20.317409,0,0,1.446359,1.999783,0,0,46661,18434,27394,108522,46095,0,0,61.559398,26.147513,18378,13824,106171,41479,0,0,0,0,1327216,147472,589856,0,1,2,1,448020,0,1032272,2654288,294896,1327216,1179664,0,1.699325,1.507938,"Tesla-K40"
"28",10240,0,5.6192e-05,1,640,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,666774,1146960,327712,5120,271385,450373,0,0,35845,10242,601713,36469198,0.44515,0.947015,43.336802,21.011348,19.56542,30.347559,26.264698,61.722501,0,70.212324,79.998438,0.888397,53.004883,20.337661,0,0,1.446366,1.999805,0,0,51845,20482,38145,120589,51237,0,0,61.852783,26.280598,20428,15360,119497,46087,0,0,0,0,1474672,163856,655392,0,1,2,1,495663,0,1146960,2949200,327664,1474672,1310736,0,1.727853,1.482043,"Tesla-K40"
"38",11264,0,6.1312e-05,1,704,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,719058,1261648,360480,5632,298521,494689,0,0,39429,11266,663342,40402560,0.448778,0.946058,43.593683,21.135933,26.428829,30.174289,26.420385,62.088328,0,70.212364,79.99858,0.896121,53.004439,20.523425,0,0,1.446372,1.999822,0,0,57029,22530,56344,132660,56356,0,0,62.225763,26.434457,22475,16896,129804,50695,0,0,0,0,1622128,180240,720928,0,1,3,1,543938,0,1261648,3244112,360432,1622128,1441808,0,1.762427,1.47637,"Tesla-K40"
"48",12288,0,6.7008e-05,1,768,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,781596,1376336,393248,6144,325657,540543,0,0,43013,12290,728880,44237088,0.448617,0.952186,43.86861,21.269262,30.734335,30.154531,26.58701,62.479863,0,70.212398,79.998698,0.893864,53.004069,20.478546,0,0,1.446377,1.999837,0,0,62213,24578,71031,144534,61480,0,0,62.538276,26.601722,24506,18432,142646,55303,0,0,0,0,1769584,196624,786464,0,1,3,1,594071,0,1376336,3539024,393200,1769584,1572880,0,1.768801,1.442856,"Tesla-K40"
"58",13312,0,7.2768e-05,1,832,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,841776,1491024,426016,6656,352793,582905,0,0,46597,13314,783950,48297774,0.446513,0.955127,44.083179,21.373322,31.343151,30.287569,26.717054,62.785438,0,70.212426,79.998798,0.895092,53.003756,20.502594,0,0,1.446381,1.99985,0,0,67397,26626,78092,156700,66598,0,0,62.893404,26.729897,26555,19968,155744,59911,0,0,0,0,1917040,213008,852000,0,1,3,1,644462,0,1491024,3833936,425968,1917040,1703952,0,1.7792,1.439459,"Tesla-K40"
"68",14336,0,7.8432e-05,1,896,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,904851,1605712,458784,7168,379929,628521,0,0,50181,14338,847589,51507918,0.447875,0.957934,44.289354,21.473309,31.662159,30.37072,26.84201,63.079061,0,70.21245,79.998884,0.890154,53.003488,20.396177,0,0,1.446384,1.999861,0,0,72581,28674,84559,168686,71718,0,0,63.162561,26.853992,28612,21504,167402,64519,0,0,0,0,2064496,229392,917536,0,1,3,1,691047,0,1605712,4128848,458736,2064496,1835024,0,1.78249,1.427599,"Tesla-K40"
"78",15360,0,8.3777e-05,1,960,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,963156,1720400,491552,7680,407065,674564,0,0,53765,15362,903694,55255728,0.451599,0.957827,44.471179,21.561486,31.951312,30.497481,26.952209,63.338006,0,70.212471,79.998958,0.895651,53.003255,20.525637,0,0,1.446387,1.99987,0,0,77765,30722,91052,180722,76829,0,0,63.417663,26.96028,30644,23040,176886,69127,0,0,0,0,2211952,245776,983072,0,1,3,1,740409,0,1720400,4423760,491504,2211952,1966096,0,1.794193,1.415927,"Tesla-K40"
"88",16384,0,8.9089e-05,1,1024,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,1017138,1835088,524320,8192,434201,715529,0,0,57349,16386,963151,59088230,0.450932,0.958576,44.568306,21.608596,31.687222,30.471945,27.011075,63.476322,0,70.21249,79.999024,0.896211,53.003052,20.531927,0,0,1.44639,1.999878,0,0,82949,32770,96109,192813,81958,0,0,63.570617,27.021625,32667,24576,189660,73735,0,0,0,0,2359408,262160,1048608,0,1,3,1,788837,0,1835088,4718672,524272,2359408,2097168,0,1.81223,1.394692,"Tesla-K40"
"98",17408,0,9.4465e-05,1,1088,16,16,21,0,2,"bpnn_adjust_weights_cuda",2,1079268,1949776,557088,8704,461337,762679,0,0,60933,17410,1026449,62738034,0.451946,0.960327,44.606429,21.627096,32.120754,30.597391,27.034181,63.530604,0,70.212506,79.999081,0.895809,53.002872,20.535717,0,0,1.446392,1.999885,0,0,88133,34818,103424,204822,87079,0,0,63.612285,27.04443,34738,26112,203827,78343,0,0,0,0,2506864,278544,1114144,0,1,3,1,840393,0,1949776,5013584,557040,2506864,2228240,0,1.814644,1.388178,"Tesla-K40"
