"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",8192,0,1e-05,1,512,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,630468,139264,139264,4096,692224,605606,23552,19968,8192,8192,512871,21924604,1.096492,0.542638,55.868924,55.868924,26.291258,1.495572,78.873775,151.174735,60.588235,36.956522,70.833333,1.100401,169,51.49214,1,1,5.75,3,23552,19968,47104,24576,8,20032,24589,302.349471,256.339769,64.290343,78.915497,52736,52736,137728,104960,253952,122880,131072,0,0,0,0,524288,1,1,1,650148,778240,0,11051008,1302528,1122304,1966080,0.314687,0,2.231672,"Tesla-P100"
"13",9216,0,1e-05,1,576,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,697020,156672,156672,4608,778752,684475,26496,22464,9216,9216,586811,26098130,1.119163,0.586035,58.752636,58.752636,0,0.144002,82.944897,158.97772,60.588235,36.956522,70.833333,1.356915,169,63.493698,1,1,5.75,3,26496,22464,52992,27648,0,22464,27661,317.955439,269.570916,67.392729,82.983898,59328,59328,154944,118080,285696,138240,147456,0,0,0,0,589824,1,1,1,731102,875520,0,12432384,1465344,1262592,2211840,0.32022,0,2.248508,"Tesla-P100"
"23",10240,0,1.1e-05,1,640,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,773729,174080,174080,5120,865280,756379,29440,24960,10240,10240,665581,31054815,1.116918,0.626345,60.477342,60.477342,68.303821,2.865448,85.379777,163.644572,60.588235,36.956522,70.833333,1.371108,169,64.156395,1,1,5.75,3,29440,24960,58880,30720,24,24488,30733,327.289143,277.484274,68.059244,85.415907,65920,65920,172160,131200,317440,153600,163840,0,0,0,0,655360,1,1,1,812057,972800,0,13813760,1628160,1402880,2457600,0.320526,0,2.279939,"Tesla-P100"
"33",11264,0,1.2e-05,1,704,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,801262,191488,191488,5632,951808,831775,32384,27456,11264,11264,690378,32604671,1.184869,0.634192,62.437496,62.437496,64.106947,6.576075,88.147053,168.948518,60.588235,36.956522,70.833333,1.187946,169,55.58501,1,1,5.75,3,32384,27456,64768,33792,24,26998,33805,337.897036,286.477922,70.424779,88.180964,72512,72512,189376,144320,349184,168960,180224,0,0,0,0,720896,1,1,1,893047,1070080,0,15195136,1790976,1543168,2703360,0.340463,0,2.300625,"Tesla-P100"
"43",12288,0,1.3e-05,1,768,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,863893,208896,208896,6144,1038336,908437,35328,29952,12288,12288,749456,36767477,1.199699,0.663771,64.007093,64.007093,0,0.149526,90.362955,173.195665,60.588235,36.956522,70.833333,1.386859,169,64.891294,1,1,5.75,3,35328,29952,70656,36864,0,29280,36877,346.391329,293.679605,71.77266,90.394822,79104,79104,206592,157440,380928,184320,196608,0,0,0,0,786432,1,1,1,973969,1167360,0,16576512,1953792,1683456,2949120,0.344487,0,2.320531,"Tesla-P100"
"53",13312,0,1.4e-05,1,832,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,906974,226304,226304,6656,1124864,982550,38272,32448,13312,13312,807088,39725890,1.235018,0.681502,65.413415,65.413415,0,0.027749,92.348351,177.001006,60.588235,36.956522,70.833333,1.237707,169,57.911711,1,1,5.75,3,38272,32448,76544,39936,0,32192,39949,354.002012,300.132141,74.441059,92.378412,85696,85696,223808,170560,412672,199680,212992,0,0,0,0,851968,1,1,1,1054929,1264640,0,17957888,2116608,1823744,3194880,0.355468,0,2.343139,"Tesla-P100"
"63",14336,0,1.5e-05,1,896,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,981068,243712,243712,7168,1211392,1057967,41216,34944,14336,14336,866723,43309786,1.231589,0.687998,65.980956,65.980956,37.703403,4.717257,93.149584,178.536703,60.588235,36.956522,70.833333,1.398962,169,65.456123,1,1,5.75,3,41216,34944,82432,43008,17,34144,43021,357.073407,302.736149,73.951344,93.177741,92288,92288,241024,183680,444416,215040,229376,0,0,0,0,917504,1,1,1,1135902,1361920,0,19339264,2279424,1964032,3440640,0.3539,0,2.351042,"Tesla-P100"
"73",15360,0,1.6e-05,1,960,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1038025,261120,261120,7680,1297920,1133323,44160,37440,15360,15360,923000,46964955,1.251292,0.707464,66.060971,66.060971,0,0.048574,93.262548,178.753217,60.588235,36.956522,70.833333,1.408981,169,65.92428,1,1,5.75,3,44160,37440,88320,46080,0,36576,46093,357.506433,303.10328,74.027147,93.288859,98880,98880,258240,196800,476160,230400,245760,0,0,0,0,983040,1,1,1,1216862,1459200,0,20720640,2442240,2104320,3686400,0.358373,0,2.378709,"Tesla-P100"
"83",16384,0,1.6e-05,1,1024,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1099485,278528,278528,8192,1384448,1212236,47104,39936,16384,16384,985056,50688069,1.259329,0.720424,67.0716,67.0716,0.017338,5.25538,94.689318,181.48786,60.588235,36.956522,70.833333,1.408018,169,65.878643,1,1,5.75,3,47104,39936,94208,49152,9,39488,49165,362.975719,307.740284,76.072017,94.714362,105472,105472,275456,209920,507904,245760,262144,0,0,0,0,1048576,1,1,1,1297804,1556480,0,22102016,2605056,2244608,3932160,0.360896,0,2.366829,"Tesla-P100"
"93",17408,0,1.7e-05,1,1088,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1154976,295936,295936,8704,1470976,1284125,50048,42432,17408,17408,1053636,54522248,1.274601,0.73818,68.115385,68.115385,0,0.058923,96.162897,184.312219,60.588235,36.956522,70.833333,1.276739,169,59.735995,1,1,5.75,3,50048,42432,100096,52224,0,41918,52237,368.624438,312.529415,77.185897,96.186834,112064,112064,292672,223040,539648,261120,278528,0,0,0,0,1114112,1,1,1,1382430,1653760,0,23483392,2767872,2384896,4177920,0.365029,0,2.389827,"Tesla-P100"
"103",18432,0,1.8e-05,1,1152,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1203988,313344,313344,9216,1557504,1360756,52992,44928,18432,18432,1100800,57830684,1.290502,0.7487,69.193679,69.193679,0,0.105995,97.685194,187.229955,60.588235,36.956522,70.833333,1.292549,169,60.475326,1,1,5.75,3,52992,44928,105984,55296,0,44352,55309,374.459909,317.47688,78.351666,97.708159,118656,118656,309888,236160,571392,276480,294912,0,0,0,0,1179648,1,1,1,1459751,1751040,0,24864768,2930688,2525184,4423680,0.370768,0,2.391877,"Tesla-P100"
"113",19456,0,1.9e-05,1,1216,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1318204,330752,330752,9728,1644032,1438397,55936,47424,19456,19456,1157906,64820828,1.246642,0.768009,69.734972,69.734972,0.025301,4.451204,98.449372,188.69463,60.588235,36.956522,70.833333,1.421012,169,66.485367,1,1,5.75,3,55936,47424,111872,58368,15,46302,58381,377.389259,319.960459,78.097636,98.471299,125248,125248,327104,249280,603136,291840,311296,0,0,0,0,1245184,1,1,1,1540696,1848320,0,26246144,3093504,2665472,4669440,0.357456,0,2.403214,"Tesla-P100"
"123",20480,0,2e-05,1,1280,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1316454,348160,348160,10240,1730560,1510285,58880,49920,20480,20480,1319120,65076866,1.311905,0.770837,70.681039,70.681039,0,0.089326,99.784997,191.254577,60.588235,36.956522,70.833333,1.388337,169,64.965258,1,1,5.75,3,58880,49920,117760,61440,0,48736,61453,382.509154,324.301239,79.15237,99.80611,131840,131840,344320,262400,634880,307200,327680,0,0,0,0,1310720,1,1,1,1625154,1945600,0,27627520,3256320,2805760,4915200,0.37677,0,2.33776,"Tesla-P100"
"133",21504,0,2.1e-05,1,1344,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1386545,365568,365568,10752,1817088,1586924,61824,52416,21504,21504,1286125,68546119,1.312241,0.773465,70.209152,70.209152,0.036875,7.643788,99.118803,189.977706,60.588235,36.956522,70.833333,1.314016,169,61.478702,1,1,5.75,3,61824,52416,123648,64512,24,51168,64525,379.955412,322.13611,78.616551,99.138777,138432,138432,361536,275520,666624,322560,344064,0,0,0,0,1376256,1,1,1,1702617,2042880,0,29008896,3419136,2946048,5160960,0.37561,0,2.395224,"Tesla-P100"
"143",22528,0,2.1e-05,1,1408,16,16,15,1.0625,9,"bpnn_layerforward_CUDA",1,1451640,382976,382976,11264,1903616,1661079,64768,54912,22528,22528,1363272,72336450,1.314056,0.78021,70.639044,70.639044,0,0.401358,99.72571,191.140943,60.588235,36.956522,70.833333,1.397274,169,65.382037,1,1,5.75,3,64768,54912,129536,67584,0,53598,67599,382.281887,324.108556,79.088225,99.747843,145024,145024,378752,288640,698368,337920,360448,0,0,0,0,1441792,1,1,1,1783569,2140160,0,30390272,3581952,3086336,5406720,0.375851,0,2.36019,"Tesla-P100"
