"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"9",20,0,2.9985e-05,51,1,256,1,31,11872,5,"kernel",5,269847,398055,132753,408,227970,123245,0,0,12648,4284,155736,3962060,1.445529,0.392546,16.726647,15.735259,9.636991,16.642609,19.241743,29.168896,0,57.344121,81.776685,1.792971,558.75,32.186079,0,0,1.504981,1.929505,0,0,19035,8266,10163,31557,20298,0,0,29.923697,19.247432,15745,8925,32570,16932,0,0,0,0,0,0,0,26112,1,2,1,202977,26112,0,4725201,158712,596343,356745,0,0,2.221446,"Quadro"
"12",20,0,0.051495,51,1,256,1,31,11872,5,"kernel",5,415435380,987003867,28792458,408,292754025,204729939,36190467,5151,40066008,923406,256327775,7622735390,1.207945,0.491445,69.247305,2.750617,3.29643,4.394794,5.098423,100.097808,37.356944,69.179642,53.950346,1.792922,717534.375,32.974307,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4313229,130993340,6678246,222.583955,32.249487,100.113016,5.103919,59316661,28259406,115536798,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,2,1,1,319629679,1010953824,0,3304670637,495940677,1887066605,109551875,1.18086,0,3.207433,"Quadro"
"15",20,0,0.051307,51,1,256,1,31,11872,5,"kernel",5,415015218,987003867,28792458,408,292754025,204593327,36190467,5151,40066008,923406,242250983,7618950210,1.206531,0.491438,69.261859,2.751195,3.29069,4.393604,5.099494,100.118846,37.356944,69.179642,53.950346,1.793626,717534.375,32.982337,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4304814,130993937,6678374,222.630736,32.256266,100.134513,5.105089,59327590,28259406,115493069,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,2,1,1,319214370,1010953824,0,3304670614,495940677,1887066607,109551877,1.182055,0,3.207309,"Quadro"
"18",20,0,0.05022,51,1,256,1,31,11872,5,"kernel",5,405311448,987003867,28792458,408,292754055,205059665,36190467,5151,40066008,923406,256118243,7606165516,1.210485,0.491408,69.426289,2.757726,3.307201,4.417699,5.111601,100.356532,37.356944,69.179642,53.950346,1.696471,717534.448529,31.213945,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4316166,130994776,6678266,223.15927,32.332843,100.37288,5.117126,59321493,28259416,115035557,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,2,1,1,319712118,1010953820,0,3304670647,495940682,1887066598,109551869,1.210355,0,2.993747,"Quadro"
"21",20,0,0.051337,51,1,256,1,31,11872,5,"kernel",5,415600179,987003867,28792458,408,292754025,204754033,36190467,5151,40066008,923406,242542225,7621230500,1.208447,0.491552,69.226797,2.749802,3.294412,4.40865,5.096913,100.068163,37.356943,69.179642,53.950346,1.793526,717534.375,32.984829,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4311865,130995560,6677864,222.518035,32.239937,100.085063,5.102115,59325638,28259406,114597921,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,2,1,1,319391199,1010953824,0,3304670679,495940677,1887066572,109551842,1.180391,0,3.208108,"Quadro"
"24",20,0,0.051371,51,1,256,1,31,11872,5,"kernel",5,404272944,987003867,28792458,408,292754055,204349049,36190467,5151,40066008,923406,241875069,7607626758,1.209569,0.491449,69.144169,2.74652,3.276298,4.389059,5.090829,99.948724,37.356943,69.179642,53.950346,1.698792,717534.448529,31.238411,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4293282,130998384,6678197,222.252442,32.201456,99.967759,5.09628,59324129,28259416,115461574,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,2,1,1,319176432,1010953820,0,3304670594,495940682,1887066563,109551834,1.213465,0,3.000752,"Quadro"
"27",20,0,0.045688,51,1,256,1,31,11872,5,"kernel",5,414797847,987003867,28792458,408,292754055,204776549,36190467,5151,40066008,923406,242257115,7600471584,1.20882,0.463451,69.183004,2.748063,3.28378,4.404162,5.093689,100.004861,37.356942,69.179642,53.950346,1.793462,717534.448529,32.984353,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4300671,130993856,6678211,222.377271,32.219542,100.020448,5.099153,59325024,28259416,115168355,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,2,1,1,319374822,1010953820,0,3304670619,495940682,1887066554,109551825,1.182675,0,3.206463,"Quadro"
"30",20,0,0.044244,51,1,256,1,31,11872,5,"kernel",5,414810215,987003867,28792458,408,292754025,204499052,36190467,5151,40066008,923406,242456334,7626669560,1.209087,0.491498,69.091492,2.744428,3.276842,4.385334,5.086951,99.872579,37.356942,69.179642,53.950346,1.792988,717534.375,32.973511,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4297268,130992912,6678349,222.083121,32.176923,99.887426,5.092513,59324924,28259406,114958704,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,2,1,1,319556668,1010953824,0,3304670568,495940677,1887066546,109551816,1.182639,0,3.206404,"Quadro"
"33",20,0,0.044337,51,1,256,1,31,11872,5,"kernel",5,413289712,987003867,28792458,408,292754055,203931455,36190467,5151,40066008,923406,241263256,7607293170,1.208519,0.491456,69.236625,2.750193,3.28405,4.372873,5.097637,100.08237,37.356941,69.179642,53.950346,1.797359,717534.448529,33.032801,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4297693,130991679,6678291,222.549626,32.244514,100.096306,5.103166,59318725,28259416,115119655,77185032,1883792239,97165455,5718834,890453975,0,0,0,13232714,2,1,1,319868248,1010953820,0,3304670503,495940682,1887066533,109551804,1.18699,0,3.213937,"Quadro"
"36",20,0,0.043206,51,1,256,1,31,11872,5,"kernel",5,413863109,987003867,28792458,408,292754025,204553859,36190467,5151,40066008,923406,255928911,7611873086,1.144432,0.491469,69.13878,2.746306,3.280186,4.383352,5.090433,99.940934,37.356941,69.179642,53.950346,1.795381,717534.375,33.013615,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4298712,130992219,6678156,222.23512,32.198946,99.955263,5.095851,59257216,28259406,114883263,77185032,1883792253,97165455,5718834,890453982,0,0,0,13232715,2,1,1,319199543,1010953824,0,3304670560,495940677,1887066523,109551793,1.185346,0,3.211659,"Quadro"
