"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",8192,0,2.0929e-05,1,512,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,488016,139264,139264,4096,1104384,943104,27648,19968,8192,8192,401216,22300070,2.78385,0.868456,29.554451,29.554451,19.123467,4.889523,41.72393,43.462428,59.677419,68,70.833333,2.787393,269.625,64.472748,1,1,5.75,3,27648,19968,47104,24576,11,26039,24582,187.757687,135.602774,44.20774,41.734117,65024,65024,141824,109056,778240,122880,655360,0,0,0,0,1048576,1,1,1,1026028,3399680,0,15876096,1572864,1187840,3670016,0.62293,0,4.533038,"TitanX"
"13",9216,0,2.2977e-05,1,576,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,533668,156672,156672,4608,1242432,1060112,31104,22464,9216,9216,433021,24256292,2.834648,0.874909,30.597572,30.597572,0,0.031248,43.196572,44.996429,59.677419,68,70.833333,2.878198,269.625,66.579681,1,1,5.75,3,31104,22464,52992,27648,0,28903,27654,194.384574,140.388859,45.157354,43.205946,73152,73152,159552,122688,875520,138240,737280,0,0,0,0,1179648,2,1,1,1153887,3824640,0,17860608,1769472,1336320,4128768,0.640848,0,4.708933,"TitanX"
"23",10240,0,2.4961e-05,1,640,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,572736,174080,174080,5120,1380480,1177803,34560,24960,10240,10240,488850,27032262,2.829432,0.884489,27.186155,27.186155,0,0.032483,38.380454,39.979639,59.677419,68,70.833333,2.902074,269.625,67.139232,1,1,5.75,3,34560,24960,58880,30720,0,32439,30726,172.712042,124.736475,40.52811,38.38795,81280,81280,177280,136320,972800,153600,819200,0,0,0,0,1310720,2,1,1,1281047,4249600,0,19845120,1966080,1484800,4587520,0.663482,0,4.751124,"TitanX"
"33",11264,0,2.6881e-05,1,704,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,623920,191488,191488,5632,1518528,1296153,38016,27456,11264,11264,523146,29831552,2.910005,0.89099,31.533392,31.533392,0.013174,2.102577,44.51773,46.372635,59.677419,68,70.833333,2.859367,269.625,66.158672,1,1,5.75,3,38016,27456,64768,33792,10,35303,33798,200.329783,144.682621,46.508328,44.525634,89408,89408,195008,149952,1070080,168960,901120,0,0,0,0,1441792,2,1,1,1409664,4674560,0,21829632,2162688,1633280,5046272,0.669958,0,4.690105,"TitanX"
"43",12288,0,2.8865e-05,1,768,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,668656,208896,208896,6144,1656576,1413190,41472,29952,12288,12288,567620,32529058,2.869802,0.89892,32.04308,32.04308,0,0.18039,45.237289,47.122177,59.677419,68,70.833333,2.932715,269.625,67.859004,1,1,5.75,3,41472,29952,70656,36864,0,38503,36870,203.567803,147.021191,47.248572,45.244652,97536,97536,212736,163584,1167360,184320,983040,0,0,0,0,1572864,2,1,1,1536830,5099520,0,23814144,2359296,1781760,5505024,0.681965,0,4.825523,"TitanX"
"53",13312,0,3.0753e-05,1,832,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,715216,226304,226304,6656,1794624,1531584,44928,32448,13312,13312,614986,35672222,2.916698,0.905017,32.51246,32.51246,0.010344,1.78722,45.899944,47.812442,59.677419,68,70.833333,2.880804,269.625,66.663358,1,1,5.75,3,44928,32448,76544,39936,9,42039,39942,206.549748,149.174818,48.317001,45.90684,105664,105664,230464,177216,1264640,199680,1064960,0,0,0,0,1703936,2,1,1,1664703,5524480,0,25798656,2555904,1930240,5963776,0.6907,0,4.742255,"TitanX"
"63",14336,0,3.2769e-05,1,896,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,762504,243712,243712,7168,1932672,1649244,48384,34944,14336,14336,661953,38606562,2.897468,0.908245,32.682888,32.682888,0,6.461694,46.140548,48.063071,59.677419,68,70.833333,2.933553,269.625,67.887396,1,1,5.75,3,48384,34944,82432,43008,0,45239,43014,207.632466,149.956781,48.534046,46.146985,113792,113792,248192,190848,1361920,215040,1146880,0,0,0,0,1835008,2,1,1,1792581,5949440,0,27783168,2752512,2078720,6422528,0.697701,0,4.8384,"TitanX"
"73",15360,0,3.4914e-05,1,960,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,809228,261120,261120,7680,2070720,1766283,51840,37440,15360,15360,698819,40812058,2.960303,0.912523,33.199584,33.199584,0.010171,6.583974,46.870001,48.822917,59.677419,68,70.833333,2.912553,269.625,67.40449,1,1,5.75,3,51840,37440,88320,46080,10,48443,46086,210.915002,152.327502,49.273512,46.876103,121920,121920,265920,204480,1459200,230400,1228800,0,0,0,0,1966080,2,1,1,1921152,6374400,0,29767680,2949120,2227200,6881280,0.704375,0,4.809976,"TitanX"
"83",16384,0,3.6993e-05,1,1024,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,858304,278528,278528,8192,2208768,1884672,55296,39936,16384,16384,758779,43590388,2.938501,0.915649,29.235515,29.235515,0.007557434,2.910452,41.273668,42.993404,59.677419,68,70.833333,2.934313,269.625,67.910721,1,1,5.75,3,55296,39936,94208,49152,9,51643,49158,185.731506,134.139421,43.365398,41.278706,130048,130048,283648,218112,1556480,245760,1310720,0,0,0,0,2097152,2,1,1,2049024,6799360,0,31752192,3145728,2375680,7340032,0.708374,0,4.848534,"TitanX"
"93",17408,0,3.9362e-05,1,1088,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,896944,295936,295936,8704,2346816,2001666,58752,42432,17408,17408,796778,47074462,2.945383,0.91879,33.567199,33.567199,0.013611,6.582409,47.388987,49.363528,59.677419,68,70.833333,2.983476,269.625,69.049902,1,1,5.75,3,58752,42432,100096,52224,15,54503,52230,213.250439,154.014206,49.456992,47.394431,138176,138176,301376,231744,1653760,261120,1392640,0,0,0,0,2228224,2,1,1,2176185,7224320,0,33736704,3342336,2524160,7798784,0.720223,0,4.937487,"TitanX"
"103",18432,0,4.1026e-05,1,1152,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,938308,313344,313344,9216,2484864,2120064,62208,44928,18432,18432,836901,49068092,2.945865,0.921901,33.798459,33.798459,0.032791,10.14437,47.715471,49.703616,59.677419,68,70.833333,2.953583,269.625,68.361125,1,1,5.75,3,62208,44928,105984,55296,38,58039,55302,214.719619,155.07528,50.082433,47.720648,146304,146304,319104,245376,1751040,276480,1474560,0,0,0,0,2359296,2,1,1,2304057,7649280,0,35721216,3538944,2672640,8257536,0.728972,0,4.887211,"TitanX"
"113",19456,0,4.3073e-05,1,1216,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,990832,330752,330752,9728,2622912,2237059,65664,47424,19456,19456,889558,52657084,2.948556,0.925067,34.072041,34.072041,0.070874,12.961616,48.101705,50.105943,59.677419,68,70.833333,2.996433,269.625,69.354193,1,1,5.75,3,65664,47424,111872,58368,86,60903,58374,216.457672,156.330541,50.190826,48.10665,154432,154432,336832,259008,1848320,291840,1556480,0,0,0,0,2490368,2,1,1,2431929,8074240,0,37705728,3735552,2821120,8716288,0.728681,0,4.969923,"TitanX"
"123",20480,0,4.5218e-05,1,1280,16,16,19,1088,6,"bpnn_layerforward_CUDA",1,1017464,348160,348160,10240,2760960,2354759,69120,49920,20480,20480,920507,55296628,2.999391,0.927065,29.937841,29.937841,0.095619,13.181042,42.265187,44.026236,59.677419,68,70.833333,3.00087,269.625,69.458265,1,1,5.75,3,69120,49920,117760,61440,139,64439,61446,190.193341,137.361857,44.328229,42.269314,162560,162560,354560,272640,1945600,307200,1638400,0,0,0,0,2621440,2,1,1,2560475,8499200,0,39690240,3932160,2969600,9175040,0.746955,0,4.978283,"TitanX"
