"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"2",256,0,3.8976e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,470409,256,240,1,2365,1366,510,256,16,15,27929,28592,0.082779,0.015625,0.023899,0.022405,0,0.036595,0.022405,0.023899,7.595756,100,100,0.099753,2365,1.858719,1.196078,1.390625,1,1,610,356,16,15,0,107,34,3.644539,2.126977,0.079911,0.025392,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2074,1480,0,7510,873,5192,1840,0.001439,0,0.07442,"Tesla-K40"
"5",256,0,3.8496e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,482136,256,240,1,2365,1373,510,256,16,15,28513,28512,0.084314,0.015624,0.023806,0.022318,0,0.034965,0.022318,0.023806,7.595756,100,100,0.097957,2365,1.826829,1.196078,1.390625,1,1,610,356,16,15,0,76,40,3.630438,2.118747,0.05654,0.029758,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2078,1480,0,7510,873,5192,1840,0.001404,0,0.073073,"Tesla-K40"
"8",256,0,3.8336e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,478650,256,240,1,2365,1373,510,256,16,15,28056,28056,0.084281,0.015625,0.023823,0.022334,0,0.036479,0.022334,0.023823,7.595756,100,100,0.097797,2365,1.822047,1.196078,1.390625,1,1,610,356,16,15,0,115,35,3.632977,2.120229,0.085613,0.026056,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2074,1480,0,7510,873,5192,1840,0.001415,0,0.072882,"Tesla-K40"
"11",256,0,3.8496e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,481062,256,240,1,2365,1374,510,256,16,15,27938,27938,0.083289,0.015625,0.023957,0.02246,0,0.033689,0.02246,0.023957,7.595756,100,100,0.097701,2365,1.821406,1.196078,1.390625,1,1,610,356,16,15,0,77,33,3.65342,2.13216,0.057646,0.024706,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2075,1480,0,7510,873,5192,1840,0.001407,0,0.072926,"Tesla-K40"
"14",256,0,3.8368e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,472566,256,240,1,2365,1371,510,256,16,15,28053,27954,0.084308,0.015626,0.023824,0.022335,0,0.034991,0.022335,0.023824,7.595756,100,100,0.099344,2365,1.852677,1.196078,1.390625,1,1,610,356,16,15,0,63,35,3.633158,2.120335,0.046903,0.026057,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2078,1480,0,7510,873,5192,1840,0.001433,0,0.074107,"Tesla-K40"
"17",256,0,3.8208e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,482682,256,240,1,2365,1368,510,256,16,15,28718,28520,0.082924,0.015625,0.023862,0.022371,0,0.035048,0.022371,0.023862,7.595756,100,100,0.096803,2365,1.805488,1.196078,1.390625,1,1,610,356,16,15,0,82,32,3.638976,2.123731,0.061147,0.023862,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2078,1480,0,7510,873,5192,1840,0.001403,0,0.07222,"Tesla-K40"
"20",256,0,3.84e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,470565,256,240,1,2365,1366,510,256,16,15,27953,27930,0.084673,0.015624,0.023893,0.0224,0,0.035093,0.0224,0.023893,7.595756,100,100,0.099663,2365,1.856826,1.196078,1.390625,1,1,610,356,16,15,0,61,38,3.643717,2.126497,0.045546,0.028373,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2074,1480,0,7510,873,5192,1840,0.001439,0,0.074345,"Tesla-K40"
"23",256,0,3.8689e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,470544,256,240,1,2365,1366,510,256,16,15,27926,28584,0.08284,0.015624,0.023877,0.022385,0,0.035069,0.022385,0.023877,7.595756,100,100,0.099703,2365,1.857787,1.196078,1.390625,1,1,610,356,16,15,0,122,36,3.641254,2.12506,0.091031,0.026862,341,330,1026,797,2600,0,120,1240,0,0,0,120,1,1,1,2075,1480,0,7510,873,5192,1840,0.001439,0,0.074311,"Tesla-K40"
"26",256,0,3.8272e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,472773,256,240,1,2365,1371,510,256,16,15,28043,28044,0.084335,0.015626,0.023861,0.02237,0,0.033554,0.02237,0.023861,7.595756,100,100,0.099312,2365,1.852512,1.196078,1.390625,1,1,610,356,16,15,0,127,37,3.638794,2.123624,0.094698,0.027589,341,330,1028,797,2600,0,120,1240,0,0,0,120,1,1,1,2082,1480,0,7510,873,5192,1840,0.001432,0,0.0741,"Tesla-K40"
"29",256,0,3.856e-05,1,1,16,1,36,1024,2,"lud_diagonal",9,472392,256,240,1,2365,1373,510,256,16,15,27926,27922,0.084682,0.015625,0.023905,0.022411,0,0.033616,0.022411,0.023905,7.595756,100,100,0.099337,2365,1.852975,1.196078,1.390625,1,1,610,356,16,15,0,88,36,3.645453,2.12751,0.065738,0.026893,341,330,1025,797,2600,0,120,1240,0,0,0,120,1,1,1,2078,1480,0,7510,873,5192,1840,0.001433,0,0.074119,"Tesla-K40"
