"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"8",8192,0,3.6673e-05,1,512,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,473312,917584,262176,4096,217113,344231,0,0,28677,8194,413477,24717110,0.526146,0.935918,52.584463,25.494837,13.505138,29.171408,31.869324,74.893612,0,70.212213,79.998047,0.973898,53.006104,22.405464,0,0,1.446351,1.999756,0,0,41477,16386,17360,96399,41023,0,0,74.993189,31.913667,16353,12288,84559,36871,0,0,0,0,1179760,131088,524320,0,1,2,1,376859,0,917584,2359376,262128,1179760,1048592,0,1.947315,2.04219,"Titan"
"18",9216,0,4.0961e-05,1,576,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,520548,1032272,294944,4608,244249,386609,0,0,32261,9218,465167,28102248,0.525842,0.944792,53.416023,25.898082,13.9676,29.626006,32.373305,76.077898,0,70.212275,79.998264,0.988013,53.005425,22.739145,0,0,1.446359,1.999783,0,0,46661,18434,19884,108443,46092,0,0,76.176242,32.37752,18397,13824,94786,41479,0,0,0,0,1327216,147472,589856,0,1,2,1,422608,0,1032272,2654288,294896,1327216,1179664,0,1.991915,2.010568,"Titan"
"28",10240,0,4.5472e-05,1,640,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,578785,1146960,327712,5120,271385,428828,0,0,35845,10242,517388,31211360,0.525954,0.942576,53.705838,26.038655,17.283249,29.638961,32.548954,76.490615,0,70.212324,79.998438,0.979748,53.004883,22.549462,0,0,1.446366,1.999805,0,0,51845,20482,27190,120538,51247,0,0,76.619651,32.575016,20433,15360,105353,46087,0,0,0,0,1474672,163856,655392,0,1,2,1,469211,0,1146960,2949200,327664,1474672,1310736,0,1.990528,1.973704,"Titan"
"38",11264,0,5.0017e-05,1,704,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,624708,1261648,360480,5632,298521,471629,0,0,39429,11266,569967,34584170,0.527079,0.951424,53.754769,26.062428,23.997562,29.583111,32.578613,76.560261,0,70.212364,79.99858,0.981545,53.004439,22.596725,0,0,1.446372,1.999822,0,0,57029,22530,41490,132493,56334,0,0,76.633139,32.58324,22487,16896,117159,50695,0,0,0,0,1622128,180240,720928,0,1,2,1,517248,0,1261648,3244112,360432,1622128,1441808,0,2.028608,1.973012,"Titan"
"48",12288,0,5.4374e-05,1,768,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,679028,1376336,393248,6144,325657,516424,0,0,43013,12290,622453,37518332,0.52755,0.949657,54.349101,26.350624,27.548185,29.819476,32.938816,77.406701,0,70.212398,79.998698,0.989237,53.004069,22.780313,0,0,1.446377,1.999837,0,0,62213,24578,51390,144604,61469,0,0,77.516594,32.951146,24514,18432,127735,55303,0,0,0,0,1769584,196624,786464,0,1,3,1,562068,0,1376336,3539024,393200,1769584,1572880,0,2.03598,1.966637,"Titan"
"58",13312,0,5.8849e-05,1,832,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,726908,1491024,426016,6656,352793,557663,0,0,46597,13314,669593,41094346,0.524153,0.953983,55.198197,26.762336,28.536373,30.314431,33.453422,78.615995,0,70.212426,79.998798,0.989113,53.003756,22.781123,0,0,1.446381,1.99985,0,0,67397,26626,56782,156567,66569,0,0,78.684343,33.45493,26575,19968,136622,59911,0,0,0,0,1917040,213008,852000,0,1,3,1,610843,0,1491024,3833936,425968,1917040,1703952,0,2.060354,1.934438,"Titan"
"68",14336,0,6.301e-05,1,896,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,773847,1605712,458784,7168,379929,600172,0,0,50181,14338,722841,44128702,0.528108,0.95389,54.933431,26.633997,28.490779,30.156216,33.292961,78.238875,0,70.21245,79.998884,0.989229,53.003488,22.785082,0,0,1.446384,1.999861,0,0,72581,28674,61346,168666,71697,0,0,78.333154,33.298069,28622,21504,147118,64519,0,0,0,0,2064496,229392,917536,0,1,3,1,656173,0,1605712,4128848,458736,2064496,1835024,0,2.084246,1.913988,"Titan"
"78",15360,0,6.7394e-05,1,960,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,825804,1720400,491552,7680,407065,642533,0,0,53765,15362,767431,47255130,0.528678,0.957271,55.677806,26.994927,28.900793,30.5514,33.744098,79.299027,0,70.212471,79.998958,0.99387,53.003255,22.889028,0,0,1.446387,1.99987,0,0,77765,30722,65782,180741,76837,0,0,79.407105,33.757718,30669,23040,158076,69127,0,0,0,0,2211952,245776,983072,0,1,3,1,703081,0,1720400,4423760,491504,2211952,1966096,0,2.092612,1.922075,"Titan"
"88",16384,0,7.1585e-05,1,1024,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,874902,1835088,524320,8192,434201,686927,0,0,57349,16386,819702,50155206,0.529577,0.956562,55.435633,26.877535,28.646679,30.398188,33.597329,78.954091,0,70.21249,79.999024,0.993478,53.003052,22.886385,0,0,1.44639,1.999878,0,0,82949,32770,69854,192723,81932,0,0,79.03447,33.599789,32683,24576,170670,73735,0,0,0,0,2359408,262160,1048608,0,1,3,1,751519,0,1835088,4718672,524272,2359408,2097168,0,2.10685,1.901625,"Titan"
"98",17408,0,7.6033e-05,1,1088,16,16,21,0,4,"bpnn_adjust_weights_cuda",2,923762,1949776,557088,8704,461337,727999,0,0,60933,17410,868668,53330522,0.531256,0.959273,56.212911,27.254413,29.243426,30.786653,34.068407,80.06111,0,70.212506,79.999081,0.993812,53.002872,22.899814,0,0,1.446392,1.999885,0,0,88133,34818,74718,204767,87047,0,0,80.142518,34.068799,34746,26112,178628,78343,0,0,0,0,2506864,278544,1114144,0,1,3,1,796142,0,1949776,5013584,557040,2506864,2228240,0,2.120121,1.903443,"Titan"
