"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"148",22528,0,0.00014573,1,1408,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1205079,2523216,720928,11264,597017,1265882,0,0,78853,22530,1151815,71122286,0.517072,0.962475,37.492899,18.178204,19.781072,20.751345,22.722957,53.399131,0,70.212565,79.99929,1.252722,53.002219,29.36645,0,0,1.4464,1.999911,0,0,114053,45058,98062,264887,112655,0,0,53.43302,22.724773,45026,33792,193685,101383,0,0,0,0,3244144,360464,1441824,0,1,3,1,1354612,0,2523216,6488144,720880,3244144,2883600,0,16.82537,6.671228,"Quadro"
"158",23552,0,0.000153378,1,1472,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1251674,2637904,753696,11776,624153,1326479,0,0,82437,23554,1208610,74459084,0.516398,0.962568,37.628874,18.244138,19.855692,20.800703,22.805367,53.592786,0,70.212574,79.999321,1.256583,53.002123,29.459072,0,0,1.446401,1.999915,0,0,119237,47106,102534,276927,117768,0,0,53.626868,22.805754,47079,35328,205542,105991,0,0,0,0,3391600,376848,1507360,0,1,3,1,1418723,0,2637904,6783056,753648,3391600,3014672,0,16.93532,6.820669,"Quadro"
"168",24576,0,0.000158914,1,1536,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1318398,2752592,786464,12288,651289,1380873,0,0,86021,24578,1260461,77704028,0.517494,0.964707,49.356202,23.930073,26.013256,27.324556,29.912835,70.295381,0,70.212582,79.999349,1.250256,53.002035,29.31005,0,0,1.446403,1.999919,0,0,124421,49154,106866,289019,122888,0,0,70.352828,29.913322,49116,36864,215056,110599,0,0,0,0,3539056,393232,1572896,0,1,3,1,1478091,0,2752592,7077968,786416,3539056,3145744,0,16.777255,6.657702,"Quadro"
"178",25600,0,0.000165378,1,1600,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1370459,2867280,819232,12800,678425,1440955,0,0,89605,25602,1315806,80718522,0.518557,0.964024,49.438804,23.970131,26.054795,27.340096,29.962897,70.413019,0,70.212589,79.999375,1.249244,53.001953,29.288478,0,0,1.446404,1.999922,0,0,129605,51202,111310,301034,128009,0,0,70.464281,29.963599,51172,38400,222655,115207,0,0,0,0,3686512,409616,1638432,0,1,3,1,1542514,0,2867280,7372880,819184,3686512,3276816,0,16.812396,6.776959,"Quadro"
"188",26624,0,0.000172386,1,1664,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1411370,2981968,852000,13312,705561,1492871,0,0,93189,26626,1358720,83886402,0.518858,0.964676,37.747695,18.301767,19.883796,20.840815,22.877381,53.761999,0,70.212596,79.999399,1.2545,53.001878,29.409092,0,0,1.446405,1.999925,0,0,134789,53250,115706,313075,133136,0,0,53.80118,22.879099,53208,39936,229904,119815,0,0,0,0,3833968,426000,1703968,0,1,3,1,1600811,0,2981968,7667792,851952,3833968,3407888,0,16.978043,6.906787,"Quadro"
"198",27648,0,0.000178403,1,1728,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1462868,3096656,884768,13824,732697,1551524,0,0,96773,27650,1414291,87412400,0.518322,0.965727,37.783531,18.319147,19.93679,20.893859,22.8991,53.813034,0,70.212602,79.999421,1.25466,53.001808,29.416258,0,0,1.446406,1.999928,0,0,139973,55298,120362,325111,138256,0,0,53.851462,22.900756,55264,41472,240746,124423,0,0,0,0,3981424,442384,1769504,0,1,3,1,1662694,0,3096656,7962704,884720,3981424,3538960,0,17.010352,6.794407,"Quadro"
"208",28672,0,0.000184354,1,1792,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1516219,3211344,917536,14336,759833,1607990,0,0,100357,28674,1462711,90470814,0.516792,0.965701,49.606368,24.051394,26.145501,27.519273,30.064453,70.651652,0,70.212608,79.999442,1.255669,53.001744,29.440617,0,0,1.446406,1.99993,0,0,145157,57346,124678,337245,143372,0,0,70.721694,30.065711,57309,43008,249760,129031,0,0,0,0,4128880,458768,1835040,0,1,3,1,1724523,0,3211344,8257616,917488,4128880,3670032,0,17.019639,6.827465,"Quadro"
"218",29696,0,0.000190755,1,1856,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1568188,3326032,950304,14848,786969,1665932,0,0,103941,29698,1516720,93813616,0.519763,0.966605,37.868571,18.360388,19.99166,20.954751,22.95064,53.934143,0,70.212614,79.999461,1.254358,53.001684,29.409202,0,0,1.446407,1.999933,0,0,150341,59394,129342,349074,148489,0,0,53.954391,22.951104,59360,44544,257291,133639,0,0,0,0,4276336,475152,1900576,0,1,3,1,1785583,0,3326032,8552528,950256,4276336,3801104,0,17.043301,6.957589,"Quadro"
"228",30720,0,0.000197666,1,1920,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1626785,3440720,983072,15360,814105,1728768,0,0,107525,30722,1582275,97584888,0.516422,0.967223,49.714017,24.103599,26.238487,27.496,30.129695,70.804961,0,70.212619,79.999479,1.252789,53.001628,29.378346,0,0,1.446408,1.999935,0,0,155525,61442,133768,361100,153615,0,0,70.829479,30.131461,61405,46080,269805,138247,0,0,0,0,4423792,491536,1966112,0,1,4,1,1847732,0,3440720,8847440,983024,4423792,3932176,0,16.995915,6.706705,"Quadro"
"238",31744,0,0.000203906,1,1984,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1676554,3555408,1015840,15872,841241,1784862,0,0,111109,31746,1628822,100484634,0.51813,0.967025,49.793104,24.14195,26.311645,27.451819,30.177627,70.917595,0,70.212623,79.999496,1.254985,53.001575,29.428765,0,0,1.446408,1.999937,0,0,160709,63490,138392,373238,158734,0,0,70.961514,30.179148,63449,47616,277744,142855,0,0,0,0,4571248,507920,2031648,0,1,4,1,1911589,0,3555408,9142352,1015792,4571248,4063248,0,17.041085,6.822708,"Quadro"
"248",32768,0,0.000211107,1,2048,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1729330,3670096,1048608,16384,868377,1838429,0,0,114693,32770,1673963,103727304,0.51838,0.967504,49.81383,24.152004,26.306735,27.509581,30.190189,70.947109,0,70.212628,79.999512,1.254873,53.001526,29.426827,0,0,1.446409,1.999939,0,0,165893,65538,142770,385282,163853,0,0,70.991884,30.191479,65497,49152,283650,147463,0,0,0,0,4718704,524304,2097184,0,1,4,1,1972173,0,3670096,9437264,1048560,4718704,4194320,0,17.053946,6.741095,"Quadro"
"258",33792,0,0.000217123,1,2112,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1778152,3784784,1081376,16896,895513,1897178,0,0,118277,33794,1724444,106849306,0.519299,0.96815,38.034134,18.440676,20.083492,21.034229,23.050982,54.16993,0,70.212632,79.999527,1.254479,53.00148,29.41496,0,0,1.44641,1.999941,0,0,171077,67586,147214,397274,168971,0,0,54.197624,23.051664,67544,50688,292943,152071,0,0,0,0,4866160,540688,2162720,0,1,3,1,2031018,0,3784784,9732176,1081328,4866160,4325392,0,17.103993,6.768223,"Quadro"
"268",34816,0,0.000223811,1,2176,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1837661,3899472,1114144,17408,922649,1956537,0,0,121861,34818,1780196,109809984,0.520624,0.968166,38.244252,18.542555,20.206576,21.11967,23.178327,54.469187,0,70.212636,79.99954,1.252542,53.001436,29.37203,0,0,1.44641,1.999943,0,0,176261,69634,151766,409346,174091,0,0,54.501541,23.178992,69596,52224,301584,156679,0,0,0,0,5013616,557072,2228256,0,1,3,1,2096196,0,3899472,10027088,1114096,5013616,4456464,0,17.051622,6.776843,"Quadro"
"278",35840,0,0.000229858,1,2240,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1892324,4014160,1146912,17920,949785,2008878,0,0,125445,35842,1823237,113787606,0.51761,0.96893,38.162966,18.503147,20.165751,21.047,23.129063,54.353413,0,70.21264,79.999554,1.253188,53.001395,29.388747,0,0,1.446411,1.999944,0,0,181445,71682,156246,421298,179216,0,0,54.374451,23.130353,71636,53760,309297,161287,0,0,0,0,5161072,573456,2293792,0,1,3,1,2157415,0,4014160,10322000,1146864,5161072,4587536,0,17.046077,6.764066,"Quadro"
"288",36864,0,0.000235875,1,2304,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1926507,4128848,1179680,18432,976921,2069487,0,0,129029,36866,1880977,116497516,0.520248,0.969367,38.140361,18.49219,20.14026,21.101738,23.115363,54.321216,0,70.212643,79.999566,1.259897,53.001356,29.542671,0,0,1.446411,1.999946,0,0,186629,73730,160602,433381,184331,0,0,54.348052,23.11599,73681,55296,319600,165895,0,0,0,0,5308528,589840,2359328,0,1,3,1,2214305,0,4128848,10616912,1179632,5308528,4718608,0,17.221998,6.917374,"Quadro"
"298",37888,0,0.000242851,1,2368,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,1982529,4243536,1212448,18944,1004057,2124314,0,0,132613,37890,1928982,119847336,0.521915,0.969259,50.040495,24.261922,26.457976,27.650933,30.327563,71.269917,0,70.212646,79.999578,1.257377,53.00132,29.482986,0,0,1.446412,1.999947,0,0,191813,75778,165274,445517,189454,0,0,71.320824,30.328844,75735,56832,329001,170503,0,0,0,0,5455984,606224,2424864,0,1,4,1,2278910,0,4243536,10911824,1212400,5455984,4849680,0,17.200202,6.911507,"Quadro"
"308",38912,0,0.000248803,1,2432,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2046389,4358224,1245216,19456,1031193,2187463,0,0,136197,38914,1989644,123143786,0.519547,0.969433,50.105834,24.293605,26.490849,27.693262,30.367163,71.362973,0,70.21265,79.999589,1.254792,53.001285,29.427702,0,0,1.446412,1.999949,0,0,196997,77826,169730,457419,194567,0,0,71.392316,30.367319,77774,58368,337733,175111,0,0,0,0,5603440,622608,2490400,0,1,4,1,2341561,0,4358224,11206736,1245168,5603440,4980752,0,17.113804,6.807418,"Quadro"
"318",39936,0,0.000255268,1,2496,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2094329,4472912,1277984,19968,1058329,2242742,0,0,139781,39938,2046293,127101436,0.51963,0.970516,38.092191,18.468843,20.148228,21.051854,23.086169,54.252602,0,70.212653,79.999599,1.257881,53.001252,29.497583,0,0,1.446413,1.99995,0,0,202181,79874,174274,469453,199694,0,0,54.274568,23.087094,79834,59904,347118,179719,0,0,0,0,5750896,638992,2555936,0,1,3,1,2400497,0,4472912,11501648,1277936,5750896,5111824,0,17.162108,6.925599,"Quadro"
"328",40960,0,0.000261859,1,2560,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2145306,4587600,1310752,20480,1085465,2296066,0,0,143365,40962,2084205,129246494,0.521396,0.970042,38.081747,18.463782,20.139951,21.075401,23.07984,54.237725,0,70.212655,79.999609,1.258242,53.001221,29.5047,0,0,1.446413,1.999951,0,0,207365,81922,178718,481625,204818,0,0,54.274913,23.081192,81873,61440,353469,184327,0,0,0,0,5898352,655376,2621472,0,1,3,1,2460931,0,4587600,11796560,1310704,5898352,5242896,0,17.183889,6.854059,"Quadro"
"338",41984,0,0.000268483,1,2624,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2194201,4702288,1343520,20992,1112601,2358408,0,0,146949,41986,2140134,133206486,0.518909,0.970727,38.301649,18.570402,20.262019,21.210553,23.213114,54.550917,0,70.212658,79.999619,1.256139,53.001191,29.459948,0,0,1.446413,1.999952,0,0,212549,83970,183238,493682,209936,0,0,54.590172,23.214219,83921,62976,363941,188935,0,0,0,0,6045808,671760,2687008,0,1,3,1,2522390,0,4702288,12091472,1343472,6045808,5373968,0,17.220984,6.738146,"Quadro"
"348",43008,0,0.000275427,1,2688,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2245130,4816976,1376288,21504,1139737,2416161,0,0,150533,43010,2189714,135970990,0.519958,0.970239,50.185747,24.332364,26.554914,27.721068,30.415596,71.476778,0,70.212661,79.999628,1.256933,53.001163,29.478245,0,0,1.446414,1.999953,0,0,217733,86018,187750,505592,215050,0,0,71.509733,30.416162,85954,64512,372811,193543,0,0,0,0,6193264,688144,2752544,0,1,4,1,2587065,0,4816976,12386384,1376240,6193264,5505040,0,17.240828,6.851958,"Quadro"
"358",44032,0,0.000280707,1,2752,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2305393,4931664,1409056,22016,1166873,2470728,0,0,154117,44034,2236608,138972158,0.520784,0.970863,38.136601,18.490384,20.174897,21.069539,23.113085,54.315844,0,70.212663,79.999637,1.256278,53.001136,29.461006,0,0,1.446414,1.999955,0,0,222917,88066,192178,517601,220167,0,0,54.33789,23.11319,88017,66048,380087,198151,0,0,0,0,6340720,704528,2818080,0,1,3,1,2643404,0,4931664,12681296,1409008,6340720,5636112,0,17.189911,6.921936,"Quadro"
"368",45056,0,0.000287236,1,2816,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2359640,5046352,1441824,22528,1194009,2533708,0,0,157701,45058,2290148,143017220,0.518918,0.97118,38.216562,18.529155,20.219138,21.166425,23.161547,54.429727,0,70.212665,79.999645,1.255365,53.00111,29.442222,0,0,1.446414,1.999956,0,0,228101,90114,196666,530047,225290,0,0,54.49388,23.161958,90058,67584,390395,202759,0,0,0,0,6488176,720912,2883616,0,1,3,1,2711008,0,5046352,12976208,1441776,6488176,5767184,0,17.185291,6.729079,"Quadro"
"378",46080,0,0.00029322,1,2880,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2404941,5161040,1474592,23040,1221145,2583762,0,0,161285,46082,2345403,145771086,0.521355,0.971409,38.188865,18.515728,20.225222,21.157216,23.144761,54.390278,0,70.212668,79.999653,1.257578,53.001085,29.490081,0,0,1.446415,1.999957,0,0,233285,92162,201342,541683,230409,0,0,54.413181,23.145062,92118,69120,396844,207367,0,0,0,0,6635632,737296,2949152,0,1,3,1,2766273,0,5161040,13271120,1474544,6635632,5898256,0,17.244789,6.876401,"Quadro"
"388",47104,0,0.000301188,1,2944,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2460867,5275728,1507360,23552,1248281,2641389,0,0,164869,47106,2394877,148717378,0.521734,0.971222,38.190346,18.516448,20.205747,21.14916,23.145658,54.392386,0,70.21267,79.99966,1.25799,53.001061,29.501287,0,0,1.446415,1.999958,0,0,238469,94210,205610,553795,235531,0,0,54.422653,23.14615,94157,70656,408231,211975,0,0,0,0,6783088,753680,3014688,0,1,3,1,2828635,0,5275728,13566032,1507312,6783088,6029328,0,17.227384,6.885536,"Quadro"
"398",48128,0,0.000306916,1,3008,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2520216,5390416,1540128,24064,1275417,2702661,0,0,168453,48130,2454870,152365162,0.520173,0.97096,50.299621,24.387588,27.286999,27.816388,30.484611,71.638951,0,70.212672,79.999668,1.256244,53.001039,29.464778,0,0,1.446415,1.999958,0,0,243653,96258,215404,565768,240650,0,0,71.670494,30.485118,96212,72192,419594,216583,0,0,0,0,6930544,770064,3080224,0,1,4,1,2893763,0,5390416,13860944,1540080,6930544,6160400,0,17.187376,6.729,"Quadro"
"408",49152,0,0.000313476,1,3072,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2577323,5505104,1572896,24576,1302553,2756392,0,0,172037,49154,2502798,156211392,0.518949,0.972438,38.275377,18.557679,20.270242,21.136623,23.197193,54.513487,0,70.212674,79.999674,1.256366,53.001017,29.464103,0,0,1.446416,1.999959,0,0,248837,98306,214756,577799,245767,0,0,54.536896,23.197287,98248,73728,425481,221191,0,0,0,0,7078000,786448,3145760,0,1,3,1,2954223,0,5505104,14155856,1572848,7078000,6291472,0,17.164127,6.796678,"Quadro"
"418",50176,0,0.000319812,1,3136,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2623875,5619792,1605664,25088,1329689,2816890,0,0,175621,50178,2553621,159242842,0.521268,0.972688,50.157661,24.318763,26.567826,27.729555,30.398575,71.43676,0,70.212676,79.999681,1.257667,53.000996,29.497387,0,0,1.446416,1.99996,0,0,254021,100354,219270,589719,250896,0,0,71.453238,30.399786,100289,75264,433308,225799,0,0,0,0,7225456,802832,3211296,0,1,4,1,3016555,0,5619792,14450768,1605616,7225456,6422544,0,17.210843,6.841574,"Quadro"
"428",51200,0,0.000326405,1,3200,16,16,21,0,5,"bpnn_adjust_weights_cuda",2,2652440,5734480,1638432,25600,1356825,2873690,0,0,179205,51202,2599268,161861380,0.521589,0.972227,50.359426,24.41659,26.618094,27.852014,30.520857,71.724122,0,70.212678,79.999688,1.259525,53.000977,29.538651,0,0,1.446416,1.999961,0,0,259205,102402,223270,601848,256012,0,0,71.7519,30.521572,102344,76800,445314,230407,0,0,0,0,7372912,819216,3276832,0,1,4,1,3074098,0,5734480,14745680,1638384,7372912,6553616,0,17.372947,6.86982,"Quadro"
