"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"2",256,0,2.4865e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,557532,256,240,1,2424,1875,510,256,16,15,19536,19536,0.109061,0.015625,0.04267,0.040003,0,0,0.040003,0.04267,11.555118,100,100,0.124271,2424,2.752481,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.064317,2.709544,0.094674,0.048004,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001822,0,0.110099,"TitanX"
"5",256,0,2.4065e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,617668,256,240,1,2424,1875,510,256,16,15,22215,22316,0.110067,0.015626,0.042615,0.039951,0,0,0.039951,0.042615,11.555118,100,100,0.109341,2424,2.421787,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.05905,2.706033,0.307625,0.047942,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001644,0,0.096871,"TitanX"
"8",256,0,2.4097e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556920,256,240,1,2424,1875,510,256,16,15,19543,19552,0.109111,0.015626,0.048642,0.045602,0,0,0.045602,0.048642,11.555118,100,100,0.12429,2424,2.752904,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.633147,3.088765,0.107924,0.054722,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001824,0,0.110116,"TitanX"
"11",256,0,2.368e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556024,256,240,1,2424,1875,510,256,16,15,19556,22140,0.124034,0.015625,0.048388,0.045364,0,0,0.045364,0.048388,11.555118,100,100,0.124207,2424,2.751074,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.608934,3.072623,0.10736,0.054436,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001827,0,0.110043,"TitanX"
"14",256,0,2.4065e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,625068,256,240,1,2424,1875,510,256,16,15,22422,22508,0.108036,0.015626,0.048434,0.045407,0,0,0.045407,0.048434,11.555118,100,100,0.110129,2424,2.439246,1.494118,1.984375,4,2,762,508,64,30,0,63,36,4.613381,3.075588,0.095355,0.054489,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001625,0,0.09757,"TitanX"
"17",256,0,2.3777e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,622932,256,240,1,2424,1875,510,256,16,15,22351,19550,0.108452,0.015625,0.048278,0.04526,0,0,0.04526,0.048278,11.555118,100,100,0.124265,2424,2.752341,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.598435,3.065623,0.348503,0.054312,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.00163,0,0.110094,"TitanX"
"20",256,0,2.4001e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556044,256,240,1,2424,1875,510,256,16,15,19543,19544,0.124034,0.015626,0.048292,0.045274,0,6.181401,0.045274,0.048292,11.555118,100,100,0.124303,2424,2.753186,1.494118,1.984375,4,2,762,508,64,30,0,239,36,4.599832,3.066555,0.360682,0.054329,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001827,0,0.110127,"TitanX"
"23",256,0,2.4001e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,621288,256,240,1,2424,1875,510,256,16,15,22174,22628,0.109317,0.015626,0.048363,0.045341,0,6.190492,0.045341,0.048363,11.555118,100,100,0.108273,2424,2.398146,1.494118,1.984375,4,2,762,508,64,30,0,239,36,4.606597,3.071064,0.361213,0.054409,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001635,0,0.095926,"TitanX"
"26",256,0,2.4001e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,557088,256,240,1,2424,1875,510,256,16,15,19549,22212,0.124085,0.015625,0.048285,0.045267,0,6.180462,0.045267,0.048285,11.555118,100,100,0.109533,2424,2.426046,1.494118,1.984375,4,2,762,508,64,30,0,63,36,4.599133,3.066089,0.095061,0.05432,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001823,0,0.097042,"TitanX"
"29",256,0,2.4001e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,619252,256,240,1,2424,1875,510,256,16,15,22180,19542,0.108866,0.015624,0.048393,0.045368,0,0,0.045368,0.048393,11.555118,100,100,0.109513,2424,2.425609,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.609402,3.072934,0.349335,0.054442,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.00164,0,0.097024,"TitanX"
"32",256,0,2.3777e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,557212,256,240,1,2424,1875,510,256,16,15,19544,22314,0.109283,0.015624,0.04841,0.045384,0,0,0.045384,0.04841,11.555118,100,100,0.124284,2424,2.752763,1.494118,1.984375,4,2,762,508,64,30,0,239,36,4.61104,3.074026,0.361561,0.054461,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001823,0,0.110111,"TitanX"
"35",256,0,2.3873e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556676,256,240,1,2424,1875,510,256,16,15,19543,19544,0.124091,0.015625,0.048351,0.045329,0,0,0.045329,0.048351,11.555118,100,100,0.10888,2424,2.411583,1.494118,1.984375,4,2,762,508,64,30,0,63,36,4.605429,3.070286,0.095191,0.054395,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001824,0,0.096463,"TitanX"
"38",256,0,2.4033e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,621872,256,240,1,2424,1875,510,256,16,15,22260,22600,0.108895,0.015625,0.048312,0.045292,0,0,0.045292,0.048312,11.555118,100,100,0.108627,2424,2.405975,1.494118,1.984375,4,2,762,508,64,30,0,63,36,4.601696,3.067797,0.095114,0.054351,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001633,0,0.096239,"TitanX"
"41",256,0,2.3745e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556832,256,240,1,2424,1875,510,256,16,15,19546,22404,0.108631,0.015625,0.048156,0.045146,0,0,0.045146,0.048156,11.555118,100,100,0.124271,2424,2.752481,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.586825,3.057883,0.106845,0.054175,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001824,0,0.110099,"TitanX"
"44",256,0,2.384e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,622240,256,240,1,2424,1875,510,256,16,15,22279,22280,0.107887,0.015626,0.048312,0.045292,0,0,0.045292,0.048312,11.555118,100,100,0.124303,2424,2.753186,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.601696,3.067797,0.107192,0.054351,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001632,0,0.110127,"TitanX"
"47",256,0,2.3809e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556688,256,240,1,2424,1875,510,256,16,15,19546,19546,0.124015,0.015625,0.048444,0.045417,0,6.200869,0.045417,0.048444,11.555118,100,100,0.124277,2424,2.752622,1.494118,1.984375,4,2,762,508,64,30,0,239,36,4.614319,3.076212,0.361818,0.0545,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001824,0,0.110105,"TitanX"
"50",512,0,2.4672e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,625920,256,240,1,2424,1875,510,256,16,15,22388,22230,0.108272,0.015625,0.048295,0.045276,0,0.072442,0.045276,0.048295,11.555118,100,100,0.124315,2424,2.753467,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.600065,3.06671,0.348627,0.054331,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001623,0,0.110139,"TitanX"
"53",512,0,2.3521e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,618360,256,240,1,2424,1875,510,256,16,15,22109,19542,0.109639,0.015625,0.048459,0.04543,0,0.006057383,0.04543,0.048459,11.555118,100,100,0.124309,2424,2.753327,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.615726,3.07715,0.349814,0.054516,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001642,0,0.110133,"TitanX"
"56",512,0,2.3649e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,613400,256,240,1,2424,1875,510,256,16,15,19542,19546,0.123977,0.015626,0.048248,0.045233,0,0.006031027,0.045233,0.048248,11.555118,100,100,0.124315,2424,2.753467,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.595643,3.063762,0.107051,0.054279,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001656,0,0.110139,"TitanX"
"59",512,0,2.3617e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556080,256,240,1,2424,1875,510,256,16,15,19542,19556,0.109229,0.015626,0.048302,0.045283,0,0,0.045283,0.048302,11.555118,100,100,0.124271,2424,2.752481,1.494118,1.984375,4,2,762,508,64,30,0,63,36,4.600764,3.067176,0.095095,0.05434,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001826,0,0.110099,"TitanX"
"62",512,0,2.3617e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,556952,256,240,1,2424,1875,510,256,16,15,19536,22404,0.124002,0.015626,0.048334,0.045313,0,0.006041725,0.045313,0.048334,11.555118,100,100,0.124315,2424,2.753467,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.603795,3.069197,0.107241,0.054376,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0.001824,0,0.110139,"TitanX"
"65",512,0,2.3553e-05,1,1,16,1,38,1024,6,"lud_diagonal",9,620444,256,240,1,2424,1875,510,256,16,15,22246,22246,0.124072,0.015625,0.048246,0.04523,0,0,0.04523,0.048246,11.555118,100,100,0.12429,2424,2.752904,1.494118,1.984375,4,2,762,508,64,30,0,239,36,4.59541,3.063607,0.360336,0.054277,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0.001637,0,0.110116,"TitanX"
