"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",8192,0,1.9104e-05,1,512,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,249830,139264,139264,4096,520192,407190,49152,28672,8192,8192,197327,11086526,2.651538,0.882978,26.380496,26.380496,0,28.250529,37.243053,38.794847,20.888158,68,70.833333,2.783903,127,60.728061,1,1,1.53125,1.5,49152,28672,12544,12288,0,25750,24614,595.888844,347.601825,39.02216,37.300639,45056,40960,111239,94208,253952,122880,131072,0,0,0,0,0,4,2,2,476759,253952,0,5496832,253952,1318912,2375680,0.264713,0,6.745791,"Titan"
"13",9216,0,2.1025e-05,1,576,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,272748,156672,156672,4608,585216,457953,55296,32256,9216,9216,222795,12451616,2.677329,0.890085,26.990783,26.990783,0,28.927162,38.104634,39.692327,20.887919,68,70.833333,2.816321,127,61.433262,1,1.000031,1.53125,1.5,55296,32257,14112,13824,0,28951,27677,609.674147,355.654278,39.900436,38.144602,50688,46080,125086,105984,285696,138240,147456,0,0,0,0,0,4,2,2,536219,285696,0,6183936,285696,1483776,2672640,0.272779,0,6.815267,"Titan"
"23",10240,0,2.3072e-05,1,640,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,292754,174080,174080,5120,650240,508789,61440,35840,10240,10240,240300,14165646,2.640258,0.89873,27.787237,27.787237,0.393312,29.870003,39.22904,40.863584,20.888158,68,70.833333,2.841735,127,61.988036,1,1,1.53125,1.5,61440,35840,15680,15360,308,32154,30754,627.664646,366.13771,41.06024,39.272458,56326,51200,139042,117760,317440,153600,163840,0,0,0,0,0,4,2,2,595778,317440,0,6871040,317440,1648640,2969600,0.282376,0,6.846538,"Titan"
"33",11264,0,2.5121e-05,1,704,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,318612,191488,191488,5632,715264,560176,67584,39424,11264,11264,265397,15408034,2.68098,0.90239,27.761067,27.761067,3.589593,29.761729,39.192095,40.825099,20.876452,68,70.833333,2.832225,127,61.786682,1,1.001522,1.53125,1.5,67584,39484,17248,16896,3095,35283,33939,627.073523,366.349594,40.921363,39.362586,62010,56320,153182,129536,349184,168960,180224,0,0,0,0,0,4,2,2,655980,349184,0,7558144,349184,1813504,3266560,0.285405,0,6.861871,"Titan"
"43",12288,0,2.6947e-05,1,768,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,341331,208896,208896,6144,780288,610840,73728,43008,12288,12288,289138,16690148,2.675655,0.905552,28.087715,28.087715,7.002567,30.056179,39.653245,41.305464,20.867601,68,70.833333,2.835103,127,61.846592,1,1.002674,1.53125,1.5,73728,43123,18816,18432,6510,38551,37796,634.451924,371.086566,41.467889,40.655763,67615,61440,167155,141312,380928,184320,196608,0,0,0,0,0,4,2,2,715309,380928,0,8245248,380928,1978368,3563520,0.290627,0,6.804308,"Titan"
"53",13312,0,2.8897e-05,1,832,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,365650,226304,226304,6656,845312,661835,79872,46592,13312,13312,312797,18223218,2.686993,0.910296,28.464045,28.464045,11.489058,30.417125,40.184535,41.85889,20.887497,68,70.833333,2.842867,127,62.013772,1,1.000086,1.53125,1.5,79872,46596,20384,19968,11418,41865,39987,642.952554,375.087856,42.125539,40.235852,73230,66560,181074,153088,412672,199680,212992,0,0,0,0,0,4,2,2,774681,412672,0,8932352,412672,2143232,3860480,0.293906,0,6.74865,"Titan"
"63",14336,0,3.0849e-05,1,896,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,390180,243712,243712,7168,910336,712385,86016,50176,14336,14336,334301,19550546,2.718971,0.912393,28.918552,28.918552,15.615487,31.939128,40.826191,42.527283,20.886011,68,70.833333,2.853808,127,62.251992,1,1.000279,1.53125,1.5,86016,50190,21952,21504,16450,45010,43742,653.219064,381.150772,42.726629,41.522955,78843,71680,194959,164864,444416,215040,229376,0,0,0,0,0,4,2,2,834224,444416,0,9619456,444416,2308096,4157440,0.296615,0,6.729069,"Titan"
"73",15360,0,3.2736e-05,1,960,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,412384,261120,261120,7680,975360,763394,92160,53760,15360,15360,358538,21027970,2.658816,0.915707,29.08413,29.08413,18.182927,31.05515,41.059948,42.770779,20.888158,68,70.833333,2.859093,127,62.367143,1,1,1.53125,1.5,92160,53760,23520,23040,20406,48208,46093,656.959166,383.22618,42.956119,41.071532,84534,76800,208931,176640,476160,230400,245760,0,0,0,0,0,4,2,2,893796,476160,0,10306560,476160,2472960,4454400,0.300691,0,6.727236,"Titan"
"83",16384,0,3.4721e-05,1,1024,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,431732,278528,278528,8192,1040384,813967,98304,57344,16384,16384,379104,22265406,2.741987,0.917692,29.296599,29.296599,15.989602,31.279101,41.359905,43.083234,20.887621,68,70.833333,2.881782,127,62.860785,1,1.00007,1.53125,1.5,98304,57348,25088,24576,19002,51340,49186,661.758478,386.052706,43.20104,41.388515,90116,81920,222782,188416,507904,245760,262144,0,0,0,0,0,4,2,2,953178,507904,0,10993664,507904,2637824,4751360,0.306363,0,6.729275,"Titan"
"93",17408,0,3.6577e-05,1,1088,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,462462,295936,295936,8704,1105408,864830,104448,60928,17408,17408,406151,24313250,2.6794,0.920827,29.521409,29.521409,22.718844,31.921939,41.677284,43.413837,20.888158,68,70.833333,2.836575,127,61.875741,1,1,1.53125,1.5,104448,60928,26656,26112,28468,54540,52312,666.83654,388.987982,43.525564,41.747512,95753,87040,236728,200192,539648,261120,278528,0,0,0,0,0,4,3,2,1012943,539648,0,11680768,539648,2802688,5048320,0.303881,0,6.580194,"Titan"
"103",18432,0,3.8593e-05,1,1152,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,483210,313344,313344,9216,1170432,915731,110592,64512,18432,18432,428026,25209768,2.737436,0.92127,29.510741,29.510741,24.7053,31.438041,41.662223,43.398149,20.887561,68,70.833333,2.872225,127,62.65162,1,1.000078,1.53125,1.5,110592,64517,28224,27648,32790,57758,55458,666.595563,388.877549,43.517192,41.78428,101401,92160,250667,211968,571392,276480,294912,0,0,0,0,0,4,3,2,1072290,571392,0,12367872,571392,2967552,5345280,0.307941,0,6.647184,"Titan"
"113",19456,0,4.0417e-05,1,1216,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,504490,330752,330752,9728,1235456,966225,116736,68096,19456,19456,459721,27138514,2.689586,0.923133,29.748357,29.748357,26.933546,31.758012,41.997681,43.747584,20.88522,68,70.833333,2.874334,127,62.695772,1,1.000382,1.53125,1.5,116736,68122,29792,29184,37432,60951,58376,671.962897,392.12802,43.856234,42.003437,107016,97280,264731,223744,603136,291840,311296,0,0,0,0,0,4,3,2,1131793,603136,0,13054976,603136,3132416,5642240,0.311338,0,6.578602,"Titan"
"123",20480,0,4.2401e-05,1,1280,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,530026,348160,348160,10240,1300480,1017057,122880,71680,20480,20480,475294,28353450,2.715358,0.925016,29.813968,29.813968,28.53975,31.785582,42.090308,43.844071,20.88687,68,70.833333,2.859494,127,62.371945,1,1.000167,1.53125,1.5,122880,71692,31360,30720,41660,64091,61666,673.444935,392.908645,43.906412,42.245133,112646,102400,278504,235520,634880,307200,327680,0,0,0,0,0,4,3,2,1191149,634880,0,13742080,634880,3297280,5939200,0.311934,0,6.495883,"Titan"
"133",21504,0,4.5024e-05,1,1344,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,557284,365568,365568,10752,1365504,1068200,129024,75264,21504,21504,496352,29421032,2.695833,0.926165,30.07214,30.07214,29.645697,32.231337,42.454786,44.223735,20.883864,68,70.833333,2.842665,127,62.00622,1,1.000558,1.53125,1.5,129024,75306,32928,32256,45048,67349,64651,679.27657,396.465785,44.321791,42.54626,118293,107520,292417,247296,666624,322560,344064,0,0,0,0,0,4,3,2,1250911,666624,0,14429184,666624,3462144,6236160,0.311511,0,6.521661,"Titan"
"143",22528,0,4.7809e-05,1,1408,16,16,11,1088,4,"bpnn_layerforward_CUDA",1,575859,382976,382976,11264,1430528,1118617,135168,78848,22528,22528,521685,30843582,2.748917,0.926083,30.057236,30.057236,30.087374,31.987926,42.433745,44.201818,20.88806,68,70.833333,2.878308,127,62.781416,1,1.000013,1.53125,1.5,135168,78849,34496,33792,47920,70551,67647,678.939925,396.053313,44.296626,42.473301,123930,112640,306329,259072,698368,337920,360448,0,0,0,0,0,5,3,2,1310038,698368,0,15116288,698368,3627008,6533120,0.315818,0,6.487465,"Titan"
