"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",64,256,9.024e-06,6,6,16,16,38,3072,6,"calculate_temp",6,247744,14112,4096,288,69336,60560,3144,1308,576,192,116155,1437384,0.596577,0.193488,7.114805,2.065068,0,49.561637,3.355736,10.164008,69.756848,70,61.538462,0.615204,240.75,14.207524,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,2671,838,50.142438,19.360015,10.773041,3.379936,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66060,241040,67004,931936,165888,114372,343652,0.496304,4.829582,0.714098,"TitanX"
"4",64,256,6.88e-06,6,6,16,16,38,3072,6,"calculate_temp",6,248968,14112,4096,288,69336,60600,3144,1308,576,192,134804,1664834,0.514347,0.1924,7.115768,2.065348,0,49.568345,3.35619,10.165383,69.756848,70,61.538462,0.530484,240.75,12.25153,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,3295,838,50.149225,19.362635,13.291642,3.380393,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66048,241040,67004,931936,165888,114372,343652,0.493864,4.805839,0.609386,"TitanX"
"5",64,256,6.88e-06,6,6,16,16,38,3072,6,"calculate_temp",6,230452,14112,4096,288,69336,60560,3144,1308,576,192,116014,1436350,0.588536,0.193451,7.142839,2.073205,0,49.756921,3.368958,10.204056,69.756848,70,61.538462,0.607545,240.75,14.029532,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,3295,838,50.34001,19.436297,13.342208,3.393254,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66022,241040,67004,931936,165888,114372,343652,0.533544,5.191971,0.705468,"TitanX"
"6",64,256,6.88e-06,6,6,16,16,38,3072,6,"calculate_temp",6,231336,14112,4096,288,69336,60549,3144,1308,576,192,117175,1457182,0.592666,0.192248,7.109994,2.063672,0,49.528122,3.353467,10.157134,69.756848,70,61.538462,0.60288,240.75,13.921674,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,3295,838,50.10853,19.346923,13.280856,3.37765,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66006,241040,67004,931936,165888,114372,343652,0.531505,5.172131,0.699176,"TitanX"
"7",64,256,6.88e-06,6,6,16,16,38,3072,6,"calculate_temp",6,231328,14112,4096,288,69336,60572,3144,1308,576,192,117541,1448064,0.517205,0.192785,7.113843,2.064789,0,49.55493,3.355282,10.162632,69.756848,70,61.538462,0.605623,240.75,13.985162,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,3295,838,50.135652,19.357395,13.288045,3.379479,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66015,241040,67004,931936,165888,114372,343652,0.531523,5.172309,0.704328,"TitanX"
"8",64,256,6.881e-06,6,6,16,16,38,3072,6,"calculate_temp",6,248764,14112,4096,288,69336,60600,3144,1308,576,192,136413,1671628,0.513836,0.191471,7.135084,2.070954,0,49.702895,3.3653,10.192977,69.756848,70,61.538462,0.602414,240.75,13.910993,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,3295,838,50.285352,19.415194,13.327722,3.389569,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66018,241040,67004,931936,165888,114372,343652,0.494269,4.80978,0.699581,"TitanX"
"9",64,256,6.848e-06,6,6,16,16,38,3072,6,"calculate_temp",6,248312,14112,4096,288,69336,60600,3144,1308,576,192,133781,1451248,0.597117,0.192918,7.114805,2.065068,0,49.561637,3.355736,10.164008,69.756848,70,61.538462,0.534426,240.75,12.34256,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,2671,838,50.142438,19.360015,10.773041,3.379936,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66034,241040,67004,931936,165888,114372,343652,0.495168,4.818535,0.61659,"TitanX"
"10",64,256,6.848e-06,6,6,16,16,38,3072,6,"calculate_temp",6,249444,14112,4096,288,69336,60570,3144,1308,576,192,116960,1452772,0.593158,0.19218,7.117695,2.065907,0,49.581767,3.357099,10.168136,69.756848,70,61.538462,0.611029,240.75,14.111235,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,2671,838,50.162804,19.367878,10.777417,3.381309,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66060,241040,67004,931936,165888,114372,343652,0.492921,4.796668,0.709123,"TitanX"
"11",64,256,6.848e-06,6,6,16,16,38,3072,6,"calculate_temp",6,248748,14112,4096,288,69336,60600,3144,1308,576,192,135757,1664686,0.510732,0.192042,7.113843,2.064789,0,49.55493,3.355282,10.162632,69.756848,70,61.538462,0.526824,240.75,12.165119,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,3295,838,50.135652,19.357395,13.288045,3.379479,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66054,241040,67004,931936,165888,114372,343652,0.4943,4.810089,0.607276,"TitanX"
"12",64,256,6.848e-06,6,6,16,16,38,3072,6,"calculate_temp",6,231128,14112,4096,288,69336,60567,3144,1308,576,192,134666,1447896,0.586177,0.193323,7.107111,2.062835,0,49.508035,3.352107,10.153015,69.756848,70,61.538462,0.530914,240.75,12.261447,0.98855,0.917431,7.583333,4.333333,3108,1200,4368,832,0,3295,838,50.088208,19.339076,13.27547,3.37628,7260,7260,9540,7524,314768,65580,9572,119808,95720,38288,0,36864,1,1,1,66048,241040,67004,931936,165888,114372,343652,0.531983,5.176785,0.611817,"TitanX"
