"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"8",8192,0,5e-06,1,512,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,345723,917584,262176,4096,237595,181830,0,0,28677,8194,341645,10485595,0.695444,0.479555,393.141721,190.609233,148.895287,26.789519,238.267357,1346.158805,0,29.204706,79.998047,1.130722,58.006592,49.327901,0,0,8.070893,4.999512,0,0,231449,40966,25,37782,40979,0,0,219.748506,238.342968,4097,4097,163854,53255,0,0,0,0,1179760,131088,524320,0,0,1,1,212098,0,917584,2883696,131072,1179760,1310720,0,5.331942,2.361859,"Tesla-P100"
"18",9216,0,5e-06,1,576,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,345777,1032272,294944,4608,267291,203636,0,0,32261,9218,345023,11023257,0.774705,0.499208,419.671889,203.472597,56.514033,11.644982,254.346265,1437.007277,0,29.204576,79.998264,1.160736,58.005859,50.678171,0,0,8.070953,4.999566,0,0,260377,46086,10,42509,46099,0,0,234.604986,254.418011,4609,4609,184334,59911,0,0,0,0,1327216,147472,589856,0,0,1,1,238232,0,1032272,3244144,147456,1327216,1474560,0,5.997435,2.41622,"Tesla-P100"
"28",10240,0,5e-06,1,640,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,372868,1146960,327712,5120,296987,226168,0,0,35845,10242,261137,12524442,0.793499,0.522863,441.599126,214.104233,0,0.167253,267.635517,1512.094156,0,29.204473,79.998438,0.808253,58.005273,35.313206,0,0,8.071,4.999609,0,0,289305,51206,0,47398,51219,0,0,247.732458,267.703464,5121,5121,204814,66567,0,0,0,0,1474672,163856,655392,0,0,1,1,264337,0,1146960,3604592,163840,1474672,1638400,0,6.1796,2.376492,"Tesla-P100"
"38",11264,0,5e-06,1,704,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,380998,1261648,360480,5632,326683,248693,0,0,39429,11266,286124,13967704,0.851904,0.569127,472.495435,229.084382,0,0.85411,286.360561,1617.891924,0,29.204388,79.99858,0.866411,58.004794,37.873624,0,0,8.071039,4.999645,0,0,318233,56326,0,51822,56339,0,0,263.462291,286.426653,5633,5633,225294,73223,0,0,0,0,1622128,180240,720928,0,0,1,1,290471,0,1261648,3965040,180224,1622128,1802240,0,6.652463,2.066437,"Tesla-P100"
"48",12288,0,6e-06,1,768,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,406213,1376336,393248,6144,356379,271223,0,0,43013,12290,317110,15167338,0.875975,0.582517,491.386934,238.244098,49.630148,14.932665,297.809969,1682.583191,0,29.204317,79.998698,1.143896,58.004395,49.96276,0,0,8.071072,4.999675,0,0,347161,61446,10,56542,61459,0,0,274.041781,297.872976,6145,6145,245774,79879,0,0,0,0,1769584,196624,786464,0,0,1,1,316507,0,1376336,4325488,196608,1769584,1966080,0,6.806712,2.210163,"Tesla-P100"
"58",13312,0,6e-06,1,832,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,430437,1491024,426016,6656,386075,295281,0,0,46597,13314,356852,16709653,0.892901,0.603836,504.984307,244.836975,42.372447,44.537966,306.050816,1729.146193,0,29.204258,79.998798,1.191277,58.004056,52.035921,0,0,8.071099,4.9997,0,0,376089,66566,9,61417,66579,0,0,282.377235,306.110587,6657,6657,266254,86535,0,0,0,0,1917040,213008,852000,0,0,1,1,343435,0,1491024,4685936,212992,1917040,2129920,0,6.958916,2.302911,"Tesla-P100"
"68",14336,0,6e-06,1,896,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,544440,1605712,458784,7168,415771,316277,0,0,50181,14338,546613,23539341,0.760631,0.672875,500.152993,242.494833,259.797771,83.656235,303.12277,1712.606017,0,29.204206,79.998884,1.157648,58.003767,50.488895,0,0,8.071123,4.999721,0,0,405017,71686,60,65808,71699,0,0,278.267768,303.17774,7169,7169,286734,93191,0,0,0,0,2064496,229392,917536,0,0,2,1,370510,0,1605712,5046384,229376,2064496,2293760,0,5.924941,2.220005,"Tesla-P100"
"78",15360,0,7e-06,1,960,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,522852,1720400,491552,7680,445467,340333,0,0,53765,15362,425653,21302229,0.853432,0.637674,491.905225,238.49621,4.440461,86.068859,298.124143,1684.366865,0,29.204162,79.998958,0.869661,58.003516,37.968872,0,0,8.071143,4.99974,0,0,433945,76806,1144,70756,76819,0,0,274.640938,298.174603,7681,7681,307214,99847,0,0,0,0,2211952,245776,983072,0,0,2,1,399095,0,1720400,5406832,245760,2211952,2457600,0,6.610236,2.025288,"Tesla-P100"
"88",16384,0,7e-06,1,1024,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,607973,1835088,524320,8192,475163,361334,0,0,57349,16386,455949,26009142,0.787164,0.673238,465.252146,225.573878,11.936073,107.927154,281.970789,1593.104327,0,29.204123,79.999024,0.806225,58.003296,35.183114,0,0,8.071161,4.999756,0,0,462873,81926,3468,75254,81944,0,0,259.007272,282.032741,8193,8193,327694,106503,0,0,0,0,2359408,262160,1048608,0,0,2,1,422486,0,1835088,5767280,262144,2359408,2621440,0,6.063715,1.998241,"Tesla-P100"
"98",17408,0,7e-06,1,1088,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,688388,1949776,557088,8704,504859,383862,0,0,60933,17410,532930,30431253,0.733125,0.690474,433.150006,210.009565,51.546377,176.702861,262.514972,1483.182752,0,29.204089,79.999081,0.751589,58.003102,32.779754,0,0,8.071177,4.99977,0,0,491801,87046,17092,79906,87062,0,0,240.982025,262.563225,8705,8705,348174,113159,0,0,0,0,2506864,278544,1114144,0,0,4,1,451469,0,1949776,6127728,278528,2506864,2785280,0,5.690069,1.781004,"Tesla-P100"
"108",18432,0,8e-06,1,1152,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,728908,2064464,589856,9216,534555,406386,0,0,64517,18434,719656,31415343,0.734162,0.674157,431.223442,209.075626,41.765786,124.769932,261.347369,1476.587396,0,29.204058,79.999132,0.937251,58.00293,41.015749,0,0,8.071191,4.999783,0,0,520729,92166,14729,84632,92179,0,0,239.983839,261.384232,9217,9217,368654,119815,0,0,0,0,2654320,294928,1179680,0,0,3,1,473946,0,2064464,6488176,294912,2654320,2949120,0,5.689847,1.685766,"Tesla-P100"
"118",19456,0,8e-06,1,1216,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,795907,2179152,622624,9728,564251,430417,0,0,68101,19458,649696,37361311,0.716145,0.740919,419.642842,203.460978,54.982671,137.749471,254.328836,1436.934659,0,29.204031,79.999178,0.883444,58.002775,38.675748,0,0,8.071203,4.999794,0,0,549657,97286,21032,89253,97299,0,0,233.328656,254.362822,9729,9729,389134,126471,0,0,0,0,2801776,311312,1245216,0,0,3,1,499973,0,2179152,6848624,311296,2801776,3112960,0,5.50036,1.579426,"Tesla-P100"
"128",20480,0,9e-06,1,1280,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,850161,2293840,655392,10240,593947,451448,0,0,71685,20482,715614,41634320,0.692516,0.758496,408.70858,198.159683,69.783053,140.91581,247.702023,1399.494903,0,29.204006,79.999219,0.704992,58.002637,30.828842,0,0,8.071214,4.999805,0,0,578585,102406,28850,93919,102422,0,0,227.173469,247.740724,10241,10241,409614,133127,0,0,0,0,2949232,327696,1310752,0,0,4,1,528817,0,2293840,7209072,327680,2949232,3276800,0,5.420356,1.476524,"Tesla-P100"
"138",21504,0,9e-06,1,1344,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,928013,2408528,688160,10752,623643,473971,0,0,75269,21506,931451,45216650,0.669539,0.758505,405.294223,196.504352,79.092887,148.915667,245.632724,1387.804559,0,29.203984,79.999256,0.791532,58.002511,34.585289,0,0,8.071225,4.999814,0,0,607513,107526,34623,98683,107541,0,0,225.431748,245.66699,10753,10753,430094,139783,0,0,0,0,3096688,344080,1376288,0,0,4,1,555677,0,2408528,7569520,344064,3096688,3440640,0,5.213909,1.395408,"Tesla-P100"
"148",22528,0,9e-06,1,1408,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,967881,2523216,720928,11264,653339,496497,0,0,78853,22530,843363,45810223,0.67721,0.741937,389.100762,188.653139,80.12462,153.466469,235.818517,1332.355989,0,29.203964,79.99929,0.683905,58.002397,29.963742,0,0,8.071234,4.999822,0,0,636441,112646,38274,103545,112669,0,0,216.766049,235.866666,11265,11265,450574,146439,0,0,0,0,3244144,360464,1441824,0,0,4,1,581281,0,2523216,7929968,360448,3244144,3604480,0,5.237188,1.398245,"Tesla-P100"
"158",23552,0,1e-05,1,1472,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,1016797,2637904,753696,11776,683035,519027,0,0,82437,23554,881083,48591837,0.672529,0.74757,389.520984,188.856958,91.738312,157.887961,236.073202,1333.795752,0,29.203945,79.999321,0.783917,58.002293,34.334254,0,0,8.071242,4.99983,0,0,665369,117766,45764,108046,117781,0,0,216.588533,236.103271,11777,11777,471054,153095,0,0,0,0,3391600,376848,1507360,0,0,4,1,604319,0,2637904,8290416,376832,3391600,3768320,0,5.211832,1.381779,"Tesla-P100"
"168",24576,0,1e-05,1,1536,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,1060881,2752592,786464,12288,712731,541558,0,0,86021,24578,980872,52277414,0.67434,0.772836,386.416325,187.351753,103.740211,162.876038,234.191597,1323.16556,0,29.203929,79.999349,0.680833,58.002197,29.830491,0,0,8.07125,4.999837,0,0,694297,122886,54435,112679,122911,0,0,214.739473,234.239241,12289,12289,491534,159751,0,0,0,0,3539056,393232,1572896,0,0,4,1,630576,0,2752592,8650864,393216,3539056,3932160,0,5.212437,1.360341,"Tesla-P100"
"178",25600,0,1e-05,1,1600,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,1107196,2867280,819232,12800,742427,565589,0,0,89605,25602,1119189,56356829,0.663362,0.786798,389.441843,188.818723,106.055186,168.19514,236.025248,1333.526239,0,29.203913,79.999375,0.747155,58.002109,32.689516,0,0,8.071257,4.999844,0,0,723225,128006,57518,117366,128035,0,0,216.406569,236.07872,12801,12801,512014,166407,0,0,0,0,3686512,409616,1638432,0,0,5,1,661186,0,2867280,9011312,409600,3686512,4096000,0,5.202489,1.315436,"Tesla-P100"
"188",26624,0,1e-05,1,1664,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,1148578,2981968,852000,13312,772123,586609,0,0,93189,26626,1015430,59318495,0.671033,0.805503,386.66973,187.474739,114.349029,171.394159,234.345184,1324.034624,0,29.203899,79.999399,0.676846,58.002028,29.666432,0,0,8.071264,4.99985,0,0,752153,133126,64959,122297,133175,0,0,215.282612,234.43144,13313,13313,532494,173063,0,0,0,0,3833968,426000,1703968,0,0,5,1,686163,0,2981968,9371760,425984,3833968,4259840,0,5.215645,1.341344,"Tesla-P100"
"198",27648,0,1.2e-05,1,1728,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,1237923,3096656,884768,13824,801819,609142,0,0,96773,27650,1221282,63803018,0.650438,0.808706,383.855932,186.110539,122.19457,173.72011,232.639857,1314.400213,0,29.203885,79.999421,0.748561,58.001953,32.799725,0,0,8.07127,4.999855,0,0,781081,138246,72614,126787,138297,0,0,213.356694,232.725679,13825,13825,552974,179719,0,0,0,0,3981424,442384,1769504,0,0,5,1,709216,0,3096656,9732208,442368,3981424,4423680,0,5.025333,1.295836,"Tesla-P100"
"208",28672,0,1.5e-05,1,1792,16,16,20,0,9,"bpnn_adjust_weights_cuda",2,1312200,3211344,917536,14336,831515,631667,0,0,100357,28674,1160504,67446746,0.631571,0.800448,379.473494,183.985787,130.151352,174.423313,229.983838,1299.39441,0,29.203873,79.999442,0.6376,58.001883,27.934492,0,0,8.071276,4.999861,0,0,810009,143366,81133,131734,143414,0,0,211.3241,230.060839,14337,14337,573454,186375,0,0,0,0,4128880,458768,1835040,0,0,5,1,735561,0,3211344,10092656,458752,4128880,4587520,0,4.916457,1.271303,"Tesla-P100"
