256,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.347473,1.038473,0.460382,36.124161,385.324381,97.347473,1.038473,0.550448,0.000000,0.259334,0.000000,0.000000,0.000000,617.262189,844.261147,385.324381,120.413869,0.000000,0.000000,30.000000,100.000000,99.753418,0.000000,120.413869,0.000000,0.000000,100.000000,0.000000,1.618585,2973.000000,35.995901,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440,8192,0,12,0,13123,17949,2621880,8207,0.000000,0.000000,0.000000,0.000000,120.434080,386.029931,0.000000,577.986328,99.899092,511965,270336,2778309,1050624,33554432,0,0,16777216,0,0,0,0,0,4.195701,27.049594,21.130028,0.000000,0.000000,1.686100,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",6088704,9438842,8396463,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2621440,8192,0,385.324381,0,15624,734.900895,10.440832,0.103049,1.458680,0.000000,22.533100,12.861597,4.881325,0.000000
512,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.626842,1.082102,0.487846,38.228614,203.885943,99.626842,1.082102,0.552689,0.000000,0.260098,0.000000,0.000000,0.000000,826.836896,405.083938,203.885943,127.428715,0.000000,0.000000,30.000000,100.000000,99.679985,0.000000,127.428715,0.000000,0.000000,100.000000,0.000000,1.681457,5917.000000,37.416909,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,20971520,32768,0,5,0,132887,65104,20971899,33173,0.000000,0.000000,0.000000,0.000000,127.431018,206.405896,0.000000,31.856445,99.949299,4052201,2129920,22275876,8396800,268435456,0,0,134217728,0,0,0,0,0,4.085161,26.444375,21.506908,0.000000,0.000000,1.690047,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",48472064,75255197,66985163,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,20971520,32768,0,203.885943,0,97645,607.557464,10.713669,0.008027,1.556089,0.000000,22.457784,13.094030,5.210167,0.000000
768,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.898269,1.079465,0.493742,38.277351,136.097248,99.898269,1.079465,0.531504,0.000000,0.260354,0.000000,0.000000,0.000000,12.185272,225.206168,136.097248,127.591171,0.000000,0.000000,30.000000,100.000000,95.203903,0.000000,127.591171,0.000000,0.000486,100.000000,0.000000,1.651222,8861.000000,36.861183,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,70778880,73728,0,0,0,6759558,122001,70784209,73739,0.000000,0.000000,0.000000,0.000000,127.600777,136.117554,0.000000,0.000000,99.966144,12560508,7151616,75037725,28329984,905969664,0,0,452984832,0,0,0,0,0,3.961526,25.469432,24.383902,0.000000,0.000000,1.582128,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Mid (5)","Low (1)","Idle (0)",163325952,250134359,223357029,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,70778880,74072,0,136.732250,0,3405911,6.139744,10.238891,0.002337,1.555797,0.000000,21.974745,12.387038,5.030936,0.000000
1024,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.824224,1.084388,0.497968,38.510097,102.693591,99.824224,1.084388,0.526972,0.000000,0.260483,0.000000,0.000000,0.000000,16.044663,159.191833,102.693591,128.366989,0.000000,0.000000,30.000000,100.000000,93.707886,0.000000,128.366989,0.000000,0.000160,100.000000,0.000000,1.655990,11805.000000,36.995310,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,167772160,131072,0,4,0,20969938,203183,167783860,131674,0.000000,0.000000,0.000000,0.000000,128.375941,103.165252,0.000000,3.208984,99.974587,29187492,16908288,177656400,67141632,2147483648,0,0,1073741824,0,0,0,0,0,3.912904,25.250497,25.501595,0.000000,0.000000,1.559687,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",386826240,590684785,527843082,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,167772160,131340,0,102.903566,0,10470851,8.011530,9.964388,0.000985,1.565080,0.000000,21.794860,12.015084,4.966525,0.000000
1280,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.760631,1.076357,0.498258,38.187892,81.467503,99.760631,1.076357,0.525007,0.000000,0.260560,0.000000,0.000000,0.000000,19.783844,128.040023,81.467503,127.292973,0.000000,0.000000,30.000000,100.000000,92.201093,0.000000,127.292973,0.000000,0.000084,100.000000,0.000000,1.640807,14749.000000,36.684301,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,327680000,204800,0,9,0,50927950,321878,311318336,205050,0.000000,0.000000,0.000000,0.000000,120.937001,81.566950,0.000000,3.666016,99.979660,56029692,32972800,348104226,131123200,4194304000,0,0,2097152000,0,0,0,0,0,3.844134,24.941384,26.885131,0.000000,0.000000,1.538606,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",755148800,1151607500,1029889510,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,327680000,205076,0,81.577292,0,25468947,9.893854,9.569021,0.000765,1.552494,0.000000,21.677502,11.543456,4.821779,0.000000
1536,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.788843,1.073626,0.499598,38.142787,67.809399,99.788843,1.073626,0.519049,0.000000,0.260612,0.000000,0.000000,0.000000,25.429213,91.736934,67.809399,127.142623,0.000000,0.000000,30.000000,100.000000,89.973002,0.000000,127.142623,0.000000,0.000038,100.000000,0.000000,1.631174,17693.000000,36.518078,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,566231040,294912,0,1,0,113249273,398976,566274759,295128,0.000000,0.000000,0.000000,0.000000,127.152439,67.859063,0.000000,241.000000,99.983044,93557240,56918016,601491887,226566144,7247757312,0,0,3623878656,0,0,0,0,0,3.756202,24.665217,28.874421,0.000000,0.000000,1.510605,"Low (1)","Mid (4)","Idle (0)","Low (2)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",1304469504,1981552534,1774477699,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,566231040,295128,0,67.859063,0,56480963,12.682346,8.923250,0.000445,1.550401,0.000000,21.460082,10.809777,4.615676,0.000000
1792,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.831315,1.073210,0.499501,38.147680,58.129798,99.831315,1.073210,0.518417,0.000000,0.260648,0.000000,0.000000,0.000000,25.640403,80.570726,58.129798,127.158935,0.000000,0.000000,30.000000,100.000000,89.898339,0.000000,127.158935,0.000000,0.000036,100.000000,0.000000,1.629809,20637.000000,36.492488,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,899153920,401408,0,0,0,181305929,556371,899220931,401426,0.000000,0.000000,0.000000,0.000000,127.168412,58.132405,0.000000,0.000000,99.985463,148084234,90316800,954795966,359761920,11509170176,0,0,5754585088,0,0,0,0,0,3.746783,24.644071,29.031709,0.000000,0.000000,1.508547,"Low (1)","Mid (4)","Idle (0)","Low (2)","Idle (0)","Mid (5)","Mid (5)","Low (1)","Idle (0)",2070964224,3144587183,2816372039,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,899153920,401736,0,58.177298,0,90560003,12.807055,8.877962,0.000182,1.550799,0.000000,21.435434,10.755312,4.598751,0.000000
2048,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.893596,1.072434,0.499505,38.155876,50.874500,99.893596,1.072434,0.517661,0.000000,0.260676,0.000000,0.000000,0.000000,25.504168,70.267221,50.874500,127.186253,0.000000,0.000000,30.000000,100.000000,89.946787,0.000000,127.186253,0.000000,0.000000,100.000000,0.000000,1.627750,23581.000000,36.453410,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1342177280,524288,0,12,0,269141627,724140,1342274099,524421,0.000000,0.000000,0.000000,0.000000,127.195427,50.887406,0.000000,1.191406,99.987278,219998047,134742016,1425350925,537001984,17179869184,0,0,8589934592,0,0,0,0,0,3.745503,24.608850,29.116554,0.000000,0.000000,1.504316,"Low (1)","Mid (4)","Idle (0)","Low (2)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",3090808832,4691012546,4202202826,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1342177280,524288,0,50.874500,0,134349560,12.731118,8.864360,0.000120,1.550770,0.000000,21.425819,10.734477,4.591015,0.000000
2304,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.899311,1.072896,0.499824,38.169383,45.237787,99.899311,1.072896,0.518922,0.000000,0.260697,0.000000,0.000000,0.000000,25.698426,60.675310,45.237787,127.231278,0.000000,0.000000,30.000000,100.000000,89.869065,0.000000,127.231278,0.000000,0.000000,100.000000,0.000000,1.629704,26525.000000,36.491734,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1911029760,663552,0,4,0,385993587,889991,1911170370,663687,0.000000,0.000000,0.000000,0.000000,127.240639,45.246991,0.000000,285.000000,99.988690,314654021,191766528,2030343679,764577792,24461180928,0,0,12230590464,0,0,0,0,0,3.747083,24.625121,29.019431,0.000000,0.000000,1.507635,"Low (1)","Mid (4)","Idle (0)","Low (2)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",4400179200,6683458716,5986141737,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1911029760,663552,0,45.237787,0,192542313,12.818955,8.888231,0.000085,1.551730,0.000000,21.450343,10.762072,4.602361,0.000000
2560,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.950709,1.072352,0.499676,38.174112,40.719052,99.950709,1.072352,0.518452,0.000000,0.260715,0.000000,0.000000,0.000000,25.662881,59.470593,40.719052,127.247039,0.000000,0.000000,30.000000,100.000000,89.904055,0.000000,127.247039,0.000000,0.000000,100.000000,0.000000,1.628225,29469.000000,36.463502,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440000,819200,0,0,0,528685810,1196450,2490548915,819310,0.000000,0.000000,0.000000,0.000000,120.893469,40.724520,0.000000,0.000000,99.989820,430134507,262963200,2785216538,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,3.740953,24.607420,29.106213,0.000000,0.000000,1.505033,"Low (1)","Low (3)","Idle (0)","Low (2)","Idle (0)","Mid (5)","Mid (5)","Low (1)","Idle (0)",6035251200,9164242064,8209073762,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2621440000,819200,0,40.719052,0,264257038,12.827273,8.861994,0.000063,1.551826,0.000000,21.444402,10.733922,4.592094,0.000000
