256,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.017419,0.828904,0.462236,50.374464,805.991417,97.017419,0.828904,0.272308,0.057041,0.173797,0.000000,0.000000,0.000000,1.180459,1.484077,805.991417,50.374464,0.000000,64.285714,100.000000,100.000000,98.793793,0.000000,50.374464,0.000000,0.046553,100.000000,0.000000,1.056994,1122.000000,24.440085,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432,131072,524288,8192,0,1,0,12286,15446,524538,8212,0.000000,0.000000,604.493563,100.748927,50.398484,807.959169,0.000000,100.748047,99.821747,206848,200704,1541973,919552,33554432,0,0,16777216,0,0,0,0,0,2.262605,19.804939,6.936187,0.000000,14.956822,0.317409,"Mid (4)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",2297856,2923081,2703529,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,19922944,0,2097152,29425664,5177344,0,0.000000,0,0.000000,524288,8440,0,830.391548,0,13263,1.274331,21.622692,0.138862,3.065491,0.000000,11.272368,22.688116,6.808901,0.000000
512,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.072648,0.846324,0.489304,53.308314,426.466511,99.072648,0.846324,0.274751,0.057919,0.175113,0.000000,0.000000,0.000000,1.654535,837.172191,426.466511,53.308314,0.000000,64.285714,100.000000,100.000000,98.431301,0.000000,53.308314,0.000000,0.000000,100.000000,0.000000,1.078629,2210.000000,25.022132,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,6291456,1048576,4194304,32768,0,10,0,130179,64325,4195832,32980,0.000000,0.000000,639.699768,106.616628,53.327734,429.225633,0.000000,133.270508,99.909502,1613824,1589248,12312799,7348224,268435456,0,0,134217728,0,0,0,0,0,2.150042,19.062096,6.562685,0.000000,15.802520,0.299285,"Mid (4)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",18104320,23078502,21415110,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,155189248,0,16777216,235143168,37486592,0,0.000000,0,0.000000,4194304,32768,0,426.466511,0,94992,1.207319,21.974943,0.017569,3.236929,0.000000,10.991305,23.139555,7.339551,0.000000
768,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.719334,0.845505,0.495222,53.697261,286.385391,99.719334,0.845505,0.285950,0.058217,0.175561,0.000000,0.000000,0.000000,53.107526,371.825563,286.385391,53.697261,0.000000,64.285714,100.000000,100.000000,50.390752,0.000000,53.697261,0.000000,0.002221,100.000000,0.000000,1.087099,3298.000000,25.261219,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,21233664,3538944,14155776,73728,0,11,0,14000309,95724,14157515,73736,0.000000,0.000000,644.367130,107.394522,53.703857,286.416466,0.000000,43.752930,99.939357,5400576,5345280,42152749,24791040,905969664,0,0,452984832,0,0,0,0,0,2.056394,19.036892,16.030841,0.000000,12.921776,0.305547,"Mid (4)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",60788736,78171269,72659685,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,519045120,0,56623104,793313280,122093568,0,0.000000,0,0.000000,14155776,74044,0,287.612845,0,6986568,26.502225,19.359509,0.007949,3.271901,0.000000,10.682410,19.598682,6.516913,0.000000
1024,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.848498,0.844783,0.497054,53.845912,215.383647,99.848498,0.844783,0.286499,0.058368,0.175787,0.000000,0.000000,0.000000,53.310477,277.848389,215.383647,53.845912,0.000000,64.285714,100.000000,100.000000,49.716893,0.000000,53.845912,0.000000,"<INVALID>",100.000000,0.000000,1.087197,4386.000000,25.277019,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,50331648,8388608,33554432,131072,0,6,0,33220772,169085,33560606,131685,0.000000,0.000000,646.150943,107.691824,53.855820,216.390958,0.000000,10.095703,99.954400,12746752,12648448,99897680,58753024,2147483648,0,0,1073741824,0,0,0,0,0,2.050281,18.958314,16.201303,0.000000,12.923081,0.300449,"Mid (4)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",143720448,184896149,171952373,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,1224736768,0,134217728,1880096768,284164096,0,0.000000,0,0.000000,33554432,124784,0,205.050911,0,16440986,26.383397,19.302709,0.003368,3.283659,0.000000,10.655176,19.605319,6.547558,0.000000
1280,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.806054,0.844800,0.498481,53.901454,172.484652,99.806054,0.844800,0.286783,0.058458,0.175923,0.000000,0.000000,0.000000,54.175476,224.227521,172.484652,53.901454,0.000000,64.285714,100.000000,100.000000,49.648376,0.000000,53.901454,0.000000,0.000000,100.000000,0.000000,1.087196,5474.000000,25.285229,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,98304000,16384000,65536000,204800,0,6,0,65869170,266237,65547089,204814,0.000000,0.000000,646.817446,107.802908,53.910574,172.496443,0.000000,5.173828,99.963464,24832000,24678400,195063299,114739200,4194304000,0,0,2097152000,0,0,0,0,0,2.047415,18.924488,16.423028,0.000000,12.932659,0.297626,"Mid (4)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",280268800,360645104,335505488,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,2385510400,0,262144000,3671654400,548864000,0,0.000000,0,0.000000,65536000,204800,0,172.484652,0,32932982,27.086420,19.233485,0.001104,3.286389,0.000000,10.640193,19.500002,6.530630,0.000000
1536,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.822686,0.844255,0.498809,53.962548,143.900128,99.822686,0.844255,0.286942,0.058519,0.176013,0.000000,0.000000,0.000000,54.532087,185.548469,143.900128,53.962548,0.000000,64.285714,100.000000,100.000000,49.368650,0.000000,53.962548,0.000000,0.000000,100.000000,0.000000,1.086960,6562.000000,25.285146,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,169869312,28311552,113246208,294912,0,9,0,114441447,380267,107604431,295145,0.000000,0.000000,647.550579,107.925097,51.274205,144.013819,0.000000,4.496094,99.969521,42835968,42614784,337004522,198254592,7247757312,0,0,3623878656,0,0,0,0,0,2.046783,18.897034,16.427708,0.000000,12.905631,0.296177,"Mid (4)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",483803136,622627738,579348986,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,4114612224,0,452984832,6344146944,941359104,0,0.000000,0,0.000000,113246208,294912,0,143.900128,0,57173058,27.243331,19.268280,0.001003,3.289174,0.000000,10.634390,19.522994,6.544766,0.000000
1792,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.946171,0.844788,0.499185,54.051195,123.545588,99.946171,0.844788,0.287058,0.058562,0.176078,0.000000,0.000000,0.000000,54.497491,157.969615,123.545588,54.051195,0.000000,64.285714,100.000000,100.000000,49.513325,0.000000,54.051195,0.000000,0.000000,100.000000,0.000000,1.087006,7650.000000,25.290060,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,269746176,44957696,179830784,401408,0,5,0,181315631,513254,179860052,381636,0.000000,0.000000,648.614340,108.102390,54.059992,117.460151,0.000000,1.575195,99.973856,67938304,67637248,535086898,314804224,11509170176,0,0,5754585088,0,0,0,0,0,2.045787,18.902974,16.426634,0.000000,12.911436,0.294700,"Mid (4)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",767692800,988072718,919531886,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,6525288448,0,719323136,10073735168,1486815232,0,0.000000,0,0.000000,179830784,401408,0,123.545588,0,90590101,27.228393,19.255739,0.000401,3.295505,0.000000,10.648112,19.514219,6.542133,0.000000
2048,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.957850,0.845436,0.499289,54.145014,108.290028,99.957850,0.845436,0.287181,0.058595,0.176127,0.000000,0.000000,0.000000,53.705150,140.521455,108.290028,54.145014,0.000000,64.285714,100.000000,100.000000,47.169269,0.000000,54.145014,0.000000,0.000055,100.000000,0.000000,1.088250,8738.000000,25.321918,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,402653184,67108864,268435456,524288,0,1,0,266254738,680337,268486473,524296,0.000000,0.000000,649.740168,108.290028,54.155304,108.291680,0.000000,216.000000,99.977111,101318656,100925440,798662336,469893120,17179869184,0,0,8589934592,0,0,0,0,0,2.049171,18.923664,16.346678,0.000000,12.916409,0.294742,"Mid (4)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1145307136,1474217323,1372111819,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,9730785280,0,1073741824,15036579840,2210398208,0,0.000000,0,0.000000,268435456,524436,0,108.320597,0,131220861,26.468021,19.299722,0.000443,3.301221,0.000000,10.661469,19.507702,6.543047,0.000000
2304,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.987853,0.843929,0.499389,54.073341,96.130384,99.987853,0.843929,0.287381,0.058620,0.176165,0.000000,0.000000,0.000000,54.510276,123.541260,96.130384,54.073341,0.000000,64.285714,100.000000,100.000000,49.550950,0.000000,54.073341,0.000000,0.000045,100.000000,0.000000,1.086424,9826.000000,25.281866,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,573308928,95551488,382205952,663552,0,5,0,385294332,852759,382272929,663673,0.000000,0.000000,648.880096,108.146683,54.082817,96.147914,0.000000,759.000000,99.979646,144156672,143659008,1137297908,669026304,24461180928,0,0,12230590464,0,0,0,0,0,2.043559,18.882656,16.686469,0.000000,12.904874,0.292978,"Mid (4)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1630015488,2098450375,1953297959,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,13844348928,0,1528823808,21408841728,3137273856,0,0.000000,0,0.000000,382205952,663724,0,96.155302,0,192594852,27.247737,19.155529,0.000295,3.297561,0.000000,10.633399,19.400240,6.515309,0.000000
2560,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.980039,0.843943,0.499489,54.095369,86.552590,99.980039,0.843943,0.287356,0.058640,0.176196,0.000000,0.000000,0.000000,54.688283,111.431495,86.552590,54.095369,0.000000,64.285714,100.000000,100.000000,49.423277,0.000000,54.095369,0.000000,0.000000,100.000000,0.000000,1.086432,10914.000000,25.283719,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432000,131072000,524288000,819200,0,0,0,530034472,1054673,524372901,819267,0.000000,0.000000,649.144434,108.190739,54.104129,86.559669,0.000000,0.000000,99.981675,197632000,197017600,1559786333,917708800,33554432000,0,0,16777216000,0,0,0,0,0,2.045440,18.880750,16.565438,0.000000,12.970228,0.292609,"Mid (4)","Low (2)","Idle (0)","Low (3)","Idle (0)","Mid (6)","Low (2)","Low (1)","Idle (0)",2235187200,2877479336,2678618120,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,18979225600,0,2097152000,29366681600,4292608000,0,0.000000,0,0.000000,524288000,819200,0,86.552590,0,265002639,27.342635,19.176951,0.000213,3.298543,0.000000,10.638880,19.429493,6.524171,0.000000
