256,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5235,4895,16010,16092,4014,4005,4038,4042,1337,1311,1140,1292,4096,4096,3264,4096,1179648,1179648,1179648,1179648,1178528,1178540,1178568,1178436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,1179668,1179668,1179812,1180664,4811,4097,4096,4096,10527114,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,8840096,908428,194838528,0,0,0,0,1048576,2048,10139490,298310048,1024,194641920,0,0,0,0,0,0,4718592,16384,0,0,3670016,14336,0,0,0,0,4869121,16384,0,0
512,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,140501,142676,32877,32931,8236,8235,8612,8236,35694,35181,39026,36204,16732,16384,16384,16384,9437184,9437184,9437184,9437184,9398474,9400863,9398271,9400134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9437715,9437204,9437204,7555207,16457,16437,16449,16432,78991978,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,70578967,7199128,1551106048,0,0,0,0,8388608,8192,78529557,2465091922,4096,1550319616,0,0,0,0,0,0,37748736,65536,0,0,29360128,57344,0,0,0,0,39024899,65536,0,0
768,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6174810,6645120,75268,75418,18807,18866,18881,18862,1546731,1662140,1643629,1659369,37208,36864,36864,36864,31850496,31850496,31850496,31850496,30233258,30273403,30257625,30215345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31853307,31853473,31853312,31852637,29851,37335,37358,37358,271066848,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,241908461,24203040,5226430464,0,0,0,0,28311552,18432,270102766,8505264004,9216,5224660992,0,0,0,0,0,0,127401984,147456,0,0,99090432,129024,0,0,0,0,135830591,147456,0,0
1024,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,16178376,16078065,138755,138117,35130,34951,35017,34964,4048481,4023447,4081413,4093903,65536,65536,65536,65536,75497472,75497472,60416000,75497472,71412196,71454241,71414345,71448666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,75504567,75501948,75505283,75502312,67788,67790,67947,68045,642465850,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,574011297,57332395,12378439680,0,0,0,0,67108864,32768,640898395,20150248436,16384,12375293952,0,0,0,0,0,0,301989888,262144,0,0,234881024,229376,0,0,0,0,322787139,262144,0,0
1280,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,32527948,32614178,207179,206990,51828,51709,51768,51700,8137410,8158399,8138478,8144537,81920,102400,102400,102400,147456000,147456000,147456000,147456000,139348338,139348379,139331485,139325768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147467641,147465088,147466404,147466689,103030,103030,103011,103013,1253447130,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,1120759682,111795032,24164761600,0,0,0,0,131072000,51200,1251376303,39790987666,25600,24159846400,0,0,0,0,0,0,589824000,409600,0,0,458752000,358400,0,0,0,0,630884688,409600,0,0
1536,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,57542506,57599862,335457,337199,83817,83943,83982,84498,14398717,14396988,14393023,14398396,147456,147456,147456,147456,254803968,254803968,254803968,203870208,240434974,240441757,240437923,240434081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,254817668,254822119,254819855,254817712,160834,159440,161101,160500,2165340687,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1939594052,193297154,41743024128,0,0,0,0,226492416,73728,2164427934,68409302888,36864,41735946240,0,0,0,0,0,0,1019215872,589824,0,0,792723456,516096,0,0,0,0,1092125458,589824,0,0
1792,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,90939201,90961332,427773,429596,85534,107416,106766,107878,18195515,22750202,22737187,22753040,200704,200704,200704,200704,404619264,404619264,404619264,404619264,381907811,381909138,381910778,381894999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,404648920,404652055,404641596,404639924,208457,209078,208845,208473,3438348108,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,3080129662,306837486,66270855168,0,0,0,0,359661568,100352,3436758940,109036893056,50176,66261221376,0,0,0,0,0,0,1618477056,802816,0,0,1258815488,702464,0,0,0,0,1734855773,802816,0,0
2048,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,135941014,135826806,548949,546978,142137,141942,143605,140345,34067180,34042789,34098183,34017261,262144,262144,262144,262144,603979776,603979776,603979776,603979776,569996550,570004309,569998676,569970164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604025531,604028776,604019324,604017717,273777,275719,274868,219663,5128809556,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,4595873528,457709849,98905882624,0,0,0,0,536870912,131072,5127376143,162844140260,65536,98893299712,0,0,0,0,0,0,2415919104,1048576,0,0,1879048192,917504,0,0,0,0,2588550874,1048576,0,0
2304,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,199080717,198671093,822265,814147,205545,203748,206823,206328,49780024,49689321,49857533,49852764,331776,331776,331776,331880,859963392,859963392,859963392,859963392,810081813,810273566,810125844,810277023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,860021516,688061180,860014731,860030896,388341,386759,389749,384547,7310585997,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,6551315683,651975807,140805734400,0,0,0,0,764411904,165888,7308898734,231715806940,82944,140789809152,0,0,0,0,0,0,3439853568,1327104,0,0,2675441664,1161216,0,0,0,0,3691734385,1327104,0,0
2560,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,270090286,270102838,858277,861912,214620,215604,219385,218778,67558453,67545803,67822278,67752218,409600,409600,409600,409600,1179648000,1179648000,1179648000,1179648000,1112079701,1112001713,1112028500,1112006738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1179732316,1179733716,1179729901,943779231,425260,428247,423940,425005,10015587413,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,8976867304,893840993,193128038400,0,0,0,0,1048576000,204800,10012888651,319134650508,102400,193108377600,0,0,0,0,0,0,4718592000,1638400,0,0,3670016000,1433600,0,0,0,0,5056688667,1638400,0,0
