288,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,91.281343,1.077823,0.795211,41.029226,1.709551,91.281343,1.077823,0.151179,0.082569,0.043005,0.000000,0.000000,0.000000,1.646729,1.992003,1.709551,41.029226,0.000000,65.787414,100.000000,100.000000,95.957112,0.000000,41.029226,0.000000,0.550960,100.000000,0.000000,1.227073,872.000000,29.323286,0.000000,0.000000,1.200000,1.000595,2.500000,2.500000,0,0,1119744,62245,155520,6480,0,10,0,9987,12081,248920,10371,0.000000,0.000000,1477.052146,82.107259,41.043736,1.710046,0.000000,1.648872,99.885321,98515,98496,1396374,1060128,47775744,0,0,23887872,0,0,0,0,0,2.477322,11.338283,4.184485,0.000000,24.452243,0.155958,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2260224,2601923,2487119,0.000000,0,0.000000,0.000000,0.000000,0.000000,23887872,0,10450944,0,1078272,33924096,2903040,0,0.000000,0,0.000000,248832,11804,0,1.946329,0,1592,262.500515,35.076097,0.246971,0.382566,0.000000,3.078626,18.990016,9.449214,0.000000
576,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.751141,1.066770,0.835677,44.434131,925.711057,97.751141,1.066770,0.152796,0.084112,0.042932,0.000000,0.000000,0.000000,3.871995,925.711057,925.711057,44.434131,0.000000,65.788743,100.000000,100.000000,91.133576,0.000000,44.434131,0.000000,0.000000,100.000000,0.000000,1.229768,1712.000000,29.496828,0.000000,0.000000,1.200000,1.000211,2.500000,2.500000,0,0,8957952,497769,1244160,25920,0,0,0,173466,41472,1990889,41473,0.000000,0.000000,1599.628707,88.887011,44.439332,925.733378,0.000000,0.000000,99.941589,767262,767232,11168629,8470656,382205952,0,0,191102976,0,0,0,0,0,2.409644,10.783268,4.191104,0.000000,26.694140,0.137862,"Mid (6)","Low (1)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (2)","Low (1)","Idle (0)",17750016,20462144,19631948,0.000000,0,0.000000,0.000000,0.000000,0.000000,191102976,0,77635584,0,8294400,271060992,19574784,0,0.000000,0,0.000000,1990656,41472,0,925.711057,0,1222,27.276690,34.166414,0.029578,0.417669,0.000000,2.958094,18.629897,9.807959,0.000000
864,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.264615,1.054640,0.838253,44.855361,622.991124,99.264615,1.054640,0.156102,0.084639,0.042908,0.000000,0.000000,0.000000,22.659600,622.991124,622.991124,44.855361,0.000000,65.789377,100.000000,100.000000,49.766509,0.000000,44.855361,0.000000,0.000000,100.000000,0.000000,1.220896,2552.000000,29.322013,0.000000,0.000000,1.200000,1.000028,2.500000,2.500000,0,0,30233088,1679663,4199040,58320,0,2,0,3393969,93312,6719031,93601,0.000000,0.000000,1614.792995,89.713232,44.859147,624.920613,0.000000,13.352000,99.960815,2566102,2566080,37842773,28576800,1289945088,0,0,644972544,0,0,0,0,0,2.377311,10.635882,6.473164,0.000000,25.610258,0.129125,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",59533056,68826307,66119503,0.000000,0,0.000000,0.000000,0.000000,0.000000,644972544,0,255301632,0,27620352,914457600,61959168,0,0.000000,0,0.000000,6718464,93312,0,622.991124,0,0,0.000000,33.517237,0.008614,0.422504,0.000000,2.938450,18.309959,9.777387,0.000000
1152,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.220999,1.056042,0.840341,45.236475,471.213281,99.220999,1.056042,0.156460,0.084906,0.042895,0.000000,0.000000,0.000000,23.159115,471.213281,471.213281,45.236475,0.000000,65.789392,100.000000,100.000000,48.762142,0.000000,45.236475,0.000000,0.000000,100.000000,0.000000,1.220751,3392.000000,29.336070,0.000000,0.000000,1.200000,1.000024,2.500000,2.500000,0,0,71663616,3981406,9953280,103680,0,13,0,8153037,165888,15925711,166022,0.000000,0.000000,1628.513102,90.475086,45.237790,471.593915,0.000000,36.927000,99.970519,6054943,6054912,89685767,67723776,3057647616,0,0,1528823808,0,0,0,0,0,2.379353,10.646021,6.556747,0.000000,25.294069,0.127611,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",140673024,162682667,156378167,0.000000,0,0.000000,0.000000,0.000000,0.000000,1528823808,0,597196800,0,65028096,2167160832,142000128,0,0.000000,0,0.000000,15925248,165888,0,471.213281,0,0,0.000000,33.700303,0.003568,0.423465,0.000000,2.947280,18.345048,9.793755,0.000000
1440,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.557956,1.050290,0.841645,45.158476,376.320637,99.557956,1.050290,0.156588,0.085066,0.042888,0.000000,0.000000,0.000000,23.131547,377.136579,376.320637,45.158476,0.000000,65.789404,100.000000,100.000000,48.791609,0.000000,45.158476,0.000000,0.000000,100.000000,0.000000,1.214834,4232.000000,29.204265,0.000000,0.000000,1.200000,1.000020,2.500000,2.500000,0,0,139968000,7776157,19440000,162000,0,10,0,15932416,259762,31105717,259205,0.000000,0.000000,1625.705153,90.318776,45.160969,376.327896,0.000000,14.518000,99.976371,11793645,11793600,175129045,132256800,5971968000,0,0,2985984000,0,0,0,0,0,2.356312,10.577318,6.518081,0.000000,25.882089,0.124201,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",274233600,317175254,304992098,0.000000,0,0.000000,0.000000,0.000000,0.000000,2985984000,0,1157068800,0,126489600,4232217600,271641600,0,0.000000,0,0.000000,31104000,259200,0,376.320637,0,11533,16.744235,33.386431,0.001798,0.423596,0.000000,2.932461,18.221309,9.746469,0.000000
1728,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.804896,1.050843,0.842265,45.285300,314.481252,99.804896,1.050843,0.156691,0.085174,0.042882,0.000000,0.000000,0.000000,23.216316,314.482937,314.481252,45.285300,0.000000,65.789432,100.000000,100.000000,48.753231,0.000000,45.285300,0.000000,0.000998,100.000000,0.000000,1.215500,5072.000000,29.227214,0.000000,0.000000,1.200000,1.000012,2.500000,2.500000,0,0,241864704,13437091,33592320,233280,0,4,0,27554722,373250,53747870,373537,0.000000,0.000000,1630.270811,90.571699,45.285433,314.724749,0.000000,3.370000,99.980284,20342088,20342016,302585256,228521088,10319560704,0,0,5159780352,0,0,0,0,0,2.358881,10.583106,6.543829,0.000000,25.747063,0.123416,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",473278464,547436724,526534080,0.000000,0,0.000000,0.000000,0.000000,0.000000,5159780352,0,1988665344,0,217976832,7312674816,462827520,0,0.000000,0,0.000000,53747712,373788,0,314.936230,0,0,0.000000,33.441307,0.001063,0.425378,0.000000,2.935255,18.266081,9.771469,0.000000
2016,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.766290,1.048735,0.842785,45.211143,269.113944,99.766290,1.048735,0.156789,0.085250,0.042879,0.000000,0.000000,0.000000,23.519179,269.351787,269.113944,45.211143,0.000000,65.789419,100.000000,100.000000,47.935253,0.000000,45.211143,0.000000,0.000000,100.000000,0.000000,1.213229,5912.000000,29.177591,0.000000,0.000000,1.200000,1.000016,2.500000,2.500000,0,0,384072192,21337680,53343360,317520,0,5,0,44399392,508481,85351911,508641,0.000000,0.000000,1627.601133,90.423709,45.212485,269.436542,0.000000,2.648000,99.983085,32260142,32260032,480454912,362861856,16387080192,0,0,8193540096,0,0,0,0,0,2.353347,10.548234,6.602651,0.000000,25.844702,0.121982,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",750871296,868600010,835577174,0.000000,0,0.000000,0.000000,0.000000,0.000000,8193540096,0,3145734144,0,345461760,11611579392,727501824,0,0.000000,0,0.000000,85349376,508032,0,269.113944,0,74583,39.507994,33.383259,0.000668,0.424765,0.000000,2.929515,18.215641,9.758887,0.000000
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.904959,1.047544,0.842642,45.255551,235.705996,99.904959,1.047544,0.156806,0.085308,0.042876,0.000000,0.000000,0.000000,23.506683,235.706351,235.705996,45.255551,0.000000,65.789418,100.000000,100.000000,48.031867,0.000000,45.255551,0.000000,0.000181,100.000000,0.000000,1.212108,6752.000000,29.154320,0.000000,0.000000,1.200000,1.000016,2.500000,2.500000,0,0,573308928,31851009,79626240,414720,0,10,0,66175263,663553,127409146,663771,0.000000,0.000000,1629.199846,90.512560,45.258095,235.783789,0.000000,3.552000,99.985190,48107705,48107520,717112839,541624320,24461180928,0,0,12230590464,0,0,0,0,0,2.349557,10.545390,6.556450,0.000000,25.949016,0.121387,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1120075776,1295710041,1246606437,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,4682022912,0,514916352,17331978240,1077608448,0,0.000000,0,0.000000,127401984,663784,0,235.788406,0,0,0.000000,33.349787,0.000448,0.425245,0.000000,2.930982,18.196982,9.744021,0.000000
2592,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.949179,1.047269,0.842901,45.243128,209.458927,99.949179,1.047269,0.156849,0.085353,0.042874,0.000000,0.000000,0.000000,23.682042,209.459176,209.458927,45.243128,0.000000,65.789416,100.000000,100.000000,47.680766,0.000000,45.243128,0.000000,0.000000,100.000000,0.000000,1.211424,7592.000000,29.140753,0.000000,0.000000,1.200000,1.000017,2.500000,2.500000,0,0,816293376,45350394,113374080,524880,0,9,0,94951162,839809,181405180,840017,0.000000,0.000000,1628.752617,90.487777,45.244787,209.511054,0.000000,2.244000,99.986828,68444685,68444352,1020966747,771153696,34828517376,0,0,17414258688,0,0,0,0,0,2.347404,10.538978,6.480235,0.000000,26.062360,0.120810,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1593955584,1843965862,1774261042,0.000000,0,0.000000,0.000000,0.000000,0.000000,17414258688,0,6651279360,0,732312576,24676918272,1525091328,0,0.000000,0,0.000000,181398528,839808,0,209.458927,0,93302,23.270719,33.316119,0.000306,0.425401,0.000000,2.931494,18.202294,9.746827,0.000000
2880,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.906836,1.046456,0.842961,45.257234,188.571807,99.906836,1.046456,0.156868,0.085389,0.042872,0.000000,0.000000,0.000000,24.042076,188.571988,188.571807,45.257234,0.000000,65.789389,100.000000,100.000000,46.886830,0.000000,45.257234,0.000000,0.000053,100.000000,0.000000,1.210612,8432.000000,29.123532,0.000000,0.000000,1.200000,1.000025,2.500000,2.500000,0,0,1119744000,62209525,155520000,648000,0,9,0,132187442,1036801,248841171,1036807,0.000000,0.000000,1629.260413,90.516686,45.258902,188.573080,0.000000,1.636000,99.988140,93830946,93830400,1400395586,1057795200,47775744000,0,0,23887872000,0,0,0,0,0,2.343662,10.522551,6.564413,0.000000,26.018335,0.120396,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2185574400,2528421899,2433035543,0.000000,0,0.000000,0.000000,0.000000,0.000000,23887872000,0,9107251200,0,1003622400,33849446400,2081894400,0,0.000000,0,0.000000,248832000,1036932,0,188.595815,0,15566,2.831123,33.316583,0.000228,0.425108,0.000000,2.932522,18.181309,9.742470,0.000000
