gpu_id,num_of_cores,max_clock_rate,l1_cache_used,threads_number,l1_global_load_hit,l1_global_load_miss,Global Load Transactions,Global Store Transactions,L1 Global Hit Rate,Shared Load Transactions,Shared Store Transactions,Duration
0,2880,745,0,34668544,0,0.0,12758024192.0,17334272.0,0.0,19137036288.0,3189506089.0,4.813719
0,2880,745,0,37748736,0,0.0,14495514624.0,18874368.0,0.0,21743271936.0,3623878798.0,5.378004
0,2880,745,0,40960000,0,0.0,16384000000.0,20480000.0,0.0,24576000000.0,4096000183.0,6.038717
0,2880,745,0,44302336,0,0.0,18429771776.0,22151168.0,0.0,27644657664.0,4607442985.0,6.791
0,2880,745,0,47775744,0,0.0,20639121408.0,23887872.0,0.0,30958682112.0,5159780438.0,7.614757000000001
0,2880,745,0,51380224,0,0.0,23018340352.0,25690112.0,0.0,34527510528.0,5754585246.0,8.481858
0,2880,745,0,55115776,0,0.0,25573720064.0,27557888.0,0.0,38360580096.0,6393430167.0,9.428692
0,2880,745,0,58982400,0,0.0,28311552000.0,29491200.0,0.0,42467328000.0,7077888334.0,10.457803
0,2880,745,0,62980096,0,0.0,31238127616.0,31490048.0,0.0,46857191424.0,7809532184.0,11.698561
0,2880,745,0,67108864,0,0.0,34359738368.0,33554432.0,0.0,51539607552.0,8589934861.0,12.670631
0,2880,745,0,65536,0,0.0,8912896.0,32768.0,0.0,0.0,0.0,0.001800572
0,2880,745,0,262144,0,0.0,71303168.0,131072.0,0.0,0.0,0.0,0.013444999999999999
0,2880,745,0,589824,0,0.0,240648192.0,294912.0,0.0,0.0,0.0,0.044795999999999996
0,2880,745,0,1048576,0,0.0,570425344.0,524288.0,0.0,0.0,0.0,0.10591300000000001
0,2880,745,0,1638400,0,0.0,1114112000.0,819200.0,0.0,0.0,0.0,0.206655
0,2880,745,0,2359296,0,0.0,1925185536.0,1179648.0,0.0,0.0,0.0,0.356825
0,2880,745,0,3211264,0,0.0,3057123328.0,1605632.0,0.0,0.0,0.0,0.5660609999999999
0,2880,745,0,4194304,0,0.0,4563402752.0,2097152.0,0.0,0.0,0.0,0.845144
0,2880,745,0,5308416,0,0.0,6497501184.0,2654208.0,0.0,0.0,0.0,1.202731
0,2880,745,0,6553600,0,0.0,8912896000.0,3276800.0,0.0,0.0,0.0,1.64933
0,2880,745,0,7929856,0,0.0,11863064576.0,3964928.0,0.0,0.0,0.0,2.195019
0,2880,745,0,9437184,0,0.0,15401484288.0,4718592.0,0.0,0.0,0.0,2.852298
0,2880,745,0,11075584,0,0.0,19581632512.0,5537792.0,0.0,0.0,0.0,3.6239190000000003
0,2880,745,0,12845056,0,0.0,24456986624.0,6422528.0,0.0,0.0,0.0,4.525112
0,2880,745,0,14745600,0,0.0,30081024000.0,7372800.0,0.0,0.0,0.0,5.570794
0,2880,745,0,16777216,0,0.0,36507222016.0,8388608.0,0.0,0.0,0.0,6.759666
0,2880,745,0,18939904,0,0.0,43789058048.0,9469952.0,0.0,0.0,0.0,8.105255999999999
0,2880,745,0,21233664,0,0.0,51980009472.0,10616832.0,0.0,0.0,0.0,9.631566000000001
0,2880,745,0,23658496,0,0.0,61133553664.0,11829248.0,0.0,0.0,0.0,11.317552000000001
0,2880,745,0,65536,0,0.0,131072.0,4096.0,0.0,786432.0,65590.0,0.000130848
0,2880,745,0,262144,0,0.0,1048576.0,16384.0,0.0,6291456.0,524584.0,0.000950527
0,2880,745,0,589824,0,0.0,3538944.0,36864.0,0.0,21233664.0,1769535.0,0.0032246959999999996
0,2880,745,0,1048576,0,0.0,8388608.0,65536.0,0.0,50331648.0,4194368.0,0.007609263000000001
0,2880,745,0,1638400,0,0.0,16384000.0,102400.0,0.0,98304000.0,8192112.0,0.014871
0,2880,745,0,2359296,0,0.0,28311552.0,147456.0,0.0,169869312.0,14156002.0,0.025632
0,2880,745,0,3211264,0,0.0,44957696.0,200704.0,0.0,269746176.0,22479112.0,0.040617
0,2880,745,0,4194304,0,0.0,67108864.0,262144.0,0.0,402653184.0,33554872.0,0.0606
0,2880,745,0,5308416,0,0.0,95551488.0,331776.0,0.0,573308928.0,47776348.0,0.08622
0,2880,745,0,6553600,0,0.0,131072000.0,409600.0,0.0,786432000.0,65536974.0,0.11829200000000001
0,2880,745,0,7929856,0,0.0,174456832.0,495616.0,0.0,1046740992.0,87230013.0,0.157389
0,2880,745,0,9437184,0,0.0,226492416.0,589824.0,0.0,1358954496.0,113248443.0,0.204372
0,2880,745,0,11075584,0,0.0,287965184.0,692224.0,0.0,1727791104.0,143986402.0,0.259411
0,2880,745,0,12845056,0,0.0,359661568.0,802816.0,0.0,2157969408.0,179836076.0,0.324119
0,2880,745,0,14745600,0,0.0,442368000.0,921600.0,0.0,2654208000.0,221190232.0,0.39857
0,2880,745,0,16777216,0,0.0,536870912.0,1048576.0,0.0,3221225472.0,268442442.0,0.483629
0,2880,745,0,18939904,0,0.0,643956736.0,1183744.0,0.0,3863740416.0,321988034.0,0.589411
0,2880,745,0,21233664,0,0.0,764411904.0,1327104.0,0.0,4586471424.0,382221795.0,0.6883859999999999
0,2880,745,0,23658496,0,0.0,899022848.0,1478656.0,0.0,5394137088.0,449535414.0,0.8091619999999999
0,2880,745,0,26214400,0,0.0,1048576000.0,1638400.0,0.0,6291456000.0,524308464.0,0.943535
0,2880,745,0,28901376,0,0.0,1213857792.0,1806336.0,0.0,7283146752.0,606952960.0,1.092631
0,2880,745,0,31719424,0,0.0,1395654656.0,1982464.0,0.0,8373927936.0,697862692.0,1.255045
0,2880,745,0,34668544,0,0.0,1594753024.0,2166784.0,0.0,9568518144.0,797426027.0,1.434295
0,2880,745,0,37748736,0,0.0,1811939328.0,2359296.0,0.0,10871635968.0,906026765.0,1.628808
0,2880,745,0,40960000,0,0.0,2048000000.0,2560000.0,0.0,12288000000.0,1024064969.0,1.84103
0,2880,745,0,44302336,0,0.0,2303721472.0,2768896.0,0.0,13822328832.0,1151932003.0,2.069449
0,2880,745,0,47775744,0,0.0,2579890176.0,2985984.0,0.0,15479341056.0,1290012083.0,2.31975
0,2880,745,0,51380224,0,0.0,2877292544.0,3211264.0,0.0,17263755264.0,1438753710.0,2.582645
0,2880,745,0,55115776,0,0.0,3196715008.0,3444736.0,0.0,19180290048.0,1598465620.0,2.918587
0,2880,745,0,58982400,0,0.0,3538944000.0,3686400.0,0.0,21233664000.0,1769596005.0,3.180975
0,2880,745,0,62980096,0,0.0,3904765952.0,3936256.0,0.0,23428595712.0,1952547643.0,3.562422
0,2880,745,0,67108864,0,0.0,4294967296.0,4194304.0,0.0,25769803776.0,2147688435.0,3.855625
0,2880,745,1,65536,1095457,477407.0,1572864.0,4096.0,68.89801,0.0,0.0,0.000336671
0,2880,745,1,262144,6894184,5688728.0,12582912.0,16384.0,54.27999499999999,0.0,0.0,0.0027814940000000002
0,2880,745,1,589824,24721942,17745386.0,42467328.0,36864.0,55.765425,0.0,0.0,0.009126366
0,2880,745,1,1048576,70114908,30548388.0,100663296.0,65536.0,65.799151,0.0,0.0,0.020325
0,2880,745,1,1638400,106608970,89999030.0,196608000.0,102400.0,55.745180000000005,0.0,0.0,0.043192
0,2880,745,1,2359296,173061659,166676965.0,339738624.0,147456.0,52.615214,0.0,0.0,0.07669400000000001
0,2880,745,1,3211264,264598523,274893829.0,539492352.0,200704.0,49.070046000000005,0.0,0.0,0.12368299999999999
0,2880,745,1,4194304,377343424,427962944.0,805306368.0,262144.0,46.581165000000006,0.0,0.0,0.19042699999999999
0,2880,745,1,5308416,534600286,612017570.0,1146617856.0,331776.0,46.064526,0.0,0.0,0.266585
0,2880,745,1,6553600,720833781,852030219.0,1572864000.0,409600.0,46.178967,0.0,0.0,0.36942800000000003
0,2880,745,1,7929856,951783773,1141698211.0,2093481984.0,495616.0,45.238584,0.0,0.0,0.492932
0,2880,745,1,9437184,1213597247,1504311745.0,2717908992.0,589824.0,44.25777,0.0,0.0,0.646228
0,2880,745,1,11075584,1526312732,1929269476.0,3455582208.0,692224.0,44.440535,0.0,0.0,0.8234520000000001
0,2880,745,1,12845056,1905763179,2410175637.0,4315938816.0,802816.0,44.118934,0.0,0.0,1.0287190000000002
0,2880,745,1,14745600,2346372994,2962043006.0,5308416000.0,921600.0,43.463466,0.0,0.0,1.276856
0,2880,745,1,16777216,2891581603,3550869341.0,6442450944.0,1048576.0,44.764714,0.0,0.0,1.541134
0,2880,745,1,65536,921643,126933.0,1048576.0,32768.0,83.674812,1572864.0,262151.0,0.000416288
0,2880,745,1,262144,7366458,1022150.0,8388608.0,131072.0,83.201432,12582912.0,2097166.0,0.003131228
0,2880,745,1,589824,24808971,3502581.0,28311552.0,294912.0,82.531491,42467328.0,7078049.0,0.010478
0,2880,745,1,1048576,58968991,8139873.0,67108864.0,524288.0,83.278805,100663296.0,16777674.0,0.024871
0,2880,745,1,1638400,114261934,16810066.0,131072000.0,819200.0,82.332013,196608000.0,32768496.0,0.048442
0,2880,745,1,2359296,198104709,28387707.0,226492416.0,1179648.0,82.486086,339738624.0,56624178.0,0.08377000000000001
0,2880,745,1,3211264,312912928,46748640.0,359661568.0,1605632.0,82.414551,539492352.0,89916750.0,0.13276300000000002
0,2880,745,1,4194304,472976711,63894201.0,536870912.0,2097152.0,83.582468,805306368.0,134222474.0,0.198194
0,2880,745,1,5308416,664690341,99721563.0,764411904.0,2654208.0,82.259002,1146617856.0,191105902.0,0.281993
0,2880,745,1,6553600,909643271,138932729.0,1048576000.0,3276800.0,81.715285,1572864000.0,262147847.0,0.38650300000000004
0,2880,745,1,7929856,1215575092,180079564.0,1395654656.0,3964928.0,82.388736,2093481984.0,348918493.0,0.514459
0,2880,745,1,9437184,1579225972,232713356.0,1811939328.0,4718592.0,83.00147,2717908992.0,452992338.0,0.668275
0,2880,745,1,11075584,1988353263,315368209.0,2303721472.0,5537792.0,81.56345999999999,3455582208.0,575937742.0,0.8490840000000001
0,2880,745,1,12845056,2481287926,396004618.0,2877292544.0,6422528.0,81.75116,4315938816.0,719332468.0,1.059756
0,2880,745,1,14745600,3059220674,479723326.0,3538944000.0,7372800.0,81.91295699999999,5308416000.0,884748509.0,1.304673
0,2880,745,1,16777216,3777383799,517583497.0,4294967296.0,8388608.0,83.745037,6442450944.0,1073790113.0,1.582054
0,2880,745,1,18939904,4440119815,711534073.0,5151653888.0,9469952.0,81.72444399999999,7727480832.0,1287931238.0,1.8980689999999998
0,2880,745,1,21233664,5278525516,836769716.0,6115295232.0,10616832.0,81.721253,9172942848.0,1528845549.0,2.255329
0,2880,745,1,23658496,6284989147,907193637.0,7192182784.0,11829248.0,82.953572,10788274176.0,1798078866.0,2.651427
0,2880,745,1,26214400,7283325261,1105282739.0,8388608000.0,13107200.0,82.344553,12582912000.0,2097183655.0,3.0920900000000002
0,2880,745,1,28901376,8280798853,1430063483.0,9710862336.0,14450688.0,81.023166,14566293504.0,2427736933.0,3.58181
0,2880,745,1,31719424,9667739083,1497498165.0,11165237248.0,15859712.0,82.195033,16747855872.0,2791349642.0,4.115074
0,2880,745,1,34668544,11038905149,1719119043.0,12758024192.0,17334272.0,82.143344,19137036288.0,3189549121.0,4.70254
0,2880,745,1,37748736,12671953161,1823561463.0,14495514624.0,18874368.0,82.986281,21743271936.0,3623954614.0,5.347736
0,2880,745,1,40960000,14117839053,2266160947.0,16384000000.0,20480000.0,81.810676,24576000000.0,4096052617.0,6.0403400000000005
0,2880,745,1,44302336,15908848462,2520923314.0,18429771776.0,22151168.0,82.103433,27644657664.0,4607499953.0,6.793710000000001
0,2880,745,1,47775744,17786006831,2853114577.0,20639121408.0,23887872.0,81.83252900000001,30958682112.0,5159846685.0,7.615602
0,2880,745,1,51380224,19909146276,3109194076.0,23018340352.0,25690112.0,82.032267,34527510528.0,5754671697.0,8.489282000000001
0,2880,745,1,55115776,21722540994,3851179070.0,25573720064.0,27557888.0,80.77040500000001,38360580096.0,6393485792.0,9.579906
0,2880,745,1,58982400,24389897792,3921654208.0,28311552000.0,29491200.0,82.007297,42467328000.0,7077975905.0,10.457169
0,2880,745,1,62980096,26884295133,4353832483.0,31238127616.0,31490048.0,81.848827,46857191424.0,7809627113.0,11.520194
0,2880,745,1,67108864,30201996977,4157741391.0,34359738368.0,33554432.0,83.779861,51539607552.0,8590251282.0,12.672644
0,2880,745,1,65536,7486052,1426844.0,8912896.0,32768.0,83.13041,0.0,0.0,0.001527516
0,2880,745,1,262144,37243720,34059448.0,71303168.0,131072.0,50.924624,0.0,0.0,0.017478
0,2880,745,1,589824,97383521,143264671.0,240648192.0,294912.0,42.348009000000005,0.0,0.0,0.063808
0,2880,745,1,1048576,171766740,398658604.0,570425344.0,524288.0,33.144348,0.0,0.0,0.156658
0,2880,745,1,1638400,332085909,782026091.0,1114112000.0,819200.0,29.396586,0.0,0.0,0.319366
0,2880,745,1,2359296,534088762,1391096774.0,1925185536.0,1179648.0,27.763571999999996,0.0,0.0,0.559124
0,2880,745,1,3211264,782232681,2274890647.0,3057123328.0,1605632.0,25.453574,0.0,0.0,0.903165
0,2880,745,1,4194304,1288987760,3274414992.0,4563402752.0,2097152.0,28.532587,0.0,0.0,1.317798
0,2880,745,1,5308416,1545350108,4952151076.0,6497501184.0,2654208.0,23.866951999999998,0.0,0.0,1.9576770000000001
0,2880,745,1,6553600,1997985242,6914910758.0,8912896000.0,3276800.0,22.568095,0.0,0.0,2.711594
0,2880,745,1,7929856,2826010877,9037053699.0,11863064576.0,3964928.0,23.680721,0.0,0.0,3.578983
0,2880,745,1,9437184,3167576576,12233907712.0,15401484288.0,4718592.0,20.54863,0.0,0.0,4.751576999999999
0,2880,745,1,11075584,4347727465,15233905047.0,19581632512.0,5537792.0,22.026348000000002,0.0,0.0,6.001755
0,2880,745,1,12845056,4868455061,19588531563.0,24456986624.0,6422528.0,19.723454,0.0,0.0,7.483978
0,2880,745,1,14745600,5965241517,24115782483.0,30081024000.0,7372800.0,19.849760999999997,0.0,0.0,9.158558
0,2880,745,1,65536,21173,109899.0,131072.0,4096.0,17.164611999999998,786432.0,66439.0,0.000126592
0,2880,745,1,262144,148937,899639.0,1048576.0,16384.0,14.200497,6291456.0,534031.0,0.000964382
0,2880,745,1,589824,458280,3080664.0,3538944.0,36864.0,12.960844,21233664.0,1792562.0,0.003259993
0,2880,745,1,1048576,1149679,7238929.0,8388608.0,65536.0,13.591492,50331648.0,4251400.0,0.007622575
0,2880,745,1,1638400,1998632,14385368.0,16384000.0,102400.0,12.224677,98304000.0,8259092.0,0.015007
0,2880,745,1,2359296,3753666,24557886.0,28311552.0,147456.0,13.246992,169869312.0,14279777.0,0.025932999999999998
0,2880,745,1,3211264,6371004,38586692.0,44957696.0,200704.0,14.237093,269746176.0,22642982.0,0.041093
0,2880,745,1,4194304,9664572,57444292.0,67108864.0,262144.0,14.411353,402653184.0,33926030.0,0.061022
0,2880,745,1,5308416,12028250,83523238.0,95551488.0,331776.0,12.627785000000001,573308928.0,48156613.0,0.087394
0,2880,745,1,6553600,15399210,115672790.0,131072000.0,409600.0,11.802235000000001,786432000.0,65931403.0,0.11798299999999999
0,2880,745,1,7929856,21528488,152928344.0,174456832.0,495616.0,12.353488,1046740992.0,87868875.0,0.159583
0,2880,745,1,9437184,28234013,198258403.0,226492416.0,589824.0,12.470922,1358954496.0,114150539.0,0.207166
0,2880,745,1,11075584,36546280,251418904.0,287965184.0,692224.0,12.705055999999999,1727791104.0,144829349.0,0.263838
0,2880,745,1,12845056,42479926,317181642.0,359661568.0,802816.0,11.783638999999999,2157969408.0,180873069.0,0.32992
0,2880,745,1,14745600,52380204,389987796.0,442368000.0,921600.0,11.866308,2654208000.0,222585809.0,0.405526
0,2880,745,1,16777216,72330627,464540285.0,536870912.0,1048576.0,13.475508,3221225472.0,271503037.0,0.48806099999999997
1,1536,1058,0,65536,0,0.0,4096.0,0.0,0.0,0.0,1572864.0,0.00056451
1,1536,1058,0,262144,0,0.0,16384.0,0.0,0.0,0.0,12582912.0,0.004482986
1,1536,1058,0,589824,0,0.0,36864.0,0.0,0.0,0.0,42467328.0,0.015068999999999999
1,1536,1058,0,1048576,0,0.0,65536.0,0.0,0.0,0.0,100663296.0,0.035724
1,1536,1058,0,1638400,0,0.0,102400.0,0.0,0.0,0.0,196608000.0,0.06966
1,1536,1058,0,2359296,0,0.0,147456.0,0.0,0.0,0.0,339738624.0,0.12008699999999999
1,1536,1058,0,3211264,0,0.0,200704.0,0.0,0.0,0.0,539492352.0,0.19122
1,1536,1058,0,4194304,0,0.0,262144.0,0.0,0.0,0.0,805306368.0,0.283139
1,1536,1058,0,65536,0,0.0,32768.0,0.0,0.0,262144.0,1048576.0,0.0005764780000000001
1,1536,1058,0,262144,0,0.0,131072.0,0.0,0.0,2097152.0,8388608.0,0.004418089
1,1536,1058,0,589824,0,0.0,294912.0,0.0,0.0,7077888.0,28311552.0,0.014883
1,1536,1058,0,1048576,0,0.0,524288.0,0.0,0.0,16777216.0,67108864.0,0.035197000000000006
1,1536,1058,0,1638400,0,0.0,819200.0,0.0,0.0,32768000.0,131072000.0,0.06884900000000001
1,1536,1058,0,2359296,0,0.0,1179648.0,0.0,0.0,56623104.0,226492416.0,0.11966900000000001
1,1536,1058,0,3211264,0,0.0,1605632.0,0.0,0.0,89915392.0,359661568.0,0.18274400000000002
1,1536,1058,0,4194304,0,0.0,2097152.0,0.0,0.0,134217728.0,536870912.0,0.28121399999999996
1,1536,1058,0,65536,0,0.0,32768.0,0.0,0.0,0.0,8912896.0,0.0024012729999999998
1,1536,1058,0,262144,0,0.0,131072.0,0.0,0.0,0.0,71303168.0,0.019098
1,1536,1058,0,589824,0,0.0,294912.0,0.0,0.0,0.0,240648192.0,0.064403
1,1536,1058,0,1048576,0,0.0,524288.0,0.0,0.0,0.0,570425344.0,0.151816
1,1536,1058,0,1638400,0,0.0,819200.0,0.0,0.0,0.0,1114112000.0,0.278074
1,1536,1058,0,2359296,0,0.0,1179648.0,0.0,0.0,0.0,1925185536.0,0.486799
1,1536,1058,0,3211264,0,0.0,1605632.0,0.0,0.0,0.0,3057123328.0,0.759096
1,1536,1058,0,4194304,0,0.0,2097152.0,0.0,0.0,0.0,4563402752.0,1.173446
1,1536,1058,0,65536,0,0.0,4096.0,0.0,0.0,66907.0,131072.0,0.000161535
1,1536,1058,0,262144,0,0.0,16384.0,0.0,0.0,525328.0,1048576.0,0.001265659
1,1536,1058,0,589824,0,0.0,36864.0,0.0,0.0,1770433.0,3538944.0,0.004237961
1,1536,1058,0,1048576,0,0.0,65536.0,0.0,0.0,4197807.0,8388608.0,0.010012
1,1536,1058,0,1638400,0,0.0,102400.0,0.0,0.0,8196412.0,16384000.0,0.01955
1,1536,1058,0,2359296,0,0.0,147456.0,0.0,0.0,14164696.0,28311552.0,0.033819999999999996
1,1536,1058,0,3211264,0,0.0,200704.0,0.0,0.0,22516964.0,44957696.0,0.053567
1,1536,1058,0,4194304,0,0.0,262144.0,0.0,0.0,33633889.0,67108864.0,0.079928
2,2688,876,0,65536,0,0.0,1572864.0,4096.0,0.0,0.0,0.0,0.00035703
2,2688,876,0,262144,0,0.0,12582912.0,16384.0,0.0,0.0,0.0,0.0026098329999999998
2,2688,876,0,589824,0,0.0,42467328.0,36864.0,0.0,0.0,0.0,0.008632171
2,2688,876,0,1048576,0,0.0,100663296.0,65536.0,0.0,0.0,0.0,0.020329
2,2688,876,0,1638400,0,0.0,196608000.0,102400.0,0.0,0.0,0.0,0.039596
2,2688,876,0,2359296,0,0.0,339738624.0,147456.0,0.0,0.0,0.0,0.068412
2,2688,876,0,3211264,0,0.0,539492352.0,200704.0,0.0,0.0,0.0,0.108553
2,2688,876,0,4194304,0,0.0,805306368.0,262144.0,0.0,0.0,0.0,0.159565
2,2688,876,0,5308416,0,0.0,1146617856.0,331776.0,0.0,0.0,0.0,0.22715
2,2688,876,0,6553600,0,0.0,1572864000.0,409600.0,0.0,0.0,0.0,0.311409
2,2688,876,0,7929856,0,0.0,2093481984.0,495616.0,0.0,0.0,0.0,0.41448199999999996
2,2688,876,0,9437184,0,0.0,2717908992.0,589824.0,0.0,0.0,0.0,0.538143
2,2688,876,0,11075584,0,0.0,3455582208.0,692224.0,0.0,0.0,0.0,0.68405
2,2688,876,0,12845056,0,0.0,4315938816.0,802816.0,0.0,0.0,0.0,0.854398
2,2688,876,0,14745600,0,0.0,5308416000.0,921600.0,0.0,0.0,0.0,1.0507540000000002
2,2688,876,0,16777216,0,0.0,6442450944.0,1048576.0,0.0,0.0,0.0,1.275565
2,2688,876,0,18939904,0,0.0,7727480832.0,1183744.0,0.0,0.0,0.0,1.529803
2,2688,876,0,21233664,0,0.0,9172942848.0,1327104.0,0.0,0.0,0.0,1.816554
2,2688,876,0,23658496,0,0.0,10788274176.0,1478656.0,0.0,0.0,0.0,2.136205
2,2688,876,0,26214400,0,0.0,12582912000.0,1638400.0,0.0,0.0,0.0,2.491898
2,2688,876,0,28901376,0,0.0,14566293504.0,1806336.0,0.0,0.0,0.0,2.88452
2,2688,876,0,31719424,0,0.0,16747855872.0,1982464.0,0.0,0.0,0.0,3.317207
2,2688,876,0,34668544,0,0.0,19137036288.0,2166784.0,0.0,0.0,0.0,3.790636
2,2688,876,0,37748736,0,0.0,21743271936.0,2359296.0,0.0,0.0,0.0,4.306881
2,2688,876,0,40960000,0,0.0,24576000000.0,2560000.0,0.0,0.0,0.0,4.869313
2,2688,876,0,44302336,0,0.0,27644657664.0,2768896.0,0.0,0.0,0.0,5.47858
2,2688,876,0,47775744,0,0.0,30958682112.0,2985984.0,0.0,0.0,0.0,6.136018
2,2688,876,0,51380224,0,0.0,34527510528.0,3211264.0,0.0,0.0,0.0,6.844573
2,2688,876,0,55115776,0,0.0,38360580096.0,3444736.0,0.0,0.0,0.0,7.606272
2,2688,876,0,58982400,0,0.0,42467328000.0,3686400.0,0.0,0.0,0.0,8.420116
2,2688,876,0,62980096,0,0.0,46857191424.0,3936256.0,0.0,0.0,0.0,9.293481
2,2688,876,0,67108864,0,0.0,51539607552.0,4194304.0,0.0,0.0,0.0,10.297167
