,Duration
65536,4.576e-06
65536,4.576e-06
65536,4.576e-06
65536,3.7760000000000004e-06
65536,4.352e-06
65536,4.384e-06
65536,4.48e-06
65536,4.544e-06
65536,4.64e-06
65536,4.608e-06
65536,4.576e-06
65536,3.8719999999999995e-06
65536,3.8719999999999995e-06
65536,4.384e-06
65536,4.352e-06
65536,4.544e-06
65536,4.512e-06
65536,4.64e-06
65536,4.6719999999999995e-06
65536,4.64e-06
65536,3.903999999999999e-06
65536,3.903999999999999e-06
65536,3.936e-06
65536,4.352e-06
65536,4.352e-06
65536,4.576e-06
65536,4.576e-06
65536,4.608e-06
65536,4.6719999999999995e-06
65536,4.64e-06
65536,3.8719999999999995e-06
65536,3.903999999999999e-06
65536,3.8719999999999995e-06
65536,3.968e-06
65536,4.352e-06
65536,4.352e-06
65536,4.544e-06
65536,4.512e-06
65536,4.608e-06
65536,4.576e-06
65536,4.608e-06
65536,3.84e-06
65536,3.8080000000000002e-06
65536,3.8080000000000002e-06
65536,3.936e-06
65536,3.8719999999999995e-06
65536,4.352e-06
65536,4.384e-06
65536,4.48e-06
65536,4.544e-06
65536,4.544e-06
65536,4.608e-06
65536,4.576e-06
65536,3.84e-06
65536,3.8719999999999995e-06
65536,3.903999999999999e-06
65536,3.84e-06
65536,3.8719999999999995e-06
65536,3.936e-06
65536,4.352e-06
65536,4.352e-06
65536,4.576e-06
65536,4.544e-06
65536,4.64e-06
65536,4.64e-06
65536,4.608e-06
65536,3.7760000000000004e-06
65536,3.8719999999999995e-06
65536,3.8719999999999995e-06
65536,3.903999999999999e-06
65536,3.84e-06
65536,3.903e-06
65536,3.968e-06
65536,4.352e-06
65536,4.352e-06
65536,4.512e-06
65536,4.48e-06
65536,4.6719999999999995e-06
65536,4.6719999999999995e-06
65536,4.608e-06
65536,3.584e-06
65536,3.7439999999999996e-06
65536,3.936e-06
65536,3.84e-06
65536,3.968e-06
65536,3.903999999999999e-06
65536,3.8719999999999995e-06
65536,3.8719999999999995e-06
65536,4.416000000000001e-06
65536,4.4480000000000004e-06
65536,4.544e-06
65536,4.544e-06
65536,4.608e-06
65536,4.608e-06
65536,4.576e-06
65536,3.68e-06
65536,3.4880000000000003e-06
65536,3.648e-06
65536,3.7439999999999996e-06
65536,3.8080000000000002e-06
65536,3.8080000000000002e-06
65536,3.8719999999999995e-06
65536,3.84e-06
65536,3.8719999999999995e-06
65536,4.256e-06
65536,4.288e-06
65536,4.48e-06
65536,4.416000000000001e-06
65536,4.4480000000000004e-06
65536,4.576e-06
65536,4.512e-06
131072,1.0624e-05
131072,9.888e-06
131072,9.856e-06
131072,9.216e-06
131072,9.184e-06
131072,9.216e-06
131072,9.12e-06
131072,9.28e-06
131072,9.216e-06
131072,9.184e-06
131072,7.232e-06
131072,7.2e-06
131072,7.327999999999999e-06
131072,7.327999999999999e-06
131072,7.327999999999999e-06
131072,6.8479999999999995e-06
131072,7.296e-06
131072,7.327999999999999e-06
131072,7.36e-06
131072,7.3920000000000005e-06
131072,7.36e-06
131072,6.752000000000001e-06
131072,6.8479999999999995e-06
131072,7.2e-06
131072,7.232e-06
131072,7.3920000000000005e-06
131072,7.3920000000000005e-06
131072,7.296e-06
131072,6.0479999999999995e-06
131072,6.784e-06
131072,6.8160000000000005e-06
131072,7.232e-06
131072,7.168e-06
131072,7.36e-06
131072,7.36e-06
131072,7.327999999999999e-06
131072,6.0160000000000005e-06
131072,6.0479999999999995e-06
131072,6.8160000000000005e-06
131072,6.8160000000000005e-06
131072,7.2e-06
131072,7.232e-06
131072,7.327999999999999e-06
131072,7.3920000000000005e-06
131072,7.3920000000000005e-06
131072,6.0160000000000005e-06
131072,6.08e-06
131072,6.144e-06
131072,6.847000000000001e-06
131072,6.8479999999999995e-06
131072,7.263999999999999e-06
131072,7.2e-06
131072,7.3920000000000005e-06
131072,7.36e-06
131072,7.36e-06
131072,6.112e-06
131072,6.112e-06
131072,6.24e-06
131072,6.08e-06
131072,6.8479999999999995e-06
131072,6.88e-06
131072,7.232e-06
131072,7.168e-06
131072,7.327999999999999e-06
131072,7.3920000000000005e-06
131072,7.327999999999999e-06
131072,6.0160000000000005e-06
131072,6.112e-06
131072,6.0160000000000005e-06
131072,6.144e-06
131072,6.0479999999999995e-06
131072,6.912e-06
131072,6.8479999999999995e-06
131072,7.2e-06
131072,7.2e-06
131072,7.327999999999999e-06
131072,7.36e-06
131072,7.3920000000000005e-06
131072,5.982999999999999e-06
131072,5.984e-06
131072,6.144e-06
131072,6.0160000000000005e-06
131072,6.176e-06
131072,6.0160000000000005e-06
131072,6.784e-06
131072,6.8479999999999995e-06
131072,7.2e-06
131072,7.136e-06
131072,7.4239999999999996e-06
131072,7.327999999999999e-06
131072,7.327999999999999e-06
131072,5.92e-06
131072,6.08e-06
131072,6.0479999999999995e-06
131072,6.144e-06
131072,6.176e-06
131072,6.0479999999999995e-06
131072,6.112e-06
131072,6.8479999999999995e-06
131072,6.912e-06
131072,7.168e-06
131072,7.232e-06
131072,7.4239999999999996e-06
131072,7.36e-06
131072,7.36e-06
131072,5.887999999999999e-06
131072,5.824e-06
131072,6.0160000000000005e-06
131072,6.0479999999999995e-06
131072,6.047000000000001e-06
131072,6.08e-06
131072,6.08e-06
131072,6.08e-06
131072,6.88e-06
131072,6.88e-06
131072,7.168e-06
131072,7.2e-06
131072,7.296e-06
131072,7.327999999999999e-06
131072,7.36e-06
131072,5.92e-06
131072,5.887999999999999e-06
131072,5.887999999999999e-06
131072,5.952000000000001e-06
131072,6.0479999999999995e-06
131072,6.0479999999999995e-06
131072,6.112e-06
131072,6.08e-06
131072,6.176e-06
131072,6.8160000000000005e-06
131072,6.8160000000000005e-06
131072,7.2e-06
131072,7.168e-06
131072,7.296e-06
131072,7.296e-06
131072,7.296e-06
131072,5.76e-06
131072,5.887999999999999e-06
131072,5.792000000000001e-06
131072,5.727999999999999e-06
131072,5.951e-06
131072,5.92e-06
131072,5.92e-06
131072,5.856e-06
131072,5.92e-06
131072,5.952000000000001e-06
131072,6.687999999999999e-06
131072,6.687999999999999e-06
131072,7.04e-06
131072,7.04e-06
131072,7.136e-06
131072,7.104e-06
131072,7.072e-06
262144,2.0575999999999997e-05
262144,1.7408e-05
262144,1.744e-05
262144,1.6384e-05
262144,1.6448e-05
262144,1.6448e-05
262144,1.6224000000000003e-05
262144,1.6448e-05
262144,1.632e-05
262144,1.6384e-05
262144,1.2608e-05
262144,1.2639e-05
262144,1.2864e-05
262144,1.2864e-05
262144,1.2864e-05
262144,1.1968e-05
262144,1.2672e-05
262144,1.2736e-05
262144,1.2927999999999999e-05
262144,1.296e-05
262144,1.2864e-05
262144,1.1775999999999999e-05
262144,1.1775999999999999e-05
262144,1.2576e-05
262144,1.2576e-05
262144,1.2832e-05
262144,1.28e-05
262144,1.28e-05
262144,1.0335999999999999e-05
262144,1.1744000000000001e-05
262144,1.1744000000000001e-05
262144,1.2608e-05
262144,1.2576e-05
262144,1.2896e-05
262144,1.2864e-05
262144,1.28e-05
262144,1.0272000000000001e-05
262144,1.0335999999999999e-05
262144,1.1775999999999999e-05
262144,1.184e-05
262144,1.2608e-05
262144,1.264e-05
262144,1.2896e-05
262144,1.2832e-05
262144,1.28e-05
262144,1.0335999999999999e-05
262144,1.0304000000000002e-05
262144,1.0432000000000001e-05
262144,1.184e-05
262144,1.184e-05
262144,1.2608e-05
262144,1.264e-05
262144,1.2832e-05
262144,1.2831e-05
262144,1.28e-05
262144,1.024e-05
262144,1.0304000000000002e-05
262144,1.0432000000000001e-05
262144,1.0368e-05
262144,1.1744000000000001e-05
262144,1.1775999999999999e-05
262144,1.2576e-05
262144,1.2512e-05
262144,1.28e-05
262144,1.28e-05
262144,1.2767999999999999e-05
262144,1.0304000000000002e-05
262144,1.0335999999999999e-05
262144,1.0432000000000001e-05
262144,1.0464e-05
262144,1.0335999999999999e-05
262144,1.1904000000000002e-05
262144,1.1808e-05
262144,1.2608e-05
262144,1.264e-05
262144,1.2927999999999999e-05
262144,1.2864e-05
262144,1.2896e-05
262144,1.04e-05
262144,1.0304000000000002e-05
262144,1.0368e-05
262144,1.0335999999999999e-05
262144,1.04e-05
262144,1.0368e-05
262144,1.1808e-05
262144,1.1775999999999999e-05
262144,1.2576e-05
262144,1.2544e-05
262144,1.28e-05
262144,1.28e-05
262144,1.2832e-05
262144,1.0208e-05
262144,1.0368e-05
262144,1.0304000000000002e-05
262144,1.04e-05
262144,1.0272000000000001e-05
262144,1.0464e-05
262144,1.04e-05
262144,1.1808e-05
262144,1.1808e-05
262144,1.2576e-05
262144,1.2576e-05
262144,1.2864e-05
262144,1.2832e-05
262144,1.2896e-05
262144,1.0592000000000001e-05
262144,1.0272000000000001e-05
262144,1.0368e-05
262144,1.04e-05
262144,1.0335999999999999e-05
262144,1.0368e-05
262144,1.0368e-05
262144,1.0368e-05
262144,1.1775999999999999e-05
262144,1.1775999999999999e-05
262144,1.2512e-05
262144,1.248e-05
262144,1.2704e-05
262144,1.2704e-05
262144,1.2704e-05
262144,1.04e-05
262144,1.0624e-05
262144,1.0208e-05
262144,1.0335999999999999e-05
262144,1.0335999999999999e-05
262144,1.04e-05
262144,1.0432000000000001e-05
262144,1.04e-05
262144,1.0335999999999999e-05
262144,1.1744000000000001e-05
262144,1.1775999999999999e-05
262144,1.248e-05
262144,1.2512e-05
262144,1.2736e-05
262144,1.2672e-05
262144,1.264e-05
262144,1.0335999999999999e-05
262144,1.0432000000000001e-05
262144,1.056e-05
262144,1.024e-05
262144,1.0335999999999999e-05
262144,1.0335999999999999e-05
262144,1.0335999999999999e-05
262144,1.0368e-05
262144,1.04e-05
262144,1.0368e-05
262144,1.1712e-05
262144,1.1744000000000001e-05
262144,1.248e-05
262144,1.2512e-05
262144,1.2704e-05
262144,1.2704e-05
262144,1.2672e-05
262144,1.0144e-05
262144,1.0144e-05
262144,1.024e-05
262144,1.0464e-05
262144,1.008e-05
262144,1.0208e-05
262144,1.0144e-05
262144,1.0272000000000001e-05
262144,1.0208e-05
262144,1.0208e-05
262144,1.0176e-05
262144,1.1487999999999999e-05
262144,1.1424000000000001e-05
262144,1.2224e-05
262144,1.216e-05
262144,1.2384e-05
262144,1.2352e-05
262144,1.2384e-05
524288,3.8464e-05
524288,3.7664000000000004e-05
524288,3.7664000000000004e-05
524288,3.8719e-05
524288,3.8816e-05
524288,3.8656e-05
524288,3.8592e-05
524288,3.8368e-05
524288,3.8784e-05
524288,3.8591e-05
524288,2.7808000000000002e-05
524288,2.8511999999999997e-05
524288,2.9088000000000003e-05
524288,2.896e-05
524288,2.88e-05
524288,2.6624e-05
524288,2.7488000000000002e-05
524288,2.8448000000000003e-05
524288,2.8896e-05
524288,2.8831999999999998e-05
524288,2.864e-05
524288,2.6304e-05
524288,2.6464e-05
524288,2.7648e-05
524288,2.8128000000000002e-05
524288,2.864e-05
524288,2.9086999999999998e-05
524288,2.8352e-05
524288,2.1664e-05
524288,2.6304e-05
524288,2.6496e-05
524288,2.7488000000000002e-05
524288,2.8191999999999997e-05
524288,2.8416e-05
524288,2.8416e-05
524288,2.8063000000000002e-05
524288,2.16e-05
524288,2.176e-05
524288,2.624e-05
524288,2.6336e-05
524288,2.784e-05
524288,2.8128000000000002e-05
524288,2.832e-05
524288,2.8032e-05
524288,2.7231e-05
524288,2.1824e-05
524288,2.1568e-05
524288,2.16e-05
524288,2.6111999999999997e-05
524288,2.6336e-05
524288,2.7648e-05
524288,2.7711999999999998e-05
524288,2.7648e-05
524288,2.7456e-05
524288,2.6911e-05
524288,2.1632e-05
524288,2.1664e-05
524288,2.16e-05
524288,2.176e-05
524288,2.624e-05
524288,2.6336e-05
524288,2.72e-05
524288,2.7232e-05
524288,2.6943000000000003e-05
524288,2.736e-05
524288,2.7071999999999998e-05
524288,2.1696e-05
524288,2.1471999999999997e-05
524288,2.2016e-05
524288,2.176e-05
524288,2.1471999999999997e-05
524288,2.5984e-05
524288,2.6208e-05
524288,2.6879e-05
524288,2.672e-05
524288,2.688e-05
524288,2.688e-05
524288,2.6688000000000003e-05
524288,2.1344e-05
524288,2.1568e-05
524288,2.16e-05
524288,2.176e-05
524288,2.1471999999999997e-05
524288,2.1503e-05
524288,2.6048000000000002e-05
524288,2.5792e-05
524288,2.6816e-05
524288,2.6624e-05
524288,2.6848e-05
524288,2.6976e-05
524288,2.6751999999999997e-05
524288,2.1344e-05
524288,2.144e-05
524288,2.1567e-05
524288,2.16e-05
524288,2.1664e-05
524288,2.1536e-05
524288,2.1248e-05
524288,2.5568000000000003e-05
524288,2.5631999999999998e-05
524288,2.6336e-05
524288,2.6336e-05
524288,2.6688000000000003e-05
524288,2.6655e-05
524288,2.6688000000000003e-05
524288,2.272e-05
524288,2.1632e-05
524288,2.1408000000000002e-05
524288,2.144e-05
524288,2.1536e-05
524288,2.1504e-05
524288,2.1215999999999998e-05
524288,2.0928e-05
524288,2.4831e-05
524288,2.4928000000000003e-05
524288,2.5951999999999998e-05
524288,2.5855999999999998e-05
524288,2.6431999999999997e-05
524288,2.6528e-05
524288,2.624e-05
524288,2.4191999999999998e-05
524288,2.2752e-05
524288,2.1504e-05
524288,2.1247e-05
524288,2.1471999999999997e-05
524288,2.1376e-05
524288,2.1248e-05
524288,2.08e-05
524288,2.0671999999999998e-05
524288,2.4768e-05
524288,2.4704e-05
524288,2.576e-05
524288,2.5824000000000002e-05
524288,2.6239e-05
524288,2.6144000000000002e-05
524288,2.6175999999999998e-05
524288,2.5984e-05
524288,2.4384000000000002e-05
524288,2.2688e-05
524288,2.1344e-05
524288,2.1312e-05
524288,2.1215999999999998e-05
524288,2.1248e-05
524288,2.0864000000000002e-05
524288,2.0671e-05
524288,2.048e-05
524288,2.4704e-05
524288,2.4512e-05
524288,2.5824000000000002e-05
524288,2.5728e-05
524288,2.6144000000000002e-05
524288,2.6111999999999997e-05
524288,2.64e-05
524288,2.528e-05
524288,2.4448e-05
524288,2.4608000000000002e-05
524288,2.2624000000000002e-05
524288,2.1568e-05
524288,2.1184000000000002e-05
524288,2.1056e-05
524288,2.0704e-05
524288,2.0544000000000002e-05
524288,2.0352e-05
524288,2.0256e-05
524288,2.4606999999999997e-05
524288,2.4544e-05
524288,2.5696e-05
524288,2.576e-05
524288,2.6175999999999998e-05
524288,2.6144000000000002e-05
524288,2.6175999999999998e-05
524288,2.3776e-05
524288,2.2911999999999997e-05
524288,2.4288000000000002e-05
524288,2.4543000000000002e-05
524288,2.2464e-05
524288,2.112e-05
524288,2.0832e-05
524288,2.048e-05
524288,2.0192e-05
524288,2e-05
524288,2.0064e-05
524288,1.9936e-05
524288,2.4032e-05
524288,2.4e-05
524288,2.5087e-05
524288,2.5184e-05
524288,2.5472e-05
524288,2.5568000000000003e-05
524288,2.5568000000000003e-05
1048576,7.3472e-05
1048576,7.28e-05
1048576,7.267100000000001e-05
1048576,7.552e-05
1048576,7.5232e-05
1048576,7.5456e-05
1048576,7.44e-05
1048576,7.494399999999999e-05
1048576,7.5232e-05
1048576,7.4527e-05
1048576,5.3408e-05
1048576,5.5328e-05
1048576,5.6096000000000006e-05
1048576,5.6383e-05
1048576,5.5936e-05
1048576,5.104e-05
1048576,5.3408e-05
1048576,5.5199e-05
1048576,5.5648e-05
1048576,5.648e-05
1048576,5.5488e-05
1048576,5.0496000000000006e-05
1048576,5.071899999999999e-05
1048576,5.3151999999999995e-05
1048576,5.4656000000000007e-05
1048576,5.536e-05
1048576,5.5743000000000005e-05
1048576,5.4688e-05
1048576,4.1503999999999994e-05
1048576,5.0463999999999997e-05
1048576,5.0848000000000005e-05
1048576,5.3086999999999995e-05
1048576,5.4591999999999995e-05
1048576,5.5168000000000004e-05
1048576,5.504e-05
1048576,5.3759e-05
1048576,4.1408e-05
1048576,4.1472e-05
1048576,5.0432e-05
1048576,5.0656000000000004e-05
1048576,5.3023000000000004e-05
1048576,5.4303999999999994e-05
1048576,5.4368e-05
1048576,5.4143999999999995e-05
1048576,5.2736000000000005e-05
1048576,4.1535e-05
1048576,4.1248e-05
1048576,4.1343999999999996e-05
1048576,5.0623999999999995e-05
1048576,5.0623999999999995e-05
1048576,5.2926999999999997e-05
1048576,5.36e-05
1048576,5.3568e-05
1048576,5.3024e-05
1048576,5.184e-05
1048576,4.1151000000000006e-05
1048576,4.16e-05
1048576,4.1184e-05
1048576,4.1216000000000007e-05
1048576,5.024e-05
1048576,5.0431000000000006e-05
1048576,5.296e-05
1048576,5.232e-05
1048576,5.2256e-05
1048576,5.2032e-05
1048576,5.1646999999999995e-05
1048576,4.1151999999999995e-05
1048576,4.1312e-05
1048576,4.1664e-05
1048576,4.1343999999999996e-05
1048576,4.1087e-05
1048576,5.024e-05
1048576,5.008e-05
1048576,5.1808e-05
1048576,5.1328e-05
1048576,5.2127e-05
1048576,5.2128e-05
1048576,5.1616e-05
1048576,4.08e-05
1048576,4.1343999999999996e-05
1048576,4.1407e-05
1048576,4.1568e-05
1048576,4.1088000000000004e-05
1048576,4.1024e-05
1048576,5.056e-05
1048576,4.969600000000001e-05
1048576,5.1327e-05
1048576,5.1136000000000006e-05
1048576,5.1488e-05
1048576,5.1648000000000004e-05
1048576,5.1519e-05
1048576,4.1343999999999996e-05
1048576,4.0768e-05
1048576,4.1088000000000004e-05
1048576,4.128e-05
1048576,4.1503999999999994e-05
1048576,4.0895e-05
1048576,4.0544000000000003e-05
1048576,4.9183999999999995e-05
1048576,4.8608e-05
1048576,5.056e-05
1048576,5.1039e-05
1048576,5.1328e-05
1048576,5.1328e-05
1048576,5.1168e-05
1048576,4.3871999999999996e-05
1048576,4.1567e-05
1048576,4.0608e-05
1048576,4.1088000000000004e-05
1048576,4.1151999999999995e-05
1048576,4.1056e-05
1048576,4.0544000000000003e-05
1048576,3.9999e-05
1048576,4.7903999999999994e-05
1048576,4.7808e-05
1048576,4.9888e-05
1048576,4.9952e-05
1048576,5.071899999999999e-05
1048576,5.0528e-05
1048576,5.04e-05
1048576,4.7391999999999996e-05
1048576,4.3904e-05
1048576,4.1215e-05
1048576,4.0672e-05
1048576,4.096e-05
1048576,4.0895999999999996e-05
1048576,4.0672e-05
1048576,3.9808e-05
1048576,3.9424e-05
1048576,4.7456e-05
1048576,4.7168e-05
1048576,4.9568000000000004e-05
1048576,4.944e-05
1048576,5.0206999999999996e-05
1048576,5.0336e-05
1048576,5.0176e-05
1048576,4.88e-05
1048576,4.7391999999999996e-05
1048576,4.3712e-05
1048576,4.1216000000000007e-05
1048576,4.0512e-05
1048576,4.0672e-05
1048576,4.048e-05
1048576,3.9743e-05
1048576,3.9072e-05
1048576,3.872e-05
1048576,4.7103999999999995e-05
1048576,4.688e-05
1048576,4.9376e-05
1048576,4.9439e-05
1048576,5.0176e-05
1048576,5.024e-05
1048576,5.0176e-05
1048576,5.0303e-05
1048576,4.9376e-05
1048576,4.7424e-05
1048576,4.3904e-05
1048576,4.0832e-05
1048576,4.032e-05
1048576,4.0415e-05
1048576,3.9616e-05
1048576,3.8911999999999996e-05
1048576,3.8848000000000005e-05
1048576,3.8592e-05
1048576,4.6943999999999996e-05
1048576,4.675100000000001e-05
1048576,4.9312e-05
1048576,4.9408e-05
1048576,5.0112e-05
1048576,4.9983999999999994e-05
1048576,5.0176e-05
1048576,4.9983999999999994e-05
1048576,4.9471999999999997e-05
1048576,4.9056000000000006e-05
1048576,4.7167e-05
1048576,4.3776e-05
1048576,4.0832e-05
1048576,3.9904e-05
1048576,3.9264e-05
1048576,3.904e-05
1048576,3.8719e-05
1048576,3.856e-05
1048576,3.8656e-05
1048576,4.6848e-05
1048576,4.6912e-05
1048576,4.9216000000000004e-05
1048576,4.9343000000000005e-05
1048576,5.0016000000000004e-05
1048576,5.0112e-05
1048576,5.0016000000000004e-05
1048576,4.9599e-05
1048576,4.96e-05
1048576,4.9056000000000006e-05
1048576,4.88e-05
1048576,4.6751999999999996e-05
1048576,4.3263e-05
1048576,4.0032e-05
1048576,3.8816e-05
1048576,3.8271999999999995e-05
1048576,3.8208000000000004e-05
1048576,3.792e-05
1048576,3.8048e-05
1048576,3.7855e-05
1048576,4.5984e-05
1048576,4.5823999999999994e-05
1048576,4.8032e-05
1048576,4.8096e-05
1048576,4.8735e-05
1048576,4.88e-05
1048576,4.870399999999999e-05
2097152,0.000143135
2097152,0.000143392
2097152,0.000143167
2097152,0.000148832
2097152,0.000148735
2097152,0.000148191
2097152,0.000146688
2097152,0.000147679
2097152,0.000147935
2097152,0.00014748799999999998
2097152,0.000105247
2097152,0.000108704
2097152,0.00010988700000000001
2097152,0.00011091200000000001
2097152,0.000109983
2097152,0.000100224
2097152,0.00010515200000000001
2097152,0.000108415
2097152,0.00010931200000000001
2097152,0.00011036700000000001
2097152,0.00010902399999999999
2097152,9.8975e-05
2097152,9.984e-05
2097152,0.000104575
2097152,0.000107392
2097152,0.00010902299999999999
2097152,0.00010947200000000001
2097152,0.000107519
2097152,8.086399999999999e-05
2097152,9.910399999999999e-05
2097152,9.9935e-05
2097152,0.00010457600000000001
2097152,0.000107103
2097152,0.00010828799999999999
2097152,0.000108095
2097152,0.000105504
2097152,8.092800000000001e-05
2097152,8.0799e-05
2097152,9.904e-05
2097152,9.9743e-05
2097152,0.00010457600000000001
2097152,0.00010687899999999999
2097152,0.00010691200000000001
2097152,0.00010601600000000001
2097152,0.000104639
2097152,8.1024e-05
2097152,8.0671e-05
2097152,8.0608e-05
2097152,9.884799999999999e-05
2097152,9.942299999999999e-05
2097152,0.00010444799999999999
2097152,0.00010559899999999999
2097152,0.00010496
2097152,0.000103743
2097152,0.00010182399999999999
2097152,8.0512e-05
2097152,8.1247e-05
2097152,8.054399999999999e-05
2097152,8.057600000000001e-05
2097152,9.852700000000001e-05
2097152,9.9008e-05
2097152,0.000103391
2097152,0.000102976
2097152,0.000102687
2097152,0.00010201600000000001
2097152,0.00010124799999999999
2097152,8.0607e-05
2097152,8.0608e-05
2097152,8.1407e-05
2097152,8.070399999999999e-05
2097152,8.0448e-05
2097152,9.8591e-05
2097152,9.856e-05
2097152,0.000101503
2097152,0.000100608
2097152,0.000102208
2097152,0.000101951
2097152,0.000100672
2097152,7.9615e-05
2097152,8.0672e-05
2097152,8.0448e-05
2097152,8.1119e-05
2097152,8.032e-05
2097152,8.0288e-05
2097152,9.878299999999999e-05
2097152,9.7504e-05
2097152,0.000100575
2097152,0.000100256
2097152,0.000101503
2097152,0.00010140799999999999
2097152,0.000100896
2097152,8.0703e-05
2097152,7.952e-05
2097152,8.070399999999999e-05
2097152,8.0607e-05
2097152,8.092800000000001e-05
2097152,7.9904e-05
2097152,7.9295e-05
2097152,9.625600000000001e-05
2097152,9.5071e-05
2097152,9.9232e-05
2097152,9.9295e-05
2097152,0.00010124799999999999
2097152,0.000101216
2097152,0.000100351
2097152,8.576e-05
2097152,8.0799e-05
2097152,7.9392e-05
2097152,8.0224e-05
2097152,8.0255e-05
2097152,8.0224e-05
2097152,7.8944e-05
2097152,7.7599e-05
2097152,9.376e-05
2097152,9.337600000000001e-05
2097152,9.7791e-05
2097152,9.7472e-05
