gpu_id,num_of_cores,max_clock_rate,l1_cache_used,threads_number,l1_global_load_hit,l1_global_load_miss,Global Load Transactions,Global Store Transactions,L1 Global Hit Rate,L2 Hit Rate (L1 Reads),Shared Load Transactions,Shared Store Transactions,Duration
0,2880,745,0,65536,0,0,8192.0,4096.0,0.0,99.414062,0.0,0.0,5.056e-06
0,2880,745,0,147456,0,0,18432.0,9216.0,0.0,35.915799,0.0,0.0,9.44e-06
0,2880,745,0,262144,0,0,32768.0,16384.0,0.0,1.721191,0.0,0.0,1.9296e-05
0,2880,745,0,409600,0,0,51200.0,25600.0,0.0,0.0,0.0,0.0,3.1264000000000004e-05
0,2880,745,0,589824,0,0,73728.0,36864.0,0.0,0.0,0.0,0.0,4.416e-05
0,2880,745,0,802816,0,0,100352.0,50176.0,0.0,0.0,0.0,0.0,5.8976000000000006e-05
0,2880,745,0,1048576,0,0,131072.0,65536.0,0.0,0.0,0.0,0.0,7.264e-05
0,2880,745,0,1327104,0,0,165888.0,82944.0,0.0,0.0,0.0,0.0,9.6128e-05
0,2880,745,0,1638400,0,0,204800.0,102400.0,0.0,0.0,0.0,0.0,0.00011807899999999999
0,2880,745,0,1982464,0,0,247808.0,123904.0,0.0,0.0,0.0,0.0,0.000139744
0,2880,745,0,2359296,0,0,294912.0,147456.0,0.0,0.0,0.0,0.0,0.00017068700000000001
0,2880,745,0,2768896,0,0,346112.0,173056.0,0.0,0.0,0.0,0.0,0.000199039
0,2880,745,0,3211264,0,0,401408.0,200704.0,0.0,0.0,0.0,0.0,0.00023305599999999999
0,2880,745,0,3686400,0,0,460800.0,230400.0,0.0,0.0,0.0,0.0,0.000263263
0,2880,745,0,4194304,0,0,524288.0,262144.0,0.0,0.0,0.0,0.0,0.000285407
0,2880,745,0,4734976,0,0,591872.0,295936.0,0.0,0.0,0.0,0.0,0.000335999
0,2880,745,0,5308416,0,0,663552.0,331776.0,0.0,0.0,0.0,0.0,0.000386846
0,2880,745,0,5914624,0,0,739328.0,369664.0,0.0,0.0,0.0,0.0,0.00042886300000000003
0,2880,745,0,6553600,0,0,819200.0,409600.0,0.0,0.0,0.0,0.0,0.00047999800000000003
0,2880,745,0,7225344,0,0,903168.0,451584.0,0.0,0.0,0.0,0.0,0.0005155180000000001
0,2880,745,0,7929856,0,0,991232.0,495616.0,0.0,0.0,0.0,0.0,0.00056915
0,2880,745,0,8667136,0,0,1083392.0,541696.0,0.0,0.0,0.0,0.0,0.000631998
0,2880,745,0,9437184,0,0,1179648.0,589824.0,0.0,0.0,0.0,0.0,0.000679261
0,2880,745,0,10240000,0,0,1280000.0,640000.0,0.0,0.0,0.0,0.0,0.000750013
0,2880,745,0,11075584,0,0,1384448.0,692224.0,0.0,0.0,0.0,0.0,0.0008152289999999999
0,2880,745,0,11943936,0,0,1492992.0,746496.0,0.0,0.0,0.0,0.0,0.000876125
0,2880,745,0,12845056,0,0,1605632.0,802816.0,0.0,0.0,0.0,0.0,0.0009383010000000001
0,2880,745,0,13778944,0,0,1722368.0,861184.0,0.0,0.0,0.0,0.0,0.0009913889999999999
0,2880,745,0,14745600,0,0,1843200.0,921600.0,0.0,0.0,0.0,0.0,0.001047931
0,2880,745,0,15745024,0,0,1968128.0,984064.0,0.0,0.0,0.0,0.0,0.001092539
0,2880,745,0,16777216,0,0,2097152.0,1048576.0,0.0,0.0,0.0,0.0,0.0011213080000000001
0,2880,745,0,17842176,0,0,2230272.0,1115136.0,0.0,0.0,0.0,0.0,0.0012510989999999999
0,2880,745,0,18939904,0,0,2367488.0,1183744.0,0.0,0.0,0.0,0.0,0.001352026
0,2880,745,0,20070400,0,0,2508800.0,1254400.0,0.0,0.0,0.0,0.0,0.0014553220000000002
0,2880,745,0,21233664,0,0,2654208.0,1327104.0,0.0,0.0,0.0,0.0,0.0015441220000000002
0,2880,745,0,22429696,0,0,2803712.0,1401856.0,0.0,0.0,0.0,0.0,0.001637977
0,2880,745,0,23658496,0,0,2957312.0,1478656.0,0.0,0.0,0.0,0.0,0.001738969
0,2880,745,0,24920064,0,0,3115008.0,1557504.0,0.0,0.0,0.0,0.0,0.001828024
0,2880,745,0,26214400,0,0,3276800.0,1638400.0,0.0,0.0,0.0,0.0,0.001930295
0,2880,745,0,27541504,0,0,3442688.0,1721344.0,0.0,0.0,0.0,0.0,0.002033622
0,2880,745,0,28901376,0,0,3612672.0,1806336.0,0.0,0.0,0.0,0.0,0.002133654
0,2880,745,0,30294016,0,0,3786752.0,1893376.0,0.0,0.0,0.0,0.0,0.002237142
0,2880,745,0,31719424,0,0,3964928.0,1982464.0,0.0,0.0,0.0,0.0,0.002345877
0,2880,745,0,33177600,0,0,4147200.0,2073600.0,0.0,0.0,0.0,0.0,0.002453237
0,2880,745,0,34668544,0,0,4333568.0,2166784.0,0.0,0.0,0.0,0.0,0.00255234
0,2880,745,0,36192256,0,0,4524032.0,2262016.0,0.0,0.0,0.0,0.0,0.002641235
0,2880,745,0,37748736,0,0,4718592.0,2359296.0,0.0,0.0,0.0,0.0,0.002726035
0,2880,745,0,39337984,0,0,4917248.0,2458624.0,0.0,0.0,0.0,0.0,0.0028727220000000003
0,2880,745,0,40960000,0,0,5120000.0,2560000.0,0.0,0.0,0.0,0.0,0.003014962
0,2880,745,0,42614784,0,0,5326848.0,2663424.0,0.0,0.0,0.0,0.0,0.0031430570000000003
0,2880,745,0,44302336,0,0,5537792.0,2768896.0,0.0,0.0,0.0,0.0,0.00327208
0,2880,745,0,46022656,0,0,5752832.0,2876416.0,0.0,0.0,0.0,0.0,0.003406544
0,2880,745,0,47775744,0,0,5971968.0,2985984.0,0.0,0.0,0.0,0.0,0.0035447190000000004
0,2880,745,0,49561600,0,0,6195200.0,3097600.0,0.0,0.0,0.0,0.0,0.0036651340000000004
0,2880,745,0,51380224,0,0,6422528.0,3211264.0,0.0,0.0,0.0,0.0,0.003792173
0,2880,745,0,53231616,0,0,6653952.0,3326976.0,0.0,0.0,0.0,0.0,0.003920493
0,2880,745,0,55115776,0,0,6889472.0,3444736.0,0.0,0.0,0.0,0.0,0.004073068
0,2880,745,0,57032704,0,0,7129088.0,3564544.0,0.0,0.0,0.0,0.0,0.004208044
0,2880,745,0,58982400,0,0,7372800.0,3686400.0,0.0,0.0,0.0,0.0,0.004360874
0,2880,745,0,60964864,0,0,7620608.0,3810304.0,0.0,0.0,0.0,0.0,0.004438634
0,2880,745,0,62980096,0,0,7872512.0,3936256.0,0.0,0.0,0.0,0.0,0.004566412
0,2880,745,0,65028096,0,0,8128512.0,4064256.0,0.0,0.0,0.0,0.0,0.004650729
0,2880,745,0,67108864,0,0,8388608.0,4194304.0,0.0,0.0,0.0,0.0,0.004687113
0,2880,745,0,65536,0,0,65536.0,32768.0,0.0,99.804688,0.0,0.0,1.9424000000000002e-05
0,2880,745,0,147456,0,0,147456.0,73728.0,0.0,84.969076,0.0,0.0,3.936e-05
0,2880,745,0,262144,0,0,262144.0,131072.0,0.0,77.761841,0.0,0.0,6.828800000000001e-05
0,2880,745,0,409600,0,0,409600.0,204800.0,0.0,76.166016,0.0,0.0,0.00010704
0,2880,745,0,589824,0,0,589824.0,294912.0,0.0,75.513204,0.0,0.0,0.000161055
0,2880,745,0,802816,0,0,802816.0,401408.0,0.0,75.286242,0.0,0.0,0.000206976
0,2880,745,0,1048576,0,0,1048576.0,524288.0,0.0,75.11024499999999,0.0,0.0,0.00026675099999999997
0,2880,745,0,1327104,0,0,1327104.0,663552.0,0.0,75.085826,0.0,0.0,0.000341663
0,2880,745,0,1638400,0,0,1638400.0,819200.0,0.0,75.048645,0.0,0.0,0.00042191900000000004
0,2880,745,0,1982464,0,0,1982464.0,991232.0,0.0,75.034755,0.0,0.0,0.000508255
0,2880,745,0,2359296,0,0,2359296.0,1179648.0,0.0,74.646547,0.0,0.0,0.00078355
0,2880,745,0,2768896,0,0,2768896.0,1384448.0,0.0,75.01054599999999,0.0,0.0,0.00070963
0,2880,745,0,3211264,0,0,3211264.0,1605632.0,0.0,74.959175,0.0,0.0,0.0008234539999999999
0,2880,745,0,3686400,0,0,3686400.0,1843200.0,0.0,74.95654300000001,0.0,0.0,0.000961597
0,2880,745,0,4194304,0,0,4194304.0,2097152.0,0.0,74.823213,0.0,0.0,0.001061405
0,2880,745,0,4734976,0,0,4734976.0,2367488.0,0.0,74.999155,0.0,0.0,0.001216092
0,2880,745,0,5308416,0,0,5308416.0,2654208.0,0.0,74.614725,0.0,0.0,0.001777435
0,2880,745,0,5914624,0,0,5914624.0,2957312.0,0.0,74.98917900000001,0.0,0.0,0.001514619
0,2880,745,0,6553600,0,0,6553600.0,3276800.0,0.0,74.798676,0.0,0.0,0.0017117389999999999
0,2880,745,0,7225344,0,0,7225344.0,3612672.0,0.0,74.98249200000001,0.0,0.0,0.0018695620000000002
0,2880,745,0,7929856,0,0,7929856.0,3964928.0,0.0,74.958473,0.0,0.0,0.002032986
0,2880,745,0,8667136,0,0,8667136.0,4333568.0,0.0,74.985762,0.0,0.0,0.002231897
