gpu_name,application_name,Input Size,num_of_cores,max_clock_rate,l1_cache_used,threads_number,l1_global_load_hit,l1_global_load_miss,Global Load Transactions,Global Store Transactions,L1 Global Hit Rate,L2 Hit Rate (L1 Reads),Shared Load Transactions,Shared Store Transactions,Duration
Titan,matMul_gpu_uncoalesced,2560,2688,876,0,6553600,0,0,8912896000,3276800,0,96.939762,0,0,1.555514
Titan,matMul_gpu_uncoalesced,2816,2688,876,0,7929856,0,0,11863064576,3964928,0,96.93037,0,0,2.068768
Titan,matMul_gpu_uncoalesced,3072,2688,876,0,9437184,0,0,15401484288,4718592,0,96.425476,0,0,2.689186
Titan,matMul_gpu_uncoalesced,3328,2688,876,0,11075584,0,0,19581632512,5537792,0,96.272531,0,0,3.420016
Titan,matMul_gpu_uncoalesced,3584,2688,876,0,12845056,0,0,24456986624,6422528,0,96.245239,0,0,4.263988
Titan,matMul_gpu_uncoalesced,3840,2688,876,0,14745600,0,0,30081024000,7372800,0,96.573714,0,0,5.24324
Titan,matMul_gpu_uncoalesced,4096,2688,876,0,16777216,0,0,36507222016,8388608,0,96.712837,0,0,6.364056
Titan,matMul_gpu_uncoalesced,4352,2688,876,0,18939904,0,0,43789058048,9469952,0,96.449355,0,0,7.639562
Titan,matMul_gpu_uncoalesced,4608,2688,876,0,21233664,0,0,51980009472,10616832,0,96.360421,0,0,9.075157
Titan,matMul_gpu_sharedmem,256,2688,876,0,65536,0,0,131072,4096,0,98.364258,786432,65549,0.00013869
Titan,matMul_gpu_sharedmem,512,2688,876,0,262144,0,0,1048576,16384,0,96.875,6291456,524587,0.001026035
Titan,matMul_gpu_sharedmem,768,2688,876,0,589824,0,0,3538944,36864,0,54.00676,21233664,1769567,0.003555585
Titan,matMul_gpu_sharedmem,1024,2688,876,0,1048576,0,0,8388608,65536,0,51.429296,50331648,4194436,0.008415993
Titan,matMul_gpu_sharedmem,1280,2688,876,0,1638400,0,0,16384000,102400,0,49.266748,98304000,8192280,0.016387
Titan,matMul_gpu_sharedmem,1536,2688,876,0,2359296,0,0,28311552,147456,0,49.021491,169869312,14156222,0.02832
Titan,matMul_gpu_sharedmem,1792,2688,876,0,3211264,0,0,44957696,200704,0,49.003514,269746176,22479382,0.044901
Titan,matMul_gpu_sharedmem,2048,2688,876,0,4194304,0,0,67108864,262144,0,49.061114,402653184,33555264,0.067052
Titan,matMul_gpu_sharedmem,2304,2688,876,0,5308416,0,0,95551488,331776,0,48.806385,573308928,47777029,0.095402
Titan,matMul_gpu_sharedmem,2560,2688,876,0,6553600,0,0,131072000,409600,0,48.555936,786432000,65537903,0.130779
Titan,matMul_gpu_sharedmem,2816,2688,876,0,7929856,0,0,174456832,495616,0,47.941398,1046740992,87231901,0.174075
Titan,matMul_gpu_sharedmem,3072,2688,876,0,9437184,0,0,226492416,589824,0,48.018223,1358954496,113250130,0.225923
Titan,matMul_gpu_sharedmem,3328,2688,876,0,11075584,0,0,287965184,692224,0,47.805672,1727791104,143987552,0.286943
Titan,matMul_gpu_sharedmem,3584,2688,876,0,12845056,0,0,359661568,802816,0,47.37362,2157969408,179838584,0.358344
Titan,matMul_gpu_sharedmem,3840,2688,876,0,14745600,0,0,442368000,921600,0,46.831262,2654208000,221193477,0.44048
Titan,matMul_gpu_sharedmem,4096,2688,876,0,16777216,0,0,536870912,1048576,0,46.083328,3221225472,268448680,0.535438
Titan,matMul_gpu_sharedmem,4352,2688,876,0,18939904,0,0,643956736,1183744,0,45.772868,3863740416,321996456,0.640652
Titan,matMul_gpu_sharedmem,4608,2688,876,0,21233664,0,0,764411904,1327104,0,45.203434,4586471424,382228435,0.760169
Titan,matMul_gpu_sharedmem,4864,2688,876,0,23658496,0,0,899022848,1478656,0,44.621344,5394137088,449541386,0.893365
Titan,matMul_gpu_sharedmem,5120,2688,876,0,26214400,0,0,1048576000,1638400,0,43.965738,6291456000,524323832,1.041579
Titan,matMul_gpu_sharedmem,5376,2688,876,0,28901376,0,0,1213857792,1806336,0,43.018553,7283146752,606974063,1.20543
Titan,matMul_gpu_sharedmem,5632,2688,876,0,31719424,0,0,1395654656,1982464,0,42.059614,8373927936,697893540,1.38324
Titan,matMul_gpu_sharedmem,5888,2688,876,0,34668544,0,0,1594753024,2166784,0,42.195407,9568518144,797445125,1.581582
Titan,matMul_gpu_sharedmem,6144,2688,876,0,37748736,0,0,1811939328,2359296,0,41.648228,10871635968,906049939,1.795638
Titan,matMul_gpu_sharedmem,6400,2688,876,0,40960000,0,0,2048000000,2560000,0,40.6983,12288000000,1024101351,2.028876
Titan,matMul_gpu_sharedmem,6656,2688,876,0,44302336,0,0,2303721472,2768896,0,39.99922,13822328832,1151978864,2.279634
Titan,matMul_gpu_sharedmem,6912,2688,876,0,47775744,0,0,2579890176,2985984,0,39.234829,15479341056,1290064568,2.554765
Titan,matMul_gpu_sharedmem,7168,2688,876,0,51380224,0,0,2877292544,3211264,0,39.231847,17263755264,1438809319,2.844662
Titan,matMul_gpu_sharedmem,7424,2688,876,0,55115776,0,0,3196715008,3444736,0,38.405068,19180290048,1598526222,3.160941
Titan,matMul_gpu_sharedmem,7680,2688,876,0,58982400,0,0,3538944000,3686400,0,37.954974,21233664000,1769644095,3.500335
Titan,matMul_gpu_sharedmem,7936,2688,876,0,62980096,0,0,3904765952,3936256,0,36.84263,23428595712,1952619044,3.855678
Titan,matMul_gpu_sharedmem,8192,2688,876,0,67108864,0,0,4294967296,4194304,0,36.436881,25769803776,2147780155,4.240883
Tesla-K20,matMul_gpu,256,2496,706,0,65536,0,0,1572864,4096,0,99.706078,0,0,0.000452586
Tesla-K20,matMul_gpu,512,2496,706,0,262144,0,0,12582912,16384,0,99.357653,0,0,0.003306346
Tesla-K20,matMul_gpu,768,2496,706,0,589824,0,0,42467328,36864,0,96.844836,0,0,0.011233
Tesla-K20,matMul_gpu,1024,2496,706,0,1048576,0,0,100663296,65536,0,94.806765,0,0,0.026355
Tesla-K20,matMul_gpu,1280,2496,706,0,1638400,0,0,196608000,102400,0,94.746742,0,0,0.051512
Tesla-K20,matMul_gpu,1536,2496,706,0,2359296,0,0,339738624,147456,0,93.673286,0,0,0.088514
Tesla-K20,matMul_gpu,1792,2496,706,0,3211264,0,0,539492352,200704,0,93.574403,0,0,0.140533
Tesla-K20,matMul_gpu,2048,2496,706,0,4194304,0,0,805306368,262144,0,93.666534,0,0,0.209608
Tesla-K20,matMul_gpu,2304,2496,706,0,5308416,0,0,1146617856,331776,0,93.646769,0,0,0.299051
Tesla-K20,matMul_gpu,2560,2496,706,0,6553600,0,0,1572864000,409600,0,93.623171,0,0,0.409295
Tesla-K20,matMul_gpu,2816,2496,706,0,7929856,0,0,2093481984,495616,0,93.501928,0,0,0.544857
Tesla-K20,matMul_gpu,3072,2496,706,0,9437184,0,0,2717908992,589824,0,93.584614,0,0,0.7072
Tesla-K20,matMul_gpu,3328,2496,706,0,11075584,0,0,3455582208,692224,0,88.832069,0,0,0.899153
Tesla-K20,matMul_gpu,3584,2496,706,0,12845056,0,0,4315938816,802816,0,93.53162,0,0,1.123033
Tesla-K20,matMul_gpu,3840,2496,706,0,14745600,0,0,5308416000,921600,0,93.459176,0,0,1.381198
Tesla-K20,matMul_gpu,4096,2496,706,0,16777216,0,0,6442450944,1048576,0,93.412164,0,0,1.676693
Tesla-K20,matMul_gpu,4352,2496,706,0,18939904,0,0,7727480832,1183744,0,93.367907,0,0,2.010709
Tesla-K20,matMul_gpu,4608,2496,706,0,21233664,0,0,9172942848,1327104,0,93.571813,0,0,2.387192
Tesla-K20,matMul_gpu,4864,2496,706,0,23658496,0,0,10788274176,1478656,0,93.252921,0,0,2.808268
Tesla-K20,matMul_gpu,5120,2496,706,0,26214400,0,0,12582912000,1638400,0,93.248824,0,0,3.27482
Tesla-K20,matMul_gpu,5376,2496,706,0,28901376,0,0,14566293504,1806336,0,93.134661,0,0,3.791942
Tesla-K20,matMul_gpu,5632,2496,706,0,31719424,0,0,16747855872,1982464,0,88.412771,0,0,4.359181
Tesla-K20,matMul_gpu,5888,2496,706,0,34668544,0,0,19137036288,2166784,0,93.00778,0,0,4.982495
Tesla-K20,matMul_gpu,6144,2496,706,0,37748736,0,0,21743271936,2359296,0,92.93992,0,0,5.661326
Tesla-K20,matMul_gpu,6400,2496,706,0,40960000,0,0,24576000000,2560000,0,92.892773,0,0,6.399166
Tesla-K20,matMul_gpu,6656,2496,706,0,44302336,0,0,27644657664,2768896,0,92.806354,0,0,7.198613
Tesla-K20,matMul_gpu,6912,2496,706,0,47775744,0,0,30958682112,2985984,0,93.003937,0,0,8.060137
Tesla-K20,matMul_gpu,7168,2496,706,0,51380224,0,0,34527510528,3211264,0,92.616149,0,0,8.993882
Tesla-K20,matMul_gpu,7424,2496,706,0,55115776,0,0,38360580096,3444736,0,93.043265,0,0,9.987845
Tesla-K20,matMul_gpu,7680,2496,706,0,58982400,0,0,42467328000,3686400,0,92.474638,0,0,11.064579
Tesla-K20,matMul_gpu,7936,2496,706,0,62980096,0,0,46857191424,3936256,0,88.214318,0,0,12.202333
Tesla-K20,matMul_gpu,8192,2496,706,0,67108864,0,0,51539607552,4194304,0,92.355287,0,0,13.436963
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,256,2496,706,0,65536,0,0,1048576,32768,0,99.528503,1572864,262144,0.000515629
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,512,2496,706,0,262144,0,0,8388608,131072,0,98.431373,12582912,2097152,0.004064326
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,768,2496,706,0,589824,0,0,28311552,294912,0,88.629341,42467328,7077888,0.013669
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,1024,2496,706,0,1048576,0,0,67108864,524288,0,87.621517,100663296,16777216,0.03232
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,1280,2496,706,0,1638400,0,0,131072000,819200,0,82.998812,196608000,32768000,0.063045
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,1536,2496,706,0,2359296,0,0,226492416,1179648,0,87.303701,339738624,56623104,0.108913
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,1792,2496,706,0,3211264,0,0,359661568,1605632,0,87.333841,539492352,89915392,0.172612
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,2048,2496,706,0,4194304,0,0,536870912,2097152,0,87.306913,805306368,134217728,0.257375
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,2304,2496,706,0,5308416,0,0,764411904,2654208,0,87.166547,1146617856,191102981,0.366481
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,2560,2496,706,0,6553600,0,0,1048576000,3276800,0,87.093924,1572864000,262144000,0.502725
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,2816,2496,706,0,7929856,0,0,1395654656,3964928,0,87.074815,2093481984,348913667,0.669798
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,3072,2496,706,0,9437184,0,0,1811939328,4718592,0,86.370301,2717908992,452984834,0.869264
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,3328,2496,706,0,11075584,0,0,2303721472,5537792,0,86.731204,3455582208,575930370,1.104777
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,3584,2496,706,0,12845056,0,0,2877292544,6422528,0,86.671456,4315938816,719323139,1.379485
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,3840,2496,706,0,14745600,0,0,3538944000,7372800,0,86.329169,5308416000,884736003,1.696333
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,4096,2496,706,0,16777216,0,0,4294967296,8388608,0,86.054225,6442450944,1073741901,2.058512
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,4352,2496,706,0,18939904,0,0,5151653888,9469952,0,86.082722,7727480832,1287913474,2.469269
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,4608,2496,706,0,21233664,0,0,6115295232,10616832,0,85.329281,9172942848,1528823821,2.933817
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,4864,2496,706,0,23658496,0,0,7192182784,11829248,0,85.655756,10788274176,1798045705,3.448943
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,5120,2496,706,0,26214400,0,0,8388608000,13107200,0,85.23783,12582912000,2097152021,4.022641
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,5376,2496,706,0,28901376,0,0,9710862336,14450688,0,84.873501,14566293504,2427715750,4.661414
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,5632,2496,706,0,31719424,0,0,11165237248,15859712,0,85.129256,16747855872,2791309365,5.353339
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,5888,2496,706,0,34668544,0,0,12758024192,17334272,0,84.688659,19137036288,3189506085,6.119723
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,6144,2496,706,0,37748736,0,0,14495514624,18874368,0,88.146812,21743271936,3623878731,6.960596
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,6400,2496,706,0,40960000,0,0,16384000000,20480000,0,83.736627,24576000000,4096000083,7.864057
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,6656,2496,706,0,44302336,0,0,18429771776,22151168,0,84.073724,27644657664,4607443121,8.841213
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,6912,2496,706,0,47775744,0,0,20639121408,23887872,0,83.700976,30958682112,5159780450,9.901851
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,7168,2496,706,0,51380224,0,0,23018340352,25690112,0,83.7196,34527510528,5754585245,11.043085
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,7424,2496,706,0,55115776,0,0,25573720064,27557888,0,79.480852,38360580096,6393430438,12.274591
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,7680,2496,706,0,58982400,0,0,28311552000,29491200,0,82.815976,42467328000,7077888199,13.593919
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,7936,2496,706,0,62980096,0,0,31238127616,31490048,0,79.634445,46857191424,7809532251,14.986372
Tesla-K20,matMul_gpu_sharedmem_uncoalesced,8192,2496,706,0,67108864,0,0,34359738368,33554432,0,82.05437,51539607552,8589935503,16.486147
Tesla-K20,matMul_gpu_uncoalesced,256,2496,706,0,65536,0,0,8912896,32768,0,99.946101,0,0,0.002228855
Tesla-K20,matMul_gpu_uncoalesced,512,2496,706,0,262144,0,0,71303168,131072,0,99.817029,0,0,0.016138
Tesla-K20,matMul_gpu_uncoalesced,768,2496,706,0,589824,0,0,240648192,294912,0,98.977734,0,0,0.054317
Tesla-K20,matMul_gpu_uncoalesced,1024,2496,706,0,1048576,0,0,570425344,524288,0,98.637354,0,0,0.128666
Tesla-K20,matMul_gpu_uncoalesced,1280,2496,706,0,1638400,0,0,1114112000,819200,0,98.50469,0,0,0.250348
Tesla-K20,matMul_gpu_uncoalesced,1536,2496,706,0,2359296,0,0,1925185536,1179648,0,98.425414,0,0,0.43209
Tesla-K20,matMul_gpu_uncoalesced,1792,2496,706,0,3211264,0,0,3057123328,1605632,0,98.348587,0,0,0.685807
Tesla-K20,matMul_gpu_uncoalesced,2048,2496,706,0,4194304,0,0,4563402752,2097152,0,98.123491,0,0,1.023633
Tesla-K20,matMul_gpu_uncoalesced,2304,2496,706,0,5308416,0,0,6497501184,2654208,0,92.830521,0,0,1.459649
Tesla-K20,matMul_gpu_uncoalesced,2560,2496,706,0,6553600,0,0,8912896000,3276800,0,97.353554,0,0,2.004343
Tesla-K20,matMul_gpu_uncoalesced,2816,2496,706,0,7929856,0,0,11863064576,3964928,0,97.585615,0,0,2.667329
Tesla-K20,matMul_gpu_uncoalesced,3072,2496,706,0,9437184,0,0,15401484288,4718592,0,97.116161,0,0,3.468106
Tesla-K20,matMul_gpu_uncoalesced,3328,2496,706,0,11075584,0,0,19581632512,5537792,0,96.870141,0,0,4.409031
Tesla-K20,matMul_gpu_uncoalesced,3584,2496,706,0,12845056,0,0,24456986624,6422528,0,96.650887,0,0,5.510979
Tesla-K20,matMul_gpu_uncoalesced,3840,2496,706,0,14745600,0,0,30081024000,7372800,0,96.684223,0,0,6.778387
Tesla-K20,matMul_gpu_uncoalesced,4096,2496,706,0,16777216,0,0,36507222016,8388608,0,100,0,0,8.22109
Tesla-K20,matMul_gpu_uncoalesced,4352,2496,706,0,18939904,0,0,43789058048,9469952,0,96.923294,0,0,9.86428
Tesla-K20,matMul_gpu_uncoalesced,4608,2496,706,0,21233664,0,0,51980009472,10616832,0,96.768504,0,0,11.704801
Tesla-K20,matMul_gpu_sharedmem,256,2496,706,0,65536,0,0,131072,4096,0,92.578125,786432,65539,0.000175204
Tesla-K20,matMul_gpu_sharedmem,512,2496,706,0,262144,0,0,1048576,16384,0,96.302414,6291456,524381,0.001341409
Tesla-K20,matMul_gpu_sharedmem,768,2496,706,0,589824,0,0,3538944,36864,0,52.015912,21233664,1769487,0.004544337
Tesla-K20,matMul_gpu_sharedmem,1024,2496,706,0,1048576,0,0,8388608,65536,0,50.038815,50331648,4194315,0.010729
Tesla-K20,matMul_gpu_sharedmem,1280,2496,706,0,1638400,0,0,16384000,102400,0,48.83316,98304000,8192006,0.020908
Tesla-K20,matMul_gpu_sharedmem,1536,2496,706,0,2359296,0,0,28311552,147456,0,48.667381,169869312,14155830,0.036137
Tesla-K20,matMul_gpu_sharedmem,1792,2496,706,0,3211264,0,0,44957696,200704,0,48.727935,269746176,22478917,0.05727
Tesla-K20,matMul_gpu_sharedmem,2048,2496,706,0,4194304,0,0,67108864,262144,0,48.74412,402653184,33554611,0.085391
Tesla-K20,matMul_gpu_sharedmem,2304,2496,706,0,5308416,0,0,95551488,331776,0,48.352015,573308928,47775900,0.121582
Tesla-K20,matMul_gpu_sharedmem,2560,2496,706,0,6553600,0,0,131072000,409600,0,47.876652,786432000,65536275,0.166761
Tesla-K20,matMul_gpu_sharedmem,2816,2496,706,0,7929856,0,0,174456832,495616,0,46.912768,1046740992,87229081,0.221944
Tesla-K20,matMul_gpu_sharedmem,3072,2496,706,0,9437184,0,0,226492416,589824,0,47.065149,1358954496,113246693,0.288065
Tesla-K20,matMul_gpu_sharedmem,3328,2496,706,0,11075584,0,0,287965184,692224,0,46.582555,1727791104,143983646,0.366095
Tesla-K20,matMul_gpu_sharedmem,3584,2496,706,0,12845056,0,0,359661568,802816,0,45.991898,2157969408,179832663,0.457084
Tesla-K20,matMul_gpu_sharedmem,3840,2496,706,0,14745600,0,0,442368000,921600,0,45.197874,2654208000,221186199,0.561818
Tesla-K20,matMul_gpu_sharedmem,4096,2496,706,0,16777216,0,0,536870912,1048576,0,44.027529,3221225472,268440260,0.681462
Tesla-K20,matMul_gpu_sharedmem,4352,2496,706,0,18939904,0,0,643956736,1183744,0,43.697065,3863740416,321984358,0.816876
Tesla-K20,matMul_gpu_sharedmem,4608,2496,706,0,21233664,0,0,764411904,1327104,0,43.024794,4586471424,382212122,0.969434
Tesla-K20,matMul_gpu_sharedmem,4864,2496,706,0,23658496,0,0,899022848,1478656,0,42.195285,5394137088,449520923,1.139427
Tesla-K20,matMul_gpu_sharedmem,5120,2496,706,0,26214400,0,0,1048576000,1638400,0,41.276829,6291456000,524300493,1.329286
Tesla-K20,matMul_gpu_sharedmem,5376,2496,706,0,28901376,0,0,1213857792,1806336,0,40.411544,7283146752,606943090,1.537543
Tesla-K20,matMul_gpu_sharedmem,5632,2496,706,0,31719424,0,0,1395654656,1982464,0,39.658575,8373927936,697851789,1.767257
Tesla-K20,matMul_gpu_sharedmem,5888,2496,706,0,34668544,0,0,1594753024,2166784,0,41.448772,9568518144,797399232,2.019724
Tesla-K20,matMul_gpu_sharedmem,6144,2496,706,0,37748736,0,0,1811939328,2359296,0,38.622021,10871635968,905995276,2.293772
Tesla-K20,matMul_gpu_sharedmem,6400,2496,706,0,40960000,0,0,2048000000,2560000,0,37.66012,12288000000,1024035226,2.592986
Tesla-K20,matMul_gpu_sharedmem,6656,2496,706,0,44302336,0,0,2303721472,2768896,0,35.100402,13822328832,1151904800,2.914516
Tesla-K20,matMul_gpu_sharedmem,6912,2496,706,0,47775744,0,0,2579890176,2985984,0,36.040561,15479341056,1290001471,3.261677
Tesla-K20,matMul_gpu_sharedmem,7168,2496,706,0,51380224,0,0,2877292544,3211264,0,35.810477,17263755264,1438711392,3.636622
Tesla-K20,matMul_gpu_sharedmem,7424,2496,706,0,55115776,0,0,3196715008,3444736,0,36.828157,19180290048,1598431366,4.041193
Tesla-K20,matMul_gpu_sharedmem,7680,2496,706,0,58982400,0,0,3538944000,3686400,0,34.278056,21233664000,1769542232,4.473028
Tesla-K20,matMul_gpu_sharedmem,7936,2496,706,0,62980096,0,0,3904765952,3936256,0,33.36289,23428595712,1952483237,4.93247
Tesla-K20,matMul_gpu_sharedmem,8192,2496,706,0,67108864,0,0,4294967296,4194304,0,33.338298,25769803776,2147593543,5.425151
TitanX,matMul_gpu,256,3072,1076,0,65536,0,0,6291456,8192,0,1767.837096,0,0,0.000146145
TitanX,matMul_gpu,512,3072,1076,0,262144,0,0,50331648,32768,0,1989.422689,0,0,0.000967116
TitanX,matMul_gpu,768,3072,1076,0,589824,0,0,169869312,73728,0,1889.246015,0,0,0.003405772
TitanX,matMul_gpu,1024,3072,1076,0,1048576,0,0,402653184,131072,0,1813.829423,0,0,0.008404142
TitanX,matMul_gpu,1280,3072,1076,0,1638400,0,0,786432000,204800,0,1547.827027,0,0,0.016894
TitanX,matMul_gpu,1536,3072,1076,0,2359296,0,0,1358954496,294912,0,1640.026551,0,0,0.027403
TitanX,matMul_gpu,1792,3072,1076,0,3211264,0,0,2157969408,401408,0,1612.074789,0,0,0.042954
TitanX,matMul_gpu,2048,3072,1076,0,4194304,0,0,3221225472,524288,0,1735.603642,0,0,0.060419
TitanX,matMul_gpu,2304,3072,1076,0,5308416,0,0,4586471424,663552,0,1667.248656,0,0,0.088341
TitanX,matMul_gpu,2560,3072,1076,0,6553600,0,0,6291456000,819200,0,1724.380284,0,0,0.117586
TitanX,matMul_gpu,2816,3072,1076,0,7929856,0,0,8373927936,991232,0,1695.839455,0,0,0.160417
TitanX,matMul_gpu,3072,3072,1076,0,9437184,0,0,10871635968,1179648,0,1729.819241,0,0,0.197848
TitanX,matMul_gpu,3328,3072,1076,0,11075584,0,0,13822328832,1384448,0,1702.837261,0,0,0.24499
TitanX,matMul_gpu,3584,3072,1076,0,12845056,0,0,17263755264,1605632,0,1680.479019,1,1,0.31403
TitanX,matMul_gpu,3840,3072,1076,0,14745600,0,0,21233664000,1843200,0,1678.024423,1,1,0.378562
TitanX,matMul_gpu,4096,3072,1076,0,16777216,0,0,25769803776,2097152,0,1656.649878,0,0,0.45833
TitanX,matMul_gpu,4352,3072,1076,0,18939904,0,0,30909923328,2367488,0,1667.396699,0,0,0.56105
TitanX,matMul_gpu,4608,3072,1076,0,21233664,0,0,36691771392,2654208,0,1664.046521,0,0,0.671346
TitanX,matMul_gpu,4864,3072,1076,0,23658496,0,0,43153096704,2957312,0,1659.331897,0,0,0.798337
TitanX,matMul_gpu,5120,3072,1076,0,26214400,0,0,50331648000,3276800,0,1624.615226,0,0,0.935268
TitanX,matMul_gpu,5376,3072,1076,0,28901376,0,0,58265174016,3612672,0,1604.011565,0,0,1.096941
TitanX,matMul_gpu,5632,3072,1076,0,31719424,0,0,66991423488,3964928,0,1593.94154,0,0,1.261869
TitanX,matMul_gpu,5888,3072,1076,0,34668544,0,0,76548145152,4333568,0,1572.356475,0,0,1.459853
TitanX,matMul_gpu,6144,3072,1076,0,37748736,0,0,86973087744,4718592,0,1601.800005,0,0,1.649546
TitanX,matMul_gpu,6400,3072,1076,0,40960000,0,0,98304000000,5120000,0,1577.928469,0,0,1.889356
TitanX,matMul_gpu,6656,3072,1076,0,44302336,0,0,110578630656,5537792,0,1536.151456,0,0,2.156532
TitanX,matMul_gpu,6912,3072,1076,0,47775744,0,0,123834728448,5971968,0,1518.63806,0,0,2.466635
TitanX,matMul_gpu,7168,3072,1076,0,51380224,0,0,138110042112,6422528,0,1513.726619,0,0,2.74737
TitanX,matMul_gpu,7424,3072,1076,0,55115776,0,0,153442320384,6889472,0,1478.828315,0,0,3.161577
TitanX,matMul_gpu,7680,3072,1076,0,58982400,0,0,169869312000,7372800,0,1458.859523,0,0,3.634012
TitanX,matMul_gpu,7936,3072,1076,0,62980096,0,0,187428765696,7872512,0,1418.472933,0,0,4.108685
TitanX,matMul_gpu,8192,3072,1076,0,67108864,0,0,206158430208,8388608,0,1440.417302,0,0,4.47005
TitanX,matMul_gpu_sharedmem_uncoalesced,256,3072,1076,0,65536,0,0,2097152,65536,0,488.960597,2621440,524288,0.000163777
TitanX,matMul_gpu_sharedmem_uncoalesced,512,3072,1076,0,262144,0,0,16777216,262144,0,547.203203,20971520,4194304,0.001198895
TitanX,matMul_gpu_sharedmem_uncoalesced,768,3072,1076,0,589824,0,0,56623104,589824,0,569.12665,70778880,14155776,0.003817961
TitanX,matMul_gpu_sharedmem_uncoalesced,1024,3072,1076,0,1048576,0,0,134217728,1048576,0,558.789718,167772160,33554432,0.009149123
TitanX,matMul_gpu_sharedmem_uncoalesced,1280,3072,1076,0,1638400,0,0,262144000,1638400,0,563.230912,327680000,65536000,0.017645
TitanX,matMul_gpu_sharedmem_uncoalesced,1536,3072,1076,0,2359296,0,0,452984832,2359296,0,524.747705,566231040,113246208,0.030367
TitanX,matMul_gpu_sharedmem_uncoalesced,1792,3072,1076,0,3211264,0,0,719323136,3211264,0,485.342196,899153920,179830784,0.048199
TitanX,matMul_gpu_sharedmem_uncoalesced,2048,3072,1076,0,4194304,0,0,1073741824,4194304,0,479.743626,1342177280,268435456,0.071652
TitanX,matMul_gpu_sharedmem_uncoalesced,2304,3072,1076,0,5308416,0,0,1528823808,5308416,0,481.125232,1911029760,382205952,0.102078
TitanX,matMul_gpu_sharedmem_uncoalesced,2560,3072,1076,0,6553600,0,0,2097152000,6553600,0,483.267868,2621440000,524288000,0.138299
TitanX,matMul_gpu_sharedmem_uncoalesced,2816,3072,1076,0,7929856,0,0,2791309312,7929856,0,482.772772,3489136640,697827328,0.177793
TitanX,matMul_gpu_sharedmem_uncoalesced,3072,3072,1076,0,9437184,0,0,3623878656,9437184,0,482.653381,4529848320,905969664,0.236808
TitanX,matMul_gpu_sharedmem_uncoalesced,3328,3072,1076,0,11075584,0,0,4607442944,11075584,0,482.555674,5759303680,1151860736,0.291383
TitanX,matMul_gpu_sharedmem_uncoalesced,3584,3072,1076,0,12845056,0,0,5754585088,12845056,0,482.228451,7193231360,1438646272,0.347762
TitanX,matMul_gpu_sharedmem_uncoalesced,3840,3072,1076,0,14745600,0,0,7077888000,14745600,0,482.151287,8847360000,1769472000,0.440183
TitanX,matMul_gpu_sharedmem_uncoalesced,4096,3072,1076,0,16777216,0,0,8589934592,16777216,0,482.721559,10737418240,2147483648,0.513888
TitanX,matMul_gpu_sharedmem_uncoalesced,4352,3072,1076,0,18939904,0,0,10303307776,18939904,0,483.833498,12879134720,2575826944,0.600631
TitanX,matMul_gpu_sharedmem_uncoalesced,4608,3072,1076,0,21233664,0,0,12230590464,21233664,0,482.042756,15288238080,3057647616,0.723283
TitanX,matMul_gpu_sharedmem_uncoalesced,4864,3072,1076,0,23658496,0,0,14384365568,23658496,0,481.500802,17980456960,3596091392,0.832378
TitanX,matMul_gpu_sharedmem_uncoalesced,5120,3072,1076,0,26214400,0,0,16777216000,26214400,0,482.471615,20971520000,4194304000,0.98094
TitanX,matMul_gpu_sharedmem_uncoalesced,5376,3072,1076,0,28901376,0,0,19421724672,28901376,0,482.586547,24277155840,4855431168,1.114431
TitanX,matMul_gpu_sharedmem_uncoalesced,5632,3072,1076,0,31719424,0,0,22330474496,31719424,0,480.205746,27913093120,5582618624,1.290477
TitanX,matMul_gpu_sharedmem_uncoalesced,5888,3072,1076,0,34668544,0,0,25516048384,34668544,0,482.832441,31895060480,6379012096,1.45308
