256,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",5248992,5269536,2371040,2380320,0,0,39,3,23,32,0,0,2359296,2359296,16384,16384,2359296,2359296,16384,16384,2359328,2359335,16385,16389,0,0,5,0,6035562,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,12803414,8436072,1190533,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,5617945,332860654,166681213,1024,0,0,0,0
512,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",42008576,42008576,18939904,18939904,19412,14272,22647,17070,19849,19830,17092,16964,18874368,18874368,65536,65536,18857560,18857536,61440,61439,18874792,18874823,65540,65538,0,0,4,1,45194840,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,100157424,67297784,9478940,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,44131087,2740418270,1386669109,4096,0,0,0,0
768,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",141705216,141705216,63848448,63848448,2289670,1738130,56994,42277,49903,49873,2007549,2006684,63700992,63700992,147456,147456,61723750,61727083,121581,121627,63701205,45551851,147461,147457,0,0,5,0,151675300,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,342744850,226916848,31943450,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,150757378,9450491020,4760323563,9216,0,0,0,0
1024,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",335765472,335847456,151238624,151275552,8241435,6225414,90950,68031,79535,79588,7211632,7211823,150994944,150994944,262144,262144,143733490,143733190,201917,201917,150994976,150994983,262148,262146,0,0,0,5,354050629,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,796845718,537624763,75661813,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,352586298,22238101136,11178826311,16384,0,0,0,0
1280,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",655743984,655795216,295286992,295356208,17713723,13470679,134313,100971,117525,117435,15509559,15509650,294912000,294912000,409600,409600,279641169,279641132,310850,310894,294912032,294912039,409600,409606,0,0,4,1,722516710,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,1684060343,1049753787,147712507,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,720037680,45493408314,22585163624,25600,0,0,0,0
1536,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",1132990432,1133113376,510170080,510225440,31757588,23851249,186213,141406,163022,116331,27788143,19854854,509607936,509607936,589824,589824,482229554,482228789,441986,441943,509608048,509608039,589824,589830,0,0,4,1,1219762693,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,2868959533,1813635590,255173431,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,1216595608,76942982702,39290791128,36864,0,0,1,0
1792,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",1799182368,1799038944,810041344,810041344,51461762,38585179,255055,191341,223195,223279,45032133,45033243,809238528,809238528,802816,802816,764244554,764246917,594464,594269,809238560,809238567,802816,573446,0,0,4,1,1977504122,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,4539454266,2879601143,405121827,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,1972935611,124816780352,61368492896,50176,0,0,0,0
2048,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",2685321184,2685485088,1208989680,1209026576,77173511,57868460,329372,249023,288372,205830,67534896,48243436,1207959552,1207959552,1048576,1048576,1140437562,1140437509,772595,772593,1207959768,1207959759,1048576,1048582,0,0,0,5,2805576545,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,6340481982,4297982142,604635638,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,2799498321,176887625684,89548023917,65536,0,0,0,0
2304,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",3823294432,3823478816,1721170880,1721336896,110669762,82903394,426601,319337,373357,373334,96819557,96819006,1719926784,1719926784,1327104,1327104,1622999942,1622999703,968248,967884,1719927297,1228567007,1327109,1327105,0,0,5,0,4246154182,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,10133605588,6119111175,860793663,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,4238992989,267370007278,133620178296,82944,0,0,0,0
2560,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",5244415968,5244620832,2360888288,2360980512,152140823,114136529,534598,399588,467779,467812,133161448,133156705,2359296000,2359296000,1638400,1638400,2225751777,2225756466,1183686,1183549,2359296485,1685381551,1638400,1638406,0,0,4,1,5869191099,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,13846988129,8393318592,1180672500,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,5860217772,367965614916,184410816604,102401,1,1,0,0
