256,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",1064960,1064960,541200,540144,0,0,37,1187,17,32,0,0,524288,524288,16384,16384,524288,524288,16384,16384,524320,524327,16385,16389,0,0,5,0,2173450,0,0,4194304,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,5839524,1884517,401925,2686976,85983232,85852160,0,0,655360,131072,0,0,0,0,0,131072,2048,0,69632,2022534,115963416,58081970,1024,524288,131072,1572864,262144
512,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",8454144,8454144,4259840,4259840,19472,14476,22828,17288,19981,20001,17044,17152,4194304,4194304,65536,46848,4177472,4177496,61440,61440,4194336,4194343,65537,65541,0,0,1,4,15956671,0,0,33554432,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,45432110,14877504,3179328,21233664,679477248,678952960,0,0,5242880,1048576,0,0,0,0,0,1048576,8192,0,540672,15853881,992642024,496580325,4096,4194305,1048577,12582912,2097152
768,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",28459008,28459008,14303232,14303232,1391442,1056283,57181,42727,50062,50067,1218030,1217813,14155776,14155776,147456,147456,13021746,13022371,128192,128190,14155808,14155815,147456,147462,0,0,4,1,53941166,0,0,113246208,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,153198934,49988081,10691351,71368704,2283798528,2282618880,0,0,17694720,3538944,0,0,0,0,0,3538944,18432,0,1806336,53433178,3373476566,1687072209,9216,14155776,3538944,42467328,7077888
1024,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",67375120,67366896,33818640,33814512,6824036,5121372,90148,67600,78923,78850,5969767,5969844,33554432,33554432,262144,262144,27553089,27553075,208746,208737,33554776,33554819,262149,262145,0,0,5,0,126590265,0,0,268435456,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,361182723,118227135,25297384,168820736,5402263552,5400166400,0,0,41943040,8388608,0,0,0,0,0,8388608,32768,0,4259840,126256606,8005257312,4001835067,16384,33554432,8388608,100663296,16777216
1280,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",131486736,131476464,65940448,65950752,16925660,12889352,132040,99192,115420,115461,14819332,14820514,65536000,65536000,409600,409600,51042195,51039356,367242,367276,65536048,65536047,409605,409601,0,0,5,0,287142873,0,0,524288000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,877485728,230604989,49357291,329318400,10538188800,10534912000,0,0,81920000,16384000,0,0,0,0,0,16384000,51200,0,8294400,286586314,18244982806,9173945404,25600,65536000,16384000,196608000,32768000
1536,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",227106880,227057600,113829856,113842208,28019579,22566818,183743,138041,160783,160929,24520937,24522905,113246208,113246208,589824,421120,85768168,85769768,531130,531244,113246320,113246351,589825,589829,0,0,5,0,522590856,0,0,905969664,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,1567682588,398132032,85230400,568590336,18194890752,18190172160,0,0,141557760,28311552,0,0,0,0,0,28311552,73728,0,14303232,521995701,33251682928,18359399588,36864,113246208,28311552,339738624,56623104
1792,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",360450016,360478752,180633600,180633600,50755632,38245792,245090,182113,214409,214322,44465760,44464624,179830784,128450560,802816,802816,135348104,135348838,733104,733041,179830880,179830919,802816,802822,0,0,0,5,910675954,0,0,1438646272,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,2888279840,631816698,135275314,902365184,28875685888,28869263360,0,0,224788480,44957696,0,0,0,0,0,44957696,100352,0,22679552,909915083,58054409430,26408108041,50176,179830784,44957696,539492352,89915392
2048,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",537927696,537911280,269484032,269484032,75960749,57207797,315372,236439,275953,275923,66471904,66471928,268435456,268435456,1048576,1048576,201646082,201646068,786924,786924,268435552,268435595,1048580,1048578,0,0,0,5,1010231253,0,0,2147483648,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,2888908304,942670013,201851387,1346371584,43083890688,43075502080,0,0,335544320,67108864,0,0,0,0,0,67108864,131072,0,33816576,1009733022,64409707850,32212984384,65536,268435456,67108864,805306368,134217728
2304,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",765739008,765739008,383537680,383528432,109994879,82284475,394756,296224,345516,345544,96246954,96247432,382205952,382205952,1327104,1327104,286339066,204542741,997843,997787,382205984,382205991,1327108,1327106,0,0,4,1,2131721339,0,0,3057647616,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,6928317769,1341702663,287318846,1916338176,61322821632,61312204800,0,0,477757440,95551488,0,0,0,0,0,95551488,165888,0,48107520,2129357904,135941361818,68078141642,82944,382205952,95551488,1146617856,191102976
2560,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",1050204144,1050224656,525926400,525926400,151085866,113205722,483776,362856,423263,423317,132212873,132211828,524288000,524288000,1638400,1638400,391993189,391995643,1230002,1229974,524288592,524288599,1638404,1638402,0,0,0,5,2939584340,0,0,4194304000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,9497141255,1839923392,394035707,2627993600,84095795200,84082688000,0,0,655360000,131072000,0,0,0,0,0,131072000,204800,0,65945600,2937826041,187586553660,93612621432,102400,524288000,131072000,1572864000,262144000
2816,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",1397648400,1397625840,699815440,699804144,201582098,151130930,582017,436389,509277,509222,176396792,176400314,697827328,697827328,1982464,1416064,521684841,521682183,1487640,1487610,697827376,697827383,1982469,1982465,0,0,1,4,3927687717,0,0,5582618624,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,10449662312,2448343872,524362560,3497066496,111906127872,111890268160,0,0,872284160,174456832,0,0,0,0,0,174456832,247808,0,87724032,3924370484,250649365644,125351704334,123904,697827328,174456832,2093481984,348913664
3072,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",1814335536,1814261712,908316640,908341280,261913555,196678486,689814,517350,603656,603641,229222705,229222799,905969664,905969664,2359296,2359296,676303617,483050776,1769617,1769618,905969760,905969799,2359296,2359302,0,0,0,5,5101299966,0,0,7247757312,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,16538588266,3177972234,680657726,4539285504,145257136128,145238261760,0,0,1132462080,226492416,0,0,0,0,0,226492416,294912,0,113836032,5099178365,325713730388,162846429923,147456,905969664,226492416,2717908992,452984832
3328,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",2306503696,2306477040,1154636304,1154622960,334102293,250184924,804422,605332,703863,502703,292323668,208824703,1151860736,1151860736,2768896,2768896,859480881,859486717,2076672,2076672,1151860768,1151860775,2768901,2768897,0,0,1,4,5918544407,0,0,9214885888,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,21597631426,4039819455,865280497,5770379264,184652136448,184629985280,0,0,1439825920,287965184,0,0,0,0,0,287965184,346112,0,144674816,5917651491,378170134884,211067133348,173056,1151860736,287965184,3455582208,575930368
3584,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",2880489456,2880518160,1441857536,1441857536,422898673,315279630,933104,699981,816466,816440,368639166,368610873,1438646272,1438646272,3211264,3211264,1071455209,1071567629,2458584,1733307,1438647232,1438647247,3211268,3211266,0,0,0,5,8279750796,0,0,11509170176,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,26435617290,5044895933,1080590831,7206076416,230594445312,230568755200,0,0,1798307840,359661568,0,0,0,0,0,359661568,401408,0,180633600,8278346500,529107137944,262443552140,200704,1438646272,359661568,4315938816,719323136
3840,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",3542676528,3542584272,1773143008,1773173792,514103890,385828330,1067923,801807,934504,934570,449870200,449849683,1769472000,1769472000,3686400,3686400,1317194881,1317211173,2764800,2764800,1769472616,1769472647,3686400,3686406,0,0,0,5,10436627680,0,0,14155776000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,34494302702,6204211387,1328947699,8862105600,283587379200,283557888000,0,0,2211840000,442368000,0,0,0,0,0,442368000,460800,0,222105600,10435272649,666579644524,333333239981,230400,1769472000,442368000,5308416000,884736000
4096,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",4299178000,4299145200,2151686160,2151669744,630139078,474022167,1214224,910920,1062460,1062459,551332199,551332493,2147483648,2147483648,4194304,4194304,1594318358,1594318270,3145728,2246976,2147484192,2147484191,4194308,4194306,0,0,0,5,8075353873,0,0,17179869184,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,23183315491,7528776201,1612710720,10754195456,344134254592,344100700160,0,0,2684354560,536870912,0,0,0,0,0,536870912,524288,0,269484032,8070569034,516063478002,258193268399,262144,2147483648,536870912,6442450944,1073741824
4352,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",5156388864,5156388864,2580553200,2580570640,755552892,571587844,1369000,1026244,1197880,1197887,661148206,661125883,2575826944,2575826944,4734976,4734976,1911294589,1911291698,3551232,2536608,2575827616,2575827623,4734980,4734978,0,0,4,1,15410998790,0,0,20606615552,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,50722880395,9029599751,1934238526,12898074624,412738387968,412700508160,0,0,3219783680,643956736,0,0,0,0,0,643956736,591872,0,323162112,15408904639,984433266206,496915508123,295936,2575826944,643956736,7727480832,1287913472
