256,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",91.132379,0.922823,3.129114,3.153904,5281.000000,100.000000,100.000000,99.943193,0.000127,70.171159,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,6291456,16384,0,72,58.333333,0.000000,90.789183,968.417953,302.630611,1.891441,0.000000,8.511485,484.208977,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,4194304,"Low (1)","High (7)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,33554432,0,16777216,0,0,10815488,10816865,"Low (1)","Mid (6)",0.000000,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9626464,141312,141312,4210688,1058816,0,0.000000,3.101115,23.746525,25.163554,0.218546,0.000000,42.322466,0.034099,1.798656,0.226146,3.388893,0,5,2621799,16390,0,0.000000,58.181818,100.000000,100.000000,302.630611,1.891441,2621440,16384,302.672055,1.892134,0.000000,605.260742,"High (7)",0.000000,0,"Low (1)",0.000000,4.686620,3.498674,0.000000
512,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",97.404479,0.979053,2.809586,2.819065,10529.000000,100.000000,100.000000,99.971507,0.000025,62.731691,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,50331648,65536,65225,48624,58.333333,0.000000,101.382643,540.707429,337.942143,1.056069,1.051058,802.348573,540.707429,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,33554432,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,268435456,0,134217728,0,0,86253568,86255755,"Low (1)","Mid (6)",0.000000,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76776779,1089536,1089536,33619968,8429568,0,0.000000,2.357166,26.553842,21.339959,0.654138,0.000000,45.252193,0.016109,1.410242,0.176797,2.239553,0,5,20971591,65542,0,0.000000,58.257477,99.691124,87.500000,337.942143,1.056069,20971520,65536,337.943287,1.056166,0.000000,84.485352,"High (7)",0.000000,0,"Low (1)",0.000000,3.855757,3.356443,0.000000
768,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.353616,0.983079,2.770464,2.756812,15777.000000,100.000000,100.000000,99.980985,0.000004,61.349770,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,169869312,147456,2770804,99691,58.333333,0.000000,101.194578,359.802942,337.315259,719.605886,13.204991,486.506011,539.704415,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,113246208,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,905969664,0,452984832,0,0,290801664,290802846,"Low (1)","Mid (6)",0.000000,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258859693,3631104,3631104,113393664,28403712,0,0.000000,2.270816,26.388967,21.473339,0.820217,0.000000,45.403674,0.004531,1.372954,0.125333,2.140169,0,5,70779239,147462,0,0.000000,58.282741,96.458417,87.377930,337.315259,719.605886,70778880,147456,337.316970,719.635166,0.000000,24.985352,"High (7)",0.000000,0,"Low (1)",0.000000,3.754347,3.334085,0.000000
1024,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.800996,0.987740,2.933940,2.939205,21025.000000,100.000000,100.000000,99.985731,0.000003,65.410382,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,402653184,262144,13189033,157543,58.333333,0.000000,105.492651,281.313735,351.642169,562.627470,27.643562,338.127211,562.627470,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,268435456,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688948375,"Low (2)","Mid (6)",0.000000,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613286571,8552448,8552448,268697600,67272704,0,0.000000,2.493526,26.141937,20.235839,0.660259,0.000000,46.446183,0.001968,1.477480,0.093604,2.449205,0,5,167772519,262150,0,0.000000,58.295381,92.313818,86.476135,351.642169,562.627470,167772160,262144,351.642921,562.640347,0.000000,10.988281,"High (7)",0.000000,0,"Low (1)",0.000000,4.105067,3.563951,0.000000
1280,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.858176,0.990471,2.611057,2.693359,26273.000000,100.000000,100.000000,99.988581,0.000001,59.940107,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,786432000,409600,31748273,231924,58.333333,0.000000,96.568903,206.013660,321.896345,412.027321,31.187906,233.298399,515.034152,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,524288000,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345178802,"Low (2)","Mid (6)",0.000000,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197466296,16640000,16640000,524697600,131328000,0,0.000000,2.196936,27.254020,20.505766,0.907256,0.000000,45.633335,0.000431,1.352864,0.077329,2.072063,0,5,327680071,409606,0,0.000000,58.302967,90.233149,82.836426,321.896345,412.027321,327680000,409600,321.896415,412.033357,0.000000,5.149414,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.653570,3.175036,0.000000
1536,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.819446,0.987459,2.741095,2.767090,31521.000000,100.000000,100.000000,99.990483,0.000001,61.581573,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,1358954496,589824,55914721,322185,58.333333,0.000000,97.359117,173.082874,324.530390,346.165749,32.047035,189.089307,519.248623,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,905969664,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323982470,"Low (2)","Mid (6)",0.000000,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068809031,28680192,28680192,906559488,226861056,0,0.000000,2.297750,26.348078,20.690998,0.989742,0.000000,46.050423,0.000528,1.376637,0.060054,2.185790,0,5,566231111,505478,0,0.000000,58.308026,90.244096,82.117886,324.530390,346.165749,566231040,589824,324.530430,296.663361,0.000000,3.004883,"High (7)",0.000000,0,"Low (1)",0.000000,3.793614,3.333837,0.000000
1792,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.881338,0.992925,2.656438,2.663767,36769.000000,100.000000,100.000000,99.991841,0.000000,59.282566,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,2157969408,802816,89590499,428875,58.333333,0.000000,95.303030,145.223665,317.676768,290.447330,31.652890,155.160832,508.282829,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,1438646272,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689843865,"Low (2)","Mid (6)",0.000000,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284722346,45459456,45459456,1439449088,360163328,0,0.000000,2.166322,26.980393,20.442558,1.140085,0.000000,45.875065,0.000154,1.318210,0.051737,2.025476,0,5,899154759,802822,0,0.000000,58.311640,90.055626,82.747354,317.676768,290.447330,899153920,802816,317.677064,290.449501,0.000000,1.851562,"High (7)",0.000000,0,"Low (1)",0.000000,3.610933,3.232057,0.000000
2048,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.886987,0.993102,2.821876,2.802035,42017.000000,100.000000,100.000000,99.992860,0.000000,62.360057,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,3221225472,1048576,133752115,551540,58.333333,0.000000,95.523624,127.364832,318.412081,254.729665,31.730748,133.985137,509.459330,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,2147483648,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507253395,"Low (2)","Mid (6)",0.000000,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902617769,67764224,67764224,2148532224,537526272,0,0.000000,2.324468,26.581639,19.972904,0.884705,0.000000,46.596083,0.000231,1.381035,0.042204,2.216731,0,5,1342177727,1048582,0,0.000000,58.314351,90.021813,84.270859,318.412081,254.729665,1342177280,1048576,318.412188,254.731122,0.000000,1.243164,"High (7)",0.000000,0,"Low (1)",0.000000,3.850030,3.432317,0.000000
2304,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.926529,0.993945,2.701217,2.718182,47265.000000,100.000000,100.000000,99.993653,0.000000,60.494145,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,4586471424,1327104,192563327,691229,58.333333,0.000000,94.235861,111.686946,314.119537,223.373892,31.651994,116.345449,502.591258,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,3057647616,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840697528,"Low (2)","Mid (6)",0.000000,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904189,96380928,96380928,3058974720,765241344,0,0.000000,2.258416,26.809079,21.140641,1.018271,0.000000,45.222759,0.000160,1.360098,0.039963,2.150615,0,5,1638052676,1327110,0,0.000000,58.316459,89.927853,80.879569,314.119537,223.373892,1911029760,1327104,269.249783,223.374902,0.000000,882.000000,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.724432,3.289061,0.000000
2560,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.941046,0.991765,2.863652,2.857917,52513.000000,100.000000,100.000000,99.994287,0.000000,63.604209,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,6291456000,1638400,264982595,846083,58.333333,0.000000,98.253742,104.803990,327.512472,209.607982,33.105890,108.243256,524.019955,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,4194304000,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754663592,"Low (2)","Mid (6)",0.000000,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573991091,132096000,132096000,4195942400,1049600000,0,0.000000,2.457426,26.030620,20.177595,0.718703,0.000000,46.748995,0.000121,1.451193,0.035010,2.380336,0,5,2621440495,1638406,0,0.000000,64.267769,104.875740,79.913513,280.734480,209.607982,2247024640,1638400,327.512534,209.608749,0.000000,670.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.970935,3.559203,0.000000
