256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1064960,1064960,540672,540672,0,0,2,36,0,2,0,4,0,0,0,0,262144,262144,262144,262144,8192,8192,8192,8192,262144,262144,262144,262144,8192,8192,8192,8192,262144,262152,262152,262152,8193,8192,8196,8193,0,0,0,0,0,0,4,1,1999612,0,0,4194304,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,5648623,1884307,401664,2686976,85983232,85852160,0,0,655360,131072,0,0,0,0,0,131072,2048,0,69632,1984011,122598180,61386821,1024,524288,131072,1572864,262144
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",8454144,8454144,4259840,4259840,15341,145336,16397,17786,8200,8197,8208,8194,7669,7672,7720,7700,2097152,2097152,2097152,2097152,32768,32768,32768,32768,2085900,2085908,2085896,2085912,30720,30720,30720,30720,2097152,2097152,2097168,2097160,32768,32772,32768,32770,0,0,0,0,0,4,0,1,15823188,0,0,33554432,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,45045092,14876820,3178752,21233664,679477248,678952960,0,0,5242880,1048576,0,0,0,0,0,1048576,8192,0,540672,15779010,996824132,498351192,4096,4194304,1048576,12582912,2097152
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",28462096,28455920,14303232,14303232,3253391,3336945,54732,54760,27381,27351,27362,27369,1627352,1626039,1623164,1621658,7077888,7077888,7077888,7077888,73728,73728,73728,73728,5472935,5471222,5476303,5476127,55754,55766,55726,55717,7077888,7077888,7077920,7077920,73729,73732,73728,73729,0,0,0,0,5,0,0,0,54237172,0,0,113246208,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,155806641,49987729,10690816,71368704,2283798528,2282618880,0,0,17694720,3538944,0,0,0,0,0,3538944,18432,0,1806336,54185636,3372232800,1654546629,9216,14155776,3538944,42467328,7077888
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",67379232,67362784,33814512,33818640,8708973,8579253,84904,83528,42449,42455,42410,42404,4354469,4354504,4354564,4354540,16777216,16777216,16777216,16777216,131072,131072,131072,131072,12552492,12552472,12552460,12552496,98308,98308,98308,98308,16906988,16907000,16907016,16907008,131076,131074,131072,131072,0,0,0,0,0,5,0,0,130025360,0,0,268435456,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,368372882,118227090,25297152,168820736,5402263552,5400166400,0,0,41943040,8388608,0,0,0,0,0,8388608,32768,0,4259840,129960286,8122395000,4016660184,16384,33554432,8388608,100663296,16777216
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",131481600,131481600,65945600,65945600,16878263,16878123,121866,121722,60922,60944,60985,60999,8439231,8439032,8439055,8439189,32768000,32768000,32768000,32768000,204800,204800,204800,204800,24523455,24523669,24523596,24523477,153600,153600,153600,153600,32962630,32962632,32962664,32962656,204801,204801,204800,204804,0,0,0,0,0,1,0,4,252927896,0,0,524288000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,732848616,230605056,49357056,329318400,10538188800,10534912000,0,0,81920000,16384000,0,0,0,0,0,16384000,51200,0,8294400,252844543,15828724792,7971875194,25600,65536000,16384000,196608000,32768000
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",227094560,227069920,113836032,113836032,29244819,29240320,166596,166870,83287,83309,83367,83316,14622366,14622453,14622821,14622795,56623104,56623104,56623104,56623104,294912,294912,294912,294912,42390701,42390598,42390313,42390332,221184,221184,221184,221184,57012497,57012456,57012496,57012496,294912,294916,294913,294913,0,0,0,0,0,4,1,0,461098672,0,0,905969664,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,1309483014,398131456,85229824,568590336,18194890752,18190172160,0,0,141557760,28311552,0,0,0,0,0,28311552,73728,0,14303232,460963879,29168637338,14274304988,36864,113246208,28311552,339738624,56623104
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",360457200,360471568,180633600,180633600,46334132,46334454,218798,218768,109390,109408,109410,109386,23166916,23167216,23167246,23166984,89915392,89915392,89915392,89915392,401408,401408,401408,401408,67329169,67328794,67328903,67329268,301056,301056,301056,301056,90499386,90499360,90499432,90499416,401408,401408,401409,401413,0,0,0,0,0,0,5,0,718170928,0,0,1438646272,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,2203847148,631816336,135274752,902365184,28875685888,28869263360,0,0,224788480,44957696,0,0,0,0,0,44957696,100352,0,22679552,718052890,45613986206,22895609203,50176,179830784,44957696,539492352,89915392
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",537903072,537935904,269484032,269484032,69062633,69062399,280255,281496,140124,140131,140140,140125,34531338,34531295,34531308,34531315,134217728,134217728,134217728,134217728,524288,524288,524288,524288,100529881,100529881,100529881,100529877,393216,393216,393216,393216,135061138,135061088,135061144,135061128,524288,524289,524289,524292,0,0,0,0,0,1,4,0,1021893972,0,0,2147483648,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,2944960140,942669970,201851136,1346371584,43083890688,43075502080,0,0,335544320,67108864,0,0,0,0,0,67108864,131072,0,33816576,1021767320,64880704012,32187874663,65536,268435456,67108864,805306368,134217728
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",765748240,765729776,383533056,383533056,98497676,98500549,351203,349866,175587,175616,175536,175519,49248979,49248697,49248725,49248698,191102976,191102976,191102976,191102976,663552,663552,663552,663552,143151337,143151710,143151730,143151510,497664,497664,497664,497664,192400680,192400624,192400696,192400712,663552,663553,663557,663552,0,0,0,0,0,1,0,4,1546924532,0,0,3057647616,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,4567376492,1341702290,287318272,1916338176,61322821632,61312204800,0,0,477757440,95551488,0,0,0,0,0,95551488,165888,0,48107520,1546706778,97369271342,48897797090,82944,382205952,95551488,1146617856,191102976
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1050224656,1050204144,525926400,525926400,135041131,134904159,429041,427786,214516,214525,214514,214531,67520643,67520488,67520216,67520299,262144000,262144000,262144000,262144000,819200,819200,819200,819200,196379470,196379732,196379689,196379925,614400,614400,614400,614400,263830856,263830794,263830850,263830848,819200,819205,819200,819201,0,0,0,0,4,1,0,0,2083594996,0,0,4194304000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,5855892356,1839923344,394035456,2627993600,84095795200,84082688000,0,0,655360000,131072000,0,0,0,0,0,131072000,204800,0,65945600,2083415737,130055426476,65149164361,102400,524288000,131072000,1572864000,262144000
2816,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1397637120,1397637120,699804144,699815440,181016914,179796757,518122,513828,259065,259057,259029,259014,90508604,90508310,90506123,90506960,348913664,348913664,348913664,348913664,991232,991232,991232,991232,261368380,261368601,261367961,261368049,743424,743424,743424,743424,351249256,351249152,351249192,351249192,991236,991232,991234,991232,0,0,0,0,4,0,1,0,2724075092,0,0,5582618624,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,8237454330,2448343296,524361984,3497066496,111906127872,111890268160,0,0,872284160,174456832,0,0,0,0,0,174456832,247808,0,87724032,2722844138,173907819846,87315163216,123904,697827328,174456832,2093481984,348913664
3072,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1814298624,1814298624,908328960,908328960,233264863,233364366,607979,608015,303991,303988,303996,304003,116631911,116632952,116630167,116630667,452984832,452984832,452984832,452984832,1179648,1179648,1179648,1179648,339329507,339328446,339333217,339334229,884736,884736,884736,884736,455969306,455969194,455969280,455969312,1179648,1179650,1179648,1179652,0,0,0,0,0,1,4,0,3584693620,0,0,7247757312,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,10480221256,3177971858,680657152,4539285504,145257136128,145238261760,0,0,1132462080,226492416,0,0,0,0,0,226492416,294912,0,113836032,3584552197,221031970512,110848805280,147456,905969664,226492416,2717908992,452984832
3328,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2306490368,2306490368,1154636304,1154622960,296784109,296973053,711499,710499,355744,355755,355834,355832,148391343,148392766,148390139,148389110,575930368,575930368,575930368,575930368,1384448,1384448,1384448,1384448,431179151,431176997,431182800,431183312,1038336,1038336,1038336,1038336,579887930,579887760,579887928,579887904,1384449,1384449,1384448,1384452,0,0,0,0,1,0,4,0,4732306964,0,0,9214885888,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,13429943638,4039819520,865280256,5770379264,184652136448,184629985280,0,0,1439825920,287965184,0,0,0,0,0,287965184,346112,0,144674816,4732159805,283220645284,140565805128,173056,1151860736,287965184,3455582208,575930368
