2816,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.987782,0.969401,1.247456,1.283436,14112.000000,100.000000,100.000000,99.985828,0.000000,27.274839,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,348913664,2093481984,0,0,2791309312,3964928,0,5,1405595370,3964934,361003591,1027579,50.000000,0.000000,34.538829,50.238296,69.077657,200.953184,0.000000,49.929078,74.900192,75.000000,17.867803,52.080459,34.538829,69.077657,200.953184,69.569671,200.953488,0.000000,265.000000,0.000000,0.000000,414.465943,69.077657,50.000000,25.000000,697827328,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,44660948992,0,22330474496,0,0,3497066496,3497067155,"Low (3)","Low (1)","Low (2)","Low (3)",2.253412,24.611588,41.357894,0.000066,20.317218,10.927900,0.000058,0.205377,64.285714,"High (9)",22330474496,0,42028236800,0,2791309312,39086260224,5653987328,0,2972705171,87724032,87724032,1921007616,1396893696,0,0.000000,0.000000,0,0.000000,1.278880,0,1395654656,3964928,6.219995,0.000000,0.027562,0.298924
3072,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.984369,0.972388,1.301981,1.225147,15392.000000,100.000000,100.000000,99.987006,0.000000,26.035973,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,452984832,2717908992,0,0,3623878656,4718592,0,5,1824585106,4718598,467102421,1219234,50.000000,0.000000,34.990633,46.654177,69.981266,186.616709,0.000000,49.934980,74.912454,75.000000,18.040570,48.219772,34.990633,69.981266,186.616709,70.469675,186.616945,0.000000,207.000000,0.000000,0.000000,419.887595,69.981266,50.000000,25.000000,905969664,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,57982058496,0,28991029248,0,0,4539285504,4539286162,"Low (3)","Low (1)","Low (2)","Low (3)",2.312851,25.090659,39.709251,0.000046,20.844904,11.492356,0.000038,0.212183,64.285714,"High (9)",28991029248,0,54546923520,0,3623878656,50743738368,7332691968,0,3858629010,113836032,113836032,2493775872,1813413888,0,0.000000,0.000000,0,0.000000,1.225262,0,1811939328,4718592,6.313637,0.000000,0.022305,0.315407
3328,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.986729,0.965215,1.257977,1.291988,16672.000000,100.000000,100.000000,99.988004,0.000000,27.456299,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,575930368,3455582208,0,0,4607442944,5537792,0,5,2319510886,5537798,599023867,1420863,50.000000,0.000000,34.932640,42.994019,69.865280,171.976074,0.000000,49.939976,74.877827,75.000000,18.166680,44.124886,34.932640,69.865280,171.976074,70.344128,171.976261,0.000000,162.000000,0.000000,0.000000,419.191683,69.865280,50.000000,25.000000,1151860736,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,73719087104,0,36859543552,0,0,5770379264,5770379921,"Low (3)","Low (1)","Low (2)","Low (3)",2.276289,25.437697,40.178636,0.000036,20.262709,11.314412,0.000035,0.206912,64.285714,"Max (10)",36859543552,0,69333155840,0,4607442944,64515276800,9314566144,0,4905099665,144674816,144674816,3170385920,2305452032,0,0.000000,0.000000,0,0.000000,1.287410,0,2303721472,5537792,6.276803,0.000000,0.021685,0.301588
3584,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.990663,0.974969,1.275455,1.212785,17952.000000,100.000000,100.000000,99.988859,0.000000,25.773035,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,719323136,4315938816,0,0,5754585088,6422528,0,5,2896783354,6422558,743147268,1645173,50.000000,0.000000,34.565427,39.503345,69.130855,158.013382,0.000000,49.944259,74.413809,75.000000,17.855121,40.476171,34.565427,69.130855,158.013382,69.599148,158.014120,0.000000,128.000000,0.000000,0.000000,414.785129,69.130855,50.000000,25.000000,1438646272,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,92073361408,0,46036680704,0,0,7206076416,7206077952,"Low (3)","Low (1)","Low (2)","Low (3)",2.243387,24.672081,41.075435,0.000048,20.329732,11.146771,0.000023,0.205965,64.285714,"High (9)",46036680704,0,86575677440,0,5754585088,80577036288,11624775680,0,6125487104,180633600,180633600,3959488512,2879299584,0,0.000000,0.000000,0,0.000000,1.211803,0,2877292544,6422528,6.369527,0.000000,0.020623,0.305935
3840,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.995466,0.961172,1.310147,1.289167,19232.000000,100.000000,100.000000,99.989601,0.000000,27.396131,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,884736000,5308416000,0,0,7077888000,7372800,0,5,3562232626,7372806,913787414,1879510,50.000000,0.000000,36.328611,38.750518,72.657221,155.002071,0.000000,49.947971,74.793401,75.000000,18.760753,39.513881,36.328611,72.657221,155.002071,73.135354,155.002197,0.000000,110.000000,0.000000,0.000000,435.943327,72.657221,50.000000,25.000000,1769472000,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,113246208000,0,56623104000,0,0,8862105600,8862106260,"Low (3)","Low (1)","Low (2)","Low (3)",2.441764,28.493566,32.797442,0.000000,22.735497,12.977450,0.000056,0.220492,64.285714,"Max (10)",56623104000,0,106463232000,0,7077888000,99105177600,14288486400,0,7533158804,222105600,222105600,4869734400,3541248000,0,0.000000,0.000000,0,0.000000,1.288414,0,3538944000,7372800,6.539663,0.000000,0.011467,0.322265
4096,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.992986,0.985437,1.278503,1.279747,20512.000000,100.000000,100.000000,99.990250,0.000000,27.195874,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,1073741824,6442450944,0,0,8589934592,8388608,0,5,4323851380,8388638,1110466324,2133622,50.000000,0.000000,35.488675,35.488674,70.977349,141.954699,0.000000,49.951220,74.833349,75.000000,18.351235,36.105831,35.488675,70.977349,141.954699,71.454679,141.955206,0.000000,88.000000,0.000000,0.000000,425.864096,70.977349,50.000000,25.000000,2147483648,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,137438953472,0,68719476736,0,0,10754195456,10754196992,"Low (3)","Low (1)","Low (2)","Low (3)",2.265992,25.561876,41.063316,0.000037,18.229594,12.362527,0.000015,0.202576,64.285714,"High (9)",68719476736,0,129184563200,0,8589934592,120275861504,17330864128,0,9141486592,269484032,269484032,5909774336,4297588736,0,0.000000,0.000000,0,0.000000,1.277467,0,4294967296,8388608,6.381892,0.000000,0.014056,0.300011
4352,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.996038,0.986396,1.331828,1.308283,21792.000000,100.000000,100.000000,99.990822,0.000000,27.802206,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,1287913472,7727480832,0,0,10303307776,9469952,0,5,5184965986,9469958,1335889895,2407021,50.000000,0.000000,36.550486,34.400457,73.100972,137.601830,0.000000,49.954086,74.738152,75.000000,18.956019,34.974886,36.550486,73.100972,137.601830,73.573664,137.601917,0.000000,76.000000,0.000000,0.000000,438.605834,73.100972,50.000000,25.000000,2575826944,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,164852924416,0,82426462208,0,0,12898074624,12898076048,"Low (3)","Low (1)","Low (2)","Low (3)",2.438796,27.636020,28.742021,0.000007,25.884847,14.754539,0.000017,0.220230,64.285714,"Max (10)",82426462208,0,154928414720,0,10303307776,144265248768,20777074688,0,10963837840,323162112,323162112,7088259072,5154613248,0,0.000000,0.000000,0,0.000000,1.304924,0,5151653888,9469952,6.530327,0.000000,0.006054,0.317468
4608,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.995592,0.979293,1.215326,1.178662,23072.000000,100.000000,100.000000,99.991331,0.000000,25.047599,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,1528823808,9172942848,0,0,12230590464,10616832,0,5,6158625264,10616838,1585716463,2690762,50.000000,0.000000,33.733329,29.985181,67.466657,119.940723,0.000000,49.956635,74.709767,75.000000,17.494329,30.398139,33.733329,67.466657,119.940723,67.944693,119.940791,0.000000,59.000000,0.000000,0.000000,404.799944,67.466657,50.000000,25.000000,3057647616,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,195689447424,0,97844723712,0,0,15309471744,15309472403,"Low (3)","Low (1)","Low (2)","Low (3)",2.180595,24.422279,46.389942,0.000129,16.839175,9.648075,0.000013,0.201485,64.285714,"High (9)",97844723712,0,183883530240,0,12230590464,171249500160,24652283904,0,13013582227,383533056,383533056,8413839360,6118612992,0,0.000000,0.000000,0,0.000000,1.178760,0,6115295232,10616832,6.060834,0.000000,0.019506,0.298801
4864,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.989744,0.969789,1.254088,1.254374,24352.000000,100.000000,100.000000,99.991787,0.000000,26.656476,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,1798045696,10788274176,0,0,14384365568,11829248,0,5,7241476744,11829254,1872293147,2999974,50.000000,0.000000,34.730997,29.247154,69.461993,116.988620,0.000000,49.958915,74.842475,75.000000,18.082579,29.669072,34.730997,69.461993,116.988620,69.938074,116.988679,0.000000,51.000000,0.000000,0.000000,416.771959,69.461993,50.000000,25.000000,3596091392,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,230149849088,0,115074924544,0,0,18004115456,18004116114,"Low (3)","Low (1)","Low (2)","Low (3)",2.270095,25.658378,40.723869,0.000035,20.022415,10.795276,0.000009,0.206148,64.285714,"High (9)",115074924544,0,216238653440,0,14384365568,201404776448,28981657600,0,15304090002,450990080,450990080,9895165952,7195879424,0,0.000000,0.000000,0,0.000000,1.251899,0,7192182784,11829248,6.259782,0.000000,0.019039,0.304736
5120,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.998459,0.963222,1.255619,1.256044,25632.000000,100.000000,100.000000,99.992197,0.000000,26.691923,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,2097152000,12582912000,0,0,16777216000,13107200,0,5,8446119990,13107230,2187533548,3316431,50.000000,0.000000,35.057592,28.046073,70.115185,112.184295,0.000000,49.960968,74.602844,75.000000,18.284240,28.385274,35.057592,70.115185,112.184295,70.595892,112.184551,0.000000,44.000000,0.000000,0.000000,420.691107,70.115185,50.000000,25.000000,4194304000,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,268435456000,0,134217728000,0,0,20997734400,20997735168,"Low (3)","Low (1)","Low (2)","Low (3)",2.288470,25.266374,40.261924,0.000028,20.474065,11.178730,0.000024,0.208174,64.285714,"High (9)",134217728000,0,252182528000,0,16777216000,234907238400,33790361600,0,17848730112,525926400,525926400,11540889600,8392704000,0,0.000000,0.000000,0,0.000000,1.253799,0,8388608000,13107200,6.267699,0.000000,0.014811,0.307398
5376,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.971031,1.221815,1.220940,26912.000000,100.000000,100.000000,99.992568,0.000000,25.945886,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,2427715584,14566293504,0,0,19421724672,14450688,0,5,9777298232,14450718,2545174783,3654970,50.000000,0.000000,33.973482,25.884558,67.946965,103.538232,0.000000,49.962825,74.761834,75.000000,17.808604,26.187620,33.973482,67.946965,103.538232,68.411817,103.538446,0.000000,37.000000,0.000000,0.000000,407.681790,67.946965,50.000000,25.000000,4855431168,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,310747594752,0,155373797376,0,0,24306057216,24306058752,"Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>",2.136272,24.267640,41.747900,0.000086,21.581232,9.766764,0.000007,0.195880,64.285714,"<OVERFLOW>",155373797376,0,291903897600,0,19421724672,271933046784,39103561728,0,20660872192,608735232,608735232,13359661056,9715378176,0,0.000000,0.000000,0,0.000000,1.216962,0,9710862336,14450688,"<OVERFLOW>","<OVERFLOW>",0.018368,0.285852
5632,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.978914,1.199896,1.228603,28192.000000,100.000000,100.000000,99.992906,0.000000,26.108686,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,2791309312,16747855872,0,0,22330474496,15859712,0,5,11243540546,15859742,2923980518,4007901,50.000000,0.000000,34.040727,24.756891,68.081453,99.027568,0.000000,49.964514,74.493088,75.000000,17.829343,25.025214,34.040727,68.081453,99.027568,68.558918,99.027756,0.000000,32.000000,0.000000,0.000000,408.488721,68.081453,50.000000,25.000000,5582618624,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,357287591936,0,178643795968,0,0,27944812544,27944813201,"Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>",2.199938,24.625196,43.077313,0.000046,19.586472,9.999436,0.000006,0.201042,64.285714,"<OVERFLOW>",178643795968,0,335591505920,0,22330474496,312658362368,44946423808,0,23753884049,699809792,699809792,15360131072,11170193408,0,0.000000,0.000000,0,0.000000,1.224923,0,11165237248,15859712,"<OVERFLOW>","<OVERFLOW>",0.015453,0.295099
5888,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.999123,1.219063,1.217861,29472.000000,100.000000,100.000000,99.993214,0.000000,25.880363,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,3189506048,19137036288,0,0,25516048384,17334272,0,5,12847997476,17334302,3382143085,4376414,50.000000,0.000000,33.802241,23.514602,67.604482,94.058409,0.000000,49.966056,74.101534,75.000000,17.921900,23.747091,33.802241,67.604482,94.058409,68.081248,94.058572,0.000000,28.000000,0.000000,0.000000,405.626891,67.604482,50.000000,25.000000,6379012096,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,408256774144,0,204128387072,0,0,31929729024,31929730560,"Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>",2.177763,24.412166,43.232018,0.000048,19.708297,9.961818,0.000005,0.200413,64.285714,"<OVERFLOW>",204128387072,0,383434096640,0,25516048384,357259345920,51344113664,0,27141137408,799543296,799543296,17550950400,12763441152,0,0.000000,0.000000,0,0.000000,1.212714,0,12758024192,17334272,"<OVERFLOW>","<OVERFLOW>",0.016675,0.290797
6144,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.931172,1.241089,1.241459,30752.000000,100.000000,100.000000,99.993496,0.000000,26.381822,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,3623878656,21743271936,0,0,28991029248,18874368,0,5,14593093032,18874398,3793320739,4779909,50.000000,0.000000,34.375970,22.917313,68.751941,91.669253,0.000000,49.967469,74.457788,75.000000,17.991646,23.215118,34.375970,68.751941,91.669253,69.214753,91.669399,0.000000,25.000000,0.000000,0.000000,412.511644,68.751941,50.000000,25.000000,7247757312,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,463856467968,0,231928233984,0,0,36276535296,36276536832,"Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>",2.245009,25.112241,41.893124,0.000034,20.208982,10.021092,0.000014,0.205547,64.285714,"<OVERFLOW>",231928233984,0,435620413440,0,28991029248,405912158208,58321797120,0,30835999744,908328960,908328960,19940769792,14501412864,0,0.000000,0.000000,0,0.000000,1.237551,0,14495514624,18874368,"<OVERFLOW>","<OVERFLOW>",0.013460,0.300496
6400,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.971093,1.137247,1.166350,32032.000000,100.000000,100.000000,99.993756,0.000000,24.785665,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,4096000000,24576000000,0,0,32768000000,20480000,0,5,16501298456,20480030,4333292088,5168053,50.000000,0.000000,32.254614,20.642953,64.509228,82.571812,0.000000,49.968770,74.235787,75.000000,17.061605,20.836694,32.254614,64.509228,82.571812,64.971071,82.571933,0.000000,21.000000,0.000000,0.000000,387.055370,64.509228,50.000000,25.000000,8192000000,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,524288000000,0,262144000000,0,0,41000960000,41000962193,"Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>",2.060018,24.130348,44.693249,0.000086,19.429569,9.202998,0.000011,0.194158,64.285714,"<OVERFLOW>",262144000000,0,492339200000,0,32768000000,458792960000,65904640000,0,34851841425,1026560000,1026560000,22538240000,16390400000,0,0.000000,0.000000,0,0.000000,1.158470,0,16384000000,20480000,"<OVERFLOW>","<OVERFLOW>",0.016747,0.272818
