256,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",49104,49200,32768,32768,0,0,2,0,0,2,0,0,0,0,0,0,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8188,8192,8192,8192,8192,8192,8200,8192,8216,8208,8192,8192,8197,8193,0,0,0,0,0,0,0,5,109880,0,0,131072,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,308565,60043,4351,67584,2162688,2097152,0,0,0,0,0,0,0,0,0,4096,2048,0,4096,93083,5040450,2734795,1024,0,0,0,0
512,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",196608,196608,131072,131072,25149,25177,18020,16663,8993,9027,8976,8998,12588,12561,12532,12576,32768,32768,32768,32768,32768,32768,32768,32768,20164,20212,20220,20300,30720,30720,30720,30720,32768,32768,32776,32784,32774,32768,32768,32768,0,0,0,0,1,4,0,0,450100,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,1495483,238228,16640,270336,8650752,8388608,0,0,0,0,0,0,0,0,0,16384,8192,0,16384,432819,22682538,13142866,4096,0,0,0,0
768,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",442464,442272,294912,294912,69648,70017,41614,40520,20801,20813,20240,20232,34804,34844,34848,34861,73728,73728,73728,73728,73728,73728,73728,73728,38832,38800,38804,38824,69120,69120,69120,69120,73765,73780,73752,73748,73728,73728,73729,73733,0,0,0,0,0,0,1,4,1055036,0,0,1179648,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,3541046,535113,37120,608256,19464192,18874368,0,0,0,0,0,0,0,0,0,36864,18432,0,36864,1036615,54918566,30139454,9216,0,0,0,0
1024,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",786384,786480,524352,524224,128796,130444,66219,65845,33149,33102,33384,32665,64420,64376,64404,64401,131072,131072,131072,131072,131072,131072,131072,131072,66620,66632,66632,66632,122880,122880,122880,122880,131080,131072,131080,131080,131076,131072,131073,131073,0,0,0,0,0,4,0,1,1959128,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,6766414,950847,65792,1081344,34603008,33554432,0,0,0,0,0,0,0,0,0,65536,32768,0,65536,1941363,105212144,55756097,16384,0,0,0,0
1280,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",1228800,1228800,819232,819168,203177,203521,109084,104678,54431,54653,52940,52850,101695,101482,101699,101742,204800,204800,204800,204800,204800,204800,204800,204800,103083,103308,103100,103052,192000,192000,192000,192000,204800,204800,204832,204816,204804,204800,204801,204801,0,0,0,0,4,0,1,0,2848860,0,0,3276800,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,9753484,1485369,102656,1689600,54067200,52428800,0,0,0,0,0,0,0,0,0,102400,51200,0,102400,2832511,159953360,84615362,25600,0,0,0,0
1536,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",1769472,1769472,1179680,1179616,423412,293847,151346,150130,75657,75689,74954,74986,211695,211717,211761,211772,294912,294912,294912,294912,294912,294912,294912,294912,148047,148048,147975,147973,276480,276480,276480,276480,294912,294920,294920,294920,294913,294913,294916,294912,0,0,0,0,1,0,0,4,5107100,0,0,4718592,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,16305214,2138763,147712,2433024,77856768,75497472,0,0,0,0,0,0,0,0,0,147456,73728,0,147456,5090027,262855022,135771802,36864,0,0,0,0
1792,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",2408400,2408496,1605696,1605568,482573,400751,203826,204012,101896,101930,102032,101908,241324,241273,241297,241268,401408,401408,401408,401408,401408,401408,401408,401408,201120,201138,201148,201128,376320,376320,376320,376320,401408,401416,401432,401424,401408,401409,401412,401409,0,0,0,0,0,1,0,4,6595932,0,0,6422528,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,22250322,2910855,200960,3311616,105971712,102760448,0,0,0,0,0,0,0,0,0,200704,100352,0,200704,6578684,355293906,169331640,50176,0,0,0,0
2048,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",3145680,3145776,2097088,2097216,523505,523700,263812,262648,131900,131912,131724,131450,261736,261769,261736,261776,524288,524288,524288,524288,524288,524288,524288,524288,262528,262504,262500,262515,491520,491520,491520,491520,524288,524288,524296,524304,524289,524289,524288,524292,0,0,0,0,1,0,4,0,7999448,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,27901139,3801729,262400,4325376,138412032,134217728,0,0,0,0,0,0,0,0,0,262144,131072,0,262144,7982335,437437402,234577894,65536,0,0,0,0
2304,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",3981312,3981312,2654176,2654240,663093,792807,335064,336152,167524,167540,167777,167574,331559,331534,331538,331542,663552,663552,663552,663552,663552,663552,663552,663552,332012,332047,332017,332020,622078,622080,622080,622080,663552,663552,663576,663576,663552,663553,663557,663552,0,0,0,0,0,1,0,4,10395608,0,0,10616832,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,36403219,4811411,332032,5474304,175177728,169869312,0,0,0,0,0,0,0,0,0,331776,165888,0,331776,10378722,540955082,316868120,82944,0,0,0,0
2560,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",4915104,4915296,3276800,3276800,818975,818677,413418,413586,206720,206698,206656,206658,409494,409481,409277,409390,819200,819200,819200,819200,819200,819200,819200,819200,409712,409716,409930,409797,768000,768000,768000,768000,884066,884064,884080,884072,819200,819206,819200,819200,0,0,0,0,4,1,0,0,13173784,0,0,13107200,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,46240815,5939774,409856,6758400,216268800,209715200,0,0,0,0,0,0,0,0,0,409600,204800,0,409600,13157202,714583398,408037755,102400,0,0,0,0
2816,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",5947392,5947392,3964928,3964928,990896,990983,500823,500056,250416,250407,250460,250346,495439,495457,495492,495481,991232,991232,991232,991232,991232,991232,991232,991232,495624,495619,495634,495617,929266,929266,929274,929278,991232,991232,991240,991248,991232,991236,991233,991233,0,0,0,0,4,0,1,0,15666844,0,0,15859712,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,55002117,7186993,495872,8177664,261685248,253755392,0,0,0,0,0,0,0,0,0,495616,247808,0,495616,15649404,810214666,456596510,123904,0,0,0,0
3072,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",7077936,7077840,4718624,4718560,1179421,1309515,593056,591954,296423,296633,297193,297322,589689,589732,589703,589683,1179648,1179648,1179648,1179648,1179648,1179648,1179648,1179648,589973,589923,589940,589970,1105911,1105903,1105910,1105909,1244514,1244520,1244520,1244520,1179648,1179649,1179648,1179653,0,0,0,0,0,0,0,5,18514456,0,0,18874368,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,64890206,8553105,590080,9732096,311427072,301989888,0,0,0,0,0,0,0,0,0,589824,294912,0,589824,18497757,1000523908,549393262,147456,0,0,0,0
3328,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",8306640,8306736,5537760,5537824,1513964,1384604,699873,699043,350056,349817,349956,350375,756951,757013,757053,756991,1384448,1384448,1384448,1384448,1384448,1384448,1384448,1384448,692345,692296,692269,692336,1297780,1297787,1297732,1297735,1408768,1408772,1408784,1408780,1384448,1384448,1384453,1384449,0,0,0,0,0,0,1,4,22393464,0,0,22151168,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,76940579,10037820,692480,11421696,365494272,354418688,0,0,0,0,0,0,0,0,0,692224,346112,0,692224,22376356,1216125534,637508416,173056,0,0,0,0
3584,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",9633792,9633792,6422496,6422560,1735275,1735224,809363,808360,404812,404551,404400,404333,867634,867641,867625,867618,1605632,1605632,1605632,1605632,1605632,1605632,1605632,1605632,802877,802867,802884,802895,1505036,1505073,1505020,1505043,1670522,1670520,1670552,1670536,1605632,1605632,1605633,1605637,0,0,0,0,0,0,1,4,25990168,0,0,25690112,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,90932711,11641408,803072,13246464,423886848,411041792,0,0,0,0,0,0,0,0,0,802816,401408,0,802816,25973015,1483486306,748351567,200704,0,0,0,0
3840,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",11059152,11059248,7372800,7372800,1843400,1843138,928770,930151,464415,464355,464575,464429,921703,921697,921716,921703,1843200,1843200,1843200,1843200,1843200,1843200,1843200,1843200,921623,921644,921630,921668,1721724,1721842,1721746,1721806,1843208,1843200,1843208,1843208,1843201,1843204,1843201,1843200,0,0,0,0,0,4,1,0,26080476,0,0,29491200,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,89940060,13363847,921856,15206400,486604800,471859200,0,0,0,0,0,0,0,0,0,921600,460800,0,921600,26062929,1407029978,761543370,230400,0,0,0,0
4096,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",12583008,12582816,8388608,8388608,2226758,2097364,1052886,1051652,525997,526889,527074,527034,1113378,1113380,1113399,1113398,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,1048639,1048634,1048636,1048633,1966080,1966080,1966080,1966080,2162018,2162016,2162040,2162040,2097158,2097152,2097152,2097152,0,0,0,0,5,0,0,0,32814908,0,0,33554432,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,115826948,15204929,1048832,17301504,553648128,536870912,0,0,0,0,0,0,0,0,0,1048576,524288,0,1048576,32797996,1733084194,837544714,262144,0,0,0,0
4352,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",14204928,14204928,9469952,9469952,2497193,2497284,1194415,1194733,597184,597231,596978,596890,1248592,1248601,1248645,1248670,2367488,2367488,2367488,2367488,2367488,2367488,2367488,2367488,1183766,1183736,1183731,1183723,2196830,2196827,2196228,2196184,2367512,2367496,2367528,2367512,2367489,2367489,2367492,2367488,0,0,0,0,1,0,0,4,34746524,0,0,37879808,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,120827502,17164941,1184000,19531776,625016832,606076928,0,0,0,0,0,0,0,0,0,1183744,591872,0,1183744,34729224,1766380726,1007629224,295936,0,0,0,0
4608,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",15925248,15925248,10616832,10616832,2654146,2654521,1334694,1334301,667254,667440,668129,667950,1327073,1327073,1327068,1327092,2654208,2654208,2654208,2654208,2654208,2654208,2654208,2654208,1327141,1327131,1327128,1327123,2488214,2488220,2488189,2488206,2654208,2654208,2654216,2654224,2654208,2654210,2654208,2654212,0,0,0,0,0,1,4,0,43040792,0,0,42467328,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,151261155,19243587,1327360,21897216,700710912,679477248,0,0,0,0,0,0,0,0,0,1327104,663552,0,1327104,43023864,2173535324,1244037912,331776,0,0,0,0
4864,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",17743824,17743920,11829248,11829248,3087030,3087058,1487943,1486739,743966,743982,744021,743985,1543511,1543519,1543518,1543518,2957312,2957312,2957312,2957312,2957312,2957312,2957312,2957312,1478665,1478679,1478664,1478670,2771174,2771245,2771275,2771271,2957312,2957320,2957336,2957328,2957314,2957312,2957312,2957316,0,0,0,0,1,0,4,0,48241368,0,0,47316992,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,168768620,21441089,1478912,24397824,780730368,757071872,0,0,0,0,0,0,0,0,0,1478656,739328,0,1478656,48222360,2614002268,1404130440,369664,0,0,0,0
5120,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",19660800,19660800,13107168,13107232,3406471,3406582,1645698,1645534,822855,822843,822812,823064,1703247,1703224,1703257,1703274,3276800,3276800,3276800,3276800,3276800,3276800,3276800,3276800,1638412,1638430,1638394,1638392,3071931,3071900,3071933,3071906,3341674,3341664,3341688,3341680,3276800,3276801,3276801,3276804,0,0,0,0,0,1,0,4,52572760,0,0,52428800,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,182649888,23757373,1638656,27033600,865075200,838860800,0,0,0,0,0,0,0,0,0,1638400,819200,0,1638400,52555668,2672878616,1529733526,409600,0,0,0,0
5376,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",21675984,21676080,14450656,14450720,3742411,3742530,1813060,1815408,906542,906526,907352,907229,1871201,1871210,1871207,1871196,3612672,3612672,3612672,3612672,3612672,3612672,3612672,3612672,1806335,1806309,1806330,1806348,3385919,3385912,3385700,3385805,3677546,3677536,3677560,3677552,3612672,3612674,3612672,3612676,0,0,0,0,0,1,0,4,60086556,0,0,57802752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,212754347,26192460,1806592,29804544,953745408,924844032,0,0,0,0,0,0,0,0,0,1806336,903168,0,1806336,60069605,3243958700,1745379529,451584,0,0,0,0
5632,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",23789568,23789568,15859744,15859680,4094697,4094681,1993607,1991045,996674,996952,995949,995888,2047330,2047367,2047357,2047356,3964928,3964928,3964928,3964928,3964928,3964928,3964928,3964928,1982432,1982452,1982453,1982439,3712170,3711840,3711939,3711969,4029794,4029792,4029800,4029808,3964929,3964929,3964932,3964928,0,0,0,0,1,0,0,4,69467832,0,0,63438848,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,242556018,28746308,1982720,32710656,1046740992,1015021568,0,0,0,0,0,0,0,0,0,1982464,991232,0,1982464,69451400,3957042622,1985054300,495616,0,0,0,0
5888,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",26001408,26001408,17334272,17334272,4464729,4463608,2180849,2180770,1090529,1090320,1090543,1090320,2232324,2232405,2232353,2232318,4333568,4333568,4333568,4333568,4333568,4333568,4333568,4333568,2166343,2166380,2166456,2166437,3903045,3903037,3910385,3909783,4398466,4398456,4398464,4398464,4333568,4333569,4333573,4333568,0,0,0,0,0,1,4,0,82622296,0,0,69337088,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,293274964,31418940,2167040,35751936,1144061952,1109393408,0,0,0,0,0,0,0,0,0,2166784,1083392,0,2166784,82604833,4704369362,2154482985,541696,0,0,0,0
6144,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",28311552,28311552,18874336,18874400,4848366,4848953,2374902,2355530,1187337,1187565,1187409,1187305,2424181,2424185,2424192,2424176,4718592,4718592,4718592,4718592,4718592,4718592,4718592,4718592,2359270,2359268,2359270,2359287,4411695,4412201,4412805,4413275,4783466,4783456,4783464,4783464,4718597,4718592,4718593,4718592,0,0,0,0,5,0,0,0,85715800,0,0,75497472,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,312853199,34210457,2359552,38928384,1245708288,1207959552,0,0,0,0,0,0,0,0,0,2359296,1179648,0,2359296,85698485,4596660064,2459253197,589824,0,0,0,0
6400,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",30719904,30720096,20480000,20480000,5379740,5249946,2575379,2573785,1287561,1287833,1287974,1287870,2689863,2689877,2689874,2689839,5120000,5120000,5120000,5120000,5120000,5120000,5120000,5120000,2559899,2559875,2559881,2559915,4739321,4738265,4737391,4738924,5249756,5249744,5249744,5249744,5120000,5120000,5120002,5120004,0,0,0,0,0,0,1,4,93908632,0,0,81920000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,333178494,37120578,2560256,42240000,1351680000,1310720000,0,0,0,0,0,0,0,0,0,2560000,1280000,0,2560000,93892661,4994566770,2864054035,640000,0,0,0,0
6656,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",33226704,33226800,22151200,22151136,5668103,5668050,2783044,2785087,1391491,1391553,1391496,1391559,2834048,2834055,2834100,2834056,5537792,5537792,5537792,5537792,5537792,5537792,5537792,5537792,2768773,2768760,2768749,2768790,4972264,4972902,4970566,4970789,5603863,5603904,5603761,5603844,5537793,5537792,5537797,5537792,0,0,0,0,1,0,4,0,108056280,0,0,88604672,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,389148993,40149566,2769152,45686784,1461977088,1417674752,0,0,0,0,0,0,0,0,0,2768896,1384448,0,2768896,108039096,5788095918,3102230126,692224,0,0,0,0
6912,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",35831856,35831760,23887872,23887872,6103280,6103463,2999600,2999962,1499789,1499811,1499856,1500000,3051639,3051641,3051685,3051647,5971968,5971968,5971968,5971968,5971968,5971968,5971968,5971968,2985192,2985239,2985184,2985205,5134859,5135326,5124119,5124283,6036858,6036856,6036864,6036872,5971970,5971968,5971968,5971972,0,0,0,0,1,0,4,0,118112636,0,0,95551488,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,434001879,43297354,2986240,49268736,1576599552,1528823808,0,0,0,0,0,0,0,0,0,2985984,1492992,0,2985984,118095410,6357954954,3426875632,746496,0,0,0,0
7168,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",38535120,38535216,25690112,25690112,6552424,6682189,3225634,3226082,1612916,1612724,1612893,1612831,3276212,3276212,3276245,3276228,6422528,6422528,6422528,6422528,6422528,6422528,6422528,6422528,3211191,3211209,3211204,3211230,5849340,5851508,5850554,5847745,6487410,6487408,6487416,6487424,6422528,6422529,6422532,6422529,0,0,0,0,0,1,4,0,128634616,0,0,102760448,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,462846549,46563967,3211520,52985856,1695547392,1644167168,0,0,0,0,0,0,0,0,0,3211264,1605632,0,3211264,128617546,6914248466,3719014270,802816,0,0,0,0
7424,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",41336880,41336784,27557856,27557920,7149759,7149591,3461067,3461098,1730511,1730556,1730552,1730469,3574897,3574862,3574794,3574852,6889472,6889472,6889472,6889472,6889472,6889472,6889472,6889472,3444389,3444413,3444422,3444411,5985611,5985853,5983334,5984616,6955767,6955752,6955857,6955852,6889472,6889476,6889474,6889472,0,0,0,0,0,4,1,0,140246328,0,0,110231552,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,517541259,49949256,3444992,56838144,1818820608,1763704832,0,0,0,0,0,0,0,0,0,3444736,1722368,0,3444736,140227945,7552447850,4082681701,861184,0,0,0,0
7680,"GeForce GTX 750 (0)","1","7","matSum(float*, float*, float*, int)",44236752,44236848,29491264,29491136,7633192,7632759,3701026,3703285,1850444,1850582,1850662,1850649,3816626,3816566,3816550,3816589,7372800,7372800,7372800,7372800,7372800,7372800,7372800,7372800,3685938,3685984,3686003,3686044,6368400,6368172,6360573,6357915,7502564,7502576,7502552,7502560,7372806,7372800,7372800,7372800,0,0,0,0,5,0,0,0,152981848,0,0,117964800,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,565849483,53453381,3686656,60825600,1946419200,1887436800,0,0,0,0,0,0,0,0,0,3686400,1843200,0,3686400,152964264,8241040470,3988664010,921600,0,0,0,0
