256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3153920,3153920,1318912,1318912,0,0,4,516,4,0,0,0,0,0,0,0,655360,655360,655360,655360,4096,4096,4096,4096,655360,655360,655360,655360,4096,4096,4096,4096,655376,655384,655392,655384,4096,4101,4097,4096,0,0,0,0,0,4,1,0,3201076,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,3027712,8435968,1190144,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,3162703,191622682,97118436,1024,0,0,0,0
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",25198592,25198592,10521096,10515960,32637,32645,27792,27776,13889,13903,13916,13890,16316,16321,16324,16336,5242880,5242880,5242880,5242880,16384,16384,16384,16384,5226588,5226588,5226572,5226592,14336,14336,14336,14336,5307746,5307744,5307752,5307760,16384,16385,16389,16384,0,0,0,0,0,1,4,0,25412336,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,24585108,67297536,9478400,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,25339810,1567309110,793641424,4096,0,0,0,0
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",85017608,84999160,35463168,35463168,3023377,2969466,54650,56146,27319,27331,27398,27360,1513379,1509998,1515409,1511075,17694720,17694720,17694720,17694720,36864,36864,36864,36864,16255093,16259443,16256243,16257770,32106,32109,32113,32076,17824485,17824476,17824480,17824476,36864,36868,36865,36865,0,0,0,0,4,0,1,0,94731824,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,117120155,226916499,31942912,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,94641611,5768699670,2911269172,9216,0,0,0,0
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",201457664,201457664,84022280,84012024,8837768,8833072,85115,83576,42567,42548,42542,42529,4418911,4418857,4418870,4418878,41943040,41943040,41943040,41943040,65536,65536,65536,65536,37719423,37719448,37719466,37719421,54631,54629,54629,54631,42137638,42137640,42137640,42137640,65540,65537,65537,65536,0,0,0,0,4,1,0,0,231462292,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,309853332,537624832,75661568,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,231275311,13758048094,7090292016,16384,0,0,0,0
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",393420800,393420800,164044800,164044800,17277998,17543807,120547,121892,60281,60266,60273,60248,8638887,8639111,8638623,8638121,81920000,81920000,81920000,81920000,102400,102400,102400,102400,73433949,73435933,73433917,73433773,79055,78962,79014,78946,82309364,82309336,82309312,82309344,102405,102401,102400,102400,0,0,0,0,1,4,0,0,454446456,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,626773437,1049753745,147712256,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,454132433,25445273292,13826850607,25600,0,0,0,0
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",679809040,679735280,283410432,283410432,30765164,30771007,167048,165612,83526,83522,83521,83517,15382298,15382866,15381971,15381309,141557760,141557760,141557760,141557760,147456,147456,147456,147456,126823617,126823841,126825089,126825555,108458,108479,108369,108447,142206676,142206640,142206656,142206640,147456,147457,147457,147460,0,0,0,0,0,0,1,4,788888692,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,1084557053,1813635219,255172864,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,788473301,46618291590,23763736218,36864,0,0,0,0
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1079386112,1079386112,449996304,449960432,50245566,50401263,220219,220278,110111,110108,110121,110118,25123382,25122184,25122175,25120292,224788480,224788480,224788480,224788480,200704,200704,200704,200704,200673262,200673498,200676714,200676779,139304,139255,139320,139268,225891594,225891544,225891568,225891592,200705,200704,200708,200705,0,0,0,0,1,0,0,4,1260028848,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,1794493260,2879600786,405121280,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,1259733952,72156378044,37384068046,50176,0,0,0,0
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1611161608,1611112440,671612928,671612928,77925485,77301745,281708,280252,140845,140863,140889,140889,38962684,38962801,38962338,38962201,335544320,335544320,335544320,335544320,262144,262144,262144,262144,298460699,298460782,298461060,298461190,172504,172535,172512,172506,337159184,337159060,337159072,337159096,262145,262144,262145,262148,0,0,0,0,1,0,4,0,1879918104,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,2609762497,4297982097,604635392,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,1879575180,105235530642,53706440671,65536,0,0,0,0
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2293899264,2293899264,956224544,956132320,111932234,100896314,350005,350148,175001,175004,175030,175003,55966431,55965803,55969590,55970265,477757440,477757440,477757440,477757440,331776,331776,331776,331776,423846001,423845739,423844249,423847519,217457,217482,217610,217432,480028270,480028176,480028240,480028248,331780,331778,331776,331776,0,0,0,0,0,5,0,0,2702088532,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,3845512125,6119110801,860793088,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,2701915833,149651086592,67167099459,82944,0,0,0,0
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3146608656,3146485744,1311564816,1311513584,153926654,154019511,430840,429205,215452,215388,215498,215466,76957427,76969227,76987648,76996736,655360000,655360000,655360000,655360000,409600,409600,409600,409600,581412753,581405639,581384080,581374507,301566,301755,301633,301501,658474256,658474112,658474200,658474184,409601,409600,409605,409600,0,0,0,0,1,0,0,4,3720427548,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,5540011887,8393318545,1180672256,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,3720072076,209074199554,105649881765,102400,0,0,0,0
