256,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8,169,16011,16078,4031,4041,4045,4039,0,48,43,120,4096,5080,4096,4096,1179648,1179648,1179648,1179648,1179648,1179616,1179644,1179636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,1179891,1179805,1179688,1179800,4097,4098,4096,4096,10816977,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,9330412,1059707,194838528,0,0,0,0,1048576,2048,10427602,309378810,1024,194641920,0,0,0,0,0,0,4718592,16384,0,0,3670016,14336,0,0,0,0,5267576,16384,0,0
512,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,45657,45867,32809,32789,8205,8204,8208,8203,11637,11801,11260,11298,16384,16384,16384,16384,9437184,9437184,9437184,9437184,9426248,9426108,9426224,9426240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9437951,9438421,9438035,9437712,16404,16394,16396,16395,83110302,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,74588481,8419086,1551106048,0,0,0,0,8388608,8192,81693538,2555436756,4096,1550319616,0,0,0,0,0,0,37748736,65536,0,0,29360128,57344,0,0,0,0,42385374,65536,0,0
768,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6050690,5850702,75622,75564,18928,18885,18872,18936,1513811,1460964,1478112,1493653,36864,36864,37168,36864,31850496,31850496,31850496,31850496,30337466,30384668,30337266,30358598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,31853667,31852920,31851752,31852384,37297,37368,37309,37393,278782773,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,253360277,28316519,5226430464,0,0,0,0,28311552,18432,277678514,8728335286,9216,5224660992,0,0,0,0,0,0,127401984,147456,0,0,99090432,129024,0,0,0,0,145441583,147456,0,0
1024,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,16033904,15954996,131724,131382,33700,33602,33600,33608,4013439,3993559,4001941,3970945,65536,65536,65536,65536,75497472,75497472,75497472,75497472,71498744,71465617,71481956,71470898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75501055,75501396,75500987,75501224,66509,66423,66425,66484,660454656,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,601893202,67052344,12378439680,0,0,0,0,67108864,32768,659444561,20751470690,16384,12375293952,0,0,0,0,0,0,301989888,262144,0,0,234881024,229376,0,0,0,0,346509279,262144,0,0
1280,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,31763485,31529892,206613,206954,51653,51689,51651,51687,7944129,7883702,7925119,7908564,102400,102400,102400,102400,147456000,147456000,147456000,147456000,139563668,139564693,139526075,139527250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,147465495,147462291,147462721,147461872,102869,102878,102852,102954,1290840192,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,1174905304,130914345,24164761600,0,0,0,0,131072000,51200,1287103978,40941943484,25600,24159846400,0,0,0,0,0,0,589824000,409600,0,0,458752000,358400,0,0,0,0,677298420,409600,0,0
1536,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,57194339,57189551,324164,323183,81123,80792,81587,81077,14304894,14303723,14312018,14310609,147456,147456,147456,147456,254803968,254803968,254803968,254803968,240522490,240520885,240517056,240515640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,254814468,254816509,254814980,254815524,156259,156784,156718,156614,2229362364,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,2034228127,226089585,41743024128,0,0,0,0,226492416,73728,2227512489,70502055672,36864,41735946240,0,0,0,0,0,0,1019215872,589824,0,0,792723456,516096,0,0,0,0,1173329678,589824,0,0
1792,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,90673794,90670764,429849,430032,107545,107599,107537,107218,22675901,22676196,22671897,22679361,200704,200704,200704,200704,404619264,404619264,404619264,404619264,381968507,381962772,381966060,381971841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,404638619,404638833,404639832,404639252,209403,208910,209112,208746,3540011616,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,3230837157,358957986,66270855168,0,0,0,0,359661568,100352,3537351573,112162766788,50176,66261221376,0,0,0,0,0,0,1618477056,802816,0,0,1258815488,702464,0,0,0,0,1864270792,802816,0,0
2048,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,135018628,135068528,513658,513966,131575,131644,131719,131623,33828457,33839862,33828852,33834532,262144,262144,262144,262144,603979776,603979776,603979776,603979776,570179507,570189564,570170405,570182500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,604007601,604007224,604008505,604009781,262803,262759,262895,262669,5279856702,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,4818020928,535613706,98905882624,0,0,0,0,536870912,131072,5275191386,168223225810,65536,98893299712,0,0,0,0,0,0,2415919104,1048576,0,0,1879048192,917504,0,0,0,0,2780560611,1048576,0,0
2304,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,203750341,203425603,798727,794878,199380,199096,199250,199231,50955257,50878274,50868902,50883450,331776,331776,331776,331776,859963392,859963392,859963392,859963392,809154693,809107568,809101724,809120746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,860003923,860004845,860005481,860006372,380951,380864,378943,379183,7522166013,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,6870821694,762523223,140805734400,0,0,0,0,764411904,165888,7519980807,238684565104,82944,140789809152,0,0,0,0,0,0,3439853568,1327104,0,0,2675441664,1161216,0,0,0,0,3965057198,1327104,0,0
2560,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,267275129,267152381,873019,871312,218420,217899,217939,217995,66854496,66797708,66834974,66849311,409600,409600,409600,409600,1179648000,1179648000,1179648000,1179648000,1112839685,1112896701,1112831730,1112876655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1179706099,1179707063,1179706244,1179703896,425557,427126,425393,426497,10301985324,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,9410449272,1046004570,193128038400,0,0,0,0,1048576000,204800,10299149757,327914873004,102400,193108377600,0,0,0,0,0,0,4718592000,1638400,0,0,3670016000,1433600,0,0,0,0,5428712810,1638400,0,0
