256,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,95.108298,0.584640,0.460284,24.016047,256.171163,95.108298,0.584640,0.880970,0.000000,0.605113,0.000000,0.000000,0.000000,53.504499,1.054202,512.342326,144.096279,0.000000,0.000000,16.666667,50.000000,99.999576,0.000000,144.096279,0.000000,0.019764,100.000000,0.000000,1.093944,2973.000000,24.816854,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592,16384,0,0,0,1711,34521,4718886,16398,0.000000,0.000000,0.000000,0.000000,144.105258,512.780119,0.000000,0.000000,99.899092,529669,270336,5277233,1050624,33554432,0,0,16777216,0,0,0,0,0,2.012811,12.598743,14.230399,0.000000,0.000000,0.508365,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (3)","Low (1)","Idle (0)",6088704,11451993,10391848,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,4718592,17320,0,541.611883,0,18619,582.232774,15.790563,0.020256,0.793873,0.000000,31.197613,23.641250,7.645364,0.000000
512,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.074511,0.593217,0.489882,25.555867,136.297959,99.074511,0.593217,0.886176,0.000000,0.606895,0.000000,0.000000,0.000000,378.608677,272.961953,272.595919,153.335204,0.000000,0.000000,16.666667,50.000000,99.882645,0.000000,153.335204,0.000000,0.002232,100.000000,0.000000,1.120030,5917.000000,25.422491,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,37748736,65536,0,10,0,91023,65624,37750231,65593,0.000000,0.000000,0.000000,0.000000,153.341277,272.833009,0.000000,42.592773,99.949299,4198080,2129920,42470128,8396800,268435456,0,0,134217728,0,0,0,0,0,1.925223,12.017136,14.020524,0.000000,0.000000,0.495292,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",48472064,91422774,83004737,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,37748736,66380,0,276.106523,0,78503,326.531942,16.395350,0.009180,0.848488,0.000000,30.683720,24.453577,8.345497,0.000000
768,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.610116,0.588181,0.491412,25.484033,90.609895,99.610116,0.588181,0.899029,0.000000,0.607494,0.000000,0.000000,0.000000,13.903582,185.897270,181.219790,152.904198,0.000000,0.000000,16.666667,50.000000,95.465847,0.000000,152.904198,0.000000,0.000235,100.000000,0.000000,1.116196,8861.000000,25.356784,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,127401984,147456,0,6,0,11584665,151262,127407630,149458,0.000000,0.000000,0.000000,0.000000,152.910974,183.680199,0.000000,7.550781,99.966144,14106135,7151616,145709441,28329984,905969664,0,0,452984832,0,0,0,0,0,1.890850,11.758783,13.717579,0.000000,0.000000,0.479143,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",163325952,310122242,281803713,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,127401984,147756,0,181.588483,0,5864726,7.038676,16.560848,0.001241,0.845850,0.000000,31.063372,24.528184,8.404920,0.000000
1024,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.761750,0.586598,0.491617,25.532303,68.086140,99.761750,0.586598,0.903006,0.000000,0.607793,0.000000,0.000000,0.000000,16.324137,136.602909,136.172279,153.193815,0.000000,0.000000,16.666667,50.000000,94.705558,0.000000,153.193815,0.000000,0.000095,100.000000,0.000000,1.116340,11805.000000,25.366330,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,301989888,262144,0,4,0,32179657,262973,302003775,266328,0.000000,0.000000,0.000000,0.000000,153.200860,138.345684,0.000000,2.126953,99.974587,33399172,16908288,346887643,67141632,2147483648,0,0,1073741824,0,0,0,0,0,1.878978,11.719465,13.733564,0.000000,0.000000,0.476076,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",386826240,736132645,669078555,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,301989888,262432,0,136.321883,0,16219810,8.228006,16.506568,0.000524,0.846079,0.000000,31.190749,24.494076,8.402372,0.000000
1280,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.757963,0.586545,0.496929,25.533458,54.471376,99.757963,0.586545,0.903124,0.000000,0.607973,0.000000,0.000000,0.000000,16.434560,109.969943,108.942754,153.200748,0.000000,0.000000,16.666667,50.000000,94.645300,0.000000,153.200748,0.000000,0.000000,100.000000,0.000000,1.116388,14749.000000,25.367206,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,589824000,409600,0,1,0,63273177,413462,589851645,411563,0.000000,0.000000,0.000000,0.000000,153.207929,109.464860,0.000000,278.000000,99.979660,65228391,32972800,677963599,131123200,4194304000,0,0,2097152000,0,0,0,0,0,1.855405,11.571975,13.558905,0.000000,0.000000,0.474118,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",755148800,1437076704,1306163074,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,589824000,409600,0,108.942754,0,31822216,8.265495,16.762890,0.000514,0.846470,0.000000,30.945337,24.830855,8.586442,0.000000
1536,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.891023,0.585666,0.494657,25.528203,45.383471,99.891023,0.585666,0.905963,0.000000,0.608094,0.000000,0.000000,0.000000,17.193541,100.005466,90.766943,153.169217,0.000000,0.000000,16.666667,50.000000,94.393741,0.000000,153.169217,0.000000,0.000000,100.000000,0.000000,1.116187,17693.000000,25.367195,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1019215872,589824,0,4,0,114408953,649858,1019265736,627302,0.000000,0.000000,0.000000,0.000000,153.176711,96.534365,0.000000,645.000000,99.983044,112614021,56918016,1173884011,226566144,7247757312,0,0,3623878656,0,0,0,0,0,1.861767,11.628231,13.704365,0.000000,0.000000,0.473615,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",1304469504,2486270928,2260187108,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,1019215872,589824,0,90.766943,0,57518903,8.644023,16.622347,0.000153,0.846423,0.000000,31.123770,24.585751,8.474085,0.000000
1792,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.914282,0.585572,0.495465,25.532128,38.906099,99.914282,0.585572,0.906366,0.000000,0.608179,0.000000,0.000000,0.000000,17.164770,83.271544,77.812199,153.192767,0.000000,0.000000,16.666667,50.000000,94.402343,0.000000,153.192767,0.000000,0.000010,100.000000,0.000000,1.116375,20637.000000,25.371892,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1618477056,802816,0,0,0,181345293,859142,1618555418,834544,0.000000,0.000000,0.000000,0.000000,153.200184,80.887405,0.000000,0.000000,99.985463,178816331,90316800,1864513681,359761920,11509170176,0,0,5754585088,0,0,0,0,0,1.855490,11.604734,13.697634,0.000000,0.000000,0.473092,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (3)","Low (1)","Idle (0)",2070964224,3947989669,3589043955,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,1618477056,802980,0,77.828094,0,91053378,8.618422,16.639462,0.000172,0.846787,0.000000,31.089577,24.639840,8.505542,0.000000
2048,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.929382,0.586617,0.498204,25.145473,33.527296,99.929382,0.586617,0.903613,0.000000,0.608244,0.000000,0.000000,0.000000,16.863822,65.724278,67.054593,150.872836,0.000000,0.000000,16.666667,50.000000,94.403987,0.000000,150.872836,0.000000,0.000004,100.000000,0.000000,1.116805,23581.000000,25.378525,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,2415919104,1048576,0,5,0,270039523,1027773,2416034727,1051316,0.000000,0.000000,0.000000,0.000000,150.880057,67.229812,0.000000,335.000000,99.987278,266804090,134742016,2776700088,537001984,17179869184,0,0,8589934592,0,0,0,0,0,1.849042,11.543201,13.534269,0.000000,0.000000,0.472173,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",3090808832,5883704836,5348077470,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,2415919104,1048684,0,67.061500,0,135229455,8.445006,16.790232,0.000064,0.848564,0.000000,30.916166,24.894853,8.627322,0.000000
2304,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.952104,0.585697,0.495961,25.119044,29.770719,99.952104,0.585697,0.906763,0.000000,0.608294,0.000000,0.000000,0.000000,17.858179,71.793720,59.541438,150.714267,0.000000,0.000000,16.666667,50.000000,94.087189,0.000000,150.714267,0.000000,0.000003,100.000000,0.000000,1.116820,26525.000000,25.382969,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,3439853568,1327104,0,1,0,407589299,1600192,3440022454,1522647,0.000000,0.000000,0.000000,0.000000,150.721666,68.314610,0.000000,47.000000,99.988690,379828160,191766528,3961058768,764577792,24461180928,0,0,12230590464,0,0,0,0,0,1.854535,11.603855,13.774634,0.000000,0.000000,0.472535,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",4400179200,8390098989,7627552410,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,3439853568,1327196,0,59.545566,0,204692924,8.968447,16.621018,0.000079,0.847510,0.000000,31.061160,24.612184,8.505458,0.000000
2560,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.956968,0.586074,0.497503,25.137747,26.813596,99.956968,0.586074,0.905698,0.000000,0.608334,0.000000,0.000000,0.000000,17.084762,57.032212,53.627192,150.826481,0.000000,0.000000,16.666667,50.000000,94.339118,0.000000,150.826481,0.000000,0.000003,100.000000,0.000000,1.116888,29469.000000,25.382849,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592000,1638400,0,1,0,534495154,1742429,4718817516,1703611,0.000000,0.000000,0.000000,0.000000,150.833690,55.761642,0.000000,34.000000,99.989820,521083510,262963200,5429736183,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,1.847616,11.562789,13.652016,0.000000,0.000000,0.472324,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",6035251200,11501367521,10455366383,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,4718592000,1638520,0,53.631121,0,267976880,8.565693,16.720434,0.000058,0.848184,0.000000,30.973015,24.771748,8.578504,0.000000
