256,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.364002,0.988866,0.456493,42.044582,448.475541,97.364002,0.988866,0.613509,0.000000,0.259334,0.000000,0.000000,0.000000,10.675382,884.688080,448.475541,140.148607,0.000000,0.000000,30.000000,100.000000,99.998474,0.000000,140.148607,0.000000,0.012928,100.000000,0.000000,1.605997,2973.000000,35.694517,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440,8192,0,4,0,195,16160,2621712,9013,0.000000,0.000000,0.000000,0.000000,140.163149,493.421638,0.000000,224.237305,99.899092,559501,270336,3083751,1050624,33554432,0,0,16777216,0,0,0,0,0,3.694196,25.544763,22.412406,0.000000,0.000000,1.242815,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",6088704,9827301,8736770,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2621440,8532,0,467.089028,0,7965,436.048302,9.458299,0.063957,1.390361,0.000000,25.610193,11.973370,4.696889,0.000000
512,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.368166,1.026357,0.487062,44.419733,236.905240,99.368166,1.026357,0.620600,0.000000,0.260098,0.000000,0.000000,0.000000,946.984741,470.369108,236.905240,148.065775,0.000000,0.000000,30.000000,100.000000,99.688034,0.000000,148.065775,0.000000,0.000000,100.000000,0.000000,1.665152,5917.000000,37.042557,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,20971520,32768,0,4,0,130984,65060,20972720,33196,0.000000,0.000000,0.000000,0.000000,148.074248,239.999583,0.000000,29.612305,99.949299,4433685,2129920,24952801,8396800,268435456,0,0,134217728,0,0,0,0,0,3.613180,24.621624,22.668337,0.000000,0.000000,1.231887,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",48472064,78553843,69900914,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,20971520,32768,0,236.905240,0,96397,696.928542,9.766467,0.007929,1.472570,0.000000,25.690431,12.400145,5.098782,0.000000
768,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.011811,1.042331,0.498967,44.926661,159.739237,99.011811,1.042331,0.597651,0.000000,0.260354,0.000000,0.000000,0.000000,19.713233,260.646562,159.739237,149.755535,0.000000,0.000000,30.000000,100.000000,93.405818,0.000000,149.755535,0.000000,0.000000,100.000000,0.000000,1.664121,8861.000000,37.120433,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,70778880,73728,0,5,0,9317055,120302,70782910,74056,0.000000,0.000000,0.000000,0.000000,149.764062,160.449883,0.000000,11.092773,99.966144,13906750,7151616,83011556,28329984,905969664,0,0,452984832,0,0,0,0,0,3.507717,24.023182,25.944522,0.000000,0.000000,1.157959,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",163325952,260880473,232771378,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,70778880,73728,0,159.739237,0,4707607,9.960460,9.077206,0.003945,1.490091,0.000000,24.819691,11.465777,4.910431,0.000000
1024,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.668806,1.042772,0.498320,45.244767,120.652713,99.668806,1.042772,0.584337,0.000000,0.260483,0.000000,0.000000,0.000000,27.810251,181.088610,120.652713,150.815891,0.000000,0.000000,30.000000,100.000000,90.755332,0.000000,150.815891,0.000000,0.000000,100.000000,0.000000,1.651191,11805.000000,36.891198,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,167772160,131072,0,1,0,30936964,196727,167779324,131089,0.000000,0.000000,0.000000,0.000000,150.822331,120.668362,0.000000,965.000000,99.974587,31516155,16908288,194913717,67141632,2147483648,0,0,1073741824,0,0,0,0,0,3.478770,23.882822,27.766235,0.000000,0.000000,1.114175,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",386826240,612788754,547641373,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,167772160,131072,0,120.652713,0,15524862,13.955807,8.568275,0.000936,1.501912,0.000000,24.371140,10.817648,4.704695,0.000000
1280,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.866330,1.042947,0.498478,45.329321,96.702551,99.866330,1.042947,0.582102,0.000000,0.260560,0.000000,0.000000,0.000000,29.571059,155.159904,96.702551,151.097736,0.000000,0.000000,30.000000,100.000000,90.185706,0.000000,151.097736,0.000000,0.000157,100.000000,0.000000,1.649930,14749.000000,36.874048,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,327680000,204800,0,5,0,64129647,328603,327697108,205037,0.000000,0.000000,0.000000,0.000000,151.105625,96.814458,0.000000,2.416992,99.979660,61009992,32972800,380091061,131123200,4194304000,0,0,2097152000,0,0,0,0,0,3.473126,23.831808,28.094870,0.000000,0.000000,1.103466,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",755148800,1194698113,1068005163,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,327680000,205316,0,96.946196,0,32095582,14.799712,8.492189,0.000504,1.506452,0.000000,24.281793,10.722244,4.679418,0.000000
1536,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.741317,1.043761,0.499642,45.330864,80.588202,99.741317,1.043761,0.582099,0.000000,0.260612,0.000000,0.000000,0.000000,30.200667,116.535254,80.588202,151.102879,0.000000,0.000000,30.000000,100.000000,89.986548,0.000000,151.102879,0.000000,0.000000,100.000000,0.000000,1.650781,17693.000000,36.897627,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,566231040,294912,0,1,0,113171605,426460,566257277,294921,0.000000,0.000000,0.000000,0.000000,151.109881,80.590661,0.000000,286.000000,99.983044,105191542,56918016,657177623,226566144,7247757312,0,0,3623878656,0,0,0,0,0,3.462999,23.779927,28.174846,0.000000,0.000000,1.099906,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",1304469504,2063658838,1845044551,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,566231040,294912,0,80.588202,0,56496657,15.076545,8.484034,0.000486,1.505910,0.000000,24.291571,10.706231,4.682636,0.000000
1792,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.846224,1.043511,0.499377,45.396161,69.175101,99.846224,1.043511,0.581308,0.000000,0.260648,0.000000,0.000000,0.000000,30.349470,110.048259,69.175101,151.320535,0.000000,0.000000,30.000000,100.000000,89.956463,0.000000,151.320535,0.000000,0.000020,100.000000,0.000000,1.650594,20637.000000,36.895928,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,899153920,401408,0,11,0,180338015,638586,899197899,401586,0.000000,0.000000,0.000000,0.000000,151.327937,69.205776,0.000000,1.940430,99.985463,166574742,90316800,1042428917,359761920,11509170176,0,0,5754585088,0,0,0,0,0,3.460431,23.784956,28.284353,0.000000,0.000000,1.098293,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",2070964224,3274790841,2928071222,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,899153920,401592,0,69.206810,0,90228147,15.184688,8.451502,0.000311,1.508347,0.000000,24.251743,10.668411,4.670928,0.000000
2048,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.911439,1.044834,0.499412,44.688897,59.585196,99.911439,1.044834,0.581820,0.000000,0.260676,0.000000,0.000000,0.000000,29.845653,88.569404,59.585196,148.962991,0.000000,0.000000,30.000000,100.000000,89.951881,0.000000,148.962991,0.000000,0.000000,100.000000,0.000000,1.652655,23581.000000,36.936422,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1342177280,524288,0,4,0,268913487,779319,1342246665,524302,0.000000,0.000000,0.000000,0.000000,148.970692,59.586787,0.000000,476.000000,99.987278,249463139,134742016,1555207455,537001984,17179869184,0,0,8589934592,0,0,0,0,0,3.475770,23.825982,27.979340,0.000000,0.000000,1.101660,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",3090808832,4889205159,4370900710,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1342177280,524288,0,59.585196,0,134255796,14.900524,8.543723,0.000117,1.510942,0.000000,24.284749,10.788660,4.707779,0.000000
2304,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.851552,1.044971,0.499812,44.664596,52.935817,99.851552,1.044971,0.582259,0.000000,0.260697,0.000000,0.000000,0.000000,30.115719,79.503845,52.935817,148.881987,0.000000,0.000000,30.000000,100.000000,89.863860,0.000000,148.881987,0.000000,0.000000,100.000000,0.000000,1.653539,26525.000000,36.955310,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1911029760,663552,0,0,0,386561444,996583,1911124507,663562,0.000000,0.000000,0.000000,0.000000,148.889368,52.936615,0.000000,0.000000,99.988690,355506587,191766528,2215790320,764577792,24461180928,0,0,12230590464,0,0,0,0,0,3.471778,23.808231,27.957771,0.000000,0.000000,1.101198,"Low (1)","Low (3)","Idle (0)","Low (2)","Idle (0)","Mid (6)","Mid (5)","Low (1)","Idle (0)",4400179200,6962222818,6224033187,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1911029760,663556,0,52.936136,0,193119960,15.045335,8.553064,0.000082,1.510628,0.000000,24.305904,10.801971,4.715689,0.000000
2560,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.932109,1.045185,0.499750,44.690862,47.670252,99.932109,1.045185,0.580807,0.000000,0.260715,0.000000,0.000000,0.000000,29.975889,79.110564,47.670252,148.969540,0.000000,0.000000,30.000000,100.000000,89.932141,0.000000,148.969540,0.000000,0.000000,100.000000,0.000000,1.652165,29469.000000,36.931297,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440000,819200,0,9,0,527490353,1359493,2621568862,819324,0.000000,0.000000,0.000000,0.000000,148.976863,47.677468,0.000000,549.000000,99.989820,485204965,262963200,3037051695,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,3.465448,23.796077,28.059647,0.000000,0.000000,1.097735,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",6035251200,9540840857,8530762523,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2621440000,819200,0,47.670252,0,263921696,14.997976,8.529793,0.000060,1.512134,0.000000,24.279526,10.771714,4.704461,0.000000
