256,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,95.167906,0.943894,0.458215,69.059858,1.079060,95.167906,0.943894,0.269481,0.057041,0.173797,0.000000,0.000000,0.000000,37.362462,2.121502,1.079060,69.059858,0.000000,64.285714,100.000000,100.000000,99.988556,0.000000,69.059858,0.000000,0.023282,100.000000,0.000000,1.203968,1122.000000,27.833667,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432,131072,524288,8192,0,0,0,277,16106,524584,9120,0.000000,0.000000,828.718293,138.119716,69.098847,1.201298,0.000000,0.000000,99.821747,206848,200704,1534459,919552,33554432,0,0,16777216,0,0,0,0,0,2.295529,20.881445,8.364895,0.000000,12.418370,0.720452,"Mid (4)","Low (2)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (2)","Low (1)","Idle (0)",2297856,2915972,2696490,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,19922944,0,2097152,29425664,5177344,0,0.000000,0,0.000000,524288,8316,0,1.095394,0,7936,1.045340,21.488411,0.155279,3.433529,0.000000,11.322988,22.352631,7.290389,0.000000
512,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.981925,0.968397,0.489146,74.611231,596.889845,98.981925,0.968397,0.271155,0.057919,0.175113,0.000000,0.000000,0.000000,2.298283,1.142248,596.889845,74.611231,0.000000,64.285714,100.000000,100.000000,98.439598,0.000000,74.611231,0.000000,0.000000,100.000000,0.000000,1.230471,2210.000000,28.538339,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,6291456,1048576,4194304,32768,0,5,0,129199,64212,4194671,32957,0.000000,0.000000,895.334769,149.222461,74.617759,600.332600,0.000000,93.263672,99.909502,1613824,1589248,12247171,7348224,268435456,0,0,134217728,0,0,0,0,0,2.241929,20.022318,8.486736,0.000000,12.781236,0.646053,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",18104320,23013394,21349975,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,155189248,0,16777216,235143168,37486592,0,0.000000,0,0.000000,4194304,32768,0,596.889845,0,94543,1.681797,21.948095,0.018822,3.699530,0.000000,11.067553,22.787257,7.881002,0.000000
768,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.804411,0.944140,0.495002,72.125273,384.668119,99.804411,0.944140,0.286386,0.058217,0.175561,0.000000,0.000000,0.000000,68.309191,502.179514,384.668119,72.125273,0.000000,64.285714,100.000000,100.000000,51.815174,0.000000,72.125273,0.000000,0.000000,100.000000,0.000000,1.214846,3298.000000,28.230439,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,21233664,3538944,14155776,73728,0,8,0,13406807,96251,14156469,74091,0.000000,0.000000,865.503271,144.250545,72.128803,386.562035,0.000000,42.740234,99.939357,5400576,5345280,42179037,24791040,905969664,0,0,452984832,0,0,0,0,0,2.114582,19.836969,18.242833,0.000000,10.724934,0.601486,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",60788736,78195773,72684164,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,519045120,0,56623104,793313280,122093568,0,0.000000,0,0.000000,14155776,73728,0,384.668119,0,6638939,33.826142,18.544585,0.009331,3.658221,0.000000,10.672331,19.252949,6.930923,0.000000
1024,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.861944,0.942424,0.496826,73.533856,294.135425,99.861944,0.942424,0.287419,0.058368,0.175787,0.000000,0.000000,0.000000,72.192259,381.088850,294.135425,73.533856,0.000000,64.285714,100.000000,100.000000,49.811339,0.000000,73.533856,0.000000,0.001734,100.000000,0.000000,1.213490,4386.000000,28.214974,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,50331648,8388608,33554432,131072,0,8,0,32942244,169820,33557468,131081,0.000000,0.000000,882.406275,147.067712,73.540510,294.155622,0.000000,18.382812,99.954400,12746752,12648448,100028871,58753024,2147483648,0,0,1073741824,0,0,0,0,0,2.107777,19.771676,18.729853,0.000000,10.552162,0.583756,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",143720448,185028493,172084690,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,1224736768,0,134217728,1880096768,284164096,0,0.000000,0,0.000000,33554432,131656,0,295.445965,0,16146831,35.385452,18.452698,0.002252,3.662674,0.000000,10.640543,19.159282,6.924497,0.000000
1280,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.914704,0.935894,0.497965,73.142816,234.057010,99.914704,0.935894,0.288693,0.058458,0.175923,0.000000,0.000000,0.000000,73.089422,302.376971,234.057010,73.142816,0.000000,64.285714,100.000000,100.000000,49.824339,0.000000,73.142816,0.000000,0.000225,100.000000,0.000000,1.206338,5474.000000,28.059259,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,98304000,16384000,65536000,204800,0,7,0,65488159,264580,65542453,205064,0.000000,0.000000,877.713788,146.285631,73.150018,234.358724,0.000000,8.191406,99.963464,24832000,24678400,195592010,114739200,4194304000,0,0,2097152000,0,0,0,0,0,2.091917,19.602078,20.765359,0.000000,10.511243,0.571827,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",280268800,361180411,336040767,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,2385510400,0,262144000,3671654400,548864000,0,0.000000,0,0.000000,65536000,204948,0,234.226152,0,32666148,36.457734,17.601099,0.001155,3.645119,0.000000,10.527270,18.328052,6.687498,0.000000
1536,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.948182,0.936334,0.498632,73.276062,195.402831,99.948182,0.936334,0.288953,0.058519,0.176013,0.000000,0.000000,0.000000,73.208398,250.917108,195.402831,73.276062,0.000000,64.285714,100.000000,100.000000,49.843112,0.000000,73.276062,0.000000,0.000000,100.000000,0.000000,1.206939,6562.000000,28.079371,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,169869312,28311552,113246208,294912,0,4,0,113141636,378697,113258207,295083,0.000000,0.000000,879.312741,146.552124,73.283826,195.516132,0.000000,2.713867,99.969521,42835968,42614784,337964148,198254592,7247757312,0,0,3623878656,0,0,0,0,0,2.088631,19.589414,20.949395,0.000000,10.538297,0.566521,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",483803136,623599271,580320487,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,4114612224,0,452984832,6344146944,941359104,0,0.000000,0,0.000000,113246208,294912,0,195.402831,0,56411690,36.501235,17.518053,0.000655,3.651141,0.000000,10.529992,18.219042,6.661512,0.000000
1792,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.751564,0.936346,0.499472,73.215607,167.349959,99.751564,0.936346,0.289068,0.058562,0.176078,0.000000,0.000000,0.000000,73.401866,212.126647,167.349959,73.215607,0.000000,64.285714,100.000000,100.000000,49.566420,0.000000,73.215607,0.000000,0.000000,100.000000,0.000000,1.207136,7650.000000,28.088308,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,269746176,44957696,179830784,401408,0,7,0,180288269,508810,179850093,401638,0.000000,0.000000,878.587290,146.431215,73.223469,167.445848,0.000000,2.988281,99.973856,67938304,67637248,536621429,314804224,11509170176,0,0,5754585088,0,0,0,0,0,2.083751,19.549687,21.188292,0.000000,10.451087,0.561134,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",767692800,989608442,921067584,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,6525288448,0,719323136,10073735168,1486815232,0,0.000000,0,0.000000,179830784,401408,0,167.349959,0,89666501,36.506471,17.454162,0.000730,3.646775,0.000000,10.533814,18.177343,6.659671,0.000000
2048,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.932988,0.943906,0.499373,72.688571,145.377141,99.932988,0.943906,0.287803,0.058595,0.176127,0.000000,0.000000,0.000000,72.170917,188.016625,145.377141,72.688571,0.000000,64.285714,100.000000,100.000000,49.611808,0.000000,72.688571,0.000000,0.000000,100.000000,0.000000,1.215439,8738.000000,28.282409,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,402653184,67108864,268435456,524288,0,4,0,266523787,678063,268464292,524495,0.000000,0.000000,872.262848,145.377141,72.696379,145.434539,0.000000,1.135742,99.977111,101318656,100925440,799388199,469893120,17179869184,0,0,8589934592,0,0,0,0,0,2.105686,19.708795,18.395821,0.000000,10.649402,0.562863,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1145307136,1474919647,1372814116,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,9730785280,0,1073741824,15036579840,2210398208,0,0.000000,0,0.000000,268435456,524288,0,145.377141,0,131282128,35.549366,18.597723,0.000278,3.684361,0.000000,10.664389,19.315043,7.004620,0.000000
2304,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.975801,0.935072,0.499372,72.052919,128.094078,99.975801,0.935072,0.289142,0.058620,0.176165,0.000000,0.000000,0.000000,72.293515,163.270955,128.094078,72.052919,0.000000,64.285714,100.000000,100.000000,49.718831,0.000000,72.052919,0.000000,0.000000,100.000000,0.000000,1.205320,9826.000000,28.051512,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,573308928,95551488,382205952,663552,0,1,0,383482196,845775,382245829,663562,0.000000,0.000000,864.635030,144.105838,72.060437,128.096008,0.000000,202.000000,99.979646,144156672,143659008,1140153150,669026304,24461180928,0,0,12230590464,0,0,0,0,0,2.083825,19.535975,21.098842,0.000000,10.554128,0.555272,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1630015488,2101320659,1956168216,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,13844348928,0,1528823808,21408841728,3137273856,0,0.000000,0,0.000000,382205952,663552,0,128.094078,0,191442554,36.090476,17.430363,0.000232,3.653029,0.000000,10.524252,18.217112,6.668532,0.000000
2560,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.979553,0.932407,0.499446,73.137737,117.020378,99.979553,0.932407,0.289718,0.058640,0.176196,0.000000,0.000000,0.000000,73.378876,149.657093,117.020378,73.137737,0.000000,64.285714,100.000000,100.000000,49.717357,0.000000,73.137737,0.000000,0.000014,100.000000,0.000000,1.202538,10914.000000,27.989576,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432000,131072000,524288000,819200,0,6,0,526016611,1047673,524346790,819211,0.000000,0.000000,877.652840,146.275473,73.145938,117.021950,0.000000,898.000000,99.981675,197632000,197017600,1565059023,917708800,33554432000,0,0,16777216000,0,0,0,0,0,2.077758,19.489922,21.983684,0.000000,10.461379,0.551604,"Mid (5)","Low (2)","Idle (0)","Low (3)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2235187200,2882735101,2683873859,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,18979225600,0,2097152000,29366681600,4292608000,0,0.000000,0,0.000000,524288000,819272,0,117.030663,0,262553822,36.626038,17.084924,0.000251,3.644383,0.000000,10.487741,17.862737,6.560420,0.000000
