256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,97.764035,0.994085,0.458169,333.205219,650.791444,97.764035,0.994085,0.613353,0.000000,0.259334,0.000000,0.000000,0.000000,5.640404,650.791444,650.791444,208.253262,0.000000,0.000000,160.000000,100.000000,99.971008,0.000000,208.253262,0.000000,0.031021,100.000000,0.000000,1.602672,2973.000000,35.619694,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440,8192,0,4,0,71,8192,2621588,8194,0.000000,0.000000,0.000000,0.000000,208.265020,650.950328,0.000000,317.769000,99.899092,558591,270336,3078498,1050624,33554432,0,0,16777216,0,0,0,0,0,3.690451,25.531409,22.342964,0.000000,0.000000,1.251192,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",6088704,9823227,8732923,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2621440,9008,0,715.616373,0,0,0.000000,9.501019,0.058171,1.393761,0.000000,25.614495,12.010299,4.701074,0.000000
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.350688,1.026456,0.486771,351.806118,343.560662,99.350688,1.026456,0.619799,0.000000,0.260098,0.000000,0.000000,0.000000,686.911631,350.616824,343.560662,219.878824,0.000000,0.000000,160.000000,100.000000,99.687862,0.000000,219.878824,0.000000,0.003847,100.000000,0.000000,1.662652,5917.000000,36.988016,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,20971520,32768,0,6,0,65516,33441,20972348,32770,0.000000,0.000000,0.000000,0.000000,219.887505,343.581631,0.000000,62.907000,99.949299,4430656,2129920,24918971,8396800,268435456,0,0,134217728,0,0,0,0,0,3.590762,24.635407,22.615188,0.000000,0.000000,1.234646,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",48472064,78514992,69867019,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,20971520,33576,0,352.032250,0,0,0.000000,9.789822,0.006860,1.470714,0.000000,25.734593,12.392723,5.087943,0.000000
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.128248,1.045482,0.498749,357.161310,232.526894,99.128248,1.045482,0.587567,0.000000,0.260354,0.000000,0.000000,0.000000,14.742227,232.530048,232.526894,223.225819,0.000000,0.000000,160.000000,100.000000,93.370486,0.000000,223.225819,0.000000,0.000418,100.000000,0.000000,1.659839,8861.000000,37.046320,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,70778880,73728,0,6,0,4674362,73729,70778972,73734,0.000000,0.000000,0.000000,0.000000,223.226109,232.545817,0.000000,18.923000,99.966144,13830404,7151616,82243471,28329984,905969664,0,0,452984832,0,0,0,0,0,3.491591,24.005060,27.153314,0.000000,0.000000,1.141419,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",163325952,259290884,231486896,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,70778880,74024,0,233.460433,0,0,0.000000,8.751551,0.002191,1.497127,0.000000,24.442539,11.012335,4.771826,0.000000
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.730242,1.042826,0.497725,359.068046,175.326194,99.730242,1.042826,0.576766,0.000000,0.260483,0.000000,0.000000,0.000000,19.311298,175.327531,175.326194,224.417529,0.000000,0.000000,160.000000,100.000000,91.449726,0.000000,224.417529,0.000000,0.000000,100.000000,0.000000,1.644292,11805.000000,36.750737,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,167772160,131072,0,0,0,14436921,131073,167773614,131079,0.000000,0.000000,0.000000,0.000000,224.419474,175.335557,0.000000,0.000000,99.974587,30962945,16908288,193568157,67141632,2147483648,0,0,1073741824,0,0,0,0,0,3.500300,23.929448,28.921392,0.000000,0.000000,1.104086,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Mid (5)","Low (1)","Idle (0)",386826240,609934539,545293365,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,167772160,131072,0,175.326194,0,0,0.000000,8.253580,0.001566,1.503562,0.000000,23.898016,10.391611,4.576302,0.000000
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.816105,1.043741,0.498613,361.101324,141.055204,99.816105,1.043741,0.569326,0.000000,0.260560,0.000000,0.000000,0.000000,22.286516,141.356875,141.055204,225.688327,0.000000,0.000000,160.000000,100.000000,90.126859,0.000000,225.688327,0.000000,0.000145,100.000000,0.000000,1.638270,14749.000000,36.651704,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,327680000,204800,0,6,0,32358101,205238,327685647,204801,0.000000,0.000000,0.000000,0.000000,225.692217,141.055893,0.000000,4.132000,99.979660,58781123,32972800,375811102,131123200,4194304000,0,0,2097152000,0,0,0,0,0,3.426097,23.693805,30.251058,0.000000,0.000000,1.073364,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",755148800,1185074363,1060508990,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,327680000,205276,0,141.383047,0,0,0.000000,7.919729,0.000490,1.507194,0.000000,23.661552,9.973906,4.448204,0.000000
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.679750,1.044543,0.499500,356.238560,115.963072,99.679750,1.044543,0.568906,0.000000,0.260612,0.000000,0.000000,0.000000,22.330347,115.963859,115.963072,222.649100,0.000000,0.000000,160.000000,100.000000,89.949847,0.000000,222.649100,0.000000,0.000032,100.000000,0.000000,1.639305,17693.000000,36.681520,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,566231040,294912,0,5,0,56789520,294914,566235661,295102,0.000000,0.000000,0.000000,0.000000,222.650917,116.037783,0.000000,1.966000,99.983044,101330508,56918016,649783264,226566144,7247757312,0,0,3623878656,0,0,0,0,0,3.417411,23.641729,30.343136,0.000000,0.000000,1.069469,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",1304469504,2046589456,1831800482,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,566231040,295096,0,116.035424,0,0,0.000000,7.906714,0.000279,1.506984,0.000000,23.675915,9.945347,4.447769,0.000000
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.884873,1.045907,0.499571,350.627705,97.831391,99.884873,1.045907,0.569396,0.000000,0.260648,0.000000,0.000000,0.000000,22.012928,97.831634,97.831391,219.142316,0.000000,0.000000,160.000000,100.000000,89.954490,0.000000,219.142316,0.000000,0.000000,100.000000,0.000000,1.641441,20637.000000,36.723908,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,899153920,401408,0,4,0,90320349,401409,899159751,401415,0.000000,0.000000,0.000000,0.000000,219.143737,97.833097,0.000000,974.000000,99.985463,160988143,90316800,1031308061,359761920,11509170176,0,0,5754585088,0,0,0,0,0,3.415002,23.634670,30.014411,0.000000,0.000000,1.070428,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",2070964224,3250162161,2908630719,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,899153920,401408,0,97.831391,0,0,0.000000,7.956945,0.000176,1.511934,0.000000,23.888708,10.019660,4.475966,0.000000
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.918593,1.046578,0.499444,327.542452,79.966418,99.918593,1.046578,0.575675,0.000000,0.260676,0.000000,0.000000,0.000000,20.570933,79.966418,79.966418,204.714032,0.000000,0.000000,160.000000,100.000000,89.954685,0.000000,204.714032,0.000000,0.000013,100.000000,0.000000,1.649299,23581.000000,36.878724,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1342177280,524288,0,16,0,134870283,524288,1342192449,524297,0.000000,0.000000,0.000000,0.000000,204.716346,79.967791,0.000000,2.440000,99.987278,242497555,134742016,1546590758,537001984,17179869184,0,0,8589934592,0,0,0,0,0,3.475969,23.845059,28.874070,0.000000,0.000000,1.074684,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",3090808832,4870111436,4355874111,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1342177280,524456,0,79.992042,0,0,0.000000,8.272713,0.000112,1.513894,0.000000,24.018761,10.438631,4.602394,0.000000
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.861849,1.046147,0.499686,322.969026,70.088764,99.861849,1.046147,0.569765,0.000000,0.260697,0.000000,0.000000,0.000000,20.448229,70.102390,70.088764,201.855641,0.000000,0.000000,160.000000,100.000000,89.863193,0.000000,201.855641,0.000000,0.000006,100.000000,0.000000,1.642411,26525.000000,36.746257,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1911029760,663552,0,5,0,193589708,663681,1911052192,663791,0.000000,0.000000,0.000000,0.000000,201.858011,70.114009,0.000000,528.000000,99.988690,345505010,191766528,2202943034,764577792,24461180928,0,0,12230590464,0,0,0,0,0,3.468294,23.846811,29.199296,0.000000,0.000000,1.088017,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",4400179200,6907246919,6181533773,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1911029760,663668,0,70.101016,0,0,0.000000,8.235721,0.000077,1.512595,0.000000,24.080760,10.081023,4.483725,0.000000
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.941597,1.047670,0.499819,317.056762,61.925148,99.941597,1.047670,0.574630,0.000000,0.260715,0.000000,0.000000,0.000000,19.946000,61.925224,61.925148,198.160476,0.000000,0.000000,160.000000,100.000000,89.932319,0.000000,198.160476,0.000000,0.000000,100.000000,0.000000,1.649561,29469.000000,36.890158,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440000,819200,0,9,0,263863120,819201,2621469194,819204,0.000000,0.000000,0.000000,0.000000,198.162683,61.925451,0.000000,680.000000,99.989820,481288068,262963200,3013807767,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,3.451897,23.749422,29.310259,0.000000,0.000000,1.077970,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",6035251200,9503286524,8501115563,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2621440000,819200,0,61.925148,0,0,0.000000,8.139380,0.000056,1.515862,0.000000,23.850273,10.420744,4.606561,0.000000
