256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,96.512685,0.579309,0.461361,163.623088,319.576342,96.512685,0.579309,0.880991,0.000000,0.605113,0.000000,0.000000,0.000000,18.842208,693.026578,639.152685,184.075974,0.000000,0.000000,88.888889,50.000000,99.989065,0.000000,184.075974,0.000000,0.000000,100.000000,0.000000,1.090156,2973.000000,24.729945,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592,16384,0,3,0,483,17765,4718814,16390,0.000000,0.000000,0.000000,0.000000,184.084634,639.386750,0.000000,117.032000,99.899092,529057,270336,5273894,1050624,33554432,0,0,16777216,0,0,0,0,0,2.004463,12.596267,14.167111,0.000000,0.000000,0.509320,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",6088704,11452797,10392164,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,4718592,16384,0,639.152685,0,0,0.000000,15.917791,0.031733,0.802750,0.000000,31.066536,23.706779,7.645852,0.000000
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.113973,0.594016,0.489903,199.554671,194.877608,99.113973,0.594016,0.885776,0.000000,0.606895,0.000000,0.000000,0.000000,252.351278,386.698360,389.755217,224.499005,0.000000,0.000000,88.888889,50.000000,99.886460,0.000000,224.499005,0.000000,0.000000,100.000000,0.000000,1.120165,5917.000000,25.424521,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,37748736,65536,0,10,0,42432,65022,37750106,65545,0.000000,0.000000,0.000000,0.000000,224.507153,389.808742,0.000000,59.471000,99.949299,4196812,2129920,42428452,8396800,268435456,0,0,134217728,0,0,0,0,0,1.922894,12.006113,13.989845,0.000000,0.000000,0.495011,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",48472064,91407470,82987450,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,37748736,65536,0,389.755217,0,0,0.000000,16.394831,0.005314,0.849071,0.000000,30.687942,24.498050,8.364743,0.000000
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.497343,0.586739,0.491269,198.416408,129.177348,99.497343,0.586739,0.901343,0.000000,0.607494,0.000000,0.000000,0.000000,10.114906,255.239499,258.354697,223.218458,0.000000,0.000000,88.888889,50.000000,95.421525,0.000000,223.218458,0.000000,0.000289,100.000000,0.000000,1.115591,8861.000000,25.347224,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,127401984,147456,0,5,0,5773085,145678,127402197,148156,0.000000,0.000000,0.000000,0.000000,223.218832,259.581153,0.000000,8.760000,99.966144,14102944,7151616,146171275,28329984,905969664,0,0,452984832,0,0,0,0,0,1.886202,11.729411,13.663174,0.000000,0.000000,0.477973,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",163325952,310538664,282228577,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,127401984,147824,0,258.999462,0,0,0.000000,16.589362,0.001237,0.843302,0.000000,31.098887,24.553755,8.412320,0.000000
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.808779,0.585146,0.491450,198.407966,96.878889,99.808779,0.585146,0.905499,0.000000,0.607793,0.000000,0.000000,0.000000,11.859755,191.499745,193.757779,223.208962,0.000000,0.000000,88.888889,50.000000,94.675438,0.000000,223.208962,0.000000,0.000094,100.000000,0.000000,1.115261,11805.000000,25.346075,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,301989888,262144,0,8,0,16045619,259089,301991870,262153,0.000000,0.000000,0.000000,0.000000,223.210427,193.764431,0.000000,5.913000,99.974587,33377292,16908288,348069998,67141632,2147483648,0,0,1073741824,0,0,0,0,0,1.874362,11.685570,13.687323,0.000000,0.000000,0.474189,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",386826240,737097134,670068306,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,301989888,262428,0,193.967691,0,0,0.000000,16.503440,0.000521,0.844538,0.000000,31.281970,24.492626,8.399819,0.000000
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.744181,0.587170,0.497104,178.498028,69.725792,99.744181,0.587170,0.905506,0.000000,0.607973,0.000000,0.000000,0.000000,10.817335,136.909044,139.451584,200.810281,0.000000,0.000000,88.888889,50.000000,94.651711,0.000000,200.810281,0.000000,0.000000,100.000000,0.000000,1.115304,14749.000000,25.346410,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,589824000,409600,0,1,0,31772894,402132,589829573,409605,0.000000,0.000000,0.000000,0.000000,200.812179,139.453286,0.000000,340.000000,99.979660,65229893,32972800,677155793,131123200,4194304000,0,0,2097152000,0,0,0,0,0,1.850127,11.542061,13.522872,0.000000,0.000000,0.472430,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",755148800,1438940240,1308055145,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,589824000,409600,0,139.451584,0,0,0.000000,16.755414,0.000437,0.844436,0.000000,31.051588,24.805071,8.577933,0.000000
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.948558,0.586449,0.494499,175.111868,57.002561,99.948558,0.586449,0.904275,0.000000,0.608094,0.000000,0.000000,0.000000,11.187834,113.095321,114.005122,197.000851,0.000000,0.000000,88.888889,50.000000,94.321946,0.000000,197.000851,0.000000,0.000029,100.000000,0.000000,1.116700,17693.000000,25.376729,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1019215872,589824,0,1,0,57882076,585117,1019229968,589831,0.000000,0.000000,0.000000,0.000000,197.003576,114.006475,0.000000,193.000000,99.983044,112612371,56918016,1173562067,226566144,7247757312,0,0,3623878656,0,0,0,0,0,1.864519,11.645828,13.690685,0.000000,0.000000,0.474129,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",1304469504,2484068973,2257994258,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,1019215872,590124,0,114.063108,0,0,0.000000,16.617878,0.000145,0.848051,0.000000,31.094324,24.612491,8.481558,0.000000
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.937121,0.586382,0.495442,173.172613,48.318251,99.937121,0.586382,0.904657,0.000000,0.608179,0.000000,0.000000,0.000000,10.906258,95.802566,96.636502,194.819190,0.000000,0.000000,88.888889,50.000000,94.402300,0.000000,194.819190,0.000000,0.000027,100.000000,0.000000,1.116867,20637.000000,25.380741,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1618477056,802816,0,5,0,90604667,795888,1618494088,803013,0.000000,0.000000,0.000000,0.000000,194.821240,96.660216,0.000000,601.000000,99.985463,178820449,90316800,1861115623,359761920,11509170176,0,0,5754585088,0,0,0,0,0,1.856864,11.612311,13.662293,0.000000,0.000000,0.473375,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",2070964224,3944476705,3585521676,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,1618477056,803260,0,96.689947,0,0,0.000000,16.685529,0.000150,0.848109,0.000000,31.040283,24.669196,8.518493,0.000000
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.942646,0.586769,0.498203,173.431549,42.341686,99.942646,0.586769,0.903361,0.000000,0.608244,0.000000,0.000000,0.000000,10.912109,83.444993,84.683373,195.110492,0.000000,0.000000,88.888889,50.000000,94.409883,0.000000,195.110492,0.000000,0.000000,100.000000,0.000000,1.116832,23581.000000,25.378811,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,2415919104,1048576,0,0,0,135117150,1033242,2415944309,1048578,0.000000,0.000000,0.000000,0.000000,195.112528,84.683534,0.000000,0.000000,99.987278,266779587,134742016,2775832639,537001984,17179869184,0,0,8589934592,0,0,0,0,0,1.849624,11.546193,13.522761,0.000000,0.000000,0.472198,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (3)","Low (1)","Idle (0)",3090808832,5882923682,5347323432,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,2415919104,1048576,0,84.683373,0,0,0.000000,16.795440,0.000060,0.848857,0.000000,30.910041,24.903683,8.628526,0.000000
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.961109,0.585881,0.495888,173.554836,37.663809,99.961109,0.585881,0.906472,0.000000,0.608294,0.000000,0.000000,0.000000,11.667077,74.736001,75.327619,195.249191,0.000000,0.000000,88.888889,50.000000,94.026795,0.000000,195.249191,0.000000,0.000000,100.000000,0.000000,1.116927,26525.000000,25.385053,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,3439853568,1327104,0,3,0,205547765,1316681,3439891954,1327110,0.000000,0.000000,0.000000,0.000000,195.251370,75.327960,0.000000,170.000000,99.988690,379821863,191766528,3972087251,764577792,24461180928,0,0,12230590464,0,0,0,0,0,1.850102,11.576659,13.743719,0.000000,0.000000,0.471282,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",4400179200,8388817052,7626303967,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,3439853568,1327104,0,75.327619,0,0,0.000000,16.576188,0.000042,0.847815,0.000000,31.230865,24.551143,8.506867,0.000000
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.964727,0.586118,0.497487,173.592914,33.904866,99.964727,0.586118,0.905453,0.000000,0.608334,0.000000,0.000000,0.000000,11.050434,67.158702,67.809732,195.292028,0.000000,0.000000,88.888889,50.000000,94.349975,0.000000,195.292028,0.000000,0.000007,100.000000,0.000000,1.116881,29469.000000,25.382298,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592000,1638400,0,4,0,266997538,1622670,4718650673,1638518,0.000000,0.000000,0.000000,0.000000,195.294457,67.814615,0.000000,165.000000,99.989820,521104950,262963200,5428621175,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,1.847937,11.563052,13.626810,0.000000,0.000000,0.472356,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",6035251200,11499888361,10453887284,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,4718592000,1638744,0,67.823969,0,0,0.000000,16.730019,0.000031,0.848357,0.000000,30.974670,24.785124,8.581612,0.000000
