256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,95.988552,0.946300,0.458027,101.689958,1.588906,95.988552,0.946300,0.269265,0.057041,0.173797,0.000000,0.000000,0.000000,13.771032,1.614702,1.588906,101.689958,0.000000,64.285714,100.000000,100.000000,99.996948,0.000000,101.689958,0.000000,0.250274,100.000000,0.000000,1.201329,1122.000000,27.772221,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432,131072,524288,8192,0,5,0,71,8325,524386,9027,0.000000,0.000000,1220.279494,203.379916,101.708966,1.750861,0.000000,969.791000,99.821747,206848,200704,1534605,919552,33554432,0,0,16777216,0,0,0,0,0,2.292062,20.847354,8.248166,0.000000,12.420590,0.718834,"Mid (4)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2297856,2916588,2697017,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,19922944,0,2097152,29425664,5177344,0,0.000000,0,0.000000,524288,9528,0,1.848034,0,0,0.000000,21.714381,0.144932,3.454817,0.000000,11.317644,22.296037,7.266675,0.000000
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.149641,0.967874,0.488721,108.559390,848.120237,99.149641,0.967874,0.271079,0.057919,0.175113,0.000000,0.000000,0.000000,1.697612,848.172002,848.120237,108.559390,0.000000,64.285714,100.000000,100.000000,98.439598,0.000000,108.559390,0.000000,0.009462,100.000000,0.000000,1.230245,2210.000000,28.532872,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,6291456,1048576,4194304,32768,0,1,0,65589,32770,4194480,32775,0.000000,0.000000,1302.712685,217.118781,108.563946,848.301415,0.000000,25.882000,99.909502,1613824,1589248,12245621,7348224,268435456,0,0,134217728,0,0,0,0,0,2.229124,20.017919,8.424342,0.000000,12.752433,0.647098,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",18104320,23012027,21348571,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,155189248,0,16777216,235143168,37486592,0,0.000000,0,0.000000,4194304,33168,0,858.473267,0,0,0.000000,21.949488,0.018884,3.705412,0.000000,11.079595,22.881117,7.906487,0.000000
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.781386,0.944778,0.494909,106.948038,557.021031,99.781386,0.944778,0.287356,0.058217,0.175561,0.000000,0.000000,0.000000,51.374976,557.028586,557.021031,106.948038,0.000000,64.285714,100.000000,100.000000,52.242018,0.000000,106.948038,0.000000,0.005003,100.000000,0.000000,1.204724,3298.000000,27.996871,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,21233664,3538944,14155776,73728,0,1,0,6800056,73729,14155905,74116,0.000000,0.000000,1283.376456,213.896076,106.949013,559.952402,0.000000,7.555000,99.939357,5400576,5345280,42236635,24791040,905969664,0,0,452984832,0,0,0,0,0,2.097817,19.636284,21.614628,0.000000,10.306404,0.598209,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",60788736,78256733,72745085,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,519045120,0,56623104,793313280,122093568,0,0.000000,0,0.000000,14155776,74440,0,562.400249,0,0,0.000000,17.330891,0.005178,3.624080,0.000000,10.472412,17.938177,6.522989,0.000000
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.823110,0.942709,0.496815,107.483386,419.856974,99.823110,0.942709,0.286579,0.058368,0.175787,0.000000,0.000000,0.000000,53.916110,421.766114,419.856974,107.483386,0.000000,64.285714,100.000000,100.000000,49.864903,0.000000,107.483386,0.000000,0.000879,100.000000,0.000000,1.213326,4386.000000,28.209794,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,50331648,8388608,33554432,131072,0,8,0,16831666,131668,33556824,131079,0.000000,0.000000,1289.800626,214.966771,107.491048,419.879397,0.000000,25.626000,99.954400,12746752,12648448,100110644,58753024,2147483648,0,0,1073741824,0,0,0,0,0,2.110543,19.748555,18.184809,0.000000,10.571161,0.584442,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",143720448,184907701,171963909,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,1224736768,0,134217728,1880096768,284164096,0,0.000000,0,0.000000,33554432,131368,0,420.805138,0,0,0.000000,18.797948,0.002093,3.663130,0.000000,10.564324,19.436125,7.005964,0.000000
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.907227,0.929252,0.497919,106.732359,333.538622,99.907227,0.929252,0.289092,0.058458,0.175923,0.000000,0.000000,0.000000,53.474484,333.540251,333.538622,106.732359,0.000000,64.285714,100.000000,100.000000,49.877193,0.000000,106.732359,0.000000,0.000000,100.000000,0.000000,1.197110,5474.000000,27.845290,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,98304000,16384000,65536000,204800,0,5,0,32834501,204801,65537936,205279,0.000000,0.000000,1280.788311,213.464718,106.735512,334.318725,0.000000,8.143000,99.963464,24832000,24678400,195687310,114739200,4194304000,0,0,2097152000,0,0,0,0,0,2.071187,19.445685,23.636972,0.000000,10.213328,0.567632,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",280268800,361292206,336152562,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,2385510400,0,262144000,3671654400,548864000,0,0.000000,0,0.000000,65536000,204800,0,333.538622,0,0,0.000000,16.442196,0.001385,3.615771,0.000000,10.337328,17.284287,6.363031,0.000000
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.951462,0.927978,0.498579,107.930554,281.069151,99.951462,0.927978,0.289673,0.058519,0.176013,0.000000,0.000000,0.000000,54.101639,281.420830,281.069151,107.930554,0.000000,64.285714,100.000000,100.000000,49.866076,0.000000,107.930554,0.000000,0.000197,100.000000,0.000000,1.196789,6562.000000,27.844397,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,169869312,28311552,113246208,294912,0,5,0,56766182,295281,113250869,295081,0.000000,0.000000,1295.166648,215.861108,107.934996,281.230218,0.000000,4.765000,99.969521,42835968,42614784,338321957,198254592,7247757312,0,0,3623878656,0,0,0,0,0,2.073475,19.368396,24.374421,0.000000,10.235507,0.562666,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",483803136,623947935,580669119,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,4114612224,0,452984832,6344146944,941359104,0,0.000000,0,0.000000,113246208,295136,0,281.282636,0,0,0.000000,16.099955,0.000672,3.618517,0.000000,10.353319,16.931588,6.262162,0.000000
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.847477,0.927461,0.499717,108.284772,241.707079,99.847477,0.927461,0.289828,0.058562,0.176078,0.000000,0.000000,0.000000,54.583559,241.707079,241.707079,108.284772,0.000000,64.285714,100.000000,100.000000,49.621660,0.000000,108.284772,0.000000,0.000073,100.000000,0.000000,1.195458,7650.000000,27.817708,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,269746176,44957696,179830784,401408,0,1,0,90648057,401408,179838310,401569,0.000000,0.000000,1299.417259,216.569543,108.289303,241.804025,0.000000,602.000000,99.973856,67938304,67637248,537153228,314804224,11509170176,0,0,5754585088,0,0,0,0,0,2.055265,19.352174,24.868595,0.000000,10.142387,0.555507,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",767692800,990191941,921651083,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,6525288448,0,719323136,10073735168,1486815232,0,0.000000,0,0.000000,179830784,401540,0,241.786562,0,0,0.000000,15.899646,0.000532,3.612973,0.000000,10.310483,16.815410,6.238693,0.000000
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.879539,0.935876,0.499520,108.150789,211.232009,99.879539,0.935876,0.288844,0.058595,0.176127,0.000000,0.000000,0.000000,54.507955,211.317825,211.232009,108.150789,0.000000,64.285714,100.000000,100.000000,49.575779,0.000000,108.150789,0.000000,0.000030,100.000000,0.000000,1.206043,8738.000000,28.065474,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,402653184,67108864,268435456,524288,0,12,0,135291363,524501,268441581,524294,0.000000,0.000000,1297.809467,216.301578,108.153257,211.234426,0.000000,4.834000,99.977111,101318656,100925440,800589504,469893120,17179869184,0,0,8589934592,0,0,0,0,0,2.079750,19.531230,21.555288,0.000000,10.085335,0.560440,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1145307136,1476122040,1374016472,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,9730785280,0,1073741824,15036579840,2210398208,0,0.000000,0,0.000000,268435456,524368,0,211.264240,0,0,0.000000,17.568008,0.000280,3.650948,0.000000,10.481702,18.137967,6.643005,0.000000
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.971097,0.927354,0.499357,99.323184,172.436083,99.971097,0.927354,0.288431,0.058620,0.176165,0.000000,0.000000,0.000000,49.979473,172.436343,172.436083,99.323184,0.000000,64.285714,100.000000,100.000000,49.685783,0.000000,99.323184,0.000000,0.000000,100.000000,0.000000,1.205591,9826.000000,28.056669,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,573308928,95551488,382205952,663552,0,1,0,192326215,663553,382216761,663637,0.000000,0.000000,1191.878211,198.646369,99.325993,172.458172,0.000000,259.000000,99.979646,144156672,143659008,1141079825,669026304,24461180928,0,0,12230590464,0,0,0,0,0,2.084421,19.594674,21.237500,0.000000,10.420111,0.557153,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1630015488,2100162985,1955010547,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,13844348928,0,1528823808,21408841728,3137273856,0,0.000000,0,0.000000,382205952,663552,0,172.436083,0,0,0.000000,17.406168,0.000308,3.655676,0.000000,10.439729,18.259936,6.673567,0.000000
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.983381,0.926205,0.499442,99.317589,155.183732,99.983381,0.926205,0.289832,0.058640,0.176196,0.000000,0.000000,0.000000,49.925928,155.198129,155.183732,99.317589,0.000000,64.285714,100.000000,100.000000,49.720180,0.000000,99.317589,0.000000,0.000000,100.000000,0.000000,1.194649,10914.000000,27.806149,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432000,131072000,524288000,819200,0,9,0,263554174,819276,524299646,819201,0.000000,0.000000,1191.811063,198.635177,99.319795,155.183921,0.000000,1.704000,99.981675,197632000,197017600,1565313661,917708800,33554432000,0,0,16777216000,0,0,0,0,0,2.115807,19.881529,20.604766,0.000000,10.798351,0.560026,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2235187200,2883016082,2684154802,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,18979225600,0,2097152000,29366681600,4292608000,0,0.000000,0,0.000000,524288000,819200,0,155.183732,0,0,0.000000,17.985552,0.000226,3.620260,0.000000,10.622194,17.431549,6.284236,0.000000
