256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15,4,4096,4096,2048,2049,2048,2048,20,7,0,4,2048,2048,2048,2048,655360,655360,655360,655360,655064,655356,655352,655356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,655400,655403,655452,655363,2052,2048,3000,2048,6290937,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,7644592,1090223,194838528,0,0,0,0,1048576,2048,6106554,179538014,1024,194641920,0,0,0,0,0,0,2621440,8192,0,0,1572864,6144,0,0,0,0,3067238,8192,0,0
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,32744,32741,16385,16385,8192,8192,8193,8192,16377,16356,16384,16368,8192,8192,8192,8192,5242880,5242880,5242880,5242880,5226496,5226528,5226512,5226508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5242993,5242997,5242885,5242883,8193,8192,8192,8193,47515491,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,61224179,8647810,1551106048,0,0,0,0,8388608,8192,47204196,1471230062,4096,1550319616,0,0,0,0,0,0,20971520,32768,0,0,12582912,24576,0,0,0,0,24886252,32768,0,0
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2639167,2634180,36864,36864,18432,18432,18432,18432,1308076,1109915,1320336,1150340,18432,18432,18432,18432,17694720,17694720,17694720,17694720,16534524,16372308,16516968,16529464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,17694763,17697037,17694736,17694725,18796,18433,18438,18434,157804386,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,203410110,27646493,5226430464,0,0,0,0,28311552,18432,156013712,4983897886,9216,5224660992,0,0,0,0,0,0,70778880,73728,0,0,42467328,55296,0,0,0,0,81890111,73728,0,0
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6505999,7143433,65536,65536,32769,32769,32769,33125,3512303,3623080,3369020,3469481,32768,32768,32768,32768,41943040,41943040,41943040,41943040,38339225,38523563,38598340,38683572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,41943085,41945320,41944476,41944776,32768,32772,32769,32772,372892341,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,481148878,65074520,12378439680,0,0,0,0,67108864,32768,371350643,11812525114,16384,12375293952,0,0,0,0,0,0,167772160,131072,0,0,100663296,98304,0,0,0,0,193494841,131072,0,0
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,16156940,15885902,102400,103041,51200,51200,51201,51200,8082219,8067005,8061968,7930794,51200,51200,51200,51200,81920000,81920000,81920000,81920000,73860845,73836554,73848925,73853424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,81921579,81921324,81922232,81920020,51201,51200,51200,51205,723569724,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,935671260,124676884,24164761600,0,0,0,0,131072000,51200,722764915,23050915332,25600,24159846400,0,0,0,0,0,0,327680000,204800,0,0,196608000,153600,0,0,0,0,375259304,204800,0,0
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,28446598,28425291,147456,147456,73728,73728,73728,73729,14222294,14196056,14166293,14169915,73728,73728,73728,73728,141557760,141557760,141557760,141557760,127373043,127364776,127344308,127360546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,141559547,141559217,141560341,141558005,73728,73732,73728,73940,1249480539,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1616847321,215098955,41743024128,0,0,0,0,226492416,73728,1246819326,39870326266,36864,41735946240,0,0,0,0,0,0,566231040,294912,0,0,339738624,221184,0,0,0,0,649062952,294912,0,0
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,45184437,45190340,200705,200704,100353,100352,100352,100353,22589937,22575171,22577574,22579244,100352,100480,100352,100352,224788480,224788480,224788480,224788480,202218531,202210228,202203500,202211788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,224790715,224792873,224789869,224789860,100356,100353,100353,100457,1981763286,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,2568012476,342092774,66270855168,0,0,0,0,359661568,100352,1979482697,63265277776,50176,66261221376,0,0,0,0,0,0,899153920,401408,0,0,539492352,301056,0,0,0,0,1030983835,401408,0,0
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,67440155,67423600,262144,262144,131072,131072,131072,131072,33712397,33725587,33716572,33708560,131072,131072,131072,131072,335544320,335544320,335544320,335544320,301836576,301832820,301834060,301828876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,1,335547768,335548236,335546188,335549012,131073,131072,131072,131072,2956658676,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,3832224752,509878764,98905882624,0,0,0,0,536870912,131072,2955163905,94458144018,65536,98893299712,0,0,0,0,0,0,1342177280,524288,0,0,805306368,393216,0,0,0,0,1538068950,524288,0,0
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,96853660,96781344,331777,331776,165888,165888,165889,165888,48408081,48383528,48395386,48431457,165888,165888,165888,165888,477757440,477757440,477757440,477757440,429359552,429367967,429370032,429359224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,477762580,477762621,477762067,477761925,165888,165888,165889,165888,4205056674,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,5472707574,734052065,140805734400,0,0,0,0,764411904,165888,4201515111,134380188040,82944,140789809152,0,0,0,0,0,0,1911029760,663552,0,0,1146617856,497664,0,0,0,0,2203670650,663552,0,0
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,131991905,131906931,409601,409601,204801,204800,204801,204801,65990224,65987932,66002879,65988583,204800,204800,204800,204800,655360000,655360000,655360000,655360000,589367339,589420119,589378588,589415226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,655366236,655367356,655366316,655365560,204800,204800,204800,204804,5765572602,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,7508122501,1006004065,193128038400,0,0,0,0,1048576000,204800,5761323400,184254197046,102400,193108377600,0,0,0,0,0,0,2621440000,819200,0,0,1572864000,614400,0,0,0,0,3024895587,819200,0,0
