256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15,4,8102,8111,4056,4042,4057,4044,8,19,4,4,4096,4096,4852,4096,1179648,1179648,1179648,1179648,1179644,1179644,1179648,1179644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,1179688,1179772,1179693,1179648,4096,4096,4096,4100,10808967,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,9323080,1061271,194838528,0,0,0,0,1048576,2048,10421654,308209172,1024,194641920,0,0,0,0,0,0,4718592,16384,0,0,3670016,14336,0,0,0,0,5256221,16384,0,0
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21439,27353,32486,32541,16279,16281,16248,16656,10588,10588,10536,10893,16384,16384,16384,16384,9437184,9437184,9437184,9437184,9426416,9426428,9426668,9426616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9437224,9437224,9437187,9437296,16385,16385,16385,16385,82254951,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,74561832,8417906,1551106048,0,0,0,0,8388608,8192,81714196,2552856270,4096,1550319616,0,0,0,0,0,0,37748736,65536,0,0,29360128,57344,0,0,0,0,42374460,65536,0,0
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2710739,2814620,73089,72773,36516,36375,36392,36443,1466446,1476209,1462569,1434889,36864,36864,36864,36864,31850496,31850496,31850496,31850496,30372101,30426033,30389292,30433957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,31850552,31850539,31850501,31850496,36864,36868,36870,36864,278636799,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,253861901,28313317,5226430464,0,0,0,0,28311552,18432,277163543,8717531090,9216,5224660992,0,0,0,0,0,0,127401984,147456,0,0,99090432,129024,0,0,0,0,146065015,147456,0,0
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7999278,7999488,129246,129261,64642,64599,64938,64646,4024699,4000503,3976195,4028772,65536,65536,65536,65536,75497472,75497472,75497472,75497472,71463692,71477290,71488809,71520491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,75497515,75497512,75497472,75497472,65538,65536,65536,65540,661937124,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,603087215,67026265,12378439680,0,0,0,0,67108864,32768,661031693,20802645440,16384,12375293952,0,0,0,0,0,0,301989888,262144,0,0,234881024,229376,0,0,0,0,347875815,262144,0,0
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15919873,15908799,200327,200511,100328,100266,100377,100369,7927589,7931759,7958752,7926356,102400,102400,102400,102400,147456000,147456000,147456000,147456000,139481478,139565587,139502860,139558059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,147458200,147457167,147457223,147457237,102400,102400,102400,102401,1293894561,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,1178376127,130872435,24164761600,0,0,0,0,131072000,51200,1291871636,41057056318,25600,24159846400,0,0,0,0,0,0,589824000,409600,0,0,458752000,358400,0,0,0,0,680870025,409600,0,0
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,28913681,28919070,291418,291332,145717,145826,146270,145659,14457251,14461748,14477474,14459885,147456,147456,147456,147456,254803968,254803968,254803968,254803968,240339539,240332459,240323492,240347980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,254807712,254805683,254806092,254806005,147457,147457,147457,147461,2237152872,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,2040471309,226002195,41743024128,0,0,0,0,226492416,73728,2236208043,70836580590,36864,41735946240,0,0,0,0,0,0,1019215872,589824,0,0,792723456,516096,0,0,0,0,1180122085,589824,0,0
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,45309973,45317330,397225,397404,198738,198612,198629,198623,22658392,22656140,22657415,22658081,200704,200704,200704,200704,404619264,404619264,404619264,404619264,381962886,381973322,381963954,381960886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,404625599,404623916,404622223,404623136,200704,200706,200705,200705,3546486981,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,3235339122,358849303,66270855168,0,0,0,0,359661568,100352,3544430968,112343972118,50176,66261221376,0,0,0,0,0,0,1618477056,802816,0,0,1258815488,702464,0,0,0,0,1869761266,802816,0,0
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,67561769,67617734,515652,516221,257743,257691,257486,257194,33786440,33789924,33770501,33772097,262144,262144,262144,262144,603979776,603979776,603979776,603979776,570209376,570165098,570209781,570179797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,603986179,603984947,603986781,603985937,262144,262145,262144,262148,5283968304,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,4819728494,535483604,98905882624,0,0,0,0,536870912,131072,5278212310,168254579698,65536,98893299712,0,0,0,0,0,0,2415919104,1048576,0,0,1879048192,917504,0,0,0,0,2783415933,1048576,0,0
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,102550348,102836605,657544,656639,328781,328793,328800,328795,51426703,51378598,51374310,51397944,331776,331776,331776,331776,859963392,859963392,859963392,859963392,808564033,808633661,808608358,808637825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,859971024,859970699,859972480,859973904,331782,331776,331777,331776,7526129991,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,6873543064,762362621,140805734400,0,0,0,0,764411904,165888,7523840236,238830134636,82944,140789809152,0,0,0,0,0,0,3439853568,1327104,0,0,2675441664,1161216,0,0,0,0,3968505145,1327104,0,0
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,133403558,133670519,811080,811131,405489,405591,405727,405496,66842152,66827903,66705563,66770421,409600,409600,409600,409600,1179648000,1179648000,1179648000,1179648000,1112962187,1112935016,1112939573,1112926895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1179658608,1179659899,1179659497,1179657780,409601,409601,409600,409600,10307013315,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,9430577684,1045734205,193128038400,0,0,0,0,1048576000,204800,10302893298,327981623750,102400,193108377600,0,0,0,0,0,0,4718592000,1638400,0,0,3670016000,1433600,0,0,0,0,5451010193,1638400,0,0
