"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7459,10072,10,0,1,5,1,0,3037,4104,3064,3121,0,32,0,0,8192,8192,8192,8192,5096,5080,5116,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,8192,8195,8284,8263,1,32,2,1,174768,0,0,262144,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,75168,45615,20363,2405376,4128,2304,0,0,8192,32,116221,1959724,32,2023360,0,0,0,0,0,0,8192,32,0,0,0,0,0,0,4128,2304,8192,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,39866,37514,61,8,22,3,6,2,16343,15384,15499,15513,32,0,0,0,16384,16384,16384,16384,0,940,880,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,16384,16408,16477,16424,33,1,4,5,313365,0,0,524288,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,116128,70190,37364,3716096,4128,2304,0,0,16384,32,247375,4178414,32,3334080,0,0,0,0,0,0,16384,32,0,0,0,0,0,0,4128,2304,16384,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,79914,79983,16,10,7,2,5,1,32772,32768,32775,32780,32,0,0,0,32768,32768,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,32768,32768,32811,32811,36,1,3,1,518313,0,0,1048576,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,198048,119340,66866,6337536,4128,2304,0,0,32768,32,449497,7593810,32,5955520,0,0,0,0,0,0,32768,32,0,0,0,0,0,0,4128,2304,32768,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,160321,160006,4,18,1,1,4,5,65541,65541,65541,65542,0,0,0,32,65536,65536,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,65541,65644,65576,65579,1,1,5,32,934275,0,0,2097152,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,361888,217644,125940,11580416,4128,2304,0,0,65536,32,853337,14527836,32,11198400,0,0,0,0,0,0,65536,32,0,0,0,0,0,0,4128,2304,65536,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,322477,322212,4,50,1,8,9,1,131073,131080,131111,131076,0,0,32,0,131072,131072,131072,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,131077,131075,131155,131112,2,1,37,1,1795452,0,0,4194304,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,689568,414257,245081,22066176,4128,2304,0,0,131072,32,1681755,28595296,32,21684160,0,0,0,0,0,0,131072,32,0,0,0,0,0,0,4128,2304,131072,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,648398,647975,14,10,1,5,6,0,262246,262149,262151,262149,0,32,0,0,262144,262144,262144,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,262144,262149,262461,262229,3,34,6,1,3489921,0,0,8388608,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,1344928,807468,482009,43037696,4128,2304,0,0,262144,32,3334378,56812322,32,42655680,0,0,0,0,0,0,262144,32,0,0,0,0,0,0,4128,2304,262144,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1300482,1300221,14,8,6,2,5,1,524289,524288,524295,524292,32,0,0,0,524288,524288,524288,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,524333,524291,524347,524823,35,2,3,0,6860907,0,0,16777216,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,2655648,1593905,957804,84980736,4128,2304,0,0,524288,32,6578901,112247136,32,84598720,0,0,0,0,0,0,524288,32,0,0,0,0,0,0,4128,2304,524288,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2606715,2605681,14,8,2,5,3,0,1048721,1048577,1048746,1048581,0,32,0,0,1048576,1048576,1048576,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1048664,1049311,1048621,1048888,3,34,4,1,13565901,0,0,33554432,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,5277088,3166766,1904104,168866816,4128,2304,0,0,1048576,32,13189355,225073658,32,168484800,0,0,0,0,0,0,1048576,32,0,0,0,0,0,0,4128,2304,1048576,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5221640,5222004,89,10,38,1,5,0,2097299,2097476,2097476,2097157,32,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2097244,2097157,2097568,2097192,33,1,6,1,27371175,0,0,67108864,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,10519968,6312503,3804152,336638976,4128,2304,0,0,2097152,32,26308563,449067208,32,336256960,0,0,0,0,0,0,2097152,32,0,0,0,0,0,0,4128,2304,2097152,32,0,0
"Tesla K40c (0)","1","7","dot(float*, float*, float*, int)",0,0,0,0,0,0,0,0,10461678,10460488,6,17,2,2,7,6,4195645,4194608,4194311,4194308,0,0,0,32,4194304,4194304,4194304,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,4194675,4194304,4194347,4194883,1,1,6,35,54105699,0,0,134217728,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8192,21005728,12603949,7594308,672183296,4128,2304,0,0,4194304,32,52146910,890291102,32,671801280,0,0,0,0,0,0,4194304,32,0,0,0,0,0,0,4128,2304,4194304,32,0,0
