256,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",88.720964,0.862133,0.539669,0.536933,5281.000000,100.000000,100.000000,99.943193,0.000426,11.945247,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368,65536,8,2014,8.333333,0.000000,52.045314,201.872732,416.362512,1.577131,201.872070,49.630332,100.936366,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,4194304,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432,0,16777216,0,0,10815488,10820096,"Low (1)","Low (1)",0.000000,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9628672,141312,141312,4210688,1058816,0,0.000000,0.301589,28.835038,6.993664,7.226675,0.000000,55.751534,0.044201,0.353454,0.328181,0.165664,0,5,17302039,65542,0,0.000000,8.304498,100.000000,100.000000,416.362512,1.577131,17301504,65536,416.375387,1.577275,0.000000,126.169922,"High (8)",0.000000,0,"Low (1)",0.000000,0.570435,0.580273,0.000000
512,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",96.856500,0.928137,0.549000,0.546217,10529.000000,100.000000,100.000000,99.971507,0.000053,12.154719,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,150994944,262144,20384,38855,8.333333,0.000000,82.097394,159.219189,656.779155,1.243900,99.045530,188.795824,159.219189,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,33554432,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,268435456,0,134217728,0,0,86253568,86258176,"Low (1)","Low (2)",0.000000,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76778496,1089536,1089536,33619968,8429568,0,0.000000,0.288557,28.893747,5.117025,7.957512,0.000000,57.013701,0.007825,0.362687,0.207722,0.151224,0,5,138412135,262150,0,0.000000,8.318891,99.985926,96.924210,656.779155,1.243900,138412032,262144,656.779644,1.243928,0.000000,24.877930,"High (9)",0.000000,0,"Low (1)",0.000000,0.575080,0.642365,0.000000
768,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",98.445369,0.934580,0.506424,0.504945,15777.000000,100.000000,100.000000,99.980985,0.000016,11.236953,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,509607936,589824,122616,103571,8.333333,0.000000,77.442422,100.127576,619.539376,801.020607,166.520763,140.656374,150.191364,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,113246208,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,905969664,0,452984832,0,0,290801664,290806272,"Low (1)","Low (1)",0.000000,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258862080,3631104,3631104,113393664,28403712,0,0.000000,0.262900,28.976203,4.900603,8.299341,0.000000,56.947807,0.002300,0.331899,0.156854,0.122094,0,5,467141567,589830,0,0.000000,8.323699,99.973912,96.875000,619.539376,801.020607,467140608,589824,619.540648,801.028755,0.000000,6.953125,"High (8)",0.000000,0,"Low (1)",0.000000,0.521915,0.602017,0.000000
1024,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",98.854284,0.942327,0.533360,0.533962,21025.000000,100.000000,100.000000,99.985731,0.000007,11.883005,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,1207959552,1048576,3347168,175309,8.333333,0.000000,82.920630,80.407883,663.365039,643.263067,2.005240,107.545667,160.815767,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,268435456,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688951808,"Low (1)","Low (2)",0.000000,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613288960,8552448,8552448,268697600,67272704,0,0.000000,0.271563,29.062861,4.640590,8.198490,0.000000,57.215726,0.000940,0.352192,0.122210,0.135428,0,5,1107296823,1048582,0,0.000000,8.326106,99.697534,96.872139,663.365039,643.263067,1107296256,1048576,663.365378,643.266748,0.000000,3.140625,"High (9)",0.000000,0,"Low (1)",0.000000,0.556268,0.642792,0.000000
1280,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.220541,0.940092,0.501575,0.498654,26273.000000,100.000000,100.000000,99.988581,0.000003,11.097440,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,1,1,0,0,2359296000,1638400,8176013,249145,8.333333,0.000000,70.473182,54.670104,563.785457,437.360839,2.131383,66.507730,136.675262,0.000000,0.000000,1.092773,1.092773,12.500000,12.500000,524288000,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345182208,"Low (1)","Low (1)",0.000000,"Low (1)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197468672,16640000,16640000,524697600,131328000,0,0.000000,0.257344,29.017991,4.582266,8.366978,0.000000,57.228141,0.000454,0.329868,0.099592,0.117366,0,5,2162688567,1638406,0,0.000000,8.327550,99.623878,96.866638,563.785457,437.360839,2162688000,1638400,563.785605,437.362441,0.000000,1.366211,"High (9)",0.000000,0,"Low (1)",0.000000,0.513670,0.607476,0.000000
1536,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.482213,0.937723,0.514756,0.522923,31521.000000,100.000000,100.000000,99.990483,0.000002,11.637638,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,4076863488,2359296,14547112,343024,8.333333,0.000000,71.702027,46.352825,573.616219,370.822606,2.232855,53.914834,139.058477,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,905969664,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323984896,"Low (1)","Low (1)",0.000000,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068810752,28680192,28680192,906559488,226861056,0,0.000000,0.266229,29.098071,4.638424,8.480993,0.000000,56.959582,0.000273,0.346455,0.082948,0.127025,0,5,3737124967,2359302,0,0.000000,8.328514,99.611281,96.799342,573.616219,370.822606,3737124864,2359296,573.616235,370.823548,0.000000,824.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.541175,0.623942,0.000000
1792,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.471177,0.936902,0.502770,0.502316,36769.000000,100.000000,100.000000,99.991841,0.000001,11.179117,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,6473908224,3211264,23406890,456284,8.333333,0.000000,71.242084,39.476132,569.936673,315.809065,2.247979,44.872867,138.166466,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,1438646272,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689847296,"Low (1)","Low (1)",0.000000,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284724736,45459456,45459456,1439449088,360163328,0,0.000000,0.257367,28.974352,4.637222,8.388522,0.000000,57.220565,0.000166,0.331269,0.071246,0.119291,0,5,5934417063,3211270,0,0.000000,8.329202,99.607401,96.625379,569.936673,315.809065,5934415872,3211264,569.936788,315.809655,0.000000,515.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.518389,0.619349,0.000000
2048,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.559059,0.945096,0.526916,0.518023,42017.000000,100.000000,100.000000,99.992860,0.000001,11.528739,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,9663676416,4194304,35562910,604296,8.333333,0.000000,72.524963,35.163618,580.199708,281.308949,2.329276,40.529697,140.654475,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,2147483648,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507256832,"Low (1)","Low (2)",0.000000,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902620160,67764224,67764224,2148532224,537526272,0,0.000000,0.266644,29.151055,4.576799,8.232961,0.000000,57.233198,0.000110,0.347251,0.062656,0.129327,0,5,8858370175,4194310,0,0.000000,8.329718,99.598584,96.086645,580.199708,281.308949,8858370048,4194304,580.199716,281.309351,0.000000,351.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.537412,0.639651,0.000000
2304,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.746285,0.938815,0.503340,0.503119,47265.000000,100.000000,100.000000,99.993653,0.000001,11.197104,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,13759414272,5308416,54282745,809566,8.333333,0.000000,74.502443,32.108796,596.019543,256.870375,2.565139,39.174308,144.489586,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,3057647616,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840700928,"Low (1)","Low (1)",0.000000,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979906560,96380928,96380928,3058974720,765241344,0,0.000000,0.257724,29.324415,4.562949,8.357311,0.000000,56.992445,0.000075,0.330595,0.056420,0.118064,0,5,12612796519,5308422,0,0.000000,8.330120,99.567078,95.377152,596.019543,256.870375,12612796416,5308416,596.019548,256.870666,0.000000,253.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.518627,0.610978,0.000000
2560,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.794661,0.937823,0.514654,0.514695,52513.000000,100.000000,100.000000,99.994287,0.000000,11.454760,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368000,6553600,81344857,1089262,8.333333,0.000000,76.665644,29.736977,613.325154,237.895817,2.883613,39.540233,148.684886,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,4194304000,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754667008,"Low (1)","Low (2)",0.000000,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573993472,132096000,132096000,4195942400,1049600000,0,0.000000,0.261073,29.106208,4.655450,8.090989,0.000000,57.374500,0.000060,0.339064,0.050416,0.122239,0,5,17301504863,6553606,0,0.000000,8.330441,99.522603,93.452209,613.325154,237.895817,17301504000,6553600,613.325185,237.896035,0.000000,190.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.531389,0.636991,0.000000
